,cid,votes,time,含hate,含hate中文翻译
3359,Ugw3bJy4ZUxVB58alER4AaABAg,0,1 year ago,i hate all traditional chinese dried fruit candies except for one. the powdery orange colored salty dried prunes...话梅 huamei,我讨厌除一种传统的中国干果糖果。粉状的橙色咸干李子...话梅huamei
3249,UgxDA_GlX2IyRzEUJ5l4AaABAg,0,1 year ago,i miss her . i dont know why theres no new video upload of her.but whatever she's doing right now to make her feel more busy,我想她 。我不知道为什么没有她的新视频上传她。
1877,Ugxq_pCrDkmGZKYuE994AaABAg.9am3IThiHPy9ansND5wK0S,0,1 year ago,"before u get access to internet, get access to ur brain. pathetic hater",在您访问Internet之前，请访问您的大脑。可悲的仇恨者
1220,Ugzbbnjwt92y3Kj-ma94AaABAg,0,9 months ago,i wonder where she is right now ? her videos its beyond beautiful whatever you call it!,我想知道她现在在哪里？无论您称之为什么，她的视频都超出了美丽！
13359,UgzgawZKlcY2UFye67t4AaABAg,0,2 years ago,this place is in china for those who hate china.,这个地方在中国，仇恨中国的人。
13728,UgynU1v05UWykcksApt4AaABAg,0,2 years ago,u r chinese....and i hate chinese...only not me all over world hates u...dislike dislike dislike...vdo,中国
13766,UgxaGv0Qt7wzf7eIe6F4AaABAg,0,2 years ago,"every video of her i watch makes me hungry wants to eat something , i always ended up open up the fridge and grab whatever",我看着她的每一个视频都让我饿想吃东西，我总是打开冰箱，抓住任何东西
21616,Ugxl04psn6EJIlonuWN4AaABAg.93Turk74VEU93XTnKbsdjF,0,3 years ago,"@ethan-wx7is the article you referred to is about lead poising in china in general and the authors mentioned one of the factors of the lead poising is cannon popcorn. it is a guess, with no evidence, just based on how the cannon is built but never tested the popcorn itself. my mother is a physics teacher and she likes to take samples from different food and drink to her school lab and test them before she retired, sometimes she used the chemistry lab equipment because she and the chemistry teacher worked closely together. she tested popcorn from the cannon and find the lead level was not higher than other food. i also has a neighbor here in the us, who is a soil scientist, one of the things she studied is corn and i asked her about popcorn and cannon popcorn since we both growing up eating those. she also said she tested them and didn't see anything alarming. in other words, whatever the article says, it is theory, the authors never tested the popcorn. in any event, it is very rare to see this kind of popcorn making in china now and if you ate it very rarely, it won't cause any problem even if it has higher lead level.",@ethan-wx7is，您提到的文章是关于在中国的主要领导者，作者提到了铅的因素之一是Cannon Popcorn。这是一个猜测，没有证据，只是基于大炮的建造方式，但从未测试过爆米花本身。我的母亲是一名物理老师，她喜欢从不同的食物和饮料中取样到她的学校实验室，并在退休之前对其进行测试，有时她会使用化学实验室设备，因为她和化学老师一起工作。她从大炮测试了爆米花，发现铅含量不高于其他食物。我在美国也有一个邻居，他是一位土壤科学家，她研究的一件事是玉米，我问她关于爆米花和坎农爆米花的信息，因为我们俩都在吃那些东西。她还说她测试了它们，没有看到任何令人震惊的东西。换句话说，无论文章所说，这都是理论，作者从未测试过爆米花。无论如何，现在很少见到这种爆米花在中国制造，如果您很少吃它，那么即使铅水平较高，也不会造成任何问题。
26148,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-ShZdoVz5w,0,3 years ago,"amy gao it is beautiful but fake, and even dirty and ugly behind the scene, just like most things in chinese these days. expressing dislike is far not enough but feel shame. i am not hater but just tell people the truth that this video is a not (her) real (life). the haters who hate telling the true please leave me alone otherwise i will only speak louder.",艾米高（Amy Gao）很漂亮，但是假货，甚至在现场的肮脏和丑陋，就像如今中文中的大多数事情一样。表达的不满是不够的，但会感到羞耻。我不是仇恨者，而只是告诉人们这个视频不是（她）真实的（生活）的真相。讨厌说真的的仇恨者，请让我一个人呆着，否则我只会大声说话。
25667,UgzsuyYqpWh-NROlzkF4AaABAg.9-6D8C6Q_lL9-z00RHqqNN,0,3 years ago,"@yingzhong550 ok, dude. you're using a ""seeing is believing"" argument and commenting on something already been done/dealt with another pointless comment. pls. whatever point your trying to make is utterly irrelevant. meaningless.",@yingzhong550好吧，伙计。您正在使用“看见”的论点，并评论已经完成/处理另一个毫无意义的评论。请无论您试图做出什么意义，完全无关紧要。无意义的。
25306,UgxpiJzgA6cyWozX9R54AaABAg.9-UPeufRcwn91MSq4MBq07,0,3 years ago,"calvint lim you are crazy, your comment is the reason why i โ€wantโ€ to hate china",卡尔文特·林（Calvint Lim）你疯了，你的评论就是我“想”讨厌中国的原因
24470,UgysMA_HeKC7tN4Ir7Z4AaABAg,0,3 years ago,"liziqi, are you a hmong? newspapers in vietnam have many articles about you. you should learn more about buddhism, so that your father's second wife is someone you owe them from past lives, you should not hate this person.",liziqi，你是苗族吗？越南报纸上有很多有关您的文章。您应该了解更多有关佛教的信息，以便您父亲的第二任妻子是您从过去的生活中欠他们的人，您不应该讨厌这个人。
24055,UgzAXT-InTePlV6uNoJ4AaABAg,0,3 years ago,where is that place and how cam i live there... i hate this synthetic world๐,那个地方在哪里，我在那里住的地方...我讨厌这个综合世界
23968,Ugy9FAlUlEV6mdFKpbN4AaABAg.91ok4qzepeH91ytUU5mWsD,0,3 years ago,"moral of the story-
earth give you whatever you want (happiness, freedom...) if you work for yourself and your family not the slavery of the job. but the main problem in that's the society brain.","故事的道德启示-
如果您为自己和家人而不是工作的奴隶制，地球都会给您任何您想要的东西（幸福，自由...）。但是那是社会大脑的主要问题。"
22923,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg193CX4w80jTD,0,3 years ago,"i see many haters are barking here
i wish them to shut the fuck up","我看到很多仇恨者在这里吠叫
我希望他们闭嘴"
22916,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg192tf-1BiSPv,0,3 years ago,"@priscillayang499 i think you are a hypocritical person too. 
you have to note that, the people didn't hate or unrespect you when you love your dog's friend, it's your freedom. but why you do hate and unrespect the people who eat dogs? it's unfair. they have the freedom to eat dogs. you have the freedom to love dogs. don't disturb each other, it's fair social.","@priscillayang499我认为你也是一个虚伪的人。
您必须注意，当您爱狗的朋友时，人们并不讨厌或不尊重您，这是您的自由。但是，为什么您要讨厌和不可思议的人吃狗的人呢？这不公平。他们有吃狗的自由。你有爱狗的自由。不要互相打扰，这是公平的社交。"
22834,UgyjOO-f6yN8t49qKY94AaABAg,0,3 years ago,"if it wasn't for the wall, ziyi's attention would definitely be hundreds of millions, and the comments would be hundreds of millions! from this point of view, i hate you, wall! intersection intersection intersection",如果不是有墙，子柒的关注度肯定上亿，评论也得以亿计！由此看来，我恨你，墙！！！！
22833,Ugxi1YjLbrDC3WSLgvh4AaABAg,0,3 years ago,"why are there less chinese reviews? how many english comments? ~ the reason is that wall! intersection if it wasn't for the wall, ziyi's attention would definitely be hundreds of millions, and the comments would be hundreds of millions! from this point of view, i hate you, wall! intersection intersection intersection .............................................................................ipet is a fewer chinese comments here than english one? ndreds millions, and the comments would be more than hundreds miss ... in this regard, i will like to say, i have ""you""- the wall !!!!","为什么中文评论少？英文评论多？~原因是那堵墙！！如果不是有墙，子柒的关注度肯定上亿，评论也得以亿计！由此看来，我恨你，墙！！！！………why there is a fewer Chinese comments here than English ones? the reason is the ""WALL""-firewall!! if there were not that wall, Ziqi's fans could have more than hundreds millions, and the comments would be more than hundreds millions....in this regard, i would like to say, i hate ""you""-- the WALL!!!!"
22548,UgxMRSToGoYpqhVRZQN4AaABAg,0,3 years ago (edited),"liz i hope if you read this i am really proud of your work and the hardwork you have done through, although i'm sorry for all the paparazzi who are going into your personal life
i'm very happy that you've overcome whatever you've faced in the past and is very well doing now, thank you for inspiring young kids like me to work even if we have a bad past ๐‘๐ป","Liz我希望如果您读过这篇文章，我对您的工作和您所做的辛勤工作感到非常自豪，尽管我为所有进入您个人生活的狗仔队感到抱歉
我很高兴您克服了您过去面临的一切，并且现在做得很好，感谢您激发像我这样的小孩子工作，即使我们过去的糟糕"
21990,UgxEOYq0bYWDm9X0FMp4AaABAg,0,3 years ago,when you live in countryside you can do whatever you want your day will passed without knowing because you can do a lot of things. oh i missed our farm.,当您住在乡村时，您可以做任何您想做的事情，而无需知道，因为您可以做很多事情。哦，我想念我们的农场。
21909,Ugz_0xsYngt7nON70Cl4AaABAg,0,3 years ago,"remember, she's chinese. in china, youtube and other things are banned. either she is on a good side of china where there is no dictatorship or she is just living her best life. both are good outcomes so don't get angry at me this is not a hate comment. this is simply a good comment from a horrible english speaker.",记住，她是中国人。在中国，YouTube和其他事物被禁止。她要么在没有独裁统治的中国良好的一面，要么只是过着最好的生活。两者都是不错的结果，所以不要对我生气，这不是仇恨评论。这只是一个可怕的英语说话者的好评论。
557,UgxY0cRhNtomrUbjylx4AaABAg,0,4 months ago,"no, why do you like this kind of videos that are not talking about oil and soil. crooked nuts hate chinese so much.",不是，为啥油土鳖高点赞的全都是这种不说话的视频，歪果仁这么讨厌中文的嘛
21448,Ugz6AgnMxpglbrgqXaV4AaABAg,0,3 years ago,"why can't people just enjoy the videos? it's like people choose to hate for the fun of it... i question, why so many unlikes?? smh... it doesn't make sense to me. i enjoy watching them, thats all that matters.",人们为什么不能只喜欢视频？就像人们选择讨厌它的乐趣一样……我问，为什么这么多的不可能？ SMH ...对我来说没有意义。我喜欢看他们，这很重要。
14112,UgyeTSqHiMr6lD__M6F4AaABAg.9B2_6a6yc_J9BCCfi3899f,0,2 years ago,"the girl loves to eat! whatever he sees, collects everything, cuts off and carries to the kitchen. and there is a bewitching action! granny - god's dandelion, also does not suffer from appetite. but the dogs, how many plaintively they wobble, for some reason have never fed. this is alarming, although the appearance of the dog and cats is not bony.",这个女孩喜欢吃！无论他看到什么，收集一切，切断并携带到厨房。而且有一个令人困惑的动作！奶奶 - 上帝的蒲公英，也不遭受食欲。但是，由于某种原因，这些狗，它们摇晃了多少，从未喂过。这令人震惊，尽管狗和猫的外观不是骨。
21326,Ugy_S4-kkAMjPNGe4SB4AaABAg.93kpryf5I-T93oIvudSF9X,0,3 years ago,"katiedoeswhatever iโ€m not sure about the name but i know those ingredients are butter, marshmallows, milk powder, cookies, dried strawberries or any fruit and nuts you like. i think itโ€s similar to peanut brittle but an improved version lol.",无论我不确定这个名字，katiedoes还是我知道这些成分是黄油，棉花糖，奶粉，饼干，干草莓或您喜欢的任何水果和坚果。我认为它类似于花生脆性，但改进的版本大声笑。
21061,Ugz5P4xPsdR6Z9czEyd4AaABAg.941vCdSLPgO9RzuZJpNqEL,0,1 year ago,"@idontcarei well, u make others to prove that she is not fake, but u also got no real things to prove she is fake so why do u spent all that time arguing with others just try to be a hater๐คฆ๐ปโ€โ€๏ธu just made all the things up in ur mind and u think thatโ€s the truth. if i were u, at least iโ€ll do some research to make my words seem more reasonable.",@idontcarei好吧，你让别人证明她不是假的，但是你也没有真实的东西来证明她是假的，所以你为什么花所有的时间与他人争论，只是想成为一个hater
20348,UgwbeIOUq8BkKyW8WNl4AaABAg,0,3 years ago,i hate chinese people because they eat animals without mercy .search on youtube,我讨厌中国人，因为他们在YouTube上搜索无怜悯的动物。
18824,UgxdfhIBHtcMprsHF294AaABAg.96U_wjWL5Lw97cHaBO9KUk,0,3 years ago (edited),@daniel lim ..it was a bloody joke matey... i didn't subscribe to her channel because i hated it/her...u should take your own advice.,@daniel lim ..这是一个流血的笑话，我没有订阅她的频道，因为我讨厌它/她...你应该接受你自己的建议。
17872,UgzxmhMk6SC3ZrACoud4AaABAg.97U1r7itGvN97X8ZKtoZQs,0,3 years ago,wan habibullah youtube seems to have changed it for whatever reason,Wan Habibullah YouTube似乎出于什么原因改变了它
17633,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh98QmR_0Iteu,0,3 years ago,"at least she is doing all the hard work by herself which part can't you hates see? well i guess you haters can always find something to judge and hate, i highly doubt that if you actually have a life in reality or this is how pathetic you guys are, don't appreciate a different culture, the beautiful side of countryside lifestyle...it just can't be something nice in your eyes, it has to be poor, dirty, not developed or even not educated. where does your self priority come from mr. know-it-all? in the end you are just a human like everyone else. righteousness doesn't make you a wise man but demonstrates that you have ugly soul.",至少她自己正在做所有艰苦的工作，您无法讨厌看到哪一部分？好吧，我想您仇恨的人总是会找到一些可以判断和仇恨的东西，我高度怀疑，如果您实际上有现实的生活，或者这就是你们的可悲，不要欣赏不同的文化，这是乡村生活方式的美丽一面。 ..这在您的眼中不可能是一件好事，它一定是贫穷，肮脏，没有发展甚至没有受过教育的东西。您的自我优先级来自智力先生？最后，您就像其他人一样。公义并不能使您成为一个明智的人，而是表明您有丑陋的灵魂。
17558,UgzdgTCnznOKghR-6dZ4AaABAg.97nTCJUMIz9985FQg0TTnE,0,3 years ago,"envy, jealousy, hate",羡慕嫉妒恨
17506,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa98YPZctCnsY,0,3 years ago,"@aghaphoenix6079 because the western media report all the negative news of china, blindly smear china, distort the truth, and those who don't know china will believe it, thus they will hate china, which is what some western media hope to achieve",@aghaphoenix6079，因为西方媒体报告了中国的所有负面消息，盲目涂抹中国，扭曲了真相，那些不知道中国的人会相信中国，因此他们会讨厌中国，这就是西方媒体希望实现的目标
17209,Ugwad2tp1sdtF7YN6at4AaABAg,0,3 years ago,your so mean you don’t feed the cute puppies and animals i hate you,你是说你不喂我讨厌你的可爱的幼犬和动物
16730,UgxKTlCAdOs4VwXmy414AaABAg.98ULgDRBjBw98a00mcnZFN,0,3 years ago (edited),"santi sautu my boyfriend is actually wealthy, he hates when people mention that he has money, or mostly when people at school say, “oh you’re parents aren’t bad or mean to you because you’re rich” or “you have no problems because you have a lot of money.” most rich 
people are not like this and most of them don’t say stupid shit like this.","我的男朋友桑蒂·索图（Santi Sautu没问题，因为你有很多钱。”最富有
人们不是这样，他们中的大多数人都不会这样愚蠢。"
16389,Ugza1oioWbMGLjNHtRV4AaABAg.98iowEsIg9G99fi7x5ajaO,0,3 years ago,they just hate anything about china.,他们只是讨厌中国的任何事情。
15662,UgxW8vzZm1pmwa9WIc14AaABAg,0,3 years ago,"smile to see liziqi .. it's pretty .... rajin .... wise pulak tu ...
alahai .... whatever .. like life like this ... 
love from malaysia","微笑着看到liziqi ..很漂亮.... Rajin .... Wise pulak tu ...
Alahai ....无论如何..像这样的生活...
来自马来西亚的爱"
15571,Ugz6Crq1rQZ_uHYCX094AaABAg.99RvttOnJ2p99nTvy6C-N8,0,3 years ago,"tixel craft i don’t care if i get hate from random people on the internet who don’t even know me. i’m just saying facts and trying to inform people. it’s really not my fault they choose to have blissful ignorance, but i am not going to censor my thoughts just to make you feel better. i don’t know who you are, and you don’t know who i am, what’s stopping us from having a small debate in the comment section. after all, it’s purpose was to express one’s thoughts.",Tixel Craft我不在乎我是否会因互联网上的随机人而感到厌恶，他们甚至不认识我。我只是说事实并试图告知人们。他们选择拥有幸福的无知并不是我的错，但是我不会审查我的想法只是为了让您感觉更好。我不知道你是谁，而你不知道我是谁，是什么阻止了我们在评论部分中进行小辩论。毕竟，目的是表达自己的想法。
14686,UgxQfgPxLB4jUcBD9sd4AaABAg.9ARuSkmdd2j9AUOqUoTQSH,0,2 years ago,some china haters,一些仇恨者
21890,Ugzpdhjzla4y_OiTYHV4AaABAg,0,3 years ago (edited),"while the food and setup are indeed admirable, i hate what her videos are trying to portray: ""survival cooking, away from society bullcrap"". it's clearly fake, first she cooks a lot in one session, even 5 grown men cannot consume all of those. i hate to think she just throws it away after the ""show"". then look at how pristine the produce are. do you honestly think those are wildy grown? lmao. don't get me started about the cinematography either. this is clearly a full-blown studio production. it's not wrong, it's a good entertainment. i just hate that people are believing this to be realistic paradise setup.",虽然食物和设置确实令人钦佩，但我讨厌她的视频试图描绘的内容：“生存烹饪，远离社会斗牛”。这显然是假的，首先她在一次会议上做了很多东西，即使有5个成年男子也不能消耗所有这些。我讨厌认为她只是在“表演”之后扔掉了它。然后看看农产品的原始程度。老实说，您认为那些是狂野的成长吗？ lmao。也不要让我开始摄影。显然，这是一个成熟的录音棚。这没错，这是一个很好的娱乐。我只是讨厌人们认为这是现实的天堂设置。
