,cid,votes,含liziqi,含liziqi中文翻译
2672,UgzU5PVILKZHy5JH45p4AaABAg,4,"liziqi is like mulan in the millennium. living in the village in a simple way to maintain the beauty of traditional values. keep on inspiring. greetings of success from us lovers of #seblaqs (sukabumi, sept 2021)",Liziqi就像千年中的Mulan一样。以一种简单的方式生活在村庄，以保持传统价值观的美丽。继续鼓舞人心。 #Seblaqs恋人的成功问候（Sukabumi，2021年9月）
226,Ugwk5NqmXPtIO0RcMGx4AaABAg,4,kangen liziqi,Kangen liziqi
31353,UgyIcrwK1zLavbJmOgZ4AaABAg,4,"every time they sit down to eat, i always get alarmed by the shortness, thinking maybe i missed something or i accidentally double-pressed the screen. xd it's not yet over, folks. there's more to come! xd <3 love your videos, liziqi!",每次他们坐下来吃饭时，我总是会对短缺感到震惊，以为也许我错过了一些东西，或者我不小心在屏幕上加倍张开。 XD还没有结束，伙计们。还有更多！ XD <3喜欢您的视频，Liziqi！
34015,UgzhqLlw1RPT7apnOpB4AaABAg.8yUW_GiXa3r8yUfrWzIPTU,4,@nataliacam3811 liziqi: and my chilli sauce,@nataliacam3811 liziqi：还有我的辣椒酱
5328,UgyWAQvyj3pb_moqy7J4AaABAg,4,"liziqi: gets more than 2m++ views for each of her video
everyone else: commenting bout their opinion
while;
me:thinking how much that she got for her channel for this past 3 years till now.lol
*sorry my eng is not perfect*","Liziqi：她的每个视频都能获得超过2M ++的视图
其他所有人：发表评论
尽管;
我：思考她过去三年来她为自己的频道得到了多少
*对不起，我的英语不是完美的*"
18435,UgxEsHXx1k4ddlprpaB4AaABAg,3,everyone's saying they'd die for claire but where's my 'i'd die for liziqi' buddies at,每个人都说他们会为克莱尔而死，但是我的“我要为liziqi”的伙伴在哪里
7810,Ugxc-VcKN6lFYlrU5BZ4AaABAg,3,she is living in heaven.i just wanna live with her..will you merry me liziqi.๐๐๐๐,她住在天堂。我只是想和她住在一起。
13595,UgypiQg0cIyd8kkpNPx4AaABAg,3,count how many times liziqi uses single-use plastics.,计算Liziqi使用一次性塑料多少次。
439,UgyFghmMHinA3pfsDS54AaABAg,3,good news.liziqi will come back soon.she has won in her business legal wrangler.,好消息。Liziqi很快就会回来。
29052,UgyxBFiqpKDryhlhXr14AaABAg,3,"what a smart woman she is! i just love to watch liziqi video. such a calm, kind atmosphere.",她是一个聪明的女人！我只是喜欢看Liziqi视频。如此平静，友善的氛围。
33180,UgzJP9h-JYhu_hWa1dd4AaABAg,3,#liziqi im so happy bcoz u have another video for this week.. .ur videos gives me peace of mind.. .thanks a lot from philippines,#liziqi我很高兴BCOZ您本周还有另一个视频。。。。。。。。。。。。。。。。。。。。。。。。。
15196,UgzO2GPrUfwVJd_LP9h4AaABAg,3,"liziqi is every man's dream wifey. <3. 
you are already my wife in my imagination.","利兹奇是每个男人梦dream以求的妻子。 <3。 
你已经是我的妻子。"
33094,UgzE3laav_gV9veF8_l4AaABAg,3,liziqi have to be named « a very talented and hardworking girl in the world »,Liziqi必须被命名为“世界上非常有才华和勤奋的女孩”
31489,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj18yfgxON0lX9,3,"@franzpeters3824 you are quite funny. anyway, liziqi would like to thank you for your view in order to make this obnoxious comment. please come back to reply and give her another view. thank you so much. yours truly, chinese bot from the comment division.",@franzpeters3824你很有趣。无论如何，Liziqi要感谢您的观点，以发表这种令人讨厌的评论。请回来回复，并给她另外一看。太感谢了。您确实是评论部门的中国机器人。
22938,UgwuIIDKTgk1TaxY4qt4AaABAg.8ztinLrQMBD9-2SgMLlUpQ,3,xaelium well it’s not like liziqi doesn’t browse on youtube. she learned how to build the oven online. using technology does not conflict with the living style you choose.,Xaelium很好，这并不像Liziqi不会在YouTube上浏览。她学会了如何在线建造烤箱。使用技术不会与您选择的生活方式冲突。
10661,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799ZWtlELJKQ,3,"@xe2893 ur right in some parts , n wrong in some parts also.
liziqi in her younger age actually had followed some trainings to become a chinese ninja
but later after her grandpa has passed away , she chose to go back to her village& grandma... rather than working as a ccps ninja
then after returning home, she started to make vids to sell/commercial her ""natural homemade"" products , to earn some money for living!
surprisingly , its her vids that actually only for commercial purposes, that turns out to be a big success & gives her much money n fame n sponsors 
thus her village has become a nature s friendly company☺️ many people get jealous to her ever since...","@xe2893您在某些地方正确，在某些部分也是错误的。
Liziqi年轻时实际上是经过一些培训，成为CCP的中国忍者...只要看看她的速度+力量，她的刀技巧+攀爬技巧
但是在爷爷去世后的后期，她选择回到她的村庄和祖母……而不是当CCPS忍者嗯，好吧...那对女人来说肯定是一件艰难的工作。她的祖母，她的最后一个家庭
然后回到家后，她开始制作vids出售/商业她的“天然自制”产品，以赚取一些生活！
令人惊讶的是，实际上仅出于商业目的，这是她的视频，事实证明这是一个很大的成功，并给了她很多钱。
因此，她的村庄已成为大自然的友好公司☺️从那以后，许多人嫉妒她..."
34791,UgyBsvalcXdnIo6sKS14AaABAg,3,"hi liziqi , you are so talented so beautiful so much hard worker and so much careing i love your videos very much love from bangladesh ❤❤❤❤❤",嗨，利兹奇，你是如此的才华横溢，如此美丽，如此勤奋，如此照顾我，我非常爱你的视频，非常喜欢孟加拉国。
4057,UgzXH_vUKwi3x-l82wt4AaABAg,3,"liziqi you are amazing! your videos bring a lot of peace to my heart.
liziqi you are amazing! your videos bring so much peace to my heart.","liziqi你很棒！您的视频给我带来了很多和平。
liziqi你很棒！您的视频给我带来了如此多的和平。"
33934,UgwWzHvkZtzjRE4rhb94AaABAg.8yUXDRIrP908yUka53FNz5,3,"https://liziqishop.com/blogs/li-ziqi/li-ziqi-biography-story-age 

here is her website. it's about 1/3 way down the page where she said she used to film herself but now has a 3 person team.","https://liziqishop.com/blogs/li-ziqi/li-ziqi-biography-story-age

这是她的网站。她说她曾经拍摄过自己，但现在有一个3会员团队，这是她说她曾经拍摄的，大约是1/3。"
1033,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9imPxEoDqW1,3,"@rainbrayanpasenio9079 an internet marketing company lied to her and signed her a very bad contract, and she has been fighting a lawsuit to get back her own name rights. because the name liziqi was registered by that company as a brand to make money, but she has no right to the dividend. and she's not married. google translate hope you understand.",@rainbrayanpasenio9079一家互联网营销公司对她撒谎，并签署了一份非常糟糕的合同，她一直在努力夺回自己的名字权利。因为Liziqi这个名字是该公司注册为赚钱的品牌，但她无权获得股息。她还没有结婚。 Google翻译希望您能理解。
33007,UgyWGxEhpXc4O4vdwNZ4AaABAg,3,yesterday onward i seen the vedio in other channel liziqi ur vedio leak,昨天，我在其他频道Liziqi ur Vedio泄漏中看到了Vedio liziqi ul vedio。
32186,UgywG9KFccQJvjMMFld4AaABAg,3,"life goal: finish that big bowl of noodles.. 
at first i thought those on the saucers are just side dishes 
liziqi ❤❤❤❤❤❤❤❤❤","人生目标：完成那大碗面条..
起初，我以为碟子上的那些只是配菜
liziqi❤❤❤❤❤❤❤❤❤"
35068,UgyHYT3znlXkwr5MaOV4AaABAg,3,omg 'm here after 2min ...i love your videos liziqi's of love from india,OMG
8364,UgypUnGh16k97nSJCKt4AaABAg,3,"you're amazing liziqi, in every way. beautiful country too, i wonder what town or province this is, thank you!",在各个方面，您都是惊人的Liziqi。美丽的国家，我不知道这是哪个城镇或省，谢谢！
29114,UgyrqQ2CYFCYTsyST2d4AaABAg,3,yes... thank you liziqi..may god bless you and your grandma.. hope you and your grandma in good health and happy always.,是的...谢谢Liziqi ..愿上帝保佑您和您的奶奶..希望您和您的祖母永远健康和快乐。
10676,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799_77-l3-eY,3,"@mohammedharoon8453 i dont have sth against moslem. but i dislike that everybody tend to associate chinese & the culture with ccp while theyre not... just like the name mohammad gets associated with terrorist. boy! what a world! even u mr. mohammad haroon... u know how it feels to be bullied by western people just bc of ur name. .. but u do that also to the chinese! its u who had started to say bad things about liziqi... despite her awesome work & talents !!
its useless to speak to someone like u. byeee!","@Mohammedharoon8453我没有STH对阵穆斯林。但是，我不喜欢每个人都倾向于将中国和文化与CCP联系在一起，而他们却没有……就像穆罕默德这个名字与恐怖分子相关。男生！真是个世界！甚至你，穆罕默德·哈伦（Mohammad Haroon）先生...你知道只有你名字的西方人被西方人欺负的感觉。 ..但是你也对中国人做到了！它开始对利兹基说坏话...尽管她的工作和才华很棒！！
与像你这样的人说话是毫无用处的。 byeee！"
214,Ugw-q3B9qbkS2XhyGUJ4AaABAg,2,liziqi fan q,LIZIQI Fan
234,UgyY13LwlYybxh8Y9L94AaABAg,2,"outstanding liziqi...
where are you now?
still we are remembering you, really miss you dear","出色的Liziqi ...
你现在在哪里？
仍然我们还记得你，真的想念你亲爱的"
30733,UgxlPYyKIRM1iBfTOlp4AaABAg,2,"hi my big fan liziqi love u ....ur very beautyfull . 
god blus u ..love u love u lot","嗨，我的大型粉丝liziqi爱你....你非常美。 
上帝蓝色你..爱你爱你很多"
4225,UgxZi-t6fPxwZvbCXyd4AaABAg,2,"we would all like to see more liziqi videos. i have seen her earlier videos when she had to do the whole video by herself. she is hard working and talented. those who are skeptical about her abilities should spend time with her. i admire her.
greetings from the u.s.a.","我们都希望看到更多的Liziqi视频。当她必须自己制作整个视频时，我已经看过她的较早视频。她很努力，才华横溢。那些对自己能力持怀疑态度的人应该与她共度时光。我钦佩她。
美国的问候"
29787,UgzWrAIYyFYIBbT6Wbp4AaABAg,2,"liziqi, please make a cookbook!!!!",liziqi，请制作一本食谱！！！
207,UgwkEc-X8RdcgTcHQVp4AaABAg,2,miss you so so so much @ liziqi,非常想念你 @liziqi
18834,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792cIiWL4h2Y,2,"@oriolopocholo lol, vpn costs just for 10$ a month, but we don't use youtube too oft, we have big video portals inside china and liziqi has therer more followers. china has millions of video bloggers, you think we don't have proffesional fim equipment? the village of liziqi is not very far from city away, and yes we chinese are not living in caves, we have cars! i think you get too much western propaganda.",@oriolopocholo LOL，VPN的成本仅为每月10美元，但我们不太使用YouTube，我们在中国内有大型视频门户，Liziqi有更多的追随者。中国有数百万个视频博客作者，您认为我们没有专业的FIM设备吗？ Liziqi村离城市不远，是的，我们中国人没有住在洞穴中，我们有汽车！我认为您得到了太多西方宣传。
12844,UgzqvLGeGmWzJsJlqn94AaABAg,2,wanna liziqi and chill? lol that’s literally me all the time now,想liziqi和寒意吗？大声笑现在一直是我
431,UgzqzuGQAzlKkzITYyV4AaABAg,2,i love your episode liziqi,我爱你的情节liziqi
18849,UgzU-pdSoeroWmPjZot4AaABAg.92GzIqaTO7892cPygub5ib,2,i don't really think she's eating so much when she also works so hard. actually i even didn't really work for anything and i'm eating almost all the day much more than liziqi... and much more unhealthy...,我真的不认为当她也这么努力时，她在吃得太多。实际上，我什至什么都没有做任何事情，而且我几乎整天都比Liziqi多吃东西……而且更不健康...
259,Ugy5Gk5EiZAxqOsU2it4AaABAg,2,kangen liziqi .. i hope you can immediately comeback,Kangen Liziqi ..希望您能立即卷土重来
27013,UgyJKoqLhmxxXRuA0W14AaABAg,2,"it's good to see the chinese way of life the old traditions of cooking and that super large garden called the jungle the scenery is breathtaking nearly as much as liziqi i have never seen such a beautiful , stunning , radiant and graceful looking woman as her even in her wellington boots when she walks through the jungle. she is china's snow white and i do not mean to offend you if you've seen the cartoon movie you know what i mean i love watching your videos it shows a life alot different to mine the film footage is clear and sharp to the eye.",很高兴看到中国的生活方式烹饪的古老传统以及那个被称为丛林的超级大花园，风景的刺耳景色几乎和liziqi一样令人叹为观止，我从未见过一个如此美丽，迷人，令人惊叹，辐射和优雅的女人，甚至像她一样当她穿过丛林时，她的惠灵顿靴子。她是中国的白雪公主，如果您看过卡通电影，我并不是要冒犯你，你知道我的意思是我喜欢看你的视频，它显示出与摄影镜头不同的生活，这对眼睛清晰而敏锐。
