,cid,votes,time,含liziqi,含liziqi中文翻译
33157,UgyhTCqY2xCNpsBe5oV4AaABAg,0,4 years ago (edited),"super internet red -li ziyi liziqi

peanut and melon seds, dried meat, dried fruit, snowflake cake -snacks for spring festival | liziqi
https://www.youtube.com/watch?v=fwmipukvdsq
peanut melon seeds, sugar gourds, stems of jerky fruits, crispy cinnamon of new year's goods","超级网红 - 李子柒 Liziqi 

Peanut and melon seeds, dried meat, dried fruit, snowflake cake - snacks for Spring Festival|Liziqi
https://www.youtube.com/watch?v=FWMIPukvdsQ
花生瓜子糖葫芦，肉干果脯雪花酥——年货小零食"
417,Ugx-iNXYiDZkpcCfen94AaABAg.9nJxaud-ZBS9nLwbq64XGZ,0,2 months ago,"where is liziqi's position??? 

top50 china youtuber in 2023: 
https://youtu.be/fdoj0crcc_w","利兹奇的位置在哪里？？？

2023年的Top50中国YouTuber：
https://youtu.be/fdoj0crcc_w"
426,UgyrZlxFhNOItXcQssN4AaABAg.9n4tyXrLNN79nLwecxNODQ,0,2 months ago,"where is liziqi's position??? 

top50 china youtuber in 2023: 
https://youtu.be/fdoj0crcc_w","利兹奇的位置在哪里？？？

2023年的Top50中国YouTuber：
https://youtu.be/fdoj0crcc_w"
32885,UgzVNqYDc_gjrlBSgph4AaABAg,0,4 years ago,all background music of liziqi can be found in https://www.youtube.com/user/eileen0307 please subscribe and enjoy it๏ผ,Liziqi的所有背景音乐都可以在https://www.youtube.com/user/eileen0307中找到，请订阅并享受！
32772,Ugyi8XkNjmq7dhlfXht4AaABAg,0,4 years ago,liziqi thank you very much. very important and nice video.,Liziqi非常感谢您。非常重要且不错的视频。
32652,UgzB8g7xi9aMF1JVfs94AaABAg.8vj7Fl_oJ-U9XjGr4SCO1s,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
32508,UgyIxvPyiC8eDoOzRfB4AaABAg.8vpQsjhrFL19XjGw5L9QnG,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
32396,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM9LCzGU2BhIc,0,2 years ago,if you have a liziqi you will never need to go to the store ever again,如果您有Liziqi，您将永远不需要再去商店了
32387,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM92Tm_p5GCYf,0,3 years ago,"no no no, you are on earth, and there are billions of women, you can be with anyone you like, you still grab liziqi, hahaha, this is more logical",不，不，你在地球上，有数十亿个女人，你可以和任何人在一起，你仍然抓住利兹奇，哈哈哈，这更合乎逻辑
32313,UgyJXYo2X2L5tkjUvfR4AaABAg.8vvno-XxxF99XjGn2LPWsq,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
447,UgzpU_9jS2RPW1JJynd4AaABAg.9n2BeyASxW89nLwfeVOHjz,0,2 months ago,"where is liziqi's position??? 

top50 china youtuber in 2023: 
https://youtu.be/fdoj0crcc_w","利兹奇的位置在哪里？？？

2023年的Top50中国YouTuber：
https://youtu.be/fdoj0crcc_w"
461,UgxvzbPOB783JRyXVqp4AaABAg,0,3 months ago (edited),"sometimes i watch liziqi when i rem him .nostalgic 
i miss 2020","有时我会看着Liziqi，当我降低他时。
我想念2020年"
33348,Ugw1EbvaJFMeuy46ciJ4AaABAg,0,4 years ago,"thank you liziqi, your videos are always so beautiful.",谢谢Liziqi，您的视频总是如此美丽。
31900,UgxzPFBWMWIV2fE-8sh4AaABAg,0,4 years ago,liziqi back at it again with her trusty cleaver ๐,Liziqi再次带着她可信赖的切肉刀回来
470,UgxBwgtoZYMFHaBFy2d4AaABAg,0,3 months ago,liziqi is amazing. try also watch ms cynthia of the philippines they both made videos from the heart,Liziqi很棒。还尝试观看菲律宾的辛西娅女士
31818,Ugwj-8ABLFj15KjgsNV4AaABAg.8w3_B19OzTf8w6iXj961Mk,0,4 years ago,https://liziqi.tmall.com/category.htm?spm=a1z10.1-b-s.w5001-18598411226.3.264215f7qaehk3&scene=taobao_shop this is her online store.,https://liziqi.tmall.com/category.htm？
31682,UgyA8C2ITYticE0pq954AaABAg,0,4 years ago,"i just broke up with my boyfriend last night and this is the first thing i watched in the morning..


damn, i need to go there liziqi! i need a time to move on and be productive rather than crying 
:(( hahaha i can help in whatever lol","昨晚我刚和男朋友分手，这是我早上看的第一件事。


该死的，我需要去那里liziqi！我需要一个时间继续前进并提高生产力而不是哭泣
：（（哈哈哈，我都可以帮助您大声笑"
31637,Ugy3aLHZTmtQDscOH2R4AaABAg,0,4 years ago,i was watching dianxi xiaoge channel and then suddenly i saw liziqi channel with many more million views. they have both peaceful life and healthy foods.,我正在看Dianxi Xiaoge频道，然后突然看见Liziqi频道，观看了更多的观看次数。他们既有和平的生活又有健康食品。
31598,UgxCsDpx-tclZzWsTrN4AaABAg,0,4 years ago,"liziqi is a hard working,loving woman..",liziqi是一个努力工作，充满爱心的女人。
31487,UgzKXZdps0MxA0Ckrdx4AaABAg,0,4 years ago,hii liziqi is this for your sale or you made it for your own snaks ?,hii liziqi是您的销售还是您自己的蛇？
31458,UgwvqncA57f5km7PWkF4AaABAg,0,4 years ago,"liziqi has a little lamb, little lamb, little lamb...",利兹奇有一点羔羊，小羔羊，小羊肉...
473,UgzP9tZe-qmIbKtuKEp4AaABAg.9mn404jc3xC9nLwj7HypYU,0,2 months ago,"where is liziqi's position??? 

top50 china youtuber in 2023: 
https://youtu.be/fdoj0crcc_w","利兹奇的位置在哪里？？？

2023年的Top50中国YouTuber：
https://youtu.be/fdoj0crcc_w"
31128,Ugy63fUPtZNdJ2VyTr54AaABAg,0,3 years ago,i still like this video of you always watch it over and over. love her liziqi: '> !!!!!,我仍然喜欢这个视频，您总是一遍又一遍地观看它。爱她的liziqi：'> !!!!!
31118,UgxvnB4fmcA9xMyAuwN4AaABAg,0,3 years ago,protect liziqi and her family at all costs idc,不惜一切代价保护Liziqi及其家人IDC
31104,Ugw3gAUGl3xAroPVxaR4AaABAg,0,3 years ago,i want to make a fruit with km..liziqi it feels happy if it can be realized,我想用km .. liziqi做一个水果
33335,UgwX4jcelBGXUyq_0t54AaABAg,0,4 years ago,im already a kid thank you liziqi,我已经是个孩子谢谢Liziqi
33443,UgxfmviT0sUs0F44q7x4AaABAg,0,4 years ago,"you guys awesome two puppy, little sheep and grand mama also liziqi. proud of you guys. when i was kids i was grow up with my grand ma like you.",你们很棒的两只小狗，小绵羊和大妈妈也是利兹奇。为你们感到骄傲。当我小时候，我像你一样和我的妈妈长大。
535,Ugwwv3ogHTSX9zZ_oyh4AaABAg,0,4 months ago,"liziqi... how are you?? i really miss u . pliiiizzz come back, make it video again.. i mis u so much",liziqi ...你好吗？我真的很想念你。 pliiiizzz回来了，再次使视频视频..我非常误解了你
37791,UgyQ1z1W-O1j3Amvzd94AaABAg,0,4 years ago,"i really love and respect ur liziqi, i am much impressed to see the spirit of ur work...you are too much found of ur work... you are too much much more hardworking girl... i hope my daughter will same like that you in home works and also perfect mangable like that you... we love you and inspired all of urs works.. ๐ ๐ ๐",我真的很喜欢和尊重ur liziqi，看到你的工作精神给我留下了深刻的印象...你对你的工作太多了...你太勤奋的女孩了...我希望我的女儿能一样像您一样，您在家中的作品，也像您一样完美的可操作...我们爱您，并启发了所有Urs的作品。
52405,Ugx7PhL24_Rwbbk08oZ4AaABAg,0,4 years ago,i love your videos i like u so much liziqi,我爱你的视频，我非常喜欢你
51023,UgxQj5BkOD7fUtVK-Qt4AaABAg,0,4 years ago,hi liziqi from indonesia,来自印度尼西亚的liziqi
26,UgwFaQCh-OcIbO9dtE14AaABAg,0,5 days ago,i miss you so much liziqi...,我非常想念你的liziqi ...
50001,UgzGy31APwc-KPsHxJZ4AaABAg,0,4 years ago,how many like liziqi,有多少人喜欢liziqi
49441,UgzaLuBVukstnsb4zkF4AaABAg,0,4 years ago,how old is liziqi? is she laura croft’s sister. she’s super cool!,Liziqi多大了？她是劳拉·克罗夫特（Laura Croft）的姐姐吗？她超级酷！
91,Ugylyr2TcF4ipKTtgsh4AaABAg,0,2 weeks ago,"where are you, liziqi?!
why not create new videos?!
i miss you","你在哪里，liziqi？
为什么不创建新视频？
我想你"
97,UgwzGLDCb21y3L7CPD94AaABAg.9qG8QhtfCvy9qsG-ivO2Ur,0,3 days ago,miss you liziqi,Miss you Liziqi
48438,UgyisIVCVcHjVS76-NR4AaABAg,0,4 years ago,love u liziqi.. love your videos... love from malaysia,爱你liziqi ..爱你的视频...爱来自马来西亚
48016,Ugy33sWw9MtXTITsFNR4AaABAg,0,4 years ago,"liziqi reply:this was my first attempt at growing kale, and it turned out to be so cold that it was only one-fifth the size of other people's kale.",Liziqi回答：这是我第一次生长羽衣甘蓝的尝试，事实证明它是如此寒冷，以至于它只是其他人的羽衣甘蓝大小的五分之一。
46560,Ugy6feMzI6nBUY63h_x4AaABAg,0,4 years ago,gong si fa coi liziqi,Gong si fa coi liziqi
41447,Ugzxt1WUPNqz17zgxT94AaABAg,0,4 years ago,"tears in my eyes.. she is so active and best hard worker...the love between grandma and liziqi is boundary less.... have a blessed life... please help them.they need more care and help from their surroundings....if i were there,i would helped u allot ma",我眼中的泪水..她是如此活跃和最好的勤奋工作...奶奶和利兹基之间的爱是少量的。。。 ....如果我在那里，我会帮助你分配马
40932,UgyS7CAxyKsDRGcS4214AaABAg.8s3nojrjAaN8s3wC6lbxGg,0,4 years ago,"https://liziqi.tmall.com/ this is her flagship store in a chinese top online retailer. however, you should know that the business is very very very big, she cannot cook or made all these products by herself. most of the products are from authorized outsourcings. and even if you buy, i am not sure if these foods will suffer problems from mail systems or customs since you are in the eu. the best way is to go to sichuan and you will definitely get a chance to have dishes and snacks as she made, and enjoy beautiful sceneries there.",https://liziqi.tmall.com/这是她在中国顶级在线零售商中的旗舰店。但是，您应该知道，业务非常非常大，她不能自己做饭或制造所有这些产品。大多数产品来自授权外包。即使您购买了，我不确定这些食物是否会遇到邮件系统或海关问题，因为您在欧盟中。最好的方法是去四川，您肯定会有机会在她制作的菜肴和零食，并在那里享受美丽的风景。
37292,UgzsOJw5oLPhjWGBUuR4AaABAg.8uCns5ObPCa9XjGWyqHHOf,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
382,Ugw2Ty4r8NUcldlV7MN4AaABAg,0,2 months ago,liziqii,Liziqi
128,UgweS8gRN5KJJAR7us94AaABAg,0,3 weeks ago,i miss liziqi,我想念liziqi
133,Ugyshid7cigenWeVmHt4AaABAg,0,3 weeks ago,where is liziqi now,liziqi现在在哪里
135,UgxeUhW2TBc5vSuoMUt4AaABAg,0,3 weeks ago,i like liziqi ... ❤,I like liziqi...❤
35149,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-92xnHVNKqEb,0,3 years ago,"liziqi singing video with guitar ๐rare video must watch folks
https://youtu.be/6hf5rgb9jjk","liziqi用吉他演唱视频
https://youtu.be/6hf5rgb9jjk"
278,UgxR2Jk4rV3JXB5uxmt4AaABAg,0,2 months ago,"i miss you liziqi
i hope you'll get your youtube back asap","我想念你liziqi
希望您会尽快将YouTube返回"
34835,Ugx9MyqjSHy1vXe01814AaABAg.8us7qvpM--_8uzGnIcHSiZ,0,4 years ago,liziqi has spent time working as a dj. probably has a wide exposure to all kinds of music. she shows that in all her videos.,Liziqi花了一些时间作为DJ。可能会广泛接触各种音乐。她在她的所有视频中都展示了这一点。
34184,UgxQ1N842YnN0M1Kwbh4AaABAg,0,4 years ago (edited),liziqi - roommate goals !!!,Liziqi-室友目标！！！
34096,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49XjGYgROQgr,0,1 year ago,there is all about liziqihttps://m.youtube.com/watch?v=otorjoc0gym,关于liziqihttps：//m.youtube.com/watch？v = otorjoc0gym
34045,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49NH46dce0HZ,0,2 years ago,"@cantthinkofausername3185 this website steals the videos from the original liziqi videos. check out the original website, liziqi. this website us called liziqi music. i do nit think she obtains aporoval to use the videos",@CantThinkofausername3185此网站窃取了原始Liziqi视频中的视频。查看原始网站Liziqi。这个网站我们称为Liziqi Music。我确实认为她获得了使用视频的Aporoval
33605,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r2937FVL4zhj2,0,3 years ago,"a video of liziqi would be perfect now, each video she shows us is extremely rich in recipes, and today is chestnut.",现在，Liziqi的视频将是完美的，她向我们展示的每个视频都非常丰富，并且今天是栗子。
33602,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r292xnL3FMIT2,0,3 years ago,"liziqi singing video with guitar ๐rare video must watch folks
https://youtu.be/6hf5rgb9jjk","liziqi用吉他演唱视频
https://youtu.be/6hf5rgb9jjk"
321,Ugyg2VDTHbw5ASGMU1t4AaABAg,0,2 months ago,liziqi the best,liziqi最好的
31041,UgzF-bTIu0PQa86x5gB4AaABAg.8w_-YWVrkVC8xLk9PRdqvW,0,3 years ago,@kat c. the sign of your immaturity is seen from your very first comment attacking my personality. i didnt attack liziqi's personality. i dislike because of how she treated those puppers. and here you go shooting my personality. kid ๐คญ,@kat C.从您的第一个评论中可以看出您的不成熟的迹象。我没有攻击利兹奇的个性。我不喜欢，因为她如何对待那些幼犬。在这里，你去拍摄我的个性。小子
579,Ugz05Lm9Zu90ELcm_l14AaABAg,0,4 months ago,iloveyeu liziqi all you,Iloveyeu liziqi all you
1340,UgxsMHFlIb9L2NORmT54AaABAg,0,10 months ago,gd hardworker ๐’•๐’•๐’•๐’•๐’•๐’•๐’•๐’• god bless u liziqi,gd努力工作
27284,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB92VlObqVhP8,0,3 years ago,keep spirit and keep smile liziqi..i always wait to see your videos,保持精神并保持微笑liziqi ..我总是等着看你的视频
27857,UgwCBYVAH73CAtx69OR4AaABAg,0,3 years ago,video verry good i love liziqi,视频表演好我爱liziqi
1079,UgyC8nbuIiYWXRLH13V4AaABAg,0,8 months ago,how are u liziqi miss u any time .u r my ideal person .my daughter love u toooo much .,你好像你想念你的。
1096,Ugyq8rlcljqDy_Gv2JF4AaABAg,0,8 months ago,kangen liziqi,Kangen liziqi
27710,UgyBT_uobGddYNwbPmB4AaABAg.8z8aAC7Hduu8z_4oRWE3PH,0,3 years ago,why don't you ask liziqi?,你为什么不问利兹基？
27702,UgzZZQLX22kqn4NYYQt4AaABAg,0,3 years ago,"hi ,liziqi. you are do very well on your work..but just one thing that i feel bad about ..you 're not love the animal much..and even not care about them..that's make me hurt my little princess..",嗨，liziqi。您在工作上做得很好。.但是我对..你不爱动物的一件事。甚至不在乎它们。这让我伤害了我的小公主。
27678,UgzAxJaflnoUJCGjIGt4AaABAg,0,3 years ago,"hey where are the french friends? i am happy to meet you in this region of comment, liziqi is a traditional girl who comes from china, she presents to you what is the most real about chinese culture, it is better that you forget false western news.่ฎฉ ไธ–็• ็ๅฐ ไธญๅฝ ๆ–ๅ– ็ ๅ้",嘿，法国朋友在哪里？我很高兴在这个评论领域认识您，Liziqi是来自中国的传统女孩，她向您介绍了中国文化最真实的是什么，最好是忘记虚假的西方新闻。让世界看到中国文化的
27664,UgxC-3nWkITaV8Ep4Nx4AaABAg,0,3 years ago,wow liziqi i am just stucked when i see your video. its amazing. i wish if i see you one time,哇，当我看到您的视频时，我只是被卡住了。太奇妙了。我希望如果我见到你一次
1104,UgzGX4M7GYD-u1WDPb14AaABAg,0,8 months ago,liziqi new video please,Liziqi新视频请
27584,Ugzly9hAnghzjlb-qwx4AaABAg,0,3 years ago,i love everything you do your videos your simple way of being liziqi take much more care of your pets i hope you do not eat in the future the sheep is beautiful๐‘,我爱您做的所有视频的一切，您的简单方式成为Liziqi，请更多地照顾您的宠物，希望您将来不吃绵羊很漂亮
1116,UgyNSUillV4Z0iWfFNJ4AaABAg,0,8 months ago,i really miss liziqi,我真的很想念Liziqi
27421,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9Aq1cqlAzXT,0,2 years ago,"why r u commenting on liziqi's every video?i know u want to promote ur own channel.. but u should comment something like ""i also make same kind of video. so plz watch it"".. here u just showing people u r grateful to liziqi so that people feel sympathy for u and watch ur video also..if u r truly so grateful then why r u commenting the same thing in every video..?it's really disgusting๐‘",为什么您要评论Liziqi的每个视频？我知道您想宣传自己的频道。但是您应该评论“我也制作了同样的视频。所以请观看它。因此，人们对您感到同情并也观看您的视频。
