,cid,votes,含house,含house中文翻译
1904,UgyzZOtw8wgTo-nXsid4AaABAg,0,"disciples regulations (3)
❤ panai
everyone. all must be love. god overwhelmed.
together.

[easy to solve] as long as it is a person, it is similar, regardless of ethnic, human, gender, and religious beliefs, they should love each other. it is also the transformation of the heavens and the earth, and it should not be distinguished by you and me, and cooperate with each other to maintain this symbiotic and prosperous life community.
❤
those who are tall. the name is high. people are emphasized.
non -appearance. great person. look at it.
people are convinced. nothing.
❤
[easy to solve] the nobility of virtue is naturally high. everyone respects his virtue, not appearance. those who have talented people have excellent ability to deal with things, and their reputation is naturally extraordinary. however, what people admire and admire are his ability to do things, not because he is good at boasting.
❤
i have the ability. don't be selfish. people can.
don't be light. don't be rich. don't be proud.
don't hate it. don't like new. people are not idle.
don't stir. people are uneasy. don't disturb.

[easy to solve] when you have the ability to serve everyone, don't be selfish, just consider yourself, reluctant to pay. for the talents of others, you should learn, appreciate, and admire, not criticism, jealousy, and slander. don't please be rich, and don't be proud of themselves in front of the poor, or despise them. you should not like the new and hate the old. you must cherish old friends or old things, and do not be greedy for new friends or new things. when others are busy, don't disturb him. when others are in a bad mood or are physically and mentally arbitrary, don't gossip to interfere with him and increase his troubles and anxiety.
❤
people have short. don't unveil it. people have private.
don't say. taoist is good. that is good.
people know it. the more thoughtful. promote evil.
that is evil. different. mainly.
good persuasion. germany is built. out of irregularity.
two losses.

[easy to solve] don't expose the shortcomings of others. the privacy of others should not be publicized. the advantages or good deeds of praise of others are good deeds. when the other party hears your praise, it will definitely encourage good deeds. zhang yang's faults or disadvantages of others are to do evil. if criticism is too much, it will also recruit themselves. friends should have persuaded each other and build good moral cultivation together. if there are mistakes, you can't persuade each other, both of them will have defects.
❤
whenever. it is expensive. there are many.
take less. will add people. ask yourself first.
i don't want to. that is, ourselves. encounter.
forgotten. short resentment. the reward is long.

[easy to solve] the acquisition or granted of property must be clearly understood. it is better to give others more people. before you add things to others, or ask others to do things, you must ask yourself: ""if you change it to me, would i like it?"" if you do n’t even want to do it, you must stop immediately. remember to repay. others are sorry for themselves, and they should forget it. don't remember the resentment for too long in your heart, even if you're in the past. other people have to remember to be in mind, grateful, and often repay.
❤
wait for the servant. you are expensive. although expensive.
mercy and wide. attocked. no heart.
take care of people. fang wuyan.

[easy to solve] to treat the maids and servants in the home, we must pay attention to the righteousness and lead by example. although it is important, it is more valuable. if the battle is forced to obey, the other party will inevitably be convinced. only by serving people can others not complain.

the same person. elastic category. vulgar.
benevolence. relief. how fearful people are.
unexpectedly. the color is not charming. can kiss.
infinite. germany and japan advance. live days.
not kiss. infinite harm. villain enter.
bailing bad.

[easy to solve] it is also human, good, evil and evil, and mental heights are uneven. there are many people affected by the vulgarity, and there are few people with kindness and generosity. if they are really benevolent, everyone naturally fears him, because he speaks fair and selflessly without concealment, and does not please others, so everyone will naturally be awesome. those who can get close to rende and learn from him are very lucky, because he will make our virtue progress every day, and the fault will decrease one day. if you are not willing to get close to the gentlemen of the people, there will be endless scourge, because the unscrupulous villain will approach us while it is false, and our words and deeds will be affected by bad words, and even the whole life will enter the wrong direction.

文 ❤ 
do not work. but learn text. long flashy.
whoever. but do it. don't learn text.
let's see it. amazing.

[easy to solve] can't do filial piety, 悌, jin, faith, pan -loving, and relatives, and blindly study. even if there are some knowledge, it is just a habit that has increased its fascinating and unrealistic. what is the use? if you just keep your teachings and refuse to study, it is easy to do it because of unknown things and cause mistakes according to your own prejudice. this is also wrong.

reading. three arrives. eye.
believe. read this. don't admire.
this is not the end. don't get up. width is limited.
tightly use it. worked. stady.
suspicious. sui notes. just ask.
seeking meaning.

[easy to solve] the method of reading should be focused on three arrival: eye, mouth, and heart, the three are indispensable, so that the effect of getting more effort can be received. study science must be dedicated to deepen, and you ca n’t start reading this book before it can be read. he also enviouss other books and wants to read other books. this will never be able to read a book in depth. you must read this book to read another one. when setting a reading plan, you may wish to relax. in actual implementation, you must step up hard work and strictly implement it. you must not be lazy. the daily accumulation of the month was deeply worked, and the original unreasonable and doubtful doubts were naturally solved. when you have any questions in your heart, you should take notes at any time. as soon as you have a chance, you should ask the good teacher yiyou. be sure to understand its true meaning.

the room is clear. the wall is clean. several cases are clean.
the pen is zheng. ink grind. both heart.
the word is disrespectful. heart disease. list of classics.
there is a fixed. after reading. restore.
although there is anxiety. crushed. there is a shortage.
just make up. non -holy books. don't look at the screen.
well. bad heart. don't violently.
don't give up. holy and xian. tame.

[easy to solve] the study should be sorted and cleaned, and the walls should be kept clean. when reading, stationery such as pen and ink, paper, and other stationery should be neat and messy, and all of them are in order to calm down to read. the ancients should use a brush to write ink first. if they were absent, the ink would be missed. if the words written are crooked, it means that you are impetuous and your heart cannot be determined. books should be divided into different categories, arranged neatly, placed in a fixed position, and they must be returned to the restore place after reading. although there is an urgent matter to leave, take the book and leave it before leaving. the book is the crystallization of wisdom. if there is a defect, it must be repaired and keeps complete. it is not a book that preach the words and deeds of sages and bad books that are harmful to physical and mental health. they should abandon and not read, so as not to be polluted, wisdom, and ambitions to become unhealthy. when you encounter difficulties or setbacks, don't abandon yourself, don't have to be cynical, complain about the world, you should be angry and study hard. although the realm of sages is high, it can be achieved in order. ❤

disciples are easy to solve (end)
title: disciples three -character sutra
filial scriptures are easy to solve. welcome to print.
❤ minglun teach filial piety
read thousands of times. it is self -explanatory.
implement life. it really does.

the disciples' name is ""xunmengwen"", which was made by li yuxiu, a talented talent in the kangxi period of the qing dynasty. its content adopts the sixth articles of ""the analects of confucius"": ""the disciples enter the filial piety, and they are brothers, and they believe in the people, and they love the public, and they have the power to learn."" sentence yiyun compilation is divided into five parts to perform; specifically listed on the etiquette and norms that the children are at home, out of the country, taking care of people, studying, and studying. later, after the revision of jia cunren in the qing dynasty, it was renamed ""disciples regulations"". it was the best reading of enlightenment and educating children dunlun to prevent evil and consciousness, and develop a loyal family style.
title: changli
1. family affairs, do not say to outsiders.
for example, if you talk about the economic situation at home, the place where your family usually goes out, or when the family is expected to go, in case of the thief or someone who is interested, they will break through the empty door and do bad things.
in addition, the ancients said that the family was ugly. if complains and accusing their families of listening to outsiders, others could not help you solve the problem. it would not only hurt the dignity of the family, but also made outsiders impress your family. or outsiders pass the housework you said as a gossip. if the sky is chaotic and then spread back to your ears, it will not only be unable to argue, but also increase the family's heart.

2. buddhism: knowing that more methods are actually giving.
❤ faiba: wisdom and wisdom.
i often read the ancient sage books and do their best. let the general public pay attention to moral cultivation and distinguish between right and wrong, so that they will not argue with others or sin.
❤ 富。。.
foreign wealth is something outside of the body, money, clothes, food, etc., provided to those in need.
inner wealth is his own body. at home, we help our family to do housework, serve our family with our bodies, and help the poor to help the poor disadvantage. this is all fortune. only can it be available.
❤ the fearless giving is the reason, the obtained fruit is healthy and longevity.
everything is terrifying, fearful, and threatened by life. you help him leave all horror and let him be physically and mentally stable. this is called fearless giving.

3. see the person who is lost, don't say proud.
(those who understand the feelings of others can always think about others.)
when he encounters frustrated, sad, and lost people, he has been hit in all aspects and is very unhappy. it should be said that he can comfort him, instead of saying how much he is.
when others break their fortunes and lose their jobs, you say that you are promoted to get rich, which will make the other party even more unbearable. pride and pride itself is evil, let alone hurt people?
on the contrary, the mood that can be eliminated by others' nervousness or anxiety is good. even if you ca n’t help you, do n’t go down. don't do it because of goodness, don't do it because of evil.
it is not only violence and crime called evil deeds. the evil thoughts that people often can't stop are the source of disaster.
welcome to print. bleak","弟子规（3）
❤泛爱众
凡是人。皆须爱。天同覆。
地同载。

【易解】 只要是人，就是同类，不分族群、人种、性别、宗教信仰，皆应相亲相爱。同是天地所化育覆载的，应该不分你我，互助合作，才能维持这个共生共荣的生命共同体。
❤
行高者。名自高。人所重。
非貌高。才大者。望自大。
人所服。非言大。
❤
【易解】 德行高尚者，名望自然高显，大家所敬重的是他的德行，不是外表容貌。有才能的人，处理事情的能力卓越，声望自然不凡，然而人们所欣赏佩服的，是他的处事能力，而不是因为他擅于夸耀。
❤
己有能。勿自私。人所能。
勿轻訾。勿谄富。勿骄贫。
勿厌故。勿喜新。人不闲。
勿事搅。人不安。勿话扰。

【易解】 当你有能力可以为众人服务的时候，不要自私自利，只考虑到自己，舍不得付出。对于他人的才华，应当学习、欣赏、赞叹，而不是批评、嫉妒、毁谤。不要去讨好巴结富有的人，也不要在穷人面前骄傲自大，或者轻视他们。更不可以喜新厌旧，对于老朋友或旧事物要珍惜，对于新朋友或新事物不要贪恋。当别人正在忙碌的时候，不要去打扰他，当别人心情不好或身心欠安的时候，不要闲言闲语去干扰他，增加他的烦恼与不安。
❤
人有短。切莫揭。人有私。
切莫说。道人善。即是善。
人知之。愈思勉。扬人恶。
即是恶。疾之甚。祸且作。
善相劝。德皆建。过不规。
道两亏。

【易解】 别人的缺点，不要去揭穿。别人的隐私，切忌去张扬。赞美他人的优点或善行，就是行善。当对方听到你的称赞之后，必定会更加勉励行善。张扬他人的过失或缺点，就是行恶，如果指责批评太过分了，还会给自己招来灾祸。朋友之间应该互相规过劝善，共同建立良好的品德修养。如果有错不能互相规劝，两个人的品德都会有缺陷。
❤
凡取与。贵分晓。与宜多。
取宜少。将加人。先问己。
己不欲。即速己。恩欲报。
怨欲忘。报怨短。报恩长。

【易解】 财物的取得或给予，一定要分办清楚明白，宁可多给别人，自己少拿一些，才能广结善缘，与人和睦相处。要将事物加到别人身上，或要托别人做事之前，先要反问自己：「如果换成是我，我愿意吗？」如果连自己都不愿意，就要立刻停止。受人恩惠要记得报答。别人有对不起自己的事，应该宽大为怀把它忘掉。怨恨不平的事不要记在心中太久，过去就算了。别人对我们的恩德，则要铭记在心，感恩不忘，常思报答。
❤
待婢仆。身贵端。虽贵端。
慈而宽。势服人。心不然。
理服人。方无言。

【易解】 对待家中的婢女与仆人，要注重自己的品行端正并以身作则。虽然品行端正很重要，但是仁慈宽大更可贵。如果仗势强逼别人服从，对方难免口服心不服。唯有以理服人，别人才会心悦诚服没有怨言。

同是人。类不齐。流俗众。
仁者希。果仁者。人多畏。
言不讳。色不媚。能亲仁。
无限好。德日进。过日少。
不亲仁。无限害。小人进。
百事坏。

【易解】 同样是人，善恶邪正、心智高低却是良莠不齐。受风气流俗影响的人多，仁慈宽厚的人少。如果是真正有仁德的人，大家自然敬畏他，因为他说话公正无私没有隐瞒，又不讨好他人，所以大家自然会起敬畏之心。能够亲近仁德的人，向他学习，是很幸运的事，因为他会使我们的德行一天比一天进步，过错也跟着一天天减少。如果不肯亲近仁人君子，就会有无穷的祸害，因为不肖的小人会趁虚来接近我们，日积月累，我们的言行思想都会受到不良的影响，甚至使整个人生走入错误的方向。


不力行。但学文。长浮华。
成何人。但力行。不学文。
任己见。昧理真。

【易解】 不能身体力行孝、悌、谨、信、泛爱众、亲仁这些本分，一味死读书，纵然有些知识，也只是增长自己浮华不实的习气，变成一个不切实际的人，如此读书又有何用？如果只是谨守教诲，却不肯读书学习，就容易因不明事理，而依自己的偏见行事，造成错误而不自知，这也是不对的。

读书法。有三到。心眼口。
信皆要。方读此。勿慕彼。
此未终。彼勿起。宽为限。
紧用功。工夫到。滞塞通。
心有疑。随札记。就人问。
求确义。

【易解】 读书的方法要注重三到：眼到、口到、心到，三者缺一不可，如此方能收到事半功倍的效果。研究学问要专一、专精才能深入，不能这本书才开始读没多久，又欣羡其他的书，想看其他的书，这样永远也定不下心把一本书好好深入读通。必须把这本书读完，才能再读另外一本。在订定读书计画的时候，不妨宽松一些，实际执行时，就要加紧用功，严格执行，不可以懈怠偷懒。日积月累功夫深了，原先窒碍不通、困顿疑惑之处，自然而然都迎刃而解了。求学当中，心里有疑问时，应随时笔记，一有机会，就向良师益友请教，务必确实明白它的真义。

房室清。墙壁净。几案洁。
笔砚正。墨磨偏。心不端。
字不敬。心先病。列典籍。
有定处。读看毕。还原处。
虽有急。卷束齐。有缺坏。
就补之。非圣书。屏勿视。
蔽聪明。坏心志。勿自暴。
勿自弃。圣与贤。可驯致。

【易解】 书房要整理清洁，墙壁要保持干净。读书时，书桌上笔墨纸砚等文具要摆放整齐不凌乱，触目所及皆是井然有条，才能静下心来读书。古人写字使用毛笔先要磨墨，如果心不在焉，墨就会磨偏了。写出来的字如果歪歪斜斜，就表示你浮躁不安，心定不下来。书本应该分门别类，排列整齐，放在固定的位置，阅读完毕须归还原处。虽有急事要离开，也要把书本收好再离开。书本是智慧的结晶，有缺损就要修补，保持完整。不是传述圣贤言行的著作，以及有害身心健康的不良书刊，都应该摒弃不看，以免身心受到污染、智慧遭受蒙蔽、心志变得不健康。遇到困难或挫折的时候，不要自暴自弃，也不必愤世嫉俗、怨天尤人，应该发愤向上努力学习。圣贤境界虽高，循序渐进，也是可以达到的。 ❤

弟子规易解（终）
书名：弟子规 三字经 
孝经 易解。欢迎翻印。
❤明伦教孝
读书千遍。其意自现。
落实生活。确实做到。

弟子规原名＜训蒙文＞，为清朝康熙年间秀才李毓秀所作。其内容采用《论语》学而篇第六条：「弟子入则孝，出则弟，谨而信，泛爱众，而亲仁，行有余力，则以学文。」的文义以三字一句，两句一韵编纂而成，分为五个部份加以演述；具体列举出为人子弟在家、出外、待人接物、求学应有的礼仪与规范，特别讲求家庭教育与生活教育。后经清朝贾存仁修订改编，并改名为＜弟子规＞，是启蒙养正，教育子弟敦伦尽份防邪存诚，养成忠厚家风的最佳读物。
书名：常礼举要
1.家庭之事，不可向外人言。
举例来说，如果你讲到家里的经济状况、家人平常出入的地点，或是什么时间家人预计要去哪里，万一被小偷或是有心人士打听到了，他们会闯空门、做坏事。
另外，古人说家丑不可外扬，若是抱怨、指责家人给外人听，别人也不能帮你解决问题，不仅会伤害家人的尊严，也让让外人对你们一家印象不佳。又或者外人把你说的家务事都当成闲谈八卦传出去，若是说得天花乱坠再传回你耳中，不仅百口莫辩，也徒增一家人心里难受。

2.佛教：知道得到更多的方法其实是布施。
❤法布施：得聪明智慧。
常常读古圣贤书，并身体力行。让社会大众能够注重品德修养，能够分辨是非，才不会与人争执或是犯罪。
❤财布施得财富、功德。
外财就是身外之物，钱、衣服、食物等，提供给需要的人。
内财是自己身体。我们在家里面，帮助家人做家事，用我们的身体为家人服务，在外做义工帮助贫困弱势这都是财布施。能舍才有得。
❤无畏布施是因，得到的果报是健康长寿。
万物有恐怖、有畏惧、生命受到威胁，你帮助他离开一切恐怖，让他身心安稳，这叫无畏布施。

3.见失意人，不说得意语。
（明白别人感受的人总是能够多为别人着想呢。）
遇到失意、伤心、失落的人，他各方面都受到打击，很不得意，应该说点让他得到安慰的话，而不是说自己有多在行、多厉害。
当别人破了财，丢了工作，你却说自己升官发财，这会让对方更加不堪忍受。傲慢、骄傲本身即是恶，更何况用来伤人？
相反的，能够免除别人紧张恐惧或是忧虑的心情即是善，即便帮不上忙也千万不要落井下石。勿因善小而不为，勿因恶小而为之。
并非只有暴力、犯罪才叫恶行，人常常止不住的恶念也是灾难的源头。
欢迎翻印。"
2006,UgxRF9Yjo8054SWw20x4AaABAg,0,life style like in my house in indonesia. i like it.,生活方式就像我在印度尼西亚的房子一样。我喜欢。
2128,UgzW6fjo1NJZHyzq8YZ4AaABAg,0,the dog knew it was dinner time. ran fast to house.,那只狗知道那是晚餐时间。快速跑到房子。
2231,UgwwYu5-LxhyvSkNEdh4AaABAg,0,nong's house has all the natural foods. very good. men are embarrassed.,Nong的房子拥有所有天然食品。非常好。男人很尴尬。
2309,UgzT_5lrDukML0xxbZB4AaABAg,0,"she's so pretty, she's a great housewife",她是如此漂亮，她是一个很棒的家庭主妇
2358,UgwXi8dtpuDzV3GtEjZ4AaABAg,0,"guaranteed her husband's salary is intact, no need to blank to the market, just to kebon blakang house.",保证丈夫的薪水完好无损，不需要在市场上空白，而只是去Kebon Blakang House。
2426,UgwTlwgt4ffjSJlO7jV4AaABAg.9U5Ap8v69p39ijk2j5w12R,0,"no, she is an actress, and in fact she does not live here, this is not her house",不，她是一名女演员，实际上她不住在这里，这不是她的房子
2527,UgzF5jpXcLKLSQ0IhJ94AaABAg,0,lyahahouse illies! astagperullerullah,Lyahahouse Illies！ Astagperullerullah
2592,UgzZt36skbr9d0aZ5OF4AaABAg,0,want to have a house like this,想拥有这样的房子
2810,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9Y_rf22eo1M,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
11793,UgxuQfLFbhRoFj0nSNh4AaABAg,0,i wish i could stay in a house like z,我希望我能留在Z这样的房子里
12062,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9Y_rbqR_Pzr,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
20018,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq9fqCJW2sKOs,0,stop by my house too my brother,我的兄弟也停在我家旁边
12063,UgwOU9wwp3CZqmH1SCN4AaABAg,0,sis ziqi made a blog room tour of the house 'very beautiful sister ☺️,Sis Ziqi进行了博客室游览这所房子的“非常美丽的姐姐”☺️
16819,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI939GSd-UH31,0,"emily huang my grand parents live in henan. things are better now but they are still poor. there was still no toilet in the house in the country, concrete floors, and the river that used to be there when i was little got filled with trash. dirt mounds everywhere...no trees, rivers, natural beauty. it looked like poor parts of mexico. i went into the city and was told i couldn’t #2 in the toilet because it would clog the plumbing so it was for show only. sorry, but the infrastructure is just not there. the standard of living is just worse compared to the us. 5-star hotel in china is really 3-4 depending on the city.

maybe where liziqi lives in sichuan there’s is more natural beauty but there is lots of dirt and construction and decrepit stuff she probably doesn’t show on camera.

she’s talented for sure to be able to make her environment appear beautiful on camera. i’m not really jealous. good for her. 

not sure why you need to call me a bitch but if you think ikea is nice you got issues.","我的祖父母艾米丽·黄（Emily Huang）住在河南。现在情况更好，但它们仍然很差。该国的房子里仍然没有厕所，混凝土地板，当我很少被垃圾充满时，曾经在那里的河流。到处都是泥泞的土墩...没有树木，河流，自然的美丽。它看起来像墨西哥的贫困地区。我走进这座城市，被告知我不能在厕所里排名第二，因为它会堵塞管道，所以只能表演。抱歉，但是基础设施不存在。与美国相比，生活水平差得多。根据城市，中国的5星级酒店实际上是3-4。

也许Liziqi居住在四川的地方有更多的自然美景，但是她可能不会在相机上展示很多污垢，建筑和衰老的东西。

她一定有才华，能够使自己的环境在相机上显得美丽。我不是真的很嫉妒。对她有好处。

不知道为什么您需要称呼我为母狗，但是如果您认为宜家很好，您会遇到问题。"
17167,UgwuWNMwgW3GPNBr9wp4AaABAg,0,"i have to say .... the rural girls in the post -90s and post -00s are no different from urban girls, and they will not do housework, let alone farm work .... so li ziyi is a perfect wife. elastic",我必须要说....90后和00后的农村女孩跟城市女孩毫无差别，都是不会做家务的，更别说农活了....所以李子柒这种简直就是完美老婆....
17227,Ugyyx51OUJN9esABqIh4AaABAg,0,"but your godfather will be cut off the leeks soon, you pay attention to keep some private house money",不过你干爹马上会被割韭菜了，你注意保留些私房钱
17235,UgwrhtIVbBzDQB-1xJd4AaABAg,0,housekeeper,管家
17279,UgyPGCGY4gYDcDHtP_l4AaABAg,0,can i have holiday at your house please.. it will be amazing experience. would rather staying at yours than 5 star hotel.,我可以在你家度假吗？这将是很棒的经历。宁愿留在您的5星级酒店。
17280,Ugyj8GWTjtNPhee5KmR4AaABAg,0,does she just have cameras positioned all around her house or what.,她只是把摄像机放在房子周围还是什么？
17484,Ugy8bPL7E-XMV-JMSbZ4AaABAg.92jr2VRvJaO92ldkf5_N7m,0,"this is the case in rural areas in the south. the difference between the two is that the house is not as clean as the video. when the girl is working, it will generally not cover the makeup.",南方农村是这样的啊，唯二的差别是房子不像视频里这么干净，姑娘干活的时候一般不会遮掩化妆
17781,UgzqYD1gwX6ldBmrxcN4AaABAg,0,where are you from?where your house? i want to go on your house to taking picture.plsss herathh if you agree,你来自哪里？你的房子在哪里？我想去你家拍照。
17859,UgxSI_Kmfn8tosIm_1h4AaABAg,0,"i really want to go to your house, if you can have such a holiday, it's great",好想去你家哦，如果能有这样的假期真的太棒了
18021,UgxOJMA1R7DbbVm8iB14AaABAg,0,"sister, can i come to your house for dinner, just eat a spoonful",姐姐 我能来你家吃饭吗 就吃一勺
18123,UgxbWBioxf9OmPQvssF4AaABAg,0,"i’m surprised that no one has commented about the giant wok she’s been using in all her videos? it is a typical fixed appliance for rural chinese households from the very south of hainan province to the north point at inner magnolia, i have seen giant woks like the one she is using.",令我惊讶的是，没有人对她在所有视频中使用的巨型锅发表评论？这是一种典型的固定设备，适用于从海南省南部到木兰的北点的中国家庭，我已经看到像她正在使用的巨型锅一样。
18337,UgwFLoWCjbww6KTxU254AaABAg,0,better than another house. it's easy to find.,比另一所房子更好。很容易找到。
18452,Ugx8y9urQgd10hph1x14AaABAg.92UdC5_uaE792bR_UChfoq,0,i actually want to go to my wife's house? ! have you asked me?,居然想去我老婆家做客？!问过我了吗？
18562,Ugw75kbLdFYXwpgR9w54AaABAg.92SWJpDeBsS92W6WQwSedW,0,"if you are a rural household registration and rich, life can be so good

but if you transform your own rural home yourself, as long as your family has a constant population, the house will always be your home. if you are not used to it, you can go to the city to buy a new house.
this is why many places in the countryside want a boy, so that you can permanently inherit the real estate and land, and
in general, as long as you have money, you can spend very comfortable in the city or it, and it will be worse in comparison that there is no money in the city ...","如果你是一个农村的户口 并且有钱,生活就是可以那么好

但是如果你自己改造自己农村的家,只要你家人口不断,房子永远是你家的,你如果住不惯可以随时去城市购买一栋新房子 只要你有钱
这也是为什么农村很多地方都想要有个男娃, 这样可以永久继承房产,和土地,
总的来说 你只要有钱 无论在城市 或者 都可以过得很舒服,相比之下 在城市里没钱 会更惨..."
18681,UgxF7haUpkugZcWTwcV4AaABAg,0,"she is that everything that cooks, only for herself and grandmother ??? it is not clear who lives with them in such a good house, with such an exquisite menu for every day, i wonder even? :-)",她就是做饭的一切，只为自己和祖母？？？我想知道，谁在这么好的房子里和他们住在一起，每天都有如此精美的菜单，我想知道吗？ :-)
18700,UgwrQ_ZtmvT5WRG2fL94AaABAg.92NG13ZJe3u92SpAktgLp8,0,my mom loves growing houseplants and i am the only thing in the world survived her hand,我妈妈喜欢成长的室内植物，我是世界上唯一幸存的人。
18756,Ugy6yORSgRHWRJsCj6t4AaABAg,0,"hungry, sprinkle with hot water pot households full of color, touch the cow, ☺ ☺ ☺",饿了色 洒满色热水 壶 户满哦色次摸 牛啊☺
18758,UgwFXg918MJYJrAHva94AaABAg,0,"ziyi, i think it is better to clean up the firewood in front of the house, especially the firewood in front of the house, especially in the stove room! it is not necessary to swing, but that the life in rural areas also needs a little bit, so that it is better to match you! hope you can see! intersection intersection",子柒，我觉得把家里房前屋后尤其是灶房的柴火啥的稍微收拾整齐一点更好一些！倒不是摆拍需要，而是农村的生活本来也需要一点点井然有，这样更配你的素然！希望你能看到！！！
18760,UgzALE6ZwkeGVVyxSLp4AaABAg,0,this is a real housewife. right example for all women today as they have become. go and do the same.,这是一个真正的家庭主妇。适合当今所有女性的榜样。去做同样的事情。
18903,UgyRQYzjL4sMOUIlKQ94AaABAg.92DFFAhaLDZ92GNxjkJq-q,0,"sara usmani i am a chines girl, in my house have a same giant pans, in my village in every house have the same one",萨拉·乌斯曼尼（Sara Usmani
18948,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92grDOiiWip,0,"when you look at the harvest, it is joy. essence tired, weeding is tired every month. essence the match has to go up the mountain to cut off and cut off. which is not necessary for ordinary people to get sick. children need tuition fees to rely on farming. now marrying a daughter -in -law must have a lot of gifts for money to ask for a house and a grandson. it is too difficult. essence",看着收获的时候是喜悦，菜要锄地除草施肥。。累死啊，每个月都要除草很累。。火柴要去上山砍还要切断劈开，普通人电水生病哪个不要钱，孩子要学费靠种田难，现在娶媳妇要一大笔彩礼要钱要房要车还要养孙子，太难了。。
19047,Ugw_hio7YKzk38q1hzd4AaABAg,0,"to my house named bung, soothing my grandfather used to cook a lot of love",我的房子叫邦，抚慰我的祖父曾经做过很多爱
19121,UgwIJmtUlWWoyTSKIPd4AaABAg,0,"i am so hungry at the slurping sound at the end
,it is kindda hard to sustain a house so big with garden and plants too","我对末端的声音很饿
，Kindda很难维持一个如此大的房子和花园和植物"
19232,UgxNZmWcDtIFcoKZUE54AaABAg,0,ohh the witch house... how amazing,哦，女巫屋...多么神奇
20005,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq9Y_rdmWjOIV,0,"hello, i invite you to watch a very beautiful and attractive video of cooking sour meat and playing in the snow and building an eskimo house in the jewel of ramsar in northern iran : https://youtu.be/wwqwqqybzkm",您好，我邀请您观看一个非常美丽而有吸引力的视频，烹饪酸肉，在雪地里玩耍，在伊朗北部拉姆萨尔（Ramsar）的珠宝中建造一所爱斯基摩人的房子：https：//youtu.be/wwqwqqybzkm
15964,UgxDK6ImcPrmVt4L-Hd4AaABAg,0,"i don't see a husband helping her out. i'm single, just in case you need help around the house. oh wait, who's running the camera?",我看不到丈夫帮助她。我是单身，以防万一您需要在房子周围的帮助。哦，等等，谁在运行相机？
15862,UgySB-7OLHx2w3U8cAx4AaABAg,0,i would be so household.,我会这么家庭。
15656,UgxMxm_xKLvqt--PQ3d4AaABAg,0,can anyone help me answer this is really his house? how can it be so big and so natural,有人可以帮我解答 这真的是他家吗？怎么可以这么大又这么自然
13665,UgwolDQUQ-crMCM-bsZ4AaABAg,0,come be the woman of my house. as long as it cook too much over high heat. i eat all kinds of food.,快来成为我家的女人。只要它用高温煮得太多。我吃各种食物。
12065,UgzFfvs7-uSI--25_zp4AaABAg,0,what is the house so many trees,这么多的树木是什么
12095,UgxgTtE8VOLG9cWO2Hd4AaABAg,0,friends m on fb general into the household and there is always a problem with the public against the two of them as the movie tonight,FB将军的朋友进入家庭，公众对他们两个人今晚的电影总是有问题
12261,UgzPp984WAInHr94czl4AaABAg,0,the new house will be delicious,新房子会很美味
12463,UgwCs45BoT2KwSzj5UZ4AaABAg.96cQLmtoaRo971TeZUEbTy,0,"that's all, but her family doesn't have to fit you in the form of a house with that condition ...",仅此而已，但是她的家人不必以这种情况以房屋的形式适合您...
12950,Ugz_AMjizy83vyZP_uV4AaABAg,0,the woman of my house will be the mother of my children,我家的女人将是我孩子的母亲
13045,Ugx1okKIJ3LO4u5-Dyd4AaABAg.962dK36NxJk96pkLcC0XWR,0,"i regret to tell you that she has divorced three times and her latest husband has gone missing, the local goverment is considering to sue her for that ,because some human remains with seasoning were found underground near her house.",我很遗憾地告诉你，她已经离婚了三遍，她的最新丈夫失踪了，当地政府正在考虑为此起诉她，因为在她家附近发现了一些人的遗体。
13066,UgwsZo1O9cH84-cQ5pd4AaABAg,0,"where is the video where she is running the beef, and pig farm and the slaughter house at the same time?",她在哪里经营牛肉，养猪场和屠宰场的视频在哪里？
