,cid,votes,time,含house,含house中文翻译
35657,UgwRC4ADJQaSLbJMNVl4AaABAg,0,4 years ago,"the girl is very talented, i bet there is nothing she canโ€t do. but the vids are a little bit unrealistic . no one lives like that at a farm. everything is too clean, too tidy. besides there is no actual need to use fire every time you cook. wood-fired oven is better than electric one in many cases, but for frying and boiling you need to be super-expert to use open fire. thus for me it just seems like intentionally making your life harder while not adding any extra-value to the final result. and she never uses neither water lines nor washing machine in the video. this is just absurd: you just can not keep the house as clean without water lines. and animals are so tidy, i bet they are washed and brushed everyday. the vids are very good just as fairytales, but those comments saying about the ยซ real life ยป the girl lives are just killing me",这个女孩很有才华，我敢打赌，她无能为力。但是视频有点不现实。没有人像这样的农场生活。一切都太干净了，太整洁了。此外，每次您做饭时都无需使用火。在许多情况下，燃木烤箱比电动烤箱要好，但是要煎炸和煮沸，您需要超级专家才能使用开火。因此，对我来说，似乎有意使您的生活更加艰难，同时又不为最终结果添加任何额外价值。而且她从未在视频中使用水管也不使用洗衣机。这只是荒谬的：如果没有水管，您就无法保持房屋的干净。动物是如此整洁，我敢打赌它们每天都洗和刷。视频和童话一样很好，但是那些关于“现实生活”的评论是女孩的生活只是在杀死我
35785,UgyHt1jlgAoRWeRasr54AaABAg,0,4 years ago,what a lifestyle๐ฉ i would love this but in a penthouse,我会喜欢的生活方式
36322,UgwvRYso59Zz1tCONzx4AaABAg,0,4 years ago,"this is the real and normal life.....no many dollars,no very expensive cars ,no jewelry ,no big house!!!!!!!just simple and very nice people.along time ago in roumania people lived like in this video.i wish you this life in this moment.patryk from roumania",这是真实而正常的生活.....没有多少美元，没有非常昂贵的汽车，没有珠宝，没有大房子！这个视频。祝您这一生，这一刻。来自Roumania的Patryk
36507,UgzHP-rLcTdlLfihYoB4AaABAg,0,4 years ago,i wanna live in that house,我想住在那所房子里
36630,UgzvMG9fxvH-FWW2hmB4AaABAg,0,4 years ago,"i live in a city where you can't have a normal peaceful day and i always wanted to live like her, hard work, peace, little house, happyness",我住在一个您不能过着正常和平的一天的城市，我一直想像她一样生活，辛勤工作，和平，小房子，快乐
36803,UgwRFo-eaYSHbYMC5yR4AaABAg.8uPQ7pNVLHx9QKr4qSL3GY,0,1 year ago,"1, ๐ฅ my private g to video here ๐‘
https://ok.me/qhil?nanoko official service
๐’ i am a naked baby (ยฐ _ ยฐ) ๐€

#thank you for pointing out everyone am!
thank you for the reorganization of the live distribution! the live distribution on this day was quite ridiculous! more than 10,000 people were watching (laughs). it was also exciting that i forgot to cut the camera and did one! i have to be careful in the future ...

! ๐–ค โค โค#in the future, there will be a live distribution reorganization
it is! #live distribution on this day was#very ridiculous! #more than 10,000 people were watching (#laughs)#after all the ginseng is the best! #it was exciting to have forgotten to cut the camera,#in the history of the person,#strong,#strong, #shinjin japanese ingredients ๅ…ท ๅ…ท ๅ…ท ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆฐ ๆ— ๆฐmid -vulnerable, #less `'#morawa poverty. #shinsei, #survanity of human beings, a trivial refusal,#deprivation, a basic basic demand ๅ€‘ ๅ€‘ ็จฎ ็จฎ ็จฎ ็จฎ ็จฎ ็จฎ.#่ชช food, #stiflers, so refusal people. #contrary, #asshikai kai -kai, a quick -sighted meat, a nuakenhiro ๆพ ๆพ ๆพ ๆพ ๆพ ๆพ#other ๅ€‘ kokai ryo, #cuts,#seasoning wako -puy -like vegetable japanese meat, #sdatistic food market for home -based households ่”ฌ ่”ฌ ่”ฌ ่”ฌ ่”ฌ ่”ฌ ่”ฌ ่”ฌ ๆ ๆ ๆ ๆ ไธ” ไธ” ไธ” ไธ” ไธ”#malph peach powdering shiroki #shinical food stewed weather","1，
https://ok.me/qhil?nanoko正式服务


＃感谢您指出所有人！
感谢您对现场发行的重组！这一天的现场演出非常荒谬！有10,000多人在看（笑）。我忘了切开相机并做一台相机也很令人兴奋！我将来必须小心...

！
这是！ ＃这一天的活力分布非常荒谬！ ＃超过10,000人正在观看（#laughs）＃在所有人之后，所有人参是最好的！ ＃在人的历史上忘记剪相机非常令人兴奋， #less`'#Morawa贫困。 #shinsei，#survanity of humans，一个琐碎的拒绝，＃剥夺，基本的基本需求们们种种种种。 #contrary，#asshikai kai -kai，快速壮观的肉，nuakenhiro找找找找找找＃其他们kokai ryo，＃剪切，＃调味wako -puy -puy -like菜日本肉，#Sdatistic Food Market for Home -Bate -Bate -Bate -Bate -Bate -Bate -Bate Highths蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬蔬Shiroki #shinical Food炖天气"
36918,Ugzzfi2Rtz0IvD6dD3R4AaABAg,0,4 years ago,if people disliked this video or all the video they're very ignorant about the truth of life this is beautiful two beautiful i love everything it brought me peace. i changed everything in my house i bought everything is natural made with clay in other dishes.โค๏ธ,如果人们不喜欢这个视频或所有视频，他们对生活的真相非常不知道这是美丽的两个美丽，我喜欢它带给我和平的一切。我更改了房子里的所有东西，我买的所有东西都是自然用其他菜肴制成的。
34166,UgwwsJPvwbrWOMAkqUF4AaABAg.8v9qZycm_Xh97OV6FQw0yY,0,3 years ago,"tom bai, don't declare the focus here. i also moved xi. nausea to die. it reminds me of a reporter who went to the white house to ask questions, and said a bunch of good words for the ccp under the guise of asking questions. it's disgusting.",tom bai 别在这里语重心长地大外宣了。还把习也搬出来。 恶心死我了。 让我想起去白宫提问的记者， 打着提问题的幌子替中共说一堆好话。 真是恶心啊。
40363,UgzuSZVuBl1zrCqNK0J4AaABAg,0,4 years ago,i wish my house was near to her,我希望我的房子靠近她
37904,UgwXoxsdDQQNmOlthDh4AaABAg,0,4 years ago,heavenly life probably but also we need to put effort in daily basis in order to obtain a greatful meal or decoration for the house i love this women ๐ and his history behind ...,天上的生活可能，但我们也需要每天付出努力，以便为房子买一顿美好的饭菜或装饰，我爱这个女人
48469,UgzIatkGzEo_C0JCdwR4AaABAg,0,4 years ago,"that's really so nice to watch your videos. everything looks perfect. i enjoy it to watch you. i think it smells so good in your house. it seems it is a nice place there. 
greetings from germany 
chris","观看视频真是太好了。一切看起来都很完美。我很喜欢看你。我认为您家闻起来很香。看来那里是一个不错的地方。
来自德国的问候
克里斯"
48289,Ugxbl2UPx_ZiN2OWCcZ4AaABAg.8qnDrN6F51O8qq7OSldsXW,0,4 years ago,"on the street at the door of our house, there was a last time i passed by without scaring me. when i was sitting on the roadside stone stool on the roadside when i was in tianjin, i waited for the popcorn and did not freeze to death.",我们家门口一条街上就有 上次路过没吓我一跳 我在天津的时候 大冬天的坐在路边石凳子上 等着爆米花 没冻死我
47993,UgyEPd1qOhMEXPFa8Xh4AaABAg,0,4 years ago,let's go to stay at the house.,让我们去呆在房子里。
47591,Ugw5u2MyYRbYEgc9n194AaABAg,0,4 years ago,"i like ur house u so lovely lady and good girl for take care of ur mom.
love u","我喜欢你的房子你真可爱的女士和好女孩，以照顾你的妈妈。
爱你"
47341,UgxCYPFlkWQ2bvBz5h94AaABAg,0,4 years ago,have a lot of new year! i hope that i earned a lot of money later and became a person who could be invited to your house.,有很多新年！我希望我以后能赚很多钱，并成为一个可以被邀请到您家的人。
47259,UgyXk4O6dw5_vU6SabN4AaABAg,0,4 years ago,house tour,房屋之旅
46503,UgzN9DWIsVmkbXlDt_94AaABAg,0,4 years ago,professional household ...,专业户...
46370,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qwoo8Mp2LO,0,4 years ago (edited),"@christiannugraha1011 i recognize that she dragged the bamboo, not lifted, that’s why i wrote ""dragged."" i’d want to know if she even lives near a bamboo forest. in other vids, we are lead to believe her house is located on a mountain, not a hill. in this vid, she’s filmed dragging those 60’ bamboo poles across a large field. even if the bamboo forest does grow “next” to her house, it’s apparent that's not what she wants her audience to believe based on the images provided (e.g. dragging the 60’ bamboo poles down the “hill,” across a field, up the “mountain.”) she wants the viewer to believe she can labor and toil and still look immaculate, without a drop of sweat, not a strand out of place, no smears of dirt on her face and hands while miraculously keeping that lipstick and no-makeup makeup look. 

she also had an adult dog a year ago who disappeared from the vids and two puppies showed up recently with a lamb. are these dogs props, personal pets, or livestock?

that weibo is her target audience is irrelevant to my skepticism. but, since we’re on that topic, it’s obvious she’s branching out to youtube because she gets paid when she has youtube advertisers. plus, she can probably make more from youtube than she can make from weibo.

and, yes, we shouldn't believe everything on the internet and her videos are a glaring reason why we shouldn't. a typical youtuber share a day in his/her everyday life by not contriving and fictionalizing it to the degree and frequency that it’s probably happening in her vids and without acknowledging it to the viewer.

i'd enjoy the cinematography more if i'm not shaking my head in disbelieve at some of the antics.","@christiannugraha1011我认识到她拖着竹子而不是抬起，这就是我写“拖动”的原因。我想知道她是否甚至住在竹林附近。在其他视频中，我们认为她的房子位于山上，而不是山上。在这个vid中，她拍摄的是将这60英尺的竹竿拖到大型田地上。即使竹林确实在她的房子里“下一个”生长，显然这不是她希望听众根据所提供的图像相信的（例如，将60'的竹杆拖到田野上的“山丘”上，向上拖动“山。”）她希望观众相信自己可以劳作和辛劳，而且看起来仍然完美无缺，没有汗水，没有一束不合适的，她的脸和手上没有污垢，而奇迹般地保留了那只口红，也没有 - 制成化妆看起来。

一年前，她还有一只成年狗，他从视频中消失了，最近有两只幼犬出现在羔羊身上。这些狗道具，个人宠物还是牲畜？

微博是她的目标受众，与我的怀疑主义无关。但是，由于我们在这个主题上，很明显，她正在YouTube分支机构，因为当她拥有YouTube广告客户时她会得到报酬。另外，她可能从YouTube中获得的比微博所能获得的更多。

而且，是的，我们不应该相信互联网上的所有内容，她的视频是我们不应该不应该的明显原因。一个典型的YouTuber在他/她的日常生活中分享了一天的一天，因为它不考虑和虚构的程度和频率，可能会发生在她的视频中，而没有向观众承认它。

如果我不对某些滑稽动作不相信自己的头，我会更喜欢摄影。"
46369,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qvm0R9898n,0,4 years ago (edited),"@mjt4789 it's dragged, not lifted, way less effort. it's not a mountain, more like a mound or small hill. plus, for all we know, the hill could be just beside her house. but yeah, she has an assistant and a cameraman that she hire herself (originally it's just her and tripod). pretty sure they help her. that video itself took her almost two weeks to make.

youtube visitors isn't even her main target audience. her main channel is on weibo. she started this ""show"" to promote her online store. but it's really her home and her life, only stylized. so, she's not an actress. she has 15 million followers on her weibo account. with such fame, somebody is bound to recognize her. only takes one person that she has had contact with in her entire life to come out and exposes her and it's game over.

but all in all, a little bit of skepticism is fine. we're not supposed to believe everything on the internet. me personally, i'm just enjoying the cinematografi.","@mjt4789它被拖动而不是抬起，更少的努力。这不是山，更像是土墩或小山。另外，据我们所知，山丘可能就在她的房子旁边。但是，是的，她有一个助手和一个摄影师，她自己雇用了自己（最初只是她和三脚架）。很确定他们会帮助她。该视频本身花了她将近两个星期的时间。

YouTube访客甚至都不是她的主要目标受众。她的主要频道在微博上。她开始了这个“表演”来推广她的在线商店。但这确实是她的家和她的生活，只有风格化。所以，她不是女演员。她的微博帐户有1500万关注者。有了这样的名声，有人一定会认出她。她一生中只需要一个与她接触的人，可以揭露她，这是一场比赛。

但总的来说，一点怀疑是很好的。我们不应该相信互联网上的一切。我个人，我只是喜欢Cinematografi。"
46368,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qv4fspWIOI,0,4 years ago (edited),"萩邪 she's the one representing herself as someone living primitively in a rural area using primitive tools. if she wants to demonstrate to the world how one can live, cook, almost primitively while having their own tv crew and production budget which includes an interior/exterior renovation so that it's visually pleasing to a youtube audience, great, that's her prerogative and i hope she gets paid well to act the part in her flowing dresses and model poses. but, she or her production company should explain that in her channel so her audience are not questioning the reality of the “show” as entertaining and contrived and staged as it may look. okay? seriously, are we really expected to believe that she dragged half a dozen 60' long bamboo poles down a mountain, across a large field, and back up the mountain to her farmhouse? and, is that old lady even her grandmother?",她是代表自己是使用原始工具在农村地区原始生活的人。如果她想向世界展示一个人如何生活，做饭，几乎是原始的，同时拥有自己的电视工作人员和制作预算，其中包括室内/外部装修，以便对YouTube观众视觉上令人愉悦，这是她的特权，这就是她的特权和我希望她能获得良好的薪水来扮演自己的飘逸连衣裙和模特姿势。但是，她或她的制作公司应该解释说，在她的频道中，她的观众并没有质疑“表演”的现实，因为它看起来很有趣，人为地和上演。好的？认真地说，我们真的希望她相信她将六根60'长的竹竿拖到山上，越过大田，然后将山上拖回她的农舍吗？而且，那个老太太甚至是祖母吗？
