,cid,votes,time,含real,含real中文翻译
17608,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh982DXstbU_V,24,3 years ago,"@heardistance i have no idea about other chinese area's rural life but in sichuan, more specifically, the countryside area around chengdu, the environment, the village, the landscape and the lifestyle, the food are pretty much the same as what they showed in ziqi's video. i know it because i also come from this area. i agree with it looks too perfect but why it can not even look perfect? she works really hard and shares with us how beautiful and how peaceful life can be...why would she show how sad she is how realistic and shitty the life look like? it doesn't make sense. i guess you have some wrong identifications of this channel or you just misunderstand what things she would like to share us about. it's like doing a project, your boss gives you an appraisal and says ok, it's well done but looks too perfect so it's fake it's impossible....hmmm. i don't think anyone will give any appraisal like that. and this channel is not a documentary about recording how poor chinese people are in china. i would suggest you can look for those videos from bbc or cnn or anywhere on youtube, online etc. i am sure there are a lot of videos or whatever news will keep rising your doubt about the reality of ziqi's video.",@heardistance我不知道其他中国地区的乡村生活，但是在四川，更具体地说，是成都周围的乡村地区，环境，村庄，景观和生活方式，食物与他们在Ziqi中所展示的食物几乎相同视频。我知道，因为我也来自这个领域。我同意它看起来太完美了，但是为什么它甚至看上去都不完美呢？她真的很努力，与我们分享了多么美丽和和平的生活……为什么她会向她表现出多么可悲的生活，这是多么现实和卑鄙的生活？这没有道理。我想您对此频道有一些错误的识别，或者您只是误解了她想分享我们的事情。这就像在进行项目一样，您的老板给您评估，说得好，做得很好，但看起来太完美了，所以这是假的，这是不可能的....嗯。我认为没有人会这样评价。这个渠道并不是关于记录中国人在中国的多么可怜的纪录片。我建议您可以从BBC或CNN或YouTube，Online等任何地方查看这些视频。我敢肯定，有很多视频，或者任何新闻都会不断提高您对Ziqi视频现实的疑问。
46796,UgzbIS4Nqo4EJO8bweJ4AaABAg,23,4 years ago,"i only discovered your videos in youtube. i really have such a life. i just imagined life in the novel. girl, you are really great, not only representing many chinese people, but how to coexist with human beings in harmony with nature, even if human beings are livable in the future, you need your spirit. i am glad to see your video, thank you.
suddenly i thought of the man who met your heart in the future. someone helped you lift your bamboo to make new sofas. some people pick fresh fruits and vegetables with you. one more person at the dining table with you. with cute children, one, two. essence essence then i have always made such a love video for us, oh no, enjoy. essence essence
hope this wish will come true.","我竟然在YouTube才发现你的视频，真的感概还有这样子的人生，只在小说中想象到的人生，姑娘，你真的很棒，不仅代表了华人的许许多多的优秀品质，和文化，甚至代表了人类，要如何与自然和谐共存，即使人类未来宜居其他星球，也需要你这种精神。很高兴看到了你的视频，感谢。
忽然想到了你日后遇到了你心怡的男子，有人帮你抬竹子做新的沙发，有人和你一起采摘新鲜的水果蔬菜，多了一个人在饭桌和你，婆婆谈笑风生，然后不就以后你们有了可爱的孩子，一个，两个。。。然后一直一直做这么有爱的视频给我们看，哦，不，享受。。。
希望这个愿望成真。"
41520,Ugx6Kg-s6YnCahHDxrN4AaABAg,23,4 years ago,these videos are truly amazing. it really makes me want to enjoy and appreciate that kind of lifestyle as it is so different from living in an urban society!,这些视频确实很棒。这确实使我想享受和欣赏这种生活方式，因为它与生活在城市社会中截然不同！
38356,Ugye3_5jXS-UcerUzbp4AaABAg,23,4 years ago,that place look so perfect that seems a hollywood studio. is this video really true?,那个地方看起来很完美，看起来好莱坞工作室。这个视频真的吗？
29814,UgygIa79VU2vgKBzdyd4AaABAg.8xTvD0vzAJp8xiDN9Cb5cJ,23,3 years ago,peachy bangtan i find that really cute,桃红色的孟买我觉得真的很可爱
10359,UgzA_AQOPkAiqF2n2Gl4AaABAg,22,2 years ago,someone really translated tomatoes instead of hawthorn ๐,有人真的翻译了西红柿，而不是霍桑
32182,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx8wAf633Ht04,22,4 years ago,"@somniato7759 yes, it happens a lot of the times, but i've been getting better at it, chaging small habits and adding new ones. one thing that has helped me a lot is understanding that we as humans is impossible to change drastically, so we change really slowly. another thing that has helped me is reading jordan peterson's book : 12 rules for life: an antidote for chaos, and some of his videos.",@somniato7759是的，它在很多时候都会发生，但是我一直在越来越好，养成小习惯并增加了新的习惯。对我有很大帮助的一件事是了解我们作为人类是不可能彻底改变的，因此我们的变化非常缓慢。帮助我的另一件事是阅读乔丹·彼得森（Jordan Peterson）的书：《生命的12条规则：混乱的解毒剂》和他的一些视频。
25140,UgxRrf7qoHh7GG-sSzV4AaABAg,22,3 years ago,this woman lives in heaven.. that much i can say.. everything seems to perfect ๐ฅบ๐ฅบ๐ฅบ... not going to lie.. really jealous๐’๐’๐’,这个女人住在天堂..我能说的那么多..一切似乎完美
1215,UgwtVl-I1_kum00S8jR4AaABAg,21,9 months ago,"this girl is really filial, and she is busy coming out. she returns home to bake the fire and warm her hands. i do nโ€t forget to prepare snacks for my grandmother.",这女孩儿真孝顺，自己忙进忙出的，回到家来烤火暖暖手，不忘给奶奶准备点心一起吃，还淘气逗奶奶笑呢~好样儿
4494,Ugz_tai02hJCgkXmdrV4AaABAg,21,1 year ago,was just hanging out and watching this and realized we got english cations again❤️,只是在闲逛，看着这个，意识到我们又得到了英国阳离子❤️
37011,UgwE6az0IF1Y3ITxy3x4AaABAg,21,4 years ago,you really are a beautiful and very good girl. i often watch your videos very well and meaningfully.,你真的是一个美丽而非常好的女孩。我经常很好地观看您的视频。
20209,UgzV4DNCTtBWjzkqTCB4AaABAg.94nOZTTSF0695IrtADrm6o,21,3 years ago,yes really cute. i wonder why the puppies never grow up?,是的，真的很可爱。我想知道为什么小狗永远不会长大？
26126,UgwQdehRp_7a7Gz3Xz94AaABAg.8zoNNAQmde-9-06TkIai9_,20,3 years ago,"@user-sc8cy5qc6e it doesn't matter if her videos are fake or real, what matter is the positive vibes it brings to it viewers. real life is very stressfull and suffocating watching her videos make us calm and happy and it doesn't matter if she makes billions or trillions out of it.",@user-sc8cy5qc6e她的视频是假的还是真实的，它带给观众带来的积极共鸣。现实生活中的压力很大，看着她的视频令人窒息，使我们平静而快乐，无论她赚了数十亿美元或数万亿美元都没关系。
21834,UgwmUfWsSWqmR38l70V4AaABAg,20,3 years ago,she is working really hard.even i can't imagine to do,她正在努力工作。即使我无法想象
37516,UgygxPB5Nnh5LDT2LDx4AaABAg.8u1NbgRB1NN8uC6fzJaBYp,20,4 years ago,yes definitely! iโ€m an introvert who unreservedly loves my family and nature so this lifestyle would fit me perfectly. i really have a tough time working with jerks in the city so yeah...,当然是！我是一个性格内向的人，他不保留我的家人和自然，所以这种生活方式将非常适合我。我真的很难与城市的混蛋一起工作，所以是的...
16477,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l98vH2r7_rxU,20,3 years ago,"this life is luxury, but we can't afford it, so much land that you have your own everything, from fruit trees, to vegetables to cereals etc etc.",这种生活是奢侈的，但我们买不起，这么多土地，您拥有自己的一切，从果树，蔬菜到谷物等。
33779,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48w2m0SsWpiH,19,4 years ago,"@kathaleenwood2426 ugliness is two drug addicts murdering a young woman, then cutting her body up and dumping it in a river. which is what happened to nichole. now ... people like you can watch this video and not understand that it is highly produced, that she is deceiving her followers. you have clearly not read through the comments on her videos where people are putting themselves down and judging themselves against this fakery. i have watched many how-to videos on yt and they don't lie to their followers. they show how long it actually takes to make things. they show how dirty you get when you do probably 75% of the things she does. idgaf, she'll eventually be exposed but people will follow her anyway because they'd rather have her fake feel-good life rather than deal with real, difficult things like nichole alloway's murder.",@kathaleenwood2426丑陋是两个吸毒者谋杀一名年轻女子，然后将她的身体倒在河里。尼科尔发生了什么事。现在...像您这样的人可以观看此视频，并且不明白它是高度生产的，她在欺骗她的追随者。显然，您没有阅读她的视频评论，人们将自己放下来并判断自己反对这个伪造的评论。我已经在YT上观看了许多操作视频，但他们不对追随者撒谎。他们表明实际需要多长时间。他们表明，当您做她所做的事情的75％时，您会感到多么肮脏。 IDGAF，她最终会暴露出来，但无论如何人们都会跟随她，因为他们宁愿拥有她的假感觉，而不是处理像Nichole Leceray的谋杀案这样的真实，困难的事情。
19825,UgyTQdr4ht2C6TjRvft4AaABAg.95I2cr0D_Rv95mupd-ekvY,19,3 years ago,"everything on the internet is real xd . 

dude offscreen there are people helping . more than half is staged .
you think all these perfect camera angles and perfect timings are apearing by magic ? 
i just love the visuals and eye candy and this channel makes me n lots people happy .","互联网上的所有内容都是真正的XD。

杜德（Dude）在屏幕外，有人在帮助。一半以上是上演的。
您认为所有这些完美的相机角度和完美的时机都是魔术的嘲笑吗？
我只是喜欢视觉效果和眼睛的糖果，这个频道使我很高兴。"
38541,Ugx1P89G_Bd-0LVKkF54AaABAg,19,4 years ago (edited),"when i watch your videos i feel peaceful, you are a wonderful human being and depending on what i saw, i think you are really talented and experienced in such young age .
amazing .","当我观看您的视频时，我会感到和平，您是一个很棒的人，根据我所看到的，我认为您在如此年轻的时候就非常有才华和经验丰富。
惊人的 。"
