,cid,votes,time,含real,含real中文翻译
18499,UgwFsgKBe50sBFkQ9xF4AaABAg,13,3 years ago,"it is true that rural life in many places is more boring and not beautiful in the video, but this is not a documentary in science and education. what is wrong with the lens more wrong with the beautiful side? those who are not absolutely opposed because these videos are true? journey to the west is true? is avatar real? is the avengers really? those films that are completely unreal can be exported as a culture. why can't qi videos? at least the fresh ingredients, forests, sunlight, white clouds, and morning fog in the video are not props. this is a decompression window for people in the metropolis",诚然，实际很多地方的农村生活比视频里的更枯燥、不美丽，但是这又不是拍科教纪录片，镜头更多地对着美好的一面有什么错呢？那些因为这些视频不是绝对真实就反对的人，西游记真实吗？阿凡达真实吗？复仇者真实吗？那些完全不真实的影视都能作为文化来输出，柒的视频为什么不能呢？ 至少视频里的新鲜食材、森林、阳光、白云、晨雾、都不是道具，这是大都市苦逼人士的一个减压窗口
18603,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92_IhXI_D3-,13,3 years ago (edited),pedro c yes it is a lie. mao is totally a great leader in many sense from chinese perspective. he built a new regime where china enjoys real freedom post hundreds years of being slaves by foreigners. he had ego and made big mistakes but his contribution outweighs his mistakes. hence people in china still respect and thank him for what he did. western media demonizes him i believe is because he represents communism while ignoring what he did to china and chinese people. it's a totally subjective and political view. i hate they teach that in classroom to brainwash my kids.,Pedro C是的，这是一个谎言。从中国的角度来看，毛面完全是一位伟大的领导者。他建立了一个新的政权，中国在数百年之后成为外国人的奴隶。他有自我，犯了很大的错误，但他的贡献大于他的错误。因此，在中国的人们仍然尊重，并感谢他的所作所为。我认为西方媒体妖魔化了他，因为他代表共产主义，而无视他对中国和中国人民的所作所为。这是一种完全主观和政治观点。我讨厌他们在教室里教我的孩子。
10364,UgzOhAf0sg2LzijmoAR4AaABAg.98ojNybWPIt98rG-rLjeNS,13,3 years ago (edited),"she's a very busy woman. she's always out doing things, so she barely snacks. she's more focused on feeding her family, and prefers to eat with them. 
in asian cultures, it's more known to savour food with family, because of how hard they work together to grow and create amazing dishes. 
you don't really think about food when you go buy it from the store. however, when i was in asia, you can see all the hard work people put in to make a filling meal. eating a whole pot of anything would be very disrespectful and a waste of food. 
eat until your full please, don't over eat, and please, please don't waste food when others can have it.","她是一个非常忙碌的女人。她总是在做事，所以几乎没有零食。她更专注于为家人喂养，并且更喜欢和他们一起吃饭。
在亚洲文化中，众所周知，与家人一起品尝食物，因为他们如何共同努力生长和创造令人惊叹的菜肴。
从商店购买食物时，您并没有真正考虑食物。但是，当我在亚洲时，您可以看到人们为填充餐的所有辛勤工作。吃一整锅任何东西都是非常不尊重的，并且浪费食物。
吃饭，直到您吃饱，不要吃饭，请，请不要在别人拥有的时候浪费食物。"
11097,UgwFBvWUt-BC74PMeiJ4AaABAg,13,3 years ago,"i really loved all your videos! being indonesian we have similar culture, work ethic and the love of cooking. thank you so very much far sharing it with us!",我真的很喜欢您的所有视频！作为印尼人，我们具有相似的文化，职业道德和对烹饪的热爱。非常感谢您与我们分享！
15648,Ugyp4rGQj55KkZRgQmt4AaABAg,12,3 years ago,"there is nothing controversial. she just patted the world she wanted to express. no matter whether she had a team to help, she was born in 1990 and is now 30 years old.
just like jin yong's writing, there is a martial arts world. don't take it as the real world. jin yong also makes a lot of money? does anyone scold him?

https://youtu.be/u3i0x95lcmu","没什么可争议的，她只是拍她想表达的世界，不管有没有团队帮忙，她是 1990 年生的，现在也迈入三十岁了。
，就像金庸笔下也有个武侠世界一样，别把它当真实世界就好了，金庸也大赚啊？有人骂他吗？

https://youtu.be/U3I0X95LCmU"
10655,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU7993jSt_c0nn,12,3 years ago,"below your comment, this guy @马xe, is one of those who doubt ziqi's videos' reality and firmly believe she has a large group of ppl who help her and train her do all those stuffs. he's one of those haters. i don't know why do they have to say words like this. maybe they are just so jealous. ziqi has pushed another video to explain how did she shot, edit videos and of course farm and cook nearly all by herself(https://www.youtube.com/watch?v=ovoslq-aep8). i just want to remind each ppl with kind heart who watch ziqi's videos. just don't believe every single word of those haters. i was a photographer, i know some techniques of shooting. i can notice some flaws in her video just as she mentioned in the link above, however i choose to ignore them because the entire video is soooo perfect. if she had a group of professional ppl who help her, those mistakes would never happen....definitely.",在您的评论下，这个家伙 @马XE是怀疑Ziqi视频的现实的人之一，坚信她有一大批PPL，可以帮助她并训练她做所有这些事情。他是那些仇恨者之一。我不知道为什么他们必须说这样的话。也许他们真嫉妒。 Ziqi推出了另一个视频，以解释她如何拍摄，编辑视频和当然的农场，并几乎独自烹饪（https://www.youtube.com/watch?v=ovoslq-aep8）。我只想提醒每个PPL，善良的心观看了Ziqi的视频。只是不要相信那些仇恨者的每个单词。我是摄影师，我知道一些射击技术。就像她在上面链接中提到的那样，我可以在她的视频中注意到一些缺陷，但是我选择忽略它们，因为整个视频非常完美。如果她有一群专业人士帮助她，那么这些错误就永远不会发生。
15280,Ugwg2v98YNGIkwlhtnt4AaABAg,12,3 years ago,food with nature is what we miss in this mechanical world. we are forgetting our interaction with nature. thess video tells what i really missing,在这个机械世界中，我们错过了与自然的食物。我们忘记了我们与自然的互动。 Thess视频告诉我我真正想念的
4058,Ugw9d-WHdmwXdfzp3DR4AaABAg,12,2 years ago,i don't really know why there are thousands of people who made to dislikes this video. liziqi share us such a natural lifestyle.,我真的不知道为什么有成千上万的人不喜欢这个视频。 Liziqi与我们分享了如此自然的生活方式。
14340,UgzYHury2mA4yVtrZMl4AaABAg,12,3 years ago,imagine you have a wife like her... too bad reality is often dissapointing . love your videos,想象一下，您有一个像她这样的妻子...太糟糕的现实常常令人失望。爱你的视频
4285,UgylN_1HCuYRgVfFTu14AaABAg,12,2 years ago,"i really like all your videos.
the scenery on this mountain is so beautiful, calm and cool. all these videos show a sense of sincerity, gratitude and simplicity.","我真的很喜欢你所有的视频。
这座山上的风景是如此美丽，平静和凉爽。所有这些视频都展现出一种真诚，感激和简单的感觉。"
9440,UgxIKfU4UlFQhD5L84Z4AaABAg,11,2 years ago,it's really the world of ghibli.,这确实是吉卜力的世界。
28342,UgxsePMSzEGaet4r-Z14AaABAg,11,3 years ago,"i found a shocking secret




video poor reviews of the goddess are integer
and click will not increase
(but remember after trying it, please like it)
otherwise, people say that i am a black powder
i wish all the bad reviews are silly b (excluding the person who test)
besides, good -looking videos don’t know how to cherish it. actual bad reviews are really unreasonable.","我发现了个惊天的秘密




女神的视频差评都是整数
而且点一下不会增加
（但是记得的试了之后就点回赞）
要不然被人就说我是黑粉了
祝所有点差评都是傻b（不包括试的人）
再说咋么好看的视频不懂珍惜居然还在那边点差评真的是不可理喻的酸民啊"
23923,UgyikCbz13Nshurxr894AaABAg,11,3 years ago,"it seems that it takes a lot of time to take a video, and it is really attentive.",看来，拍一个视频要花很多时间，确实用心了。
16431,Ugy-3nMzYcYNOPDOuDx4AaABAg,11,3 years ago,oh so that’s how bamboo shoots look like in real life i remember there was a cartoon show i used to watch called like heroe 108 or something like that and i remembered there was a character who used bamboo shoots as a weapon and i always thought they were delicious,哦，这就是现实生活中的竹芽的外观可口的
18379,UgzCB_PORgzg3qapZMp4AaABAg,10,3 years ago (edited),"this is like watching those diy woodworker channels and thinking you could do the same thing, but then realizing you need $242,000 worth of land and tools to achieve the result.","这就像看那些DIY木工频道，并认为您可以做同样的事情，但随后意识到您需要价值242,000美元的土地和工具才能实现结果。"
31081,UgyCdRQ8btnAqNUJEeF4AaABAg,10,3 years ago,"tea eggs and mustard, hidden with hot spots, really attentive",茶叶蛋和榨菜，隐藏的跟热点，真的用心啊
19950,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq91vwm9duDWD,10,3 years ago,"she is showing people how we should all be living, true self-sufficiency, using renewable resources in a sustainable way. she is the real deal.",她向人们展示了我们所有人应该如何生活，真正的自给自足，以可持续的方式使用可再生资源。她是真正的交易。
