,cid,votes,time,含beautiful,含beautiful中文翻译
40667,UgyybdbZI1yxjjgoDel4AaABAg,0,4 years ago,she is such a beautiful pancake .. also hardworking,她是一个美丽的煎饼..也很努力
40641,UgyqRZ8OKfegIKlgVaJ4AaABAg,0,4 years ago,"what a beautiful, sweet and economic girl. miracle.",多么美丽，可爱和经济的女孩。奇迹。
40640,UgwTbjNd5BhKpxXiH-h4AaABAg,0,4 years ago,"beautiful.
i feel lovely to work in a hurry","美丽的。
我很高兴工作很高兴"
46855,UgxCov2qShajDY8Sd6N4AaABAg,0,4 years ago,soooo beautiful,太漂亮了
40622,UgzFeS2ow9-vR1gVDfF4AaABAg,0,4 years ago,so beautiful this brave women,如此美丽的这个勇敢的女人
46868,Ugzy9Ytt29Kbh9V16id4AaABAg.8qr3JM5GtN28qyUVbEmv8N,0,4 years ago,"if i was you i’ll go back to my beautiful village as soon as i finish school, your village is heaven!!",如果我是你，我一完成上学后就回到我美丽的村庄，你的村庄就是天堂！
40589,UgxsWsiWN_WMkhtYket4AaABAg,0,4 years ago,beautiful..makes me wanna leave the city and go back to my hometown.,美丽..让我想离开这座城市，回到我的家乡。
46904,UgxcqCG0bYOflZLwPJF4AaABAg,0,4 years ago,will be cooked and beautiful,又会煮又漂亮
46981,UgyXrqNySxw-DsU0jJl4AaABAg,0,4 years ago,"the video is good, the beautiful girl wishes her a lot of fun!",视频很好，美丽的女孩希望她很多有趣！
46998,UgylT3H0-hrhPKAPSzJ4AaABAg,0,4 years ago,"her village is really beautiful, full of fruits, really a peaceful place",她的村庄真的很漂亮，到处都是水果，真的是一个和平的地方
47000,UgyIKM-shdK_bzSkENV4AaABAg,0,4 years ago,"i will, but she is beautiful",我会的，但是她很漂亮
46753,UgzeNkam_UkUSd7YhQN4AaABAg,0,4 years ago,so beautiful to watch,如此美丽看
46750,UgwzB6l0vqiWvCfM4SF4AaABAg,0,4 years ago,beautiful,美丽的
46707,UgxLe7L_pWAE8HZgPtF4AaABAg,0,4 years ago,"reminds you of those fantasy beautiful villages from anime and games, anazing, feels like another world",让您想起动漫和游戏中那些幻想美丽的村庄，厌恶，感觉就像另一个世界
40960,UgxTIaCbQ1Yzc_WqWs94AaABAg,0,4 years ago,"beautiful, beautiful, delicious, wonderful, pleasant.",美丽，美丽，美味，美妙，愉快。
41019,UgyEIbYjI9UABsjuo7F4AaABAg,0,4 years ago,"nice fruit, nice color, beautiful....",不错的水果，颜色漂亮，美丽。
41014,UgzJY7Ygs1Dz_gkYAn54AaABAg,0,4 years ago,"she,s very beautiful moreover beautiful mind all her work seems so adorable",她，她的所有作品看起来都很可爱
46488,UgxUg-OhlN3-K_qlQix4AaABAg,0,4 years ago,"li ziyi's videos have always brought me a sense of stability in my heart. the beautiful paintings intertwined with nature, family, and gourmet food give people deeply washed the soul. i like everything to her, i want to marry a woman like her, but i am afraid of her omnipotent big machete. don't think that sichuan girl's knife is only used to kill chickens _ (• ̀ω • ́ ""∠ ) _ _ _",李子柒的视频一直都带给我内心安定的感觉，那种人与自然、家庭、美食所交织的绝美绘卷，给人以灵魂深处的洗涤。我中意她的一切，我想娶她那般的女子，但我却畏惧她那把无所不能的大砍刀，不要以为四川妹子的刀是只用来杀鸡的_(•̀ω•́ 」∠)_
46489,UgygMHiNu3TORZ-9jiJ4AaABAg,0,4 years ago,beautiful video❤,美丽的视频❤
46636,UgxHr5eZ41Gqz26E9bd4AaABAg,0,4 years ago,your videos are beauiful and you are a very beautiful lady .i love the way you take good care of your animals very healthy i can not wach videos when the animals are skinny you can see they are not well care for ..your music is very nice ..,您的视频是美好的，您是一个非常漂亮的女士。我喜欢您很好地照顾动物非常健康的方式，当动物很瘦时，我无法播放视频，您可以看到它们不太照顾好..您的音乐非常非常好的 ..
41004,Ugw7E3Dbv5pMVQI-Gc14AaABAg,0,4 years ago,"i don't know how many viewers would desire such pure organic life-style. i would.
it's so beautiful.","我不知道有多少观众会渴望这种纯粹的有机生活方式。我会。
这个很漂亮。"
41003,Ugx87czEjT0RQaSct5B4AaABAg,0,4 years ago,beautiful girl,几靓女
41001,UgwhOoDOx2ofXA04CNd4AaABAg,0,4 years ago,sooo nice she is so beautifull and hard working..,太好了，她是如此美丽，努力工作。
40994,UgwDMrnMofe7--2cauZ4AaABAg,0,4 years ago,she is so beautiful,她是如此美丽
40992,Ugyk1sxCFFqvU2xYs0F4AaABAg,0,4 years ago,u r so beautiful....,你很美丽....
46656,UgzX5faLvqIzaaqo8Bh4AaABAg,0,4 years ago,wow... you are such a beauty... you got a beautiful skill.,哇...你真是个美...你有一项美丽的技能。
40957,Ugx6wqFlcubUbOxKRh14AaABAg,0,4 years ago,"i came out with a recommendation, but what is this?
is it a heaven for a beautiful nachan to make a large amount of sweets that seem to be playing with puppies and kids?
i want to know the details ...","我提出了一个建议，但是这是什么？
美丽的纳汉（Nachan）制作大量似乎与幼犬和孩子一起玩的甜食是天堂吗？
我想知道细节..."
40887,Ugx0F7HbWIqgg84V9p94AaABAg,0,4 years ago,this is really what i want in life. i’d do anything to have a beautiful place like this where i can grow plants and cook things and work on my art,这确实是我人生中想要的。我会做任何事情来拥有一个像这样美丽的地方，我可以在这里种植植物，做饭并从事我的艺术
40948,UgyMNN5df2qO6bl_4Sl4AaABAg,0,4 years ago,fucked everything is so beautiful,操蛋，一切都是如此美丽
40944,UgxBb2wdgfWyozha1F94AaABAg,0,4 years ago,wanna live in that beautiful place,想住在那个美丽的地方
46682,UgxAcbqom5MJYeDu2dx4AaABAg,0,4 years ago,i love your channel and you are you beautiful!,我爱你的频道，你是你很漂亮！
40937,UgyUZxSGEifiLqmJvOR4AaABAg,0,4 years ago,"so sweet beautiful cute pretty ,,lovely very good job,,best off luck gd bless you,,,,",如此甜美美丽的可爱漂亮
40935,UgwtieGSuHxb_YI83794AaABAg,0,4 years ago,he came out in recommended for me. it is beautiful and very relaxing all video,他为我推荐。它很漂亮，非常放松所有视频
40932,UgyS7CAxyKsDRGcS4214AaABAg.8s3nojrjAaN8s3wC6lbxGg,0,4 years ago,"https://liziqi.tmall.com/ this is her flagship store in a chinese top online retailer. however, you should know that the business is very very very big, she cannot cook or made all these products by herself. most of the products are from authorized outsourcings. and even if you buy, i am not sure if these foods will suffer problems from mail systems or customs since you are in the eu. the best way is to go to sichuan and you will definitely get a chance to have dishes and snacks as she made, and enjoy beautiful sceneries there.",https://liziqi.tmall.com/这是她在中国顶级在线零售商中的旗舰店。但是，您应该知道，业务非常非常大，她不能自己做饭或制造所有这些产品。大多数产品来自授权外包。即使您购买了，我不确定这些食物是否会遇到邮件系统或海关问题，因为您在欧盟中。最好的方法是去四川，您肯定会有机会在她制作的菜肴和零食，并在那里享受美丽的风景。
46693,UgwKzTwuIsLFRvgx7n14AaABAg,0,4 years ago,beautiful,美丽
40922,UgwwWffcBPKH03QaUax4AaABAg,0,4 years ago,she kind of reminds me of migumi from food wars ............she was just as hard working and beautiful her,她有点让我想起了美食大战中的米古米.......................................................................................................................................................................
46695,UgzQDzZpJgvrfJ7bSrh4AaABAg,0,4 years ago,such a beautiful way to live,如此美丽的生活方式
40901,UgwXQVx7l4hYcn72xId4AaABAg,0,4 years ago,beautiful,美丽的
40900,Ugxpwk4_xQJPVlZpQZd4AaABAg,0,4 years ago,omg how beautiful to see all that food and the preparation! do you take interns? would love to help!,天哪，看到所有食物和准备工作真是太美了！你会带实习生吗？很想帮忙！
47034,Ugz3AMa-mkjGFyS_NLJ4AaABAg,0,4 years ago,"as i would like to live in such a place, everything is beautiful and the snow all super quiet i hope to visit and stay to live in that place",正如我想住在这样一个地方，一切都很美丽，大雪都超级安静，我希望参观并留在那个地方
40546,UgxS4IPpmzUzGIxmdZl4AaABAg,0,4 years ago,wonderful vidio talves the best and the most beautiful i've seen to today on youtube,我今天在YouTube上看到的最好，最美丽的Vidio Taleves
47062,UgyfQx5GpR47FVE_q214AaABAg,0,4 years ago,what a beautiful thing,多么美丽的东西
47463,UgzfaGijE2NHaKPOWFd4AaABAg,0,4 years ago,"i'm a new subscriber and i'm from india 
i'm enjoying your vedio and all are peaceful and nice ur so beautifully mam ....and uploade 1 vedios daily plzz i'm waiting for ur vedio","我是一个新的订户，我来自印度
我很喜欢你的吠陀，所有人都和平又友善，你真是太漂亮了。"
47358,Ugwrq_iYqqq1JpRUx2B4AaABAg,0,4 years ago,beautiful.,美丽的。
47380,Ugwd7xGbvJaEVtxZtsR4AaABAg,0,4 years ago,beautiful scenario. .just loved it,美丽的场景。很喜欢它
40279,UgzyfKYmFMsTINl-zft4AaABAg,0,4 years ago,woa ... looks delicious and beautiful!,哇...看起来很美味可口！
40268,UgwX3BJWwl8wJid2A4t4AaABAg,0,4 years ago,what a beautiful woman,多么美丽的女人
47386,UgxeDu9RgeSGP1UGSPV4AaABAg,0,4 years ago,very nice soo beautiful,非常漂亮的美丽
40254,UgzkrsiPOGoicjbK60x4AaABAg,0,4 years ago,this is beautiful,这很漂亮
40246,UgyhtIhXPh1S6OxypTV4AaABAg,0,4 years ago,sensational video all beautiful congratulations .. ❤️,轰动性的视频所有美丽的恭喜..❤️
40244,UgzJGOoJcWCvmUYp2yh4AaABAg,0,4 years ago,"i do not know that there are azerbaijani videos, but i look so much. and when looking at the hiqiqeten esebler saklewir .. many beautiful video.",我不知道有阿塞拜疆的视频，但我看上去很多。看着Hiqiqeten Esebler Saklewir ..许多美丽的视频。
47392,UgwtG1EF37TB_8s7GRt4AaABAg,0,4 years ago,god how beautiful it is,上帝有多美丽
47394,Ugy1iaic79hBIJTHIJB4AaABAg,0,4 years ago,oh my good! this is the beautifull video ever! thank you so much!,哦，我的好！这是曾经的美丽视频！太感谢了！
40199,UgwZgbIh6VUB9mZzzZl4AaABAg,0,4 years ago,everything is beautiful and music as always poetry,一切都很美丽，音乐一如既往
40197,UgyRMWYsEB34NHWTd614AaABAg,0,4 years ago,the most beautiful scene in this video is the puppies are enjoying with u collecting walnut,这段视频中最美丽的场景是幼犬喜欢收集胡桃木
40304,UgxOG2CUCka-R4dtpOh4AaABAg,0,4 years ago,the story is diligent for the beautiful,这个故事是美丽的
40188,UgwJqScim-uvTVs3UJB4AaABAg.8sX17hlDNPf8skjY20uT1r,0,4 years ago,it is so beautiful that it makes you cry !!!,它是如此美丽，以至于让您哭泣！！！
40179,UgxGoeB-0zW8-bUm7wx4AaABAg,0,4 years ago,"she is beautiful n smart li ziqi, if i am there so i will buy her produce such fruit candies n others, i love to watch her video and her village is beautiful, thanks li ziqi !",她是美丽的n智能李齐（Li Ziqi），如果我在那里，所以我会买她的其他水果糖果，我喜欢看她的视频，她的村庄很漂亮，谢谢李Ziqi！
40151,UgwyQ1ktLDzugq2mLiF4AaABAg,0,4 years ago,very beautiful,很漂亮
40134,UgyUX0Uh_HhfOr9zzwx4AaABAg,0,4 years ago,beautiful video,美丽的视频
47483,Ugzdbjw8ciwRcgVOfpl4AaABAg,0,4 years ago,you are beautiful and creative,你是美丽而富有创造力的
40124,UgwwRhjXP6w_jqsJH4l4AaABAg,0,4 years ago,wow its beautiful,哇，它美丽
40091,UgxeecmGFBqYyRNcVJJ4AaABAg,0,4 years ago,how beautiful it is!,它有多美丽！
47497,UgxADaDNroTh8cmz4fp4AaABAg,0,4 years ago,beautiful lady,漂亮小姐
47502,UgxIVbVJemlkXJPBnxt4AaABAg,0,4 years ago,beautiful girl u to hard work.....???,美丽的女孩，你努力工作..... ???
47529,Ugx0_Tpwpksv-GUcYvt4AaABAg,0,4 years ago,"happy chinese new year! i was surprised at the beauty of this video. probably it was fun to see various chinese sweets that have been around. the high artificiality of the video and the unique view of the world are wonderful. anyway, women are very beautiful.",农历新年快乐！我对这个视频的美丽感到惊讶。看到周围有各种中国糖果很有趣。视频的高度人为性和世界独特的景色是很棒的。无论如何，女人很漂亮。
47542,Ugxzm90M47Dwp5X40lF4AaABAg,0,4 years ago,"you'r grandmother is such beautiful and so sweet !!
you're so amazing girl.!
love your work.","你祖母真漂亮，真是太好了！
你真是太神奇了。
爱你的工作。"
47323,Ugy5SUCEl_s5Bx-k6mt4AaABAg,0,4 years ago,"aaa you are so cool, natural. i love you very much. thanks for everything you do. you are beautiful and your video is beautiful !!!",AAA，您是如此酷，很自然。我非常爱你。感谢您所做的一切。你很漂亮，你的视频很漂亮！！！
44116,Ugz7EU01sR98Ry53xDJ4AaABAg,0,4 years ago,how beautiful to live in such a place.,生活在这样的地方多么美丽。
40530,Ugz1KcZUpt2sk6z-0o54AaABAg,0,4 years ago,"beautiful, god willing.",美丽，上帝愿意。
47241,UgyWtscPMfVZFxifgJR4AaABAg,0,4 years ago,"i love you 
so beautiful videos","我爱你
如此美丽的视频"
47070,Ugz89AttsfaCcaOlcqx4AaABAg,0,4 years ago,"what a beautiful video! happy chinese new year!!!
love from ph!","多么美丽的视频！农历新年快乐！！！
来自PH的爱！"
40517,UgzwjMhgj4jdT0dkNdV4AaABAg,0,4 years ago,"it's beautifully peaceful. the environment, cooking. dreamy...",它是美丽的和平。环境，烹饪。梦幻...
40472,UgzAe9YmpzBqn0-shdJ4AaABAg,0,4 years ago,beautiful,美丽的
47082,Ugw5l7l4Ok0JNdijtbp4AaABAg,0,4 years ago,beautiful .....,美丽的 .....
40456,UgzHl0q3WILJ0OFo4nF4AaABAg,0,4 years ago,so beautiful,如此美丽
40444,UgzMEEixkII-a6Knk354AaABAg,0,4 years ago,"fighting, i really love your film. and you so beautiful.",战斗，我真的很喜欢你的电影。你真漂亮。
40441,UgzjCLl1-TBPZWfNLyB4AaABAg,0,4 years ago,this is soooooooooo beautiful i want live there!!!!! she make it look so easy so beautiful,这真是太漂亮了，我想住在那里！她看起来很简单，如此美丽
47186,UgyZ1eTjdS7iMhN3s2h4AaABAg.8qpgYRhUNW18qrtrL0kOCs,0,4 years ago,"yes she indeed try to shoot the video beautifully. but there's nothing wrong with that. by the way, she really cooked all those but skipped some details which she think unnecessary. she wants to keep the video short and tight thus to lift the quality",是的，她确实试图精美拍摄视频。但这没什么错。顺便说一句，她确实煮了所有这些，但跳过了一些她认为不必要的细节。她想保持视频短而紧密，从而提高质量
47191,UgybcW1U4kNj5OMsBsl4AaABAg,0,4 years ago,"she is the woman with whom every man dreams, she is beautiful, hardworking, she knows how to cook, home, humble, dominates culinary arts, agriculture, gardening, it is asian, etc. etc .... let's marry. i love you",她是每个人都梦想着她美丽，勤奋的女人，她知道如何做饭，家，谦虚，统治烹饪艺术，农业，园艺，是亚洲人等。我爱你
47207,UgxTFMmuzxGmrpRsEPF4AaABAg,0,4 years ago,young girl like that is so extremely talented in her traditional skills of these beautiful recipes.. so hard working .. hope her hard work will pay off financially.,这样的年轻女孩在这些美丽的食谱的传统技能中非常有才华。
47217,Ugw1NUEG-wF1PYTZ9LF4AaABAg,0,4 years ago,i love animals!!! ... and i like the meals that presents ... but i like the videos for the small group of friends .. they are beautiful and charming!,我喜欢动物！！！ ...而且我喜欢展示的饭菜...但是我喜欢一小群朋友的视频..它们是美丽而迷人的！
