,cid,votes,含food,含food中文翻译
13191,UgyTaUWOA5xGRXH6lQR4AaABAg,10,damn the food network ain't got nothing on this little lady...... just her and her grandmother i'm i the only 1 she does everything man i'm in love.,该死的食物网络对这个小女士没有什么都没有的……只有她和她的祖母，我是唯一一个她做我所爱的男人的人。
30906,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8yzTQ9XuUQw,10,"@plush3106 no,no,no,my dear friend.as a chinese, i would say that this girl's cooking is a common step in china.some famous foods in china even take 72 hours to make.when i was young, my mother cooked food, it was as complicated as video, chinese people pay much attention to food, and they are very willing to spend time on the cooking of food.if you know the cooking of different countries in the world, you will find that chinese cooking is really complicated and requires skill and patience.welcome to china，my friend.",@plush3106不，不，不，我亲爱的朋友。作为中国人，我想说这个女孩的烹饪是中国的常见一步。中国的一些著名食品甚至需要72个小时才能赚钱。我年轻时，我的母亲煮熟了食物，就像视频一样复杂，中国人非常关注食物，他们非常愿意花时间做饭。如果您知道世界上不同国家的烹饪，您会发现中国烹饪是真的很复杂，需要技巧和耐心。
3868,UgwH74kFciN1-IaiJ0B4AaABAg,10,i just amazed by how she use all the leaves vines ect as packing of food or rope while me struggling going to barware store or supermarket to buy so many plastic products...... 's touching me everytime when she show me the skills and wisdom of how to deal with nature. also i feel sorry that my grandparents are no longer able to pass on me their knowledge of how to use bamboo and traditional local dishes...... all of the short stay in rural area are shining memories to me.,我只是对她如何使用所有叶子葡萄藤作为食物或绳索的包装感到惊讶我们决定找到一所拥有大土地的房子，以创造像她家一样的维度。当她向我展示如何处理大自然的技能和智慧时，每次都会感动我。另外，我感到很抱歉，我的祖父母不再能够传递他们对如何使用竹子和传统当地菜肴的知识……在农村地区的所有短暂住宿都对我来说都是闪耀的回忆。
8071,UgxIa2BUK26ZkulsMjx4AaABAg,10,"growing in a rural area, my hometown (iloilo philippines) i knew almost of the ingredients she uses and seen those in person. the method of how she prepares food is also not a surprise as we do the same thing in my hometown, it's just that the recipe is different. but i love how she promotes classic chinese cuisine๐’
i'm proud being raised in a rural area, being not an 'alien' to these kind of traditional life, tho now i'm working in the city and foreign country..","我的家乡（菲律宾伊洛伊洛）在农村地区生长，我几乎知道她使用的成分，并亲自见到了这些成分。她如何准备食物的方法也不令人惊讶，因为我们在我的家乡做同样的事情，这只是食谱不同。但是我喜欢她如何推广经典中国美食
我很荣幸在农村地区长大，不是这种传统生活的“外星人”，现在我在城市和国外工作。"
1367,UgyK3lkycrWXjxJDwzV4AaABAg,10,"i love watching your videos. our family ties are very nice to take advantage of nature, nature. i am turkish, our food culture is not similar, but i am watching because you like your work and healthy diet.",我喜欢观看您的视频。我们的家庭关系非常适合利用自然，大自然。我是土耳其语，我们的饮食文化并不相似，但我正在看，因为您喜欢您的工作和健康的饮食。
29462,UgweGWDVx3vGQcoO4-54AaABAg,10,"me : hungry 
also me: *watches the most satisfying food video ever ☺","我：饿了
还有我： *观看有史以来最令人满意的美食视频☺"
20706,Ugzm_2oK4LuEGKvD9Zx4AaABAg,9,"she's amazing! the place, the sorroundings, the food. everything is amazing. love from philippines",她太赞了！这个地方，欲望，食物。一切都很棒。来自菲律宾的爱
20287,UgzbnC94T6gIv-n__494AaABAg,9,i’m craving healthy food watching her channel.,我渴望看着她的频道健康食品。
13367,Ugxf_s_q7Zn2Y0ooqNV4AaABAg,9,"aside from the super oily cooking and sometimes too much sweet, everything else is perfection and inspiring. the nature, the mountains, the gardens, the ingredients, the natural environment including appliances, your incredible skill in everything, your strength, the creativity.. the angles, and the video editing..well done~
the sound capturing of every activities is also amazing.. almost like asmr. beautiful background music. relaxing and beautiful.
you potray what you had said.. to show where the food we eat comes from. the works behind it. and the variety of the nature.","除了超级油腻的烹饪，有时太甜了，其他一切都是完美和鼓舞人心的。大自然，山脉，花园，成分，自然环境，包括设备，您的一切都在一切方面，力量，创造力。
每个活动的声音捕获也很棒。几乎就像ASMR一样。美丽的背景音乐。放松和美丽。
您是您所说的话..以展示我们吃的食物来自何处。它背后的作品。以及自然的多样性。"
18168,UgyGNOeNj4QVDKZxYJF4AaABAg.92ZeoRX897K92hkWrGrbLh,9,"@mastad7876 2 reasons come to mind. 
1 - asians biology for building fat is different and they have an easier time being slim but also have a harder time building excess muscle.
2 hard work and healthy food will keep a body very fit and healthy","@mastad7876 2想到原因。
1-亚洲脂肪的生物学不同，它们更容易苗条，但也很难建立多余的肌肉。
2艰苦的工作和健康的食物将使身体保持健康和健康"
21687,UgwnU8yySOsS-dfd1zJ4AaABAg,9,here in the western culture we are conveniently accustome to microwave food and in the eastern culture they make their food from scratch with natural ingredients. what a life...,在西方文化中，我们很方便地习惯微波食品，在东方文化中，他们用天然成分从头开始制作食物。什么生活...
21694,UgzBAnrWczuGKn1cl0h4AaABAg,9,"please we want to know all the recipes just to do it, give us the details to how we cook the food, please put the recipes on english",请我们想知道所有要做的食谱，给我们详细介绍我们如何烹饪食物，请将食谱放在英语上
18228,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92gO_vJWCvr,9,"lucy chan you need a real chinese to show you the good food and good restaurant in china, not just join to a visiting tour. the food they provided is always terrible.",露西·陈（Lucy Chan），您需要一个真正的中国人来向您展示中国的美味佳肴和美味餐厅，而不仅仅是参加访问。他们提供的食物总是很糟糕。
31692,Ugzwq0QZyJaOcraGqYh4AaABAg,9,this meal looks absolutely delicious and healthy. thanks for sharing. this video shows great respect for the wonderful foods on earth and how we can present them.,这顿饭看起来绝对美味又健康。感谢分享。该视频非常尊重地球上美妙的食物以及我们如何展示它们。
16959,Ugzr0rXVkgIk-neO8gl4AaABAg,9,i imagine myself waiting like her grandmother in the small place where they eat. i can almost taste the food!,我想象自己像她在吃饭的小地方一样等着她的祖母。我几乎可以品尝食物！
23841,UgyCOcOMeCmXXdO_nM94AaABAg,9,"i'm amazing that liziqi is also loved by so many peoples from other countries, welcome to china, there are different scenes and various foods 。",令人惊讶的是，Liziqi也受到来自其他国家的许多人的喜爱，欢迎来到中国，有不同的场景和各种食物。
6095,Ugwqlii4ALk25r6E57l4AaABAg,8,i wanted to prove these foods. ๐‘๐‘๐‘,我想证明这些食物。
26307,UgwQnpWIGgxw_Aj3Qk14AaABAg,8,"you're pretty.. your daily life is full of cooking foods.. the perfect ""ibu rumah tangga"" house wife.. i have to learn from you",你很漂亮..你的日常生活充满了烹饪食物..完美的“ ibu rumah tangga”家庭妻子..我必须向你学习
31390,UgyUNuLgMncmFJISwPB4AaABAg,8,"awesome life ....
glory of nature ...
food","很棒的生活...
自然的荣耀...
食物"
18585,Ugwa_gDXpRAQgUQomoF4AaABAg,8,the best food channel i ever saw in my entire life.,我一生中见过的最好的食物频道。
30901,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8yu3Or1W6C2,8,"bramha's astra but if they went to their garden and grabbed those ingredients, chopped them up, put dressing or grilled them or something itd be cooking right? lol idk why you think there needs to be a 30 step process for it to be real cooking, or take a long time, or prepared from scratch. this girl is amazing and talented, but do you think most chinese people cook like that? japanese people? italians, etc? plenty of people just season their foods, stir-fry them, and eat because theyre not fixing complicated full-course meals. cooking does not need to be complex. idk why youre convinced it does...",布拉姆（Bramha）的阿斯特拉（Astra），但是如果他们去了花园，抓住了这些食材，将它们切碎，放敷料或烤它们，或者它可以烹饪的东西吗？大声笑IDK为什么您认为需要有30个步骤才能真正做饭，或者花很长时间或从头开始准备。这个女孩很棒又有才华，但是您认为大多数中国人都这样做吗？日本人？意大利人等？很多人只是调味食物，炒食物并吃饭，因为他们没有修复复杂的全书餐。烹饪不需要复杂。 idk你为什么说服这是...
18712,UgzcCSreyhWEv9DJhlh4AaABAg,8,"in fact, there are a lot of food in china, but what we have promoted is not very sufficient, and the food documentary on the tip of the tongue is not enough wow.",其实中国有很多美食，然而我们宣传的不是很充分，舌尖上的美食纪录片不够哇
