,cid,votes,含fruit,含fruit中文翻译
22055,Ugxlko-aCv8bm3F_QJp4AaABAg,5,"recently, li ziyi has been the ""ambassador to the promotional ambassador of the rural rural rural rural rich"", which has triggered a new round of comment boom. after seeing some, i couldn't help but feel like i could provide different perspectives.

the point is, i hope that everyone is calm, discuss things, and try to listen to it as much as possible.

don't bully a diligent, brave and intelligent girl.

according to the good cat catching the mouse, li ziyi is not an outstanding good cat. not to mention the renminbi income, she made a lot of money on the international stage, about tens of thousands of dollars a day, envy everyone, realize her dream of serving her grandmother's life, and obtaining the harvest of no dare to expect. impressive.

nearly 8 million foreign fans, everyone shows the truth, kindness showing the video. unconvinced? if you try it, you will know. jiang feng, the most popular self -media chinese, has subscribed for 280,000, is already an example for many people. it's just 3%of this little girl.

the videos of overseas cattle guo wengui are only watched tens of thousands of people every time. li ziyi's video is five or six million. the best 30 million. the video three years ago was searched every day, and the number of clicks continued to skyrocket.

this is not a general miracle.

i spent the strength of nine niu and tiger to make a video. so far, i only have 160 subscriptions, and the best video is watching more than 1,000 people.

i know li ziyi's weight. everyone also weighs.

everyone has the most discussions. the most misunderstanding of li ziyi is that she is just an actor, and her work is made by a huge team.

please understand her development history a little.

li ziyi had a childhood young man who had been unable to look back, had various workers, and had a long period of time for a person's exploration of experiments. he finally rely on his talents, hard work, hard work, and succeed.

the current situation, i am afraid that zhang yimou is likely to be a director. of course, li ziyi does not need zhang yimou. i have an analogy. li ziyi has no self -learning talent, and the artistic talent shown is no worse than zhang yimou.

li ziyi rely on his own efforts to come to this day. you open your eyes and talk nonsense, and you are unwilling to do basic investigations and research. he maliciously pour dirty girls to a hard -working girl.

really blushing for you. be kind. do nโ€t be so rude and hateful.

true: li ziyi's true, not that she is too beautiful, not what kind of shoes are wearing in the farmland. in my eyes, li zizhen's true, manifested in her hard work, hard work, and manifested in her soul. nothing will do.

of course, she will not seriously and deliberately express the hardships of the peasants in sichuan and the sufferings of rural poor today. li ziyi is pursuing the amount of subscriptions and click volume. her performance is basically impeccable.

li ziyi truly shows her own pursuit of life and her own state of life.

of course, try your best to beautify. otherwise, where can i subscribe?

good: see her depending on the grandmother's life, and take care of each other. thinking that grandma finally got a good life, she was really happy.

thinking of my work hard for a whole life. li ziyi's kindness is one of the biggest highlights of the video.

beauty: needless to say. i admire me and admire from the bottom of my heart. some people will say, team teams, foreign announcements and so on.

you just need to see li ziyi's earliest video to feel her artistic talent.

besides: with the current situation of li ziyi's current daily gold, let alone the government, any of the people with funds will not hesitate to make a behind -the -scenes team.

dawai xuan:

where is this? what big publicity? what a crime is to have no words. a girl mixed with meals, accidentally red and purple, do nโ€t tm โ€s blind eyes?

but here to tell the government and the communist youth league, do not speculate. stir good things. what is the blind ginseng?

the government was not stupid, and i saw li ziyi's success and wanted to use it. in fact, maybe good intentions have become bad things. with my concept, the government, the communist youth league, the best leave her alone. it is not as good as the last four, truth, goodness and beauty.

ziyi, please be careful. no need to cooperate too deeply with the government. tell them to let you develop freely in accordance with their greatest interests. otherwise, the end may not be good for anyone.

cut!

during the seven years of labor in rural areas during the revolution, the hardships of the rural areas of china's rural areas know a little.

the reason why li ziyi feels is because most of the farm work that li ziyi has done has done it, and i will even accept the soles of the shoe. i rushed the cow to rake the ground in the paddy field, and i tried it. if you can't try it, you have to give it to the poor farmers around him. very difficult work. i did not dry the back of the mountain from the mountain. there are no bamboo or mountains there. almost all of the others can't be familiar. rice, wheat, corn, sweet potatoes, pigs and sheep beef, planting vegetables. we do not plant fruit trees. moving the bricks by myself and moving the bricks. at the age of seventeen, he was cooking for fifteen students.

li ziyi used bamboo to make a sofa for me too much. too admire!

ziyi, refueling ๅฟ…๏ธ do not worry about it. take your own way and let others have a way. don't ignore some people's words of talking nonsense.

ps

ziyi does not necessarily know the history of 12 million people starved in sichuan during the great famine. mianyang is the hardest hit area. please know. it is important to your future development.","最近李子柒担任“中国农村青年致富带头人推广大使”，引发新一轮评论热潮。看了一些，忍俊不禁，有感而发，希望能够提供不同视角。

关键是，希望大家平心静气，就事论事，尽量做到兼听则明。

不要语言欺凌一个勤劳勇敢聪慧的女孩子。

按照逮着老鼠就是好猫的说法，李子柒不啻是一只杰出的极其优秀的好猫。不说人民币收入，她大把大把的在国际舞台上赚美元，大概每天几万美元吧，羡煞众人，实现自己养家糊口侍奉奶奶的人生梦想，获得原本不敢奢望的收获，可喜可贺令人钦佩。

将近800万外国粉丝，大家是冲着视频展现的真善美来的。不服气？你试试就知道了。海外最红的自媒体华人江峰，28万订阅，已经是很多人崇拜的榜样。仅仅是这小姑娘的3%。

海外牛人郭文贵每次的视频也只是几万人看。李子柒的视频动辄五六百万。最好的3千万。三年前的视频还在被人每天搜索，点击量继续暴涨。

这可不是一般的奇迹。

我费了九牛二虎之力做视频，至今只有160订阅量，最好的一个视频1000多人观看。

我知道李子柒的分量。大家也掂量掂量。

大家议论最多，对李子柒误解最大的是，她不过是个演员，工作都是一个庞大的团队做的。

请稍微了解一下她的发展史。

李子柒有过不堪回首的童年少年，有过各种打工经验，有过很长时间一个人摸索实验失败，最后靠自己的才华，勤奋，努力，获得了成功。

现在状况，恐怕邀请张艺谋来做导演都有可能。当然李子柒不需要张艺谋我是打个比方。李子柒无师自通自学成才，表现出来的艺术天分，不比张艺谋差一丝一毫。

李子柒完全靠自己的努力走到今天。你们睁着眼睛瞎说八道，连基本的调查研究都不愿意做，恶意向一个勤劳致富的女孩子泼脏水。

真替你们脸红。Be kind. Don’t be so rude and hateful.

真：李子柒的真，不是表现在她穿着过于漂亮，不是表演在穿着什么样的鞋子在农田里劳作。在我的目光里，李子柒的真，表现在她的勤劳，吃苦耐劳，表现在她的心灵手巧。啥都会干。

她当然不会去认真刻意的表现四川绵阳农民的辛苦和今日农村贫困人群的苦难。李子柒追求的是订阅量，点击量。她的表现基本无懈可击。

李子柒真实的表现了她自己对生活的追求，她自己的生活状态。

当然要尽力美化。不然哪里来订阅量？

善：看她和奶奶相依为命，互相关照。想到奶奶终于过上好日子真为子柒高兴。

想起自己姥姥勤劳一生。李子柒的善良，是视频最大亮点之一。

美：毋庸赘言。令我感佩，从心底里佩服。有人又会说了，团队团队，大外宣等等。

你只需要去看看李子柒最早的视频就能感觉到她的艺术天分。

再说一遍：以李子柒目前日进斗金的状况，别说政府，任何一个有资金的人都会毫不犹豫甘作幕后团队。

大外宣：

这哪儿跟哪儿啊？什么大外宣？真是欲加之罪 何患无辞。一个女孩子混口饭吃，不小心大红大紫，别TM的瞎着眼胡说八道好不好？

但是此处敬告政府和共青团，别投机不成舍把米。把好事搅合了。瞎参和什么呢？

政府不傻，看到李子柒的成功趁机想利用起来。其实也许好心办成坏事儿。以我的观念，政府啊共青团啊什么的最好leave her alone. 免得最后四不像，真善美不在。

子柒也请慎重。不必和政府合作太深。告诉他们让你自由发展符合他们的最大利益。不然最后也许结局对谁都不好。

切切！

在下文革时期在农村劳动七年多，对中国农村的苦难农民的艰辛略知一二。

之所以感觉李子柒的真实，就是因为李子柒干过的农活儿大部分我都干过，我甚至会纳鞋底。赶着牛在水田里耙地，我试过。怎么试都不行只好交给身边的贫农代表。很不容易的活计。从山上砍竹子背下山没有干过。我们那里没有竹子也没有山。其它几乎都再熟悉不过。水稻，小麦，玉米，红薯，养猪羊牛，种菜。我们没有种水果树。自己盖房子搬砖头用手推车运转头。十七岁当炊事员专职为十五个同学做饭。

李子柒用竹子做沙发让我太佩服了。太佩服！

子柒，加油

PS

子柒不一定知道大饥荒时期四川饿死1200万人的历史。绵阳是重灾区。请一定了解一下。对你今后发展至关重要。"
32493,UgyIxvPyiC8eDoOzRfB4AaABAg.8vpQsjhrFL18yIaTyYBL7j,5,"cyndri ana this is her grandparent's property. she has shown in her video she lives with her brother and other family members. she is also a millionare. she has a contract with companies who offer her many business opportunities as an entrepreneur. she has her own brand..and she sells food products online. she also launched a clothing line. so she isn't a real life disney princess. she worked in the city and was a dj at a club at night. she's the exact opposite of what everyone think she is. she is not self taught. her grandpa was a very successful chef and this land, garden and house belonged to him. he taught her how to cook and create things. grandma makes vegetables and fruits. she will inherit everything in the end.",Cyndri ana这是她祖父母的财产。她在视频中展示了她与哥哥和其他家庭成员一起生活。她也是一百万。她与为企业家提供许多商机的公司签订了合同。她有自己的品牌..并在网上销售食品。她还推出了一条服装系列。因此，她不是现实生活中的迪士尼公主。她在这座城市工作，晚上是俱乐部的DJ。她与每个人的想法完全相反。她不是自学的。她的爷爷是一位非常成功的厨师，这座土地，花园和房屋属于他。他教她如何做饭和创造东西。奶奶制作蔬菜和水果。她最终将继承一切。
27568,UgxIooV2IkscIsp6OCl4AaABAg,5,mango with no seed? awesome <3 i want to live with you liziqi. i will do the fruit harvesting for you.,没有种子的芒果？很棒的<3我想和你一起生活liziqi。我将为您做水果收获。
8586,UgwiC7cQ7F1hFtiYW-l4AaABAg,4,"i love her place , her cooking , and the main part is she can go to different places and pluck all the fruits this is nature",我爱她的住所，她的烹饪，主要部分是她可以去不同的地方摘下所有的水果，这就是自然
17038,Ugx2842O4fsvofyDZ994AaABAg,4,"hawthorn red, apple round, rock sugar gourd in a string. peanuts are crispy, sweet sugar, a large plate of sesame soft sugar.
the chestnut fragrance, mango fresh, baked several times in the lid kiln. the dried jujube and dried biscuits, snowflake crispy cakes are rampant.
the meat piece, the big pot, the spicy hand tear the beef jerky. rice white, corn yellow, popcorn sounds safely.
fry the seeds, peanuts, and crispy egg rolls. grapefruit fragrance, sweet orange, ice cream is warm.
the new year's bag is piled into a mountain, and the packaging is a new year!

although i ca n’t eat anything, let my mouth add an addiction. essence essence","山楂红，苹果圆，冰糖葫芦一串串。花生脆，冰糖甜，芝麻软糖一大盘。
板栗香，芒果鲜，锅盖窑里烤几遍。梅干枣干小饼干，雪花酥糕惹人馋。
肉块方，大锅圆，麻辣手撕牛肉干。大米白，玉米黄，爆米花声报平安。
瓜子炒，花生翻，香酥蛋卷摆满盘。柚子香，桔子甜，冰激凌蜜好温暖。
年货袋袋堆成山，包装一新迎大年！

虽然俺啥都吃不上，那就让俺的嘴过一把数来宝的瘾吧。。。"
36868,Ugw8D1JqA_ulBm8hq0p4AaABAg,4,does anybody know all the fruits that she used/collected?,有人知道她使用/收集的所有水果吗？
39606,UgwThFmMPsiP5y6QjsF4AaABAg,4,"as an american who is proud of his home, i say with all due respect, your home is gorgeous. to have access to all the fruit and nature. you are very lucky.",作为一个为自己的家而感到自豪的美国人，我以应有的尊重说，您的家很漂亮。能够获得所有的水果和自然。你很幸运。
52140,UgxU9pNshSQpZEJxSsp4AaABAg.8qlP0o_wDRY8qlWU2N4qVN,4,i bet that it is. look at all the candy she made. and all the fruits and stuff.,我敢打赌是。看看她制作的所有糖果。以及所有的水果和东西。
12110,UgyuCFLkLKEyMG43bUF4AaABAg,4,"i do not get tired of admiring this girl and this family. if there is paradise on earth, then he is here! all year round, complete abundance, fruits and vegetables grow in excess, but what beautiful! it is a pity that there are no russian credits. i would really like to know where this paradise is located. i would like to come and shake the hand with this needlewoman, and give a bow to this grandmother-assistant. i teach great pleasure from watching these videos. here it blows warm and family comfort.",我不厌倦欣赏这个女孩和这个家庭。如果地球上有天堂，那他就在这里！全年，完全丰富的水果和蔬菜长量生长，但是真漂亮！遗憾的是没有俄罗斯的信用。我真的很想知道这个天堂的位置。我想和这个针女的女性来握手，并向这个祖母助手鞠躬。观看这些视频，我教会了很高兴。在这里，它吹动温暖和家庭的舒适感。
24165,UgyzelBmx3xU_6SIPDp4AaABAg,4,"oh she has so cute company ,little dogs and sheep,birds are singing,cows,pigs,grass,flowers,unusual nice fruits and vegetables,garden,nice old village house,no plastic,nothing artificial, simply people,life without stress",哦，她有如此可爱的陪伴，小狗和绵羊，鸟儿在唱歌，牛，猪，草，花，不寻常的水果和蔬菜，花园，漂亮的老村房子，没有塑料，没有人造的，简单的人，没有压力的生活
24341,UgyQAMmANW_77J2u1xt4AaABAg.91AgDmPxghl91bYYjxcknc,4,@softclouds123 talking anout the biblical story of adam and eve. eve was tempted by satan to eat the forbidden fruit and she did and so did adam. as a result they were kicked out of the garden,@softclouds123谈论亚当和夏娃的圣经故事。夏娃被撒旦诱惑吃了禁果，她做到了，亚当也是如此。结果，他们被踢出花园
27834,UgzwOUUpFduqNiGldwl4AaABAg,4,"she lives in paradise in the world. nature all fruit and everything is too much. ahhh so sooo jelous.๐คง
note: feed the puppies","她生活在世界上的天堂。大自然所有的水果和一切都太多了。啊，太太了。
注意：喂养小狗"
8638,UgwkbHcaL2CTGt18i6V4AaABAg,3,"in the thumbnail across the red fruits, the pot looks like baby yoda",在红色水果的缩略图中，锅看起来像婴儿尤达
34203,UgxWdrtVCY3TO2pXJ354AaABAg,3,"beautiful china, different fruits & cooking ๐‘๐‘๐‘",美丽的中国，不同的水果和烹饪
19167,Ugz7GfDlR4YeU4t_6r14AaABAg.967vXqxs2yP96WZ4VeTdHx,3,"@user-zr1bv5rt1t no i didn't mean like that, what i mean ""all natural"" is the plants, the fruits, the ingredients that she use, she planting all of them, of course i know that she did it for her grandma, she take good care of her, i know that's a hard life and i feel that, and of course i can't be like her because i was born and grow up in the city, the food that i eat almost everyday i buy it at walmart or sometimes eating food at restaurant, cause you know what life in the city looks like if you don't eat you will starving and probably sick or death and you can't deny it, so i'm sorry for my comment, peace ✌",@user-zr1bv5rt1t不，我不是那样的意思，我的意思是“全自然”的是植物，水果，她使用的食材，她都种了全部，我当然知道她是为祖母做的，她很好地照顾她，我知道那是艰难的生活，我觉得，我当然不能像她一样，因为我在城市中出生并长大了，我几乎每天都在买它的食物在沃尔玛或有时在餐厅吃食物，因为您知道城市中的生活是什么样的，如果您不吃东西，您会饿了，可能会生病或死亡，您不能否认它，所以我对我的评论感到抱歉，和平✌
