,cid,votes,含video,含video中文翻译
28510,UgzVXcV1_D1t8Zi286h4AaABAg,2,"sahara dessert - hi, i'm sorry that it made you cry. i have seen all of her videos since, but this particular video made me miss my childhood. you see my family lived in l.a., california and at 11 we moved up to washington state. we moved around a few times until we found the community that suited us and we became strawberry farmers. we had 1 milk cow and a handful of chickens, but the acres upon acres of strawberries made us farmers. lol. i was a pre-teen and i wanted money to have nicer things, so my parents gave me an acre to tend and all benefits were mine.
the hard work and solitary times allowed me to grow up intellectually. i miss those days because everything i did yielded the effort i put into it and i had physical proof of my efforts. that is to say the first year yeilded poor results because i only wanted to be a teenager, yet the second year produced beautiful premium strawberries because i didn't want the worth of my efforts to be so unsavory. i learned and did a lot of different farming activities as we expanded to a year around farm, but having the best strawberries at 13 made the life style a landmark in my maturity and gave me my best ""self"" at the age of 13.
i am reaching my elderly years now and i have lived my life in many different places, but i am once again in washington state and deep down, i know that this is how life is actually suppose to be. we yeild from life what we put into life.","撒哈拉甜点 - 嗨，对不起，这让你哭了。从那以后，我看到了她所有的视频，但是这个特殊的视频使我想念我的童年。您会看到我的家人住在加利福尼亚州洛杉矶，我们搬到了华盛顿州。我们大约几次，直到找到适合我们的社区，并成为草莓农民。我们有1只奶牛和少量鸡，但是英亩的草莓上的英亩使我们成为了农民。哈哈。我是青春期前的，我希望钱能拥有更好的东西，所以我的父母给了我一英亩的趋势，所有的好处都是我的。
艰苦的工作和孤独的时期使我能够在智力上成长。我想念那些日子，因为我所做的一切都付出了我所做的努力，并且我有身体上的努力证明。也就是说，第一年的成绩不佳，因为我只想成为一个少年，但是第二年就生产出了美丽的优质草莓，因为我不希望自己的努力如此不愉快。当我们扩展到农场周围的一年时，我学习并做了许多不同的农业活动，但是在13岁时拥有最好的草莓使生活方式成为我的成熟度中的地标，并在13岁时给了我我最好的“自我”。
我现在已经到达了我的老年，我已经在许多不同的地方过着自己的生活，但是我再次在华盛顿州和深处，我知道这就是生活实际上应该是的。我们从生活中付出的一切。"
2955,UgxD7F9KyfkABgJfcJR4AaABAg,2,thank you for the video! you and your operator are just wonderful! i am very glad that now i know you.,谢谢您的视频！您和您的操作员很棒！我很高兴现在我认识你。
2965,UgzedPu8W5evwHxBVip4AaABAg,2,i indeed like this video,我确实喜欢这个视频
30520,UgyySwGmDvOFkuceh9F4AaABAg.8wygo0jMHYk8xHAcZOSxPn,2,"v
i won't stop using vpn. as i said, the police don't care about me if i don't do wrong things, see videos on youtube isn't wrong thing, so i'm safe in china. i want to know how people from all the word look at china, and what viewpoints do they have.","v
我不会停止使用VPN。正如我所说，如果我不做错事，警察不在乎我，请在YouTube上看到视频没有错的事情，所以我在中国很安全。我想知道所有单词的人们如何看中国，以及他们的观点。"
28631,UgyUQwdqiRQfEieBLph4AaABAg,2,"the type of youtube videos i watch right now, #adulting ๐",我现在观看的YouTube视频类型，#Adulting
4267,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9Ufyfa3udRC,2,also she started alone she got rich she hires crew but she directs everything and she edit it and also shoot it herself... tsk tsk as you said again even if shes undergrad she has the skills thats why she is rich. just enjoy her work okay regardless if she has crews she is a self made millionaire as you said so meaning even this videos she work hard on it. meaning she made a lifestyle in rural and shared it to us in high level of video editing compressing a nine month cycle of video editing into 10-15 minutes.,另外，她独自一人富裕，她雇用了船员，但她指导了所有内容，她会编辑并自己拍摄... Tsk tsk，即使她的本科生也有自己的技能，这就是为什么她很富有。无论她是否有船员，她都是一个自我制造的百万富翁，就像您所说的那样，即使是她在努力工作的视频，她都会享受自己的工作。这意味着她在乡村度过了一种生活方式，并在高水平的视频编辑中分享了它，将视频编辑的九个月周期压缩到10-15分钟。
4266,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9UfyFmwf9Me,2,"so if she gets rich before this and her point is to show people the rural life which she chose so whats the problem you said it yourself there alot of millionaires out of poverty so whats the difference with her videos. her videos showing culture, old style cooking a lifestyle. lol... fake? why would you call fake if she can really do all those things you said it yourself even if you did not finish highschool you can still be millionaire and she did that",因此，如果她在此之前变得富有，而她的观点是向人们展示她选择的乡村生活，那么您自己说的问题是什么，这是有贫穷的很多百万富翁，所以与她的视频有何不同。她的视频显示文化，旧式烹饪生活方式。大声笑...假吗？如果她真的可以做所有这些事情，即使您没有完成高中，为什么还可以打电话给假货，您仍然可以成为百万富翁
28674,UgwWutvTruEbSXwtHjV4AaABAg,2,u work so hard sister... first when i was watching this video then was thinking that why so many dishes.. then saw u packing the food in nice manner for delivery... so much effort involving activities... love from india ๐ฎ๐ณ,你工作是如此努力的姐姐...首先，当我看这部视频时，当时就是在想为什么这么多菜。
6532,Ugysep0UAKCEBkEPxNh4AaABAg.9Ljc_oPbs6V9Nefg78D1yh,2,"i believe she composed those music by herself. remembering i once watched a video describing how did she manage to use her computer to do everything from recording, music and editing, by herself during the early stage.",我相信她自己创作了这些音乐。记住我曾经看过一个视频，描述了她如何使用计算机在早期阶段独自完成录制，音乐和编辑。
5820,UgwYguB2IxuCXlyNvUd4AaABAg,2,the videos i sawn from previous day's .......i learned a good thing from u....and the one wish to see u ....siss but the nature the way of doing agriculture...is osmmmmm. there is no social networks there awesome ....my mom is die hard fan of u..... plz reply me akka,我从前一天中锯了的视频.......我从你那里学到了一件好事。 。那里没有社交网络很棒。...我妈妈是你的狂热粉丝..... plz回答我akka
4338,UgysBWH_2YZ9tA-Eazt4AaABAg,2,"hi my dear liziqi, my lovely liziqi 
i like your video, i love u very very much. i am little baby mahiba islam pata. i live in bangladesh . where are you live in??????","嗨，我亲爱的liziqi，我可爱的liziqi
我喜欢你的视频，我非常爱你。我是小宝贝大教堂伊斯兰帕塔。我住在孟加拉国。你住在哪里？"
7517,UgzXLZGlLUrjnoVd6jF4AaABAg,2,truly beautiful videos. i’m addicted.,真正美丽的视频。我沉迷。
52118,UgyodkLOPKlHcKUhOyN4AaABAg,2,i love your video,我爱你的视频
7773,Ugzs4WXXc8sdSl0gsHp4AaABAg,2,"what kind of person would click on thumb down? it's an amazing, beautiful, heart-warming, calming video.",什么样的人会点击拇指？这是一个了不起，美丽，令人心动的，平静的视频。
50048,Ugw7sUI4Ei2iC9Xi9l94AaABAg,2,"i like watching your video, very beautiful
bleak","我喜欢看你的视频，很漂亮
"
1440,Ugw53SroNvWyIpn1pR54AaABAg,2,"every time i was tired, i found her video at that time i felt more love ... i hope that day i will come back ๐€",每当我累了时，我当时都会发现她的视频，我感到更加爱...我希望那天我会回来
7780,UgwVtyQ2Ve-4Y4ozn6h4AaABAg,2,"chinese ny is coming
revisit this video again and again
it's the spring festival that is not at home for a year
i miss the various annual goods when i was young, i can only come here to solve it.","Chinese NY is coming
revisit this video again and again
又是一年不在家的春节
怀念小时候买各种年货 只能来这里解馋了"
1745,UgyPBtl1WQcovNWYrzV4AaABAg.9bSj7v8JG7c9oKG0-5LzV3,2,same with me..lizqi please come....upload ur video ...we all miss u,和我一样.. lizqi请来....上传您的视频...我们都想念U
7111,UgyaEU3osNM9en3_4OF4AaABAg.9KJdQgqPOWt9KfBrjIPm77,2,"this is not animal planet channel, she was busy filming video and prepare food, she only fed and play with pets off the screen,",这不是动物星球频道，她正忙于拍摄视频并准备食物，她只喂宠物，在屏幕上玩宠物，
40876,UgyQQqXylOhxrVhNjXt4AaABAg,2,"i like the animals in the video, this i fall in love with",我喜欢视频中的动物，我爱上了
17102,UgxIm2cLMq9lziWb_wZ4AaABAg,2,the music in this video makes me feel like watching asian drama when the main female lead is a girl like that working hard in life lol,这段视频中的音乐使我感觉就像看亚洲戏剧时，当主要女主角是一个像这样努力工作的女孩大声笑
7123,UgzR-KmGgkCYhYRTB-94AaABAg,2,i am finding peace somewhere i found it here lizi you are my inspiration thank you keep posting video,我在这里找到和平在这里发现它是我的灵感，谢谢你继续发布视频
26778,UgyB0PaQTMSOuLectl94AaABAg,2,"i've been watching ur video every lunch break for relaxing. 
i lived a similar life when i was young in china, but i was bored of that, i was always unwilling to do farming, labour, and i was jealous of those kids living in cities. now, i am living in city and realised how beautiful life it was during my childhood.
thank you ziqi.","我在每个午餐休息时间都在观看您的视频，以放松身心。
我在中国年轻时过着相似的生活，但我对此感到无聊，我总是不愿意做农业，劳动，我嫉妒那些住在城市的孩子。现在，我住在城市，意识到我童年时代的生活多么美好。
谢谢Ziqi。"
1943,UgxTQJC3962_fHSecup4AaABAg,2,"does it really not update? what a pity, i really want to see your new video",真的不更新吗？可惜，我真的很想看你的新视频
1780,Ugz4hmMFWO-duqpnbxt4AaABAg,2,please upload new videos,请上传新视频
17029,Ugz-Hs_oIlQ-sThV7tF4AaABAg,2,"in fact, it would be very hard to do that, but it is a video that makes you have a fantasy in the countryside ...",实际上，很难做到这一点，但这是一段视频，使您在农村拥有幻想...
44054,UgycNSkJt1wQbPlIH414AaABAg.8rGHT9GJz-M8rQuIAUkv9R,2,"guys, i'm very impacted with this video, i already want a place to live like this hahahah",伙计们，我对这个视频的影响很大，我已经想要一个像这样的地方生活的地方
32674,UgxUbOdX9Jrf1Yry8Rd4AaABAg,2,"i always feel comfortable whenever i watch your videos, sis! thank you for making such amazing videos <3",每当我观看您的视频时，我总是会感到舒适！感谢您制作如此惊人的视频<3
8018,UgxNs7qBc1CGJM8Rvdp4AaABAg,2,"not sure how i ended up on her video but wooooow all i can say she is very beautiful, that i would take her to mexico and married her and little mexican jr ""ahuevo"" saludos desde portland oregon",不确定我是怎么回到她的视频中的，但是我只能说她很漂亮，我会带她去墨西哥，嫁给她和小墨西哥JR“ Ahuevo” Saludos Desde Desde Portland Oregon
37798,UgxNQaNHRjWyF2ZNMkR4AaABAg,2,"what to say well done. the setting of the videos is constantly excellent, everything is colorful and the places are awesome, ikousse looks very gorgeous. once again, well done like it flies unequivocally",做得好。视频的演出一直很出色，一切都是丰富多彩而又很棒的地方，ikousse看起来很漂亮。再一次，做得好，它明确地飞行
7798,UgwYrPeo5qX3xwm1UKF4AaABAg,2,good video like ... from jogja yogyakarta indonesian ...,好的视频，例如...来自Jogja Yogyakarta印尼语...
26368,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy94LZtgBi4x6,2,hope you're still doing well! i also watch these videos when i'm having a depressive episode because they inspire me. keep up the good work! <3,希望你还好！当我有抑郁症的情节时，我还会观看这些视频，因为它们激发了我的灵感。保持良好的工作！ <3
1505,Ugxg-Ea7gfqZAXkDKnB4AaABAg,2,this will always remain my favourite video on youtube,这将永远是我在YouTube上最喜欢的视频
25783,UgwFBOnb6pGd3gtVX3x4AaABAg,2,god bless u sister i'm from india i like ur videos ๐’–๐’–๐’–๐’–๐’–๐’–๐’–๐’–๐’–,上帝保佑你姐姐，我来自印度，我喜欢你的视频
47514,UgwMHlc_RSCeUpwsFwp4AaABAg.8qo_Wnb9HLm8qtRqeXa9Y5,2,"my hometown~ mianyang city,sichuan province, located in the southwest of china. but if you wanted to visit the places which are showed in the video, you need to go to the area of mountains. and most villages in mountains still keep the traditional rural lifestyle. but it seems very hard for foreigners to go to these places because people there almost can't speak english ,even mandarin, most people speak another tones of chinese with accent. so you can go to the same places not in the deep mountain areas like emei mountain, siguniang mountain,etc. and you can taste the food in chengdu city which is the capital of sichuan province, most food that liziqi made are sichuan food. it would be helpful to find the traditional sichuan food if you found a local guider. hope my suggestions would be useful to you.",我的家乡〜Mianyang City，四川省，位于中国西南部。但是，如果您想访问视频中显示的地方，则需要去山区。而且，山区的大多数村庄仍然保持传统的乡村生活方式。但是，外国人似乎很难去这些地方，因为那里的人们几乎不会说英语，即使是普通话，大多数人都会说中文的另一种色调。因此，您可以去Emei Mountain，Siguniang Mountain等深山地区的相同地方。您可以品尝到成都城的食物，这是四川省的首都，Liziqi制作的大多数食物都是四川食品。如果您找到当地的指导者，找到传统的四川食品将很有帮助。希望我的建议对您有用。
