,cid,votes,time,含oh,含oh中文翻译
38905,UgxOqWcCP9ANHogw_eF4AaABAg,0,4 years ago,"what is islam?
can we find an explanation of the great universe? is there any convincing interpretation of the secret of existence? we realize that no family can function properly without a responsible head, that no city can prosperously exist without sound administration, and that no state can survive without a leader of some kind. we also realize that nothing comes into being on its own. moreover, we observe that the universe exists and functions in the most orderly manner, and that it has survived for hundreds of thousand of years. can we then say that all this is accidental and haphazard? can we attribute the existence of man and the whole world to mere chance. โ€ man represents only a very small portion of the great universe. and if he can make plans and appreciate the merits of planning, then his own existence and the survival of the universe must also be a planned policy. this means that there is an extraordinary power to bring things into being and keep them moving in order.in the world then must be a great force in action to keep everything in order. in the beautiful nature there must be a great creator who creates the most charming pieces of art produces every thing for a special purpose in life. the deeply enlightened people recognize this creator and call him allah ""god"". he is not a man because no man can create or make another man. he is not an animal, nor he is a plant. he is neither an idol nor is he a statue of any kind because non of these things can make itself or create anything else. he is different from all these things because he is the maker and keeper of them all. the maker of anything must be different from and greater than things which he makes.โ€ there are various ways to know god ""allah'' and there are many things to tell about him. the great wonders and impressive marvels of the world are like open books in which we can read about god. besides, god himself comes to our aid through the many messengers and revelations he has sent down to man. these messengers and revelations tell us everything we need to know about god. โ€ the complete acceptance of the teachings and guidance of god 'allah' as revealed to his messengers muhammad is the religion of islam. islam enjoins faith in the oneness and sovereignty of allah, which makes man aware of meaningfulness of the universe and of his place in it. this belief frees him from all fears and superstitions by making him conscious of the presence of the almighty allah and of man's obligations towards him. this faith must be expressed and tested in actions, faith alone is not enough. belief in one god requires that we look upon all humanity as one family under the universal omnipotence of god the creator and nourisher of all. islam rejects the idea of chosen people, making belief in god and good actions the only way to heaven. thus, a direct relationship in established with god, without any intercessor.โ€ islam is not a new religion. it is, in essence, the same message and guidance which allah revealed to all prophets. adam, noah, abraham, ismael, david, moses and jesus (pbut). but the message which was revealed to prophet mohammed (pbut) is islam in its comprehensive, complete and final form.the quran is the last revealed word of allah and the basic source of islamic teachings and laws. the quran deals with the basis of creeds, morality, history of humanity, worship, knowledge, wisdom, god-man relationship, and human relationship in all aspects. comprehensive teaching on which, can be built sound systems of social justice, economics, politics, legislation, jurisprudence, law and international relations, are important contents of the quran. hadith, the teachings, sayings and actions of prophet mohammed (pbut), meticulously reported and collected by his devoted companions. explained and elaborated the quranic verses.โ€ the fundamental articles of faith in islam the true faithful muslim believes in the following principal articles of faith:- โ€ he believes in one god 'allah', supreme and eternal, infinite and mighty, merciful and compassionate, creator and provider. he believes in all messengers of god without any discrimination among them. every known nation had a warner or messenger from god. they were chosen by god to teach mankind and deliver his divine message. the quran mentions the name of twenty five of them. among them mohammad stands as the last messenger and the crowning glory of the foundation of prophethood. muslin believes in all scriptures and revelations of god. they were the guiding light which the messengers received to show their respected peoples the right path of god. in the quran a special reference is made to the books of abraham, moses, david and jesus. but long before the revelations has been lost or corrupted. the only authentic and complete book of god in existence in the quran. the true muslim believes in the angels of allah. they are purely spiritual and splendid beings whose nature requires on food, drink or sleep. they spend their days and nights in the worship of god. muslim believes in the last day of judgement. this world will come to an end someday, and the dead will rise to stand for their final and fair trial. people with good records will be generously, rewarded and warmly welcomed to the heaven of allah, and those with bad records will be punished and cast into hell. muslim believes in the timeless knowledge of god and his power to plan and execute his planes and nothing could happen in his kingdom against his will. his knowledge and power are in action at all times and command over his creation. he is wise and merciful, and whatever he does must have a meaningful purpose. if this is established in our mind and hearts, we should accept with good faith all that he does, although we may fail to under stand it fully, or think it is bad. the five pillars of islamโ€ faith without actions arid practice is a dead end, as far as islam is concerned. faith by nature is very sensitive and can be most effective. when it is not out of practice or out of use, it quickly loses its liveliness and motivation power. there are five pillars of islam:โ€ the declaration of faith: to bear witness that there is none worthy of worship except allah, and that mohammad (pbuh) is his messenger to all human beings till the day of judgment. the prophethood of mohammad obliges the muslims to follow, his exemplary life as a model. prayers: daily, prayers are offered five times a day as a duty towards allah. they strengthen and enliven the belief in allah and inspire man to a higher morality. they purify the heart and prevent temptation towards wrong - doings and evil. fasting the month of ramadan. the muslims during the month of ramadan not only abstain from food, drink and sexual intercourse from dawn to sunset but also sincerity and devotion. it develops a sound social conscience, patience, unselfishness and will - power. zakkah: the literal and simple meaning of zakkah is purity. the technical meaning of this word designates the annual amount in kind or coin which a muslim with means must distribute among the rightful beneficiaries. but the religious and spiritual significance of zakkah is much deeper and more lively. so it has humanitarian and sociopolitical values. hajj (pilgrimage to makkah): it is to be performed once in a lifetime, if one can afford it financially and physically","什么是伊斯兰教？
我们可以找到大宇宙的解释吗？对存在秘密有令人信服的解释吗？我们意识到，没有负责任的头脑，没有一个家庭可以正常运作，没有任何城市就可以在没有合理的管理的情况下繁荣，没有某种领导者就无法生存。我们还意识到，没有任何东西可以自己。此外，我们观察到宇宙以最有序的方式存在和功能，并且它已经幸存了数十万年。然后，我们可以说所有这些都是偶然而偶然的吗？我们可以将人和整个世界的存在归因于机会吗？人只代表大宇宙的一小部分。而且，如果他可以制定计划并欣赏计划的优点，那么他自己的存在和宇宙的生存也必须是计划的政策。这意味着有非凡的力量将事物带入生存并保持它们的秩序。在世界上，必须是使一切保持秩序的重要力量。在美丽的大自然中，必须有一个伟大的创造者，他创造了最迷人的艺术作品，为人生的特殊目的而产生了所有东西。深深的人认识到这个创造者，并将他称为“上帝”。他不是一个男人，因为没有人可以创造或创造另一个男人。他不是动物，也不是植物。他既不是偶像，也不是任何形式的雕像，因为这些事情中的任何东西都能使自己造就或创造其他任何东西。他与所有这些事情有所不同，因为他是所有人的制造商和守护者。任何事物的创造者都必须与他所做的事情不同。有多种认识上帝的方式“真主”，还有很多关于他的事情要说的事情。世界上的奇迹和令人印象深刻的奇迹就像开放我们可以阅读关于上帝的书籍。此外，上帝本人通过他寄给人的许多使者和启示来援助我们的援助。这些使者和启示告诉我们我们需要了解的关于上帝的一切。完全接受向他的使者穆罕默德揭示的上帝“真主”的教义和指导是伊斯兰教的宗教。伊斯兰教禁止对真主的统一和主权信仰，这使得人意识到宇宙的有意义和他在其中的意义。这种信仰自由。他从所有的恐惧和迷信中意识到全能真主的存在以及人对他的义务的存在。人类是一个家庭，在上帝的普遍无所不能下，都是所有人的创造者和滋养者。伊斯兰教拒绝选择人民的想法，使对上帝的信仰和善行的信仰成为通往天堂的唯一途径。因此，在没有任何代祷者的情况下与上帝建立的直接关系。伊斯兰教不是一种新宗教。从本质上讲，这是真主向所有先知透露的相同的信息和指导。亚当，诺亚，亚伯拉罕，伊斯梅尔，大卫，摩西和耶稣（pbut）。但是向先知穆罕默德（PBUT）揭示的信息是伊斯兰教的全面，完整和最终的形式。《古兰经》是安拉的最后一个揭示的话，也是伊斯兰教义和法律的基本来源。古兰经涉及信条，道德，人类历史，崇拜，知识，智慧，神人的关系和人类关系的基础。可以在其中构建社会正义，经济学，政治，法学，法律和国际关系的全面教学，这是古兰经的重要内容。圣训，先知穆罕默德（PBUT）的教义，俗语和行为，由他的虔诚同伴精心报告和收集。解释并阐述了古兰经诗句。伊斯兰教信仰的基本文章真正忠实的穆斯林相信以下主要的信仰文章： - 他相信一个神的“阿拉”，至高无上，永恒，无限，无限，强大，仁慈，慈悲，富有同情心，创建者和提供商。他相信上帝的所有使者，而没有任何歧视。每个已知的国家都有来自上帝的华纳或信使。上帝被上帝选中教人类并传达他的神圣信息。古兰经提到了其中25个名称。其中，穆罕默德（Mohammad）站在了最后一个使者和预言基础的荣耀。平纹细布相信上帝的所有经文和启示。他们是使者收到的指导光，向他们尊敬的民族展示了上帝的正确道路。在古兰经中，特别提到了亚伯拉罕，摩西，大卫和耶稣的书。但是很久以前，启示已经丢失或腐败。古兰经中唯一的真实而完整的上帝。真正的穆斯林相信真主的天使。它们纯粹是精神和灿烂的生物，其性质需要食物，饮料或睡眠。他们白天和黑夜都在敬拜上帝上。穆斯林相信审判的最后一天。这个世界将有一天结束，死者将为他们的最后和公正的审判而崛起。拥有良好记录的人将受到慷慨，回报和热烈欢迎真主的天堂，那些记录不良的人将受到惩罚并陷入地狱。穆斯林相信对上帝的永恒知识以及他计划和执行他的飞机的能力，他的王国在他的意愿中没有任何事情发生。他的知识和力量在任何时候都在行动，并为他的创造而指挥。他是明智而仁慈的，他所做的一切都必须具有有意义的目的。如果在我们的思想和心灵中建立这一点，我们应该真诚地接受他所做的一切，尽管我们可能无法完全站立，或者认为这是不好的。就伊斯兰教而言，伊斯兰信仰的五个支柱无需采取行动。信仰天生非常敏感，可以最有效。当它不执行或无法使用时，它很快就会失去活力和动力。伊斯兰教有五个支柱：信仰宣言：见证，除了阿拉以外，没有什么值得敬拜的，而穆罕默德（pbuh）是他在审判日之前向所有人传播的使者。穆罕默德（Mohammad）的预言使穆斯林不得不遵循他的模范生活。祈祷：每天，每天祈祷五次作为对真主的责任。他们加强并充实了对真主的信仰，并激发了人类更高的道德。他们净化心脏并防止对错误的诱惑 - 行为和邪恶。禁食斋月月。在斋月月，穆斯林不仅避免了从黎明到日落的食物，饮料和性交，而且还要诚意和奉献。它发展出合理的社会良心，耐心，无私和意志 - 力量。 Zakkah：Zakkah的文字和简单含义是纯度。这个词的技术含义指定了穆斯林必须在应有的受益人中分配的年度金额或硬币。但是Zakkah的宗教和精神意义更加深入，更加生动。因此，它具有人道主义和社会政治价值观。朝j（前往麦加朝圣）：一生将进行一次，如果可以在财务上和身体上负担得起"
38784,UgwsHTFLe3ll03CR9Rt4AaABAg,0,4 years ago,likes to sit in place. many like oh.,喜欢坐在原地。许多人喜欢哦。
38769,UgztCHs315E_bAsckC14AaABAg,0,4 years ago,carnival food! oh sheโ€s good....,狂欢节！哦，她很好。
38575,UgwIXIzH0HrdVuluTvF4AaABAg,0,4 years ago,"oh, i love it !!",哦，我喜欢它！
38540,UgxFtcpfYiM29Emi6Rt4AaABAg,0,4 years ago,oh my god/how wonderful you are/i wish to get lord wife ู…ุซููู๐,哦，我的上帝/你多么美好/我想让妻子妻子差一点
38500,Ugyf4foiIiHs4rxZIbZ4AaABAg,0,4 years ago,waw .. ohhhhh ..,哇..哦，..
38472,Ugwtqcgu7jURm2ORmY94AaABAg.8tXcYsJS5TQ8tioGlEd8e1,0,4 years ago (edited),john smith get to youtube. lololololololollllolol,约翰·史密斯（John Smith）到YouTube。大声笑
38267,UgzsVr77_X1qQy3mIU94AaABAg.8tbrVih7JGy8u8a4b3RQP0,0,4 years ago,john ya sui tells you that it is 8โฃ๏ธ,儒雅随和 你说是那就是8⃣️
38048,UgzFnXa60PYsvph6uYV4AaABAg,0,4 years ago,"oh u r soo hsrd working , amazed! make one change dear ur sunflower seeds n peanuts are roasted not fried.",哦，你是hsrd的工作，惊讶！做一个零钱，亲爱的你的葵花籽，烤花生没有油炸。
37786,UgzeD28IOkDtqoDwBsB4AaABAg.8toCe6b3cfs8uFaPHZXVBU,0,4 years ago,@tracytu1990 oooooh okay! thank you very much!,@tracytu1990 oooooh好吧！非常感谢！
37660,UgwohSXu8eP9Mo6L9fx4AaABAg,0,4 years ago,oh my dear heart..... when the lil puppies and sheep came running back home with her,哦，我亲爱的心.....当小狗和绵羊和她一起回家时
35988,Ugw0wz8xgA66uFvvybB4AaABAg,0,4 years ago,oh how cute to witness the growth of thst adorable lamb,哦，见证了可爱羔羊的成长多么可爱
37614,UgzGCjrAmW4QOrOsSA14AaABAg,0,4 years ago,"ooohhh, so wonderful",哦，太好了
37244,UgzDyOGv9HFuNVAYXuh4AaABAg.8uD_6ZPhd7B8uNqKIfHPqS,0,4 years ago,"@johnchang 2984 56,000 years of wisdom and hard work, creating today's rich chinese civilized family",@johnchang2984 五六千年智慧勤劳的积淀，造就今天丰厚的中国文明家底
37085,UgyEGa7S8OEs6vHDGF14AaABAg.8uKAG1ThWGP92mKMrAyXdO,0,3 years ago,@breathecenteraccept120 oh ๐ฏ๐ฏ,@Hearthecenteraccept120 OH
36860,Ugw7MhUwHVv70wrrgr14AaABAg,0,4 years ago,oh. my. god. the clay oven has kitty ears and a nose! made my day noticing that https://youtu.be/fwmipukvdsq?t=200,哦。我的。上帝。粘土烤箱有小猫耳朵和鼻子！让我的一天注意到https://youtu.be/fwmipukvdsq?t=200
36579,UgzOfhqvRWK-7vL9dT94AaABAg.8uSa5KcumS58uVGlzClGBR,0,4 years ago,"yueming wu oh, ok because i was wondering why she was making so much food when it was mostly just her and her grandmother lol! thank you for the info! (^u^)",Yueming Wu哦，好的，因为我想知道为什么她和她的祖母大声笑了，为什么她会做这么多食物！谢谢你的信息！ （^u^）
36399,Ugx4hJkl8TLQNvVW4kF4AaABAg,0,4 years ago,why are they eating meat after the cute lamb is gone oh noooo,可爱的羔羊消失后，他们为什么要吃肉
36319,Ugz4bXYiW1NPqZH_oZ14AaABAg,0,4 years ago,oh my goddess of food !,哦，我的食物女神！
36263,UgyfdfPIPTvZPKJS4sx4AaABAg,0,4 years ago,oh! digimon! true childhood,噢！数码宝贝！真童年
39789,Ugxw5KWAcdFX936FARV4AaABAg,0,4 years ago,ohhhhh the sheep was so cute following her,哦，绵羊太可爱了
36217,UgwOr0aYkF_jv_841Yh4AaABAg,0,4 years ago,oh there's a fried thing,哦，有一件炸的东西
36245,Ugw3qr-9--BZV3PyiBJ4AaABAg.8uWwTpNqXib988Xmrdroig,0,3 years ago,@tingzhang62501 oh ..!!,@tingzhang62501 oh..!
42254,UgwbapPn1HzxfCIsDY94AaABAg,0,4 years ago,"oh, it's good ..",哦，很好...
39806,UgzhYhLLCa0kPDj0_Wx4AaABAg,0,4 years ago,"oh, mlodia plays from some anime) from which one, who will remind?)",哦，姆洛迪亚（Mlodia）播放一些动画），谁会提醒？）
40419,Ugx9p_VQnsUzbiMa8ix4AaABAg,0,4 years ago,"oh no!! chestnuts, i remember those old days like those puppies , we're went to the wild forest and handpicked those thorny chestnuts love love love",不好了！！栗子，我记得那些像那些小狗一样过去的时代，我们去了野生森林，挑选了那些棘手的栗子爱情爱。
49454,UgwhggWazH0X5IuaWs54AaABAg.8qm6HNQ95sX8qnNqT_pJeO,0,4 years ago,@user-oh5qr3yc2b it's beautiful place indeed :),@user-oh5qr3yc2b确实是美丽的地方:)
49210,Ugw0dOCOtwoNqeveAV54AaABAg.8qm8apjGcju8qm9IBbKauj,0,4 years ago,i loh,我loh
49208,Ugx5OBW6A_ldzAxtRIl4AaABAg,0,4 years ago,"oh, what beautiful videos, i never miss them",哦，多么漂亮的视频，我永远不会想念他们
49150,UgwcqZC0-ly03FlFIM14AaABAg,0,4 years ago,oh my god.,我的天啊。
48923,UgxFNvPsbj8yUcmiOB94AaABAg.8qmKeSF4ovo8qmRpQK9Sk-,0,4 years ago,@plaboy64 oh cool thanks for the info,@plaboy64哦，很酷，谢谢你的信息
48698,UgytZ2_Htbalqoc-UwV4AaABAg,0,4 years ago,"oh my god, so rich ziyi nian nian goods",天啦，好丰盛的子柒年货
48629,UgxPTz6k3itjaK6o3Fh4AaABAg,0,4 years ago,"amazing,quite oooh sooo quite and pretty,now i wanna eat!!!!",太神奇了，真是太漂亮了，现在我想吃！
48527,UgyklUqYt3lQKlQVPNZ4AaABAg.8qmpdK4kzrT8qnRjAtnNor,0,4 years ago,"laohu oil pipeline research institute, she is making money to make money",老胡油管研究院 她拍视频也是在赚钱
48467,UgxzjMsNUdAVLxjw2dp4AaABAg,0,4 years ago,ohhh yummmy,哦，好好
48442,UgyTNv-BGNGM9VwedMV4AaABAg,0,4 years ago,a ballet of beautiful gathering and cooking. ohh those sweet pups too !,一个美丽的聚会和烹饪芭蕾舞。哦，那些甜幼崽！
48344,Ugwfj33aDa9JECI50_p4AaABAg,0,4 years ago,"oh my god, so many delicious!",天哪，那么多好吃的!
48225,UgyYBJQab6VGKBaiq0l4AaABAg,0,4 years ago,"oh my goodness, those puppies! and the baby lamb! i just wanna squeeze them!",哦，天哪，那些小狗！还有婴儿羔羊！我只想挤压他们！
47854,UgwCLcy0DRepjlLTQtF4AaABAg,0,4 years ago,"everything, absolutely everything with your own hands !!!! oooh we degraded and dull.",一切，绝对用自己的手！哦，我们退化和沉闷。
47820,UgzXdqHJLYtQEpEbdyx4AaABAg,0,4 years ago,"when i began seeing li ziqi latest video, it read 1,183,628 views and i saw it 2x and 20 minutes later it read 1,185,748 views, that says something about how we who have subscribe to her channel want to see her latest video so much, oh! and in less than 22 hours she has 1,185,748 views, that is amazing. \( >_<)/ happy chinese new year!!","当我开始观看Li Ziqi的最新视频时，它读了1,183,628次观看次数，我看到了2倍，20分钟后，它阅读了1,185,748次观看次数，这说明了我们如何订阅她的频道的我们如何看她的最新视频，哦！在不到22个小时的时间里，她有1,185,748次观看次数，这真是太神奇了。 \（> _ <）/农历新年快乐！"
47748,UgwW6dlvIPSrgRY--Sd4AaABAg,0,4 years ago,ohhhhhhhhhh wow those ladies apple are delicious very expensive here canada,哦，那些女士苹果在加拿大非常昂贵
47721,UgzNPBXpVoaBRVjXfBF4AaABAg.8qo92GAH5JH8qoTDhrFsg5,0,4 years ago,"oh, you don't need to eat.",哦，你不用吃。
47659,Ugzz3UuuEZmleaLSCRl4AaABAg,0,4 years ago,oh both pretty and clever <3,哦，漂亮又聪明<3
47415,UgyhylUaKlWX1c4N9rZ4AaABAg,0,4 years ago,"oh yeah. chinese new year is coming up, isn't it?",哦耶。农历新年即将到来，不是吗？
47394,Ugy1iaic79hBIJTHIJB4AaABAg,0,4 years ago,oh my good! this is the beautifull video ever! thank you so much!,哦，我的好！这是曾经的美丽视频！太感谢了！
47390,Ugw_WYvAdtzEwRtXr2t4AaABAg,0,4 years ago,"oh, it's great, i really like what you do. cheerful beauty",哦，太棒了，我真的很喜欢你做的事。加油美女
47105,UgxZmLzgSu6N67zDyD54AaABAg.8qpzniBVj1S8qrGeoQjFiT,0,4 years ago,"@christiannugraha1011 oh, and i just checked. you can watched almazankitchen on bilibili: https://search.bilibili.com/all?keyword=almazankitchen&from_source=banner_suggest&spm_id_from=333.334.b_62616e6e65725f6c696e6b.2",@christiannugraha1011哦，我刚刚检查了。您可以在Bilibili上观看Almazankitchen：https：//search.bilibili.com/all?keyword = almazankitchen&from_source=banner_suggest&spm_id_id_from=333.333.333.333.33.33.33.33.34.b_62616e65725725725f6c696e6e6e6e6b.22
47056,UgxqBFpDCT3fnlqJNg54AaABAg.8qq6mjX4gyC8qrOyfhT4Sa,0,4 years ago,wen lee ooh thanks,Wen Lee Ooh谢谢
47035,Ugxb2S_8gDOGE4-9Q_F4AaABAg,0,4 years ago,"oh my god, these are really things that i have to eat when i was a kid",天哪，这些真的是小时候过年才有得吃的东西
46962,UgwEd5pA566fw9gr-Zt4AaABAg.8qqc0YvBvh08qsP-LOTTjd,0,4 years ago,"426firefly oohhh...do you have a link a link to the vid? i would really like to see it, but if not, it's alright..thanks for explaining.
","426firefly oohhh ...您是否有一个链接指向vid的链接？我真的很想看到它，但是如果没有，没关系。谢谢解释。
"
