,cid,votes,含happy,含happy中文翻译
19825,UgyTQdr4ht2C6TjRvft4AaABAg.95I2cr0D_Rv95mupd-ekvY,19,"everything on the internet is real xd . 

dude offscreen there are people helping . more than half is staged .
you think all these perfect camera angles and perfect timings are apearing by magic ? 
i just love the visuals and eye candy and this channel makes me n lots people happy .","互联网上的所有内容都是真正的XD。

杜德（Dude）在屏幕外，有人在帮助。一半以上是上演的。
您认为所有这些完美的相机角度和完美的时机都是魔术的嘲笑吗？
我只是喜欢视觉效果和眼睛的糖果，这个频道使我很高兴。"
18789,UgwEt0p2DCaFujl2x1N4AaABAg.96V6Wr4EwiX96pSRsrh5w0,18,"she said in an interview that many people kept bothering her and her grandmother, one day a hidden camera, another one was a drone. although she made a lot of money from those videos, she never felt happy because she brought trouble to her family, poor her.",她在一次采访中说，许多人一直困扰她和她的祖母，有一天是一个隐藏的相机，另一个是无人机。尽管她从这些视频中赚了很多钱，但她从未感到高兴，因为她给家人带来了麻烦，可怜她。
46210,UgwFAR65nGlfRVyI3-94AaABAg,18,happy chinese new year,春节快乐
37030,UgyEGa7S8OEs6vHDGF14AaABAg.8uKAG1ThWGP8uYJ_PvY3O5,18,"itz m i see you everywhere lol

yeah, if i could live life like this, i would be happy to give up internet and technology. i feel like it makes us unhappy in the end","我到处都看到你大声笑

是的，如果我能像这样生活，我很乐意放弃互联网和技术。我觉得这让我们最终不开心"
47927,UgwKT3aHKIF4K9aXbbt4AaABAg,17,happy chinese year! ! you're beautiful,中国年快乐！呢你非常美
2626,UgwPqnH1HfJzwIQtd7t4AaABAg,17,"oh my god,how i feel so happy when liziqi has answered all my questions on how they make many food such us, peanut 's.your idea ,your perfect",哦，天哪，当liziqi回答了我如何制作这样的许多食物，花生
23625,Ugw63nPhkotZIr-Ib814AaABAg,16,well? why do i still have to look at you when i over the wall? this episode really reminds me of me. this was the case before. very happy,唉？我为啥翻墙过来还是要看你呢？ 这一集真是让我想起我姥姥。以前就是这样，自己炒瓜子，炸各种各样的东西。很幸福啊
47338,Ugxo9sYwIb3oXSuggc54AaABAg,16,happy chinese new year! great video as always.,农历新年快乐！一如既往的精彩视频。
4095,Ugx3UbEZOeUdEJllAtN4AaABAg,16,"japanese subtitles are increasing again! i'm happy! ✨
chinese mountain inspector and sugar sweets i saw on the way home from work today, i stopped getting lost, but i should have bought it ...! lingering
when i saw leeko's work, i wanted to eat it. lol ✨✨
i can't wait for a new video ... ✨","日本字幕再次增加！我很高兴！ ✨
我今天下班回家的路上看到了中国山区检查员和糖甜点，我不再迷路了，但我应该买...！挥之不去
当我看到Leeko的作品时，我想吃它。大声笑✨✨
我等不及一个新视频了... ✨"
48150,UgyroVlEJB43DbD4wJp4AaABAg,16,"happy chinese new year!! i'll be spending mine lion dancing, so i may end up using some of your recipes and share it with my sigung and instructors :3",农历新年快乐！我会花我的狮子跳舞，所以我可能最终会使用您的一些食谱，并与我的Sigung和教练分享：3
47995,UgydtevGG0OGcz8ztkF4AaABAg,15,"nice,very nice video,im so happy.thanks so much n happy imlek,chinnese new year...gong xi gong xi pa cai",不错，非常好的视频，我很高兴。谢谢n快乐的iMlek，Chinnese新年...
50237,UgxcaDPdWjWLH7X-jTB4AaABAg,15,"from vietnam 
happy lunar new year","来自越南
快乐的农历新年"
44475,UgzO9fRQ2L14QFy880J4AaABAg,15,"in the need for one day, baguas was prepared, and suddenly i felt that i was so happy. .. ..",一日之所需，百工斯为备，突然觉得我好幸福． ． ．
46929,Ugweae36Q0EEW_Hn6ml4AaABAg,15,"happy chinese new year, li ziqi! may the good prosperity and endless joy be upon you!",农历新年快乐，李Ziqi！愿您的良好繁荣和无尽的喜悦降临在您身上！
52215,UgxOOdTwXgYNxUUBYml4AaABAg,15,i have never seen such a beautiful girl. happy new year,我从未见过如此能干美好的姑娘。新年快乐
52500,Ugz5_lgNrY5PXCeaUWh4AaABAg,15,happy new chinese year,新中国新年快乐
32438,UgyvLC1ucRmLLXuaCWV4AaABAg,14,this video makes me happy to be alive in this world.,这个视频使我很高兴在这个世界上活着。
3702,UgyfvU5uUvcOG9HtmJJ4AaABAg,14,"very nice video! i like the funny dog so much! i'm so happy to see ""tang hu lu"" candies i like this so much when i was in china. awesome people and things in china. thanks liziqi to remember me the great time i had in your country!",非常好的视频！我非常喜欢有趣的狗！我很高兴看到我在中国时非常喜欢的“ Tang Hu Lu”糖果。令人敬畏的人和中国的事物。感谢Liziqi记得我在您国家度过的美好时光！
48481,UgxLwfeU2A0IaiF7paF4AaABAg,14,"love to see how she harvested the fruits and vegetables, prepare and cook those delicious meals. a must see video before i go to sleep. thank you for all the tranquil country life experiences that i may not have. happy chinese new year.",喜欢看到她如何收获水果和蔬菜，准备和烹饪那些美味的饭菜。我睡觉之前必须看视频。感谢您所没有的所有宁静的乡村生活经历。农历新年快乐。
48955,UgzuUkHfBVAseL3WzT14AaABAg,14,happy chinese new year from new york !,纽约的农历新年快乐！
50774,UgyKUcf7SCfDlQCsLN14AaABAg,14,wow. such a great passion and talent. you are very bless li. happy new year,哇。如此伟大的热情和才华。你很祝福李。新年快乐
48807,UgxjihSO5UBXhgLrj-x4AaABAg,14,happy chinese new year!!!!!!! all the best~~~~,农历新年快乐!!!!!!!最好的~~~~
26249,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy8ztIYOl2vKg,13,"wow beautiful story โค๏ธ so happy for you:) keep going, youre already making so much progress in your life ๐“",哇，美丽的故事❤️为您感到高兴:)继续前进，您已经在生活中取得了很大进步
37337,Ugx-bW43HEO4tept_-N4AaABAg.8uAnhgpFVKS8uNVDCc2VpE,13,"i think she's the lucky one for having this life, it's not like she is poor or unhappy",我认为她是拥有这个生命的幸运者，这并不是她贫穷或不开心
48841,UgypN9ripFxhPSS5y7h4AaABAg,13,happy chinese new year!,农历新年快乐！
26257,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy8zvDqLCQta4,13,"cleaning may seem like a hussle, i know, but it helps your mindset a lot! li's videos are great and i'm happy they help people๐ and good job on making a change in your life, keep them coming, don't give up!!",我知道，清洁似乎像是一头恐怖的，但这对您的心态有很大帮助！李的视频很棒，我很高兴他们能帮助人们
7051,UgwhTXEPjCainNdyi7d4AaABAg,13,"seeing so many english comments, i am so happy that li ziyi is so welcome! come on li ziyi!",看到这么多英文的评论，好高兴最爱的李子柒那么收欢迎！李子柒加油！
14076,UgyLs6BMaZ8dBk8sHH54AaABAg,13,"nostalgic sight, this kind of life is happy.",怀旧的景象，这种生活很幸福。
42704,UgxIaG1LWazvJiUh5Pp4AaABAg,13,"oh wow that is so unique , i'm so happy to watch your video ,,你好 from egypt",哦，哇，这是如此独特，我很高兴观看您的视频，从埃及来看
16362,UgyKzdPWhjNVFvn-8_F4AaABAg,13,why is there a moment when i'm healed and happy to live when watching liziqi's video (´ • ̥ • ̥`),为什么有片刻在观看Liziqi的视频（‘•̥•̥`）时，我很高兴能够康复并乐于生活。
45692,UgzfllSUjEDiRKlsoyF4AaABAg,12,happy new year,新年快乐
50168,UgzcuCGDd_nkd_CQyll4AaABAg,12,"thank you again for sharing your life,
happy chinese new year!!","再次感谢您分享您的生活，
农历新年快乐！"
49592,Ugz2jbZ_j6w3dJQl6JF4AaABAg,12,beautiful video! happy chinese new year to you and to everybody! best wishes and love from switzerland.,美丽的视频！春节祝您和每个人！瑞士的最良好祝愿和爱。
46727,UgzDfaNMLkaseqxDfUZ4AaABAg,12,"sign in in kaohsiung, taiwan, happy new year, i wish you a safe and healthy family","台湾高雄Art签到,新年快乐,祝你全家平安健康"
23443,UgyBcEe4ZLjPJ1F1iEt4AaABAg,12,i love the scary sound of popcorn machine made and the happiness it brings. the scene is full of joy and love. wish you and your grandma a very happy new year! ps granny's hat is soooooo cute!,我喜欢爆米花机的可怕声音及其带来的幸福。场景充满喜悦和爱。祝您和您的祖母新年快乐！ PS Granny的帽子太可爱了！
49710,UgwKJUDuR3KYS_kt-vZ4AaABAg,12,"happy new year!
love from bangladesh.

happy new year of the chinese lunar new year
love from bangladesh","Happy New Year!
Love from Bangladesh.

中国农历新年快乐
来自孟加拉国的爱"
49714,Ugzmm9t9TU6YB-d9vZx4AaABAg,12,happy chinese new year,春节快乐
26274,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-8LFq1wn2R,11,you did well.. i know how it feels to be cooped up in your room because it is how you feel when you are down.. i am very happy to know that there is still something that inspires you to move to do something. just keep finding that.,你做得很好..我知道在您的房间里合作的感觉，因为这是您沮丧时的感受。.我很高兴知道仍然有一些灵感来激发您搬家做某事的感觉。只是继续找到。
19508,Ugw-LfhAQMSxFkTNOcF4AaABAg.95hQGx72lER95oA5rY8aIX,11,"@lucygo6415 hi, i understand your sentiments but isn't it awesome bec this girl right here represents them all? besides, all her videos are therapeutic. meaning, it calms our souls. it is refreshing. brings positive impact to us, viewers. so let us all be happy we've got a channel like this.",@lucygo6415嗨，我理解您的观点，但这不是很棒，因为这个女孩在这里代表了所有人吗？此外，她所有的视频都是治疗性的。意思是，它平静了我们的灵魂。令人耳目一新。观众给我们带来积极影响。因此，让我们所有人都很高兴我们有这样的频道。
47177,UgxM-Mge3AMLBWXWIpV4AaABAg,11,happy chinese new year,春节快乐
24302,Ugx2hmq1ycfbZ3mixxh4AaABAg,11,puppies and a goat as companions? no wonder shes happy af with her life,小狗和山羊作为同伴？难怪她一生快乐
51347,UgwtVFyJjQZ1Ltcx0sN4AaABAg,10,happy chinese new year! could someone please translate for us? i'm so lost and the food looks amazing.,农历新年快乐！有人可以为我们翻译吗？我迷失了，食物看起来很棒。
48752,Ugy-_z3RWKANE9J-gWF4AaABAg,10,happy chinese new year!!!,农历新年快乐！！！
50051,UgyO-185aQDzZOzCXyt4AaABAg,10,happy chinese new year dear.. really love your content,春节快乐亲爱的..真的很喜欢你的内容
51325,UgzpgEkahXDBwudRiWF4AaABAg,10,happy new year ❤️,新年快乐❤️
51058,UgyfPqnYgMIqy0AdlnF4AaABAg,10,"the younger brother wishes a happy chinese new year in shenzhen! good health, everything is good!",小弟在深圳祝全球华人新年快乐！身体健康，万事胜意！
15393,UgyzKcVps2jf_rwLmah4AaABAg,10,"hello: i just discovered your film recently. i accidentally click in and watch your video. i show people a very comfortable healing and healing. i also saw some people who black you attacked you. although you used to want to give up , but hope that you can bravely have confidence in yourself, don't give up, don't give up for those who are black. isn't it too sorry for those who accompany you all the way? come on ^^ y is right, and bless you and your mother -in -law are healthy and happy.",哈喽:我是最近才发现你的影片，无意间点进去看你的影片，给人看了好疗愈很舒服的感觉，也有看到一些黑你的人攻击你，虽然你曾经想要放弃，但希望你能勇敢对自己有信心别放弃，别为了那些黑你的的人而放弃，这样不是太对不起一路陪伴支持的人吗？加油 ^^Y 对了也祝福你跟婆婆身体健康快乐。
17282,Ugw39CRVZYrM471ONt94AaABAg,10,this is the happy chinese new year that western countries don’t understand.,这就是西方国家不懂的过年的快乐吧
26279,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-Djaer3aoV,9,well done. we are with you. :) you are not alone with depression. happy to read something so positive. :),做得好。我们与你同在。 :)您并不孤单。很高兴读一些积极的东西。 :)
45872,UgzO7lfQRj8y3zVrhVZ4AaABAg,9,"man these videos are so refreshing and addictive. every single element is excellently executed in such detail from the recipes, the emotional angle (the grandma/ family relationship, how to be resourceful/ independent etc), the camera shots to the editing. i hope you never stop uploading, as i'll never tire of these. hope you are well, happy new year",这些视频是如此令人耳目一新和上瘾。每个元素都可以从食谱，情感角度（奶奶/家庭关系，如何机智/独立等）中进行如此详细地执行。希望您永远不会停止上传，因为我永远不会厌倦这些。希望你一切都好，新年快乐
