,cid,votes,含happy,含happy中文翻译
2514,UgzA9EMHxFFtqM6CPwh4AaABAg,0,my mother -in -law is very comfortable! ping an and happy retirement year!,婆婆过的很安逸！平安快乐过退休年！
13054,Ugy_EJs-8qCOP97J2gJ4AaABAg,0,the man who will marry this lady will be happy.,嫁给这位女士的人会很高兴。
13185,UgyN-WPlZI-4ptrWyfZ4AaABAg,0,such a face value and cooking skills must be very happy when her husband is.,如此的颜值跟厨艺 当她老公肯定很幸福吧
13235,UgxUfvRk0bleE5-RwBl4AaABAg,0,if i had food like what she cooks every day i will be so happy but i would help cook also,如果我每天都有她烹饪的食物，我会很高兴，但我也会帮助做饭
21093,UgwMX8zv4gnNJL_eiRZ4AaABAg,0,"this is make me enjoy and smile a lot, im so happy! first time i see this, her grandmother, omg i love it and i subs as fast as i can!",这让我非常享受和微笑，我很高兴！她第一次看到这个，她的祖母，天哪，我喜欢它，我尽可能快！
20947,UgzME4xbq7ZBmyiNLix4AaABAg,0,love you cuty you are sooo talented girl i watched your many videos.today i searched your channel and found your videos i am so happy and love to your grandma,爱你可爱的你真是个才华横溢的女孩，我看过你的许多视频。
20725,UgwKogBaeEUPT5EqKz54AaABAg,0,"independence, innocence, simple, happy, what women should have",独立，纯真，简单，快乐，是女人该有的样子
20308,Ugymn2SksbpqDWl_eXR4AaABAg,0,"ly tu that is a wonderful girl, dung, ngon, hanh, talented integrity wishes her busy and happy!",ly tu是一个很棒的女孩，粪便，Ngon，Hanh，才华横溢的正直，祝她忙碌而快乐！
118,UgxnLdjmnHDoLuAlJyJ4AaABAg,0,"112, 5, 19 11 11 you good morning! i work at the zhongshan construction site in pingtung city, taiwan! think back when you first met you 3 years ago! you come back in the mountains in person! grandma is very happy! laughing haha, watching you peeling, so happy!",112、5、19柒爱的妳好早安！我在台湾屏东市中山工地现场上班！回想3年前刚认识妳的时候！妳在山里亲自采山竹回来！奶奶很高兴！笑哈哈看着妳在剥壳好开心！
19976,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92PdUh7ttPm,0,@ashoretoo thank you. i am happy to hear that.,@ashoretoo谢谢。我非常高兴听见这个。
19833,UgyFPDIGd23lhhxip554AaABAg,0,i like it very much. the way is simple and happy with our home and nature.,我非常喜欢它。道路对我们的家庭和自然很简单。
19697,UgxBb_H9IOUTy2Qm-xp4AaABAg,0,i feel happy when see this video,看到这段视频，我感到很高兴
19694,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop93HIABs4YTr,0,@mmwang9124 happy new year....,@mmwang9124新年快乐....
19686,UgyjkO4abAacOnwpxwB4AaABAg,0,"she is my woman. if you can give me a chance, i will make you very happy",她是我的女人。如果您能给我机会，我会让您非常高兴
19680,UgypqFhBb9hH_xUTpEJ4AaABAg,0,"i love the most in her videos is that cute,happy doggy",我在她的视频中最喜欢那个可爱，快乐的狗狗
19623,UgxYxZqazmgfaeRdYpF4AaABAg,0,it is also happy to be able to marry you.,说实在能娶到妳的人，也是幸福。
19044,UgwxBF1P5t1ir2uY14N4AaABAg,0,people who eat people are happy to smell sad,吃的人开心 闻的人伤心
18935,UgxLNsP-0aqASJwOqrN4AaABAg.92Cl3k4IWNV92a9AVEAtkJ,0,what is luo hong's happiness? i think a happy person can find happiness everywhere and be happy.,罗洪 幸福到底是什么？我觉得一个幸福的人在哪都可以找到幸福都可以幸福
18878,UgyZLQiQ8P1hl_BvTDF4AaABAg,0,grandma is so happy,奶奶好幸福呀
18667,Ugy-AHuU1UvLfpyoKWl4AaABAg,0,"i once cared about her history, or rumors of plastic surgery. but now i see amazing attention, and i am happy to spread and love chinese food culture. isn't this the most important? i know her disgraceful history as well as her face nose. but what ’s more important that our culture spread all over the world?",我曾经也在意过她的坐台历史，亦或整容传闻。可如今我看到惊人的关注量，我高兴中国饮食文化得到传播及喜爱，这难道不是最重要的吗？I know her disgraceful history as well as her fake nose. But what’s more important that our culture spread all over the world ?
21069,UgxTWIqq4RNzwOQDBQp4AaABAg,0,god so peaceful and happy,上帝如此和平与快乐
21181,UgyAeltZ2XtNmwutiUx4AaABAg,0,wao is both pretty and good at the kitchen. whoever takes you is very happy ..,Wao在厨房既漂亮又漂亮。谁带你很高兴。
13281,Ugxh8673BbZsQWq46XF4AaABAg,0,"i like these videos too.. good to see grandma, be happy...",我也喜欢这些视频..很高兴见到奶奶，快乐...
21244,Ugz7eLuYRqGdhF82jCh4AaABAg,0,"this channel is your channel, huh. i like to watch the video you do. very peaceful and happy.",这个频道是您的频道，是的。我喜欢看你的视频。非常和平与快乐。
23125,UgzRUGYIq164rqqtPFZ4AaABAg,0,"very well done, cinematography and the cooking. i wish to have a daugther like liziqi, a chef cuisine and a an artist woman. have a very long and happy life. greetings from brazil.",做得很好，摄影和烹饪。我希望有一个像Liziqi，厨师美食和一个艺术家的女性这样的女儿。过着很长而幸福的生活。来自巴西的问候。
23038,Ugyjqcg4IWS3VMICfIZ4AaABAg.8zryAjA2w8i8zyGHPFyNLe,0,"lzz hzz, my god is so afraid of foreigners? are you unhappy? i can’t get up for a long time. i understand all kinds of foreigners, and be a double standard.",LZZ Hzz 我的天那么怕洋人？你洋大人不高兴了？真是跪久了起不来，对洋人万般理解，做人别双标
23002,Ugy59jOEm5bZOcNWG954AaABAg,0,you always make me feel happy,你总是让我感到快乐
22910,Ugx__bBD4y56_2M5yuJ4AaABAg,0,happy life,幸福生活
22665,UgwR_TuWZDmlXrRo8zR4AaABAg,0,her property is huge. what a dream. this is my happy place.,她的财产很大。真是一个梦。这是我快乐的地方。
22574,UgyQ0N9LJx9fk_naMMx4AaABAg,0,"your video is very calm, and your channel wishes you a happy life.
i made a video of my motherland like you and told me the peasant's father. i'm a vietnamese
bleak","您的视频一切都非常平静，您的频道祝您终身幸福。
我像你一样制作了我祖国的视频，告诉我农民的父亲。我是越南人
"
22350,Ugy-5i8xq6s-MdgujJZ4AaABAg,0,be happy,要开心
22193,Ugy1MWdAGQ0wZhassUx4AaABAg,0,"whoever married this lady, is very happy! ☺️",谁结婚这位女士，都很高兴！ ☺️
22024,Ugy7o_6R0ulcCR5BUnN4AaABAg.9-I_8RLF9zl9-PUp8IPJw9,0,"@user-hl5qc2um4l, thank you for your busy reply, bless your mother's health, a happy life, and want to do things",@user-hl5qc2um4l 多谢百忙中回复，祝福妳同妳妈妈身体健康，生活愉快，心好想事成
22003,UgzSRHm0mMxqNnxYzeN4AaABAg,0,li ziyi. even if people look beautiful. it is proficient in it .. i can marry you. it will really be happy ...,李子柒.人长得美就算了.还样样精通了得..能娶到妳.真的会很幸福...
21983,Ugx7TYJKAppPkMP6HL14AaABAg,0,being your husband must be happy!,做你的老公一定幸福死了！
21588,UgwJ8LBE5WATIx_KHS14AaABAg,0,i’m very happy to know how popular these videos are!! it tells me there are a lot of wonderful people out there! god bless them all !!,我很高兴知道这些视频有多受欢迎！！它告诉我那里有很多很棒的人！上帝保佑他们！
21566,UgxUVB4MoDbp75Q_2qd4AaABAg,0,nature has everything but we are forgetting how to use it. this is an example that you cannot be hungry even if you have nothing. love this earth and live happy and healthy life.,大自然有一切，但我们忘记了如何使用它。这是一个例子，即使您一无所有，也不能饿。爱这个地球，过着幸福快乐的生活。
21480,Ugw-GLq0rYCUBqW15nJ4AaABAg.9-p1vS6rEvx9-yPOue7sh4,0,i'm happy to marry such a woman,我很高兴嫁给这样的女人
21442,Ugxc4qzo7ewxcDwYOQ54AaABAg,0,"any mother vietsub has a fierce predestined relationship, must turn off sub. fluts, not happy",任何母亲Vietsub都有强烈的预定关系，必须关闭Sub。 lut不开心
18590,UgwzeDE6yWScyV9Jj6V4AaABAg.92Qv7V6BBIw92WF0aJ_pPy,0,then be very happy to eat them,然后给他们吃 吃的很开心么
18403,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm9ZOi_I0U8co,0,@chunhaizhao5095 you can go to the middle and take a look. the chinese people in reality are also very happy,@chunhaizhao5095 你可以去中看一看，现实里的中国百姓生活也很幸福
18402,UgwdzQh2Ul3-G5iLe_F4AaABAg.92VpQGNVRRm92w-riYfGdb,0,"the video is really great and very good, but there is always an inexplicable feeling of being happy. chinese farmers",视频确实很棒拍的也很好，但总是有种莫名的感觉被幸福了的中国农民
18118,UgwENp-sfrsLBVPGPt54AaABAg,0,who can marry you home is really happy,谁能把你娶回家 那真的很幸福
16195,UgwGCyWFNIS_IlM90lN4AaABAg,0,"if i could get a woman like you. crafted, creative and beautiful. really happy :)",如果我能得到一个像你这样的女人。精心制作，富有创造力和美丽。非常开心 ：）
16073,UgwdBjBOZaN3fWqUJMR4AaABAg,0,"it looks like she is not very happy, but real",看起来她不太开心，不过真实
15519,UgzANTKLYADLlahQ8qB4AaABAg,0,"if you need someone to hang out with your grandma and help you finish all that food, i'd be more than happy to oblige",如果您需要有人和奶奶一起出去玩并帮助您完成所有这些食物，我会很乐意施加责任。
15190,UgyXpi3nkejjghSAVq94AaABAg,0,"if there is such a girl in taiwan, it would be too happy!",台湾要是有这种女孩 那就太幸福了！
15089,Ugwazokx2IM_89VQzOB4AaABAg,0,"wow, it looks like you're looking at the smallest time. the fire will be relieved. but now the child has no idea the goodness of the fire. it's a lonely story. what a really happy life? it's just a human life.
a peaceful life in nature without fighting. the most important and important. moreover, nature makes use of people. it's the most luxurious way of living.","哇，看来您正在看最小的时间。大火将放心。但是现在孩子不知道火的善良。这是一个寂寞的故事。多么幸福的生活？这只是人类的生活。
在不战斗的情况下，在自然中的和平生活。最重要和重要的。而且，自然利用人。这是最豪华的生活方式。"
14811,UgwW--vdSfIHBnFqWqJ4AaABAg,0,"i'd love to marry her. she looks like she struggles so much and yet she's also so happy. i would like to take care of her and her mother, helping to relieve their load and lighten the stress. they deserve it",我很想嫁给她。她看起来很挣扎，但她也很高兴。我想照顾她和她的母亲，帮助减轻他们的负担并减轻压力。他们应得的
14491,UgxdNS_3pyZUO7mzrhF4AaABAg,0,happy new year,新年快乐
14343,Ugxj0Oy96xBydSAJEZ14AaABAg,0,and i happy because i thought it was the only china who did not eat insects and things that had life,我很高兴，因为我认为这是唯一一个不吃昆虫的中国和有生命的东西
14284,UgyGgWlSkq2TtDLz9bR4AaABAg,0,"she's an awesome woman, and may the universe continue to give her and her family exactly what they have now a simpler way of life it just keeps them happy awesome. and i will continue to watch her videos",她是一个很棒的女人，愿宇宙继续为她和她的家人提供他们现在拥有更简单的生活方式，这使他们快乐。我将继续观看她的视频
14165,Ugx6DcAiNdXgU7g2NMl4AaABAg,0,"you are a true inspiration for all the people in the world. if everyone lived like you this planet would be healed and happy, and so would people.",您是世界上所有人民的真正灵感。如果每个人都像你一样生活，这个星球将得到治愈和快乐，人们也会得到治愈。
14049,UgzHNczVbVIUdGhWwT54AaABAg,0,this is the lifestyle that i've dreamed of...i hate city life in korea so much. i want happy and rural life with nature.,这是我梦dream以求的生活方式...我非常讨厌韩国的城市生活。我想要大自然的幸福和乡村生活。
13880,UgwwJsb8VBkHwGqzs2t4AaABAg,0,it's too happy to marry her,娶到她就太幸福了
13676,UgxtSciiLGkqowD1aTJ4AaABAg,0,it's so cool ^^ i'm happy with my grandmother for a long time ~ 酷 ^^ 请 的 的 母 一起 开心 间 间,很酷的^^我很高兴我的祖母很长一段时间
13597,UgyO2gpYJLMgtTtys_B4AaABAg,0,"i didn't expect so many people to like it, happy",没想到这么多人喜欢柒柒，开心
13589,UgxkJ2AasmeJjsm6Pkp4AaABAg,0,i'm jealous of wanting to be happy like this.,我嫉妒想这样快乐。
16285,UgxlFEVq4NVwjizghnd4AaABAg,0,"contently is unremitting every day, so happy every day",知足常乐 每天不懈，所以快乐着每一天
16468,UgyGA-tlxPu8LN3xg414AaABAg,0,i wish to one day live like this. i admire you and your family. i wish you a happy new year from the us,我希望有一天像这样生活。我很佩服你和你的家人。祝您新年快乐。
16480,UgyS_eXUHWOUd7w_zjh4AaABAg,0,"dam ! it dont take much to make her happy... i'm sold ! she is worth her weight in gold , low maintenance and very pretty , i dont see one electric powerline anywhere. my kinda girl , shes an asian pearl ♡ ... i think i'm in love lol !",dam！让她开心并不需要太多...我卖了！她值得以黄金，低维护和非常漂亮的重量，在任何地方我都看不到一个电力线。我的女孩，她是亚洲珍珠...我想我恋爱了大声笑！
17576,UgzwuTUdEswZvx0gUcp4AaABAg,0,"this video conveys a positive attitude towards us, super happy","这个视屏向我们传达了一种积极的生活态度,超赞"
18075,Ugzq2C92kypQwPoZqSh4AaABAg,0,"i have followed you for many years. at first i watched your video on weibo. now i watch with weibo and youtube. each video will watch more than twice. i still remember that there was a video you said, i won't make it for the time being, because many of the voices questioning you make you feel sad, and some people go to human meat. thank you for your persistence! there are more and more people who follow you on youtube, and are very happy to be very happy! come on",关注你很多年了，一开始是在微博看你的视频，现在微博和YouTube一起看，每个视频都会看两遍以上。还记得有一期视频你说，暂时不会拍了，因为很多质疑你的声音，让你觉得很难过，还有人去人肉你的家。感谢你坚持了下来！YouTube上面关注你的人越来越多，很为你感到高兴！加油
18007,UgzWPcqDLT4cGYdpXGB4AaABAg,0,i love your videos. you are both good and beautiful. wish you always happy with her and success in life.,我爱你的视频。你既好又美丽。祝您对她和人生的成功始终感到满意。
17928,UgxozlRxWi6uL5qVlLh4AaABAg,0,"this woman goes up the mountain to pick vegetables, grab snails, cook firewood and cook, and the movements are light and skilled. at first glance, they often do these living people, but she can't see any traces of labor on her. her temperament is quiet and gentle. , hands and feet are also white and tender like a rich lady. this has a strong sense of picture. i have to say that she and her team are really powerful. i think this is the appearance of the poet's life. the poem, from today, is a happy person, feeds the horse to split firewood, and travel around the world.",这个女人上山采菜，下河抓螺蛳，烧柴煮饭，动作轻盈又熟练，一看就是经常干这些活的人，但是在她身上却看不到任何劳动的痕迹，她的气质安静温婉，手脚也白白嫩嫩的像个富家小姐，这造就了很强的画面感，不得不说她和她的团队真的很厉害，我想这就是诗人笔下归隐田园的生活样貌，就像海子的那句诗，从今天起，做个幸福的人，喂马劈柴，环游世界。
17922,UgxOQ7tbSxcDaMNvza94AaABAg,0,i think is one of most happy ladies. i like this lifestyle .,我认为是最快乐的女士之一。我喜欢这种生活方式。
17909,UgxfmMcczJF6IJMQAXl4AaABAg,0,"zi yan, hello, your movie is so good, especially your plant planting plants, all of which are beautiful, but there is one thing to ask you, you can use lotus root, bamboo shoots, as long as you step out of your home, all kinds of fruits you have picked up , it's all of your family, or it grows naturally. i think i feel that living there is so happy, and i also wish you a good success (from taiwan fans)",子柒妳好，妳的影片好好看，尤其是妳种的植物，都好漂亮，但有一事想请问你，妳采得莲藕，竹笋，只要是踏出妳的家园，妳所采的各种水果，都是妳家种的，还是自然生长的，我看ㄌ觉得住在那里好幸福喔，同时也祝福妳幸福成功，(来自台湾粉丝)
17863,UgwWUaROwXB5Xvxjjdt4AaABAg.92fHPZmh5rl92mzINlQh-3,0,"@facehairtv35 photographer is too happy, right?",@facehairtv35 摄影师也太幸福了吧
17445,UgwTr6vgRNRs7EMXXfZ4AaABAg,0,"i really like watching your video, happy! come on",很喜欢看你的视频，开心！加油
16603,UgwG6EGI9KhD1FkfuKZ4AaABAg.92t3bTvXZ7H9314_tQssww,0,anto ardi? then he is too happy,Anto Ardi ？那他也太幸福了
17392,UgypqathMbuNR6DhHA14AaABAg,0,"after seeing this channel, i found that those people in ancient times were happy",看了这个频道 我才发现古代那些人过得好幸福
17300,UgzgSv4nkFPFgojSF_t4AaABAg,0,i hope my grandmother is healthy and happy.,希望外婆身体健康，开心快乐。
17154,UgzG7ikkl4VgQyod9-x4AaABAg,0,"seeing hungry, in fact, a bowl of snail powder is happy for supper",看饿了，其实宵夜来碗螺蛳粉才是幸福
16952,Ugyx1SVgdhQIIYssTjR4AaABAg,0,"this is china，we like peace ,we are free and happy",这是中国，我们喜欢和平，我们是自由和快乐的
16867,UgzlLEMHvcNjoU4S8tV4AaABAg,0,that dog is very happy,那只狗很高兴
16850,UgysOcg8tD57faQaztl4AaABAg,0,"seeing her cooking makes me feel comfortable, calm, and happy. praise",看她煮饭让我感觉很舒服，平静，很幸福。赞啊
20127,UgwTahTEjW3jOsAW9X94AaABAg,0,getting married like this is also happy,像这样结婚也很高兴
