,cid,votes,time,含thank,含thank中文翻译
7904,UgzMqErHl1ZkmfAlsz54AaABAg,7,2 years ago,again. love everything. the bamboo shoots we call mautuai or rawtuai as they are two different species where i live. fermented/sour mauituai we call tuaithur. the river snails are called chengkawl. and the long beans behlawi rah. i should make some of these dishes. its summer/monsoon now and they are plentiful. thanks liz.,再次。爱一切。我们称之为Mautuai或Rawtuai的竹芽，因为它们是我居住的两个不同的物种。发酵/酸味的mauituai我们称为Tuaithur。河蜗牛被称为Chengkawl。还有长豆Behlawi Rah。我应该做一些这些菜。现在是夏天/季风，它们很丰富。谢谢丽兹。
3837,Ugw2JW9dIHSFogTjR7J4AaABAg,7,2 years ago,"thanks to the authors and the creators of the channel. everything is interesting - nature, life, clothes, dishes, cooking. very, very interesting. thanks again!!!",感谢频道的作者和创建者。一切都很有趣 - 自然，生活，衣服，菜肴，烹饪。非常非常有趣。再次感谢！！！
23870,Ugxymr0hWQgFwu1wYyl4AaABAg,6,3 years ago,li ziqi everything u do are amazing nd magical. u are more than a beauty. everytime when i watched ur videos it gives me a piece of mind. i always waited for ur new videos. keep it up. lo ziqi ur truly are an inspiration. thank u so much.god bless you always,Li Ziqi您所做的一切都是神奇的。你不仅仅是美女。每次我观看您的视频时，它都会给我一个想法。我一直在等您的新视频。继续努力吧。 lo ziqi ur确实是一个灵感。非常感谢你。上帝永远祝福你
18158,Ugwtj8EkZ4YoiDEUefx4AaABAg,6,3 years ago,"music and editing are really great, thank you!",音乐和剪辑真的很棒，感恩！
7255,UgyQRbcovcsNWpMNbcJ4AaABAg,6,2 years ago,"really like your videos. thank you your channel, i look with pleasure. good luck!",真的很喜欢你的视频。谢谢你的频道，我很高兴。祝你好运！
18818,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792Ud9-NzEzh,6,3 years ago,"@oriolopocholo she used to live in cities, which u might not know yet and yes there is still network coverage in the middle of nowhere which u might not know either, she uploaded to yt after uploading to chinese social media in order to let us non-chinese speaking people to be not that ignorant, we, me included, should be thankful fot that. and yes, there is way too much stuff out there that u and i do not know yet, thus we need more ladies like her from all over the world. i used to wonder the same thing as u did.",@oriolopocholo她曾经住在城市中，您可能还不知道，是的，您可能还不知道的无处可去的网络覆盖范围，她在上传到中国社交媒体后将其上传到YT，以便让我们非我们非 - 说话的人并不是那么无知，包括我在内的人应该感谢这一点。是的，您和我还不知道的东西太多了，因此我们需要更多来自世界各地的女士。我曾经想知道和你一样。
3668,Ugy9OpR083qrv9Q9jtd4AaABAg,6,2 years ago,"b.e.s.t f'u''u'l'l'.n.g h.o.t g.i.r.l's
—lo -v -e -e -e -x ———— `❤️ ~ ⤵️´
click here: hotslut.live/hornyladies960maturexxx

#trending_top 2021


!#in the future, thank you for the reorganization of the live distribution####! the live distribution of this day is ##, #sirelessly stupid#####ta! even more than 10,000 people were watching #no#lol#after all ginseng is the best! it was also thrilling to forget to cut the camera###and#1, etc.# #,#,#castle#,#castle -shi wakura -mura#vulnerable#,#no `'morwa poor person#. #shinshin shishin#, #bum of human life ## confidence applications nao nao refusal#, #fromber urgain basic demand #comantic 們#. .#說 food#, #no required#tarna solar refusal human study#. #contradiction#, #besters #sakukai #changu -no -ki -kai kazunaka nakahiro 找#the other 們 們 們 會 會 會 會 會 會 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 調 野 調 調 野 野 野 野 野 野 野 野 野 會 野fragrance wood smoke#(#niyama nuclear peach#, #stan neon peach powdering shiroki kirai seasoning g food boiled weather#***","B.E.S.T f'u'u'u'u'l'.n.n.g h.o.t g.i.r.l
—lo -v -e -e -e -e -e -x —————
单击此处：hotslut.live/hornyladies960maturexxx

#trending_top 2021


！＃未来，谢谢您重组现场发行####！这一天的现场分布是##，#SORERESS愚蠢##### TA！甚至有10,000多人正在观看＃no＃lol＃毕竟人参是最好的！忘记切割相机###和＃1等也很激动。 #Shinshin Shishin＃，#BUM人类生活##置信申请Nao Nao拒绝＃，#Fromber urgain基本需求#comantic们＃。 。 ＃矛盾＃，#Besters #sakukai #changu -no -ki -ki -kai kazunaka nakahiro找＃另一个们们会会会会调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调调野野调调调调调调调（#niyama核桃＃，#Stan霓虹灯粉粉Shiroki Kirai调味G食品煮沸天气＃***"
929,UgwHlm-Oe5nsnX_Chod4AaABAg,6,1 year ago,"that's the life i want to live someday....away from every form of pollution, breathing clean fresh air and eating in every healthy way there's. thank you for the refreshing videos.",那就是我有一天想过的生活。...远离各种形式的污染，呼吸清洁的新鲜空气以及以各种健康的方式进食。感谢您的清爽视频。
6329,UgxJ2YK-P36VyZZolCJ4AaABAg,6,2 years ago,"thank you for making such a beautiful video, this is really a life of too many people.",感谢你们做出这么美的视频，这真是太多人歆羡的生活了
21037,UgxGpQ9K0vcEs12gSox4AaABAg,6,3 years ago,"i really want to be home, my grandmother, grandpa, father and mother crying loudly. thank you",实在太想家 想外婆外公爸爸妈妈 哭的很大声 谢谢你
24622,UgzL01clMKAvXNSWIZV4AaABAg,6,3 years ago,"my mother was born in china, and a lot of what you shoot is my family dishes, thank you, it is so pleasant to watch",我的母亲出生在中国，您拍摄的很多是我的家庭菜肴，谢谢，看着这真是令人愉快
27039,UgzXlDFDWD_hVdaDZqZ4AaABAg,6,3 years ago,"having a quiet life is good. those that talk too much do not know how to listen.

i do not live in a lush country, actually a 1 bedroom flat in the city of london, but i am blessed with a quiet peaceful life amongst the chaos. its just me, my husband and daughter, but taking care of them and my in laws, cooking, studying islam, praying and just playing with the kids has resulted in soo much inner peace and contentment. no tv but internet in home. 

thanks to help make people appreciate the quiet life.","过安静的生活是好的。那些谈论太多的人不知道该怎么听。

我不住在伦敦市的一个郁郁葱葱的国家，实际上是一个1卧室的公寓，但我在混乱中度过了宁静的和平的生活。它只是我，我的丈夫和女儿，但是照顾他们以及我的法律，烹饪，学习伊斯兰教，祈祷和与孩子们一起玩，这使人内在的和平与满足。没有电视，但是在家中的互联网。

感谢帮助人们欣赏安静的生活。"
33771,UgzDNzB6hw402WAbuhx4AaABAg,5,3 years ago,thankyou liziqi for uploading a new video... it make my day more special,谢谢Liziqi上传了一个新视频...这使我的一天更加特别
23818,UgwBpzKd-TId4mJu_e14AaABAg,5,3 years ago,"what an amazing young lady, filial to her grandmother, cultivates, cares for and then harvests all of her own food. builds her own furniture, makes her own cooking utensils, her own clothing. she must be incredibly strong, obviously very intelligent, and to top it all off she is beautiful. her program is wonderful to watch, to listen to and to enjoy. thank you.",多么了不起的小姐，向她的祖母申请，培养，关心然后收获自己的所有食物。建造自己的家具，制作自己的炊具，自己的衣服。她必须非常坚强，显然非常聪明，最重要的是，她很漂亮。她的节目很棒，可以观看，倾听和享受。谢谢。
19979,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92UJia27S48,5,3 years ago,"@user-fh4rc2by4x thank you. i agree with your positive comment. i grew up in south china in the countryside. in those 1950 and 1960 years, my parents and siblings all worked hard in planting crops as ms. li for subsistence until my brothers and i could pick up part-time jobs to help with family finances. i believe ms. li is a real country girl who has great potential to become a brilliant star, which she did. some people chose not to believe her, which is ok since we all have the freedom of belief and choice. please pardon me for using english as i am old and type chinese very slowly; english is my daily medium at work, in north america.",@user-fh4rc2by4x谢谢。我同意您的积极评论。我在中国南部在乡村长大。在1950年和1960年的那段时间里，我的父母和兄弟姐妹都在努力种植农作物作为李女士的生存，直到我和我的兄弟们可以兼职工作来帮助家庭财政。我相信李女士是一个真实的乡村女孩，她有很大的潜力成为一颗辉煌的明星，她做到了。有些人选择不相信她，这是可以的，因为我们都有信仰和选择的自由。请原谅我使用英语，因为我年纪大了，并且非常缓慢地键入中文。英语是我在北美工作的日常媒介。
21834,Ugz8gQbsJhEkMzRFcod4AaABAg,5,3 years ago,"i wish i could go and do an apprenticeship with her for a year. i'd love to learn and be exposed to this beautiful way of living. thank you for your videos, liziqi <3",我希望我可以去她一年的学徒制。我很想学习并接触这种美丽的生活方式。谢谢你的视频，liziqi <3
4108,UgycHuRQuHnObaohW7R4AaABAg,5,2 years ago,thanks for explaining what you cooked! it looks amazing!,感谢您解释您的烹饪！看起来很棒！
33117,Ugw9aKFd2yoU0UK_Q914AaABAg,5,3 years ago,"ziyi, envious you can live in nature, can absorb the energy of nature every day, eat organic food, thank you for sharing the beauty of nature with us.",子柒，好羡慕你能在大自然中生活，每天能吸收大自然的能量，吃有机食物，谢谢你分享给我们大自然的美。
5733,UgyzvR5JpHmZTtALYDZ4AaABAg,5,2 years ago,i love that this video has subtitles! thank you :),我喜欢这个视频有字幕！谢谢 ：）
7679,UgwjOzqXfhZu_E5TQ9h4AaABAg,5,2 years ago,"hi liziqi, your life is so inspiring! i really enjoy watching your video. i think you are so lucky to live a life full of nature. i wish your life be more fruitful and more exciting. thank you and god bless to your channel and your family!",嗨，利兹奇，你的生活真是令人鼓舞！我真的很喜欢看你的视频。我认为您很幸运地过着充满自然的生活。我希望您的生活更加富有成果，更令人兴奋。谢谢您，上帝保佑您的频道和家人！
23012,UgzesH1vdKiVQXPeDhR4AaABAg,5,3 years ago,she is amazing... so much new things i have never seen before.. thank you for that,她真是太神奇了...我以前从未见过的很多新事物..谢谢你
33723,UgyiCmqJ-Iy4o8MxYm94AaABAg,5,3 years ago,"i am always surprised how many different kinds of fresh foods you have on your land. it is great. 
thank you for making this lovely dish. also greetings to grandmother","我总是惊讶于您在土地上有多少种不同种类的新鲜食品。太好了。
感谢您制作这道可爱的菜。也向祖母问候"
