,cid,votes,time,含thank,含thank中文翻译
12921,UgyGJWyP88skkkwx0tJ4AaABAg,10,2 years ago,"how does she look so good doing everything that involves dirty messes or taking a long time to do. i love the effort u put into ur videos. ur videos r pleasing, relaxing, and satisfying to watch. it can also help many ppl who r lazy right now to get their butt up and be productive. thank for giving us dis content. the videos u make won’t go to waste but in turn of appreciation. again, thank u for all ur good quality life videos that you’ve been working hard to make.",她看起来如何做所有涉及肮脏混乱或花很长时间做的事情的事情。我喜欢您为您的视频投入的努力。您的视频令人愉悦，放松和令人满意。它还可以帮助许多现在懒惰的人，以抬起屁股并提高生产力。感谢您给予我们的满足。您制作的视频不会浪费，而是在赞赏之中。同样，感谢您为您努力制作的所有优质生活视频。
3882,UgxK0m80TmBN2w4jFuB4AaABAg,10,1 year ago,"whether you come back or not, thank you for your happiness. may you and mother -in -law be well!",不管你回来与否，都谢谢你带来的快乐。愿你和婆婆安好！
23324,UgyV0F3W-0TIobj8FJd4AaABAg,10,3 years ago,watching your video feels good! thank you for promoting traditional chinese culture!,看了您的视频感觉很好！谢谢推广中国传统文化！
4149,Ugx0ioy3s3FKESwhuWl4AaABAg,10,1 year ago,"thanking you for the beautiful nature based content. just to say, in my newly released book, re-imagining mathematics, by ashna sen, i explore how the whole of mathematics can emerge from nature, the arts and even community...exactly what you do!",感谢您提供的基于自然的内容。只是说，在我新发行的书《重新想象数学》的书中，我探索了整个数学如何从自然，艺术甚至社区中浮现出来……正是您所做的！
25834,Ugw7hq2J6FoklXkliHt4AaABAg,10,3 years ago (edited),"how do someone like me experience your life? just for a couple of days?
i suffer from severe depression and anxiety. 
this video has given me another outlook on life.
thank you","像我这样的人如何体验你的生活？只是几天？
我患有严重的抑郁和焦虑。
该视频给了我另一个对生活的看法。
谢谢"
49020,UgzzXNnj5QP3XnKyXux4AaABAg,9,4 years ago,greetings from germany. happy chinese new year! your videos are awesome. thank you.,来自德国的问候。农历新年快乐！您的视频很棒。谢谢。
49734,Ugx0j-W37fU7lyEP9ZJ4AaABAg,9,4 years ago,"i love you ,you have ideas to make cooking and meny more i have happy because video your made it possible to know how happy this life was thank so much",我爱你，你有想法做饭和疯狂的想法，我很高兴，因为视频使您知道这一生有多感谢，这是有可能的
32177,Ugw98zMUT5-2W4KP6xF4AaABAg.8vxydkDtngx8w5Q_13tFIu,9,4 years ago,@somniato7759 thanks! i will!,@somniato7759谢谢！我会！
30253,UgwMyhLDO4_UDksJ9gF4AaABAg,9,3 years ago,"every time i see her video's, i feel relaxed ๐ thank you so much for making this type of video's ๐
love from india โค๏ธ","每当我看到她的视频时，我都会感到放松
来自印度的爱❤️"
4044,Ugyg7M6pj1KinQMGQcp4AaABAg,9,1 year ago,"she is so hard working thank you for giving me inspiration to almost everything 
i love your videos","她非常努力地感谢您给我的灵感几乎所有东西
我爱你的视频"
33013,UgwKcg2CGwoiPTGgaA14AaABAg,9,4 years ago,"her videos are so beautiful ๐’ and bring me calmness, i m so thankful for this ๐ธ๐’๐ธ",她的视频是如此美丽
209,UgyzUEBUU0AiNhHFHoF4AaABAg,8,1 month ago,"a lot of delicious foods with digimon's song at background! i love how liziqi show to us that beauty side of life, thank you very much, you are amazing!",Digimon的歌曲在背景上有很多美味的食物！我喜欢利兹奇（Liziqi）如何向我们展示生活中的美丽方面，非常感谢，你真是太神奇了！
49094,UgxM0eHMyMomAlAvEZp4AaABAg,8,4 years ago (edited),"omg this video is cuteness overload! i love the bit where she covers grandma's ears and she jumped when all the pressure was released. she was concerned about grandma's ears even though she's scared. shows you how much she cares about her grandma. grandma was just all giggles. i've replayed that bit a few times already. annnd the bit at the end where she peeks in through the door way and pops in with the snacks. as always, thank you for these awesome videos! they're relaxing, and always puts a smile on our face. happy new year!",天哪，此视频是可爱的超载！我喜欢她覆盖奶奶耳朵的位，当所有压力都释放时，她跳了起来。即使她很害怕，她也担心奶奶的耳朵。向您展示她对祖母的关心程度。奶奶只是傻笑。我已经重播了几次。刻有钻头在她的门口偷看，然后用小吃弹出。与往常一样，谢谢您的这些很棒的视频！他们很放松，总是在我们的脸上露出微笑。新年快乐！
19273,Ugyu1QJf2bIQAoUYpv94AaABAg,8,3 years ago,"oh my... i remember my late grandmother making roasted peanut with the sand, it really brings back old good memories, thank you...",哦，我的...我记得我已故的祖母用沙子做烤花生，这确实带回了旧的美好回忆，谢谢...
38066,Ugz5TieAbT0Yc0fIzKJ4AaABAg,8,4 years ago,"i always watch your videos, i think it's a wonder. i'm from brazil, and i have a lot of admiration for you. thanks!",我总是看你的视频，我认为这是一个奇迹。我来自巴西，我对你很钦佩。谢谢！
44978,UgxF6fHp5nG5Nh5CLnp4AaABAg.8r9-keU1qqd8rDbh8enZ6_,8,4 years ago,"thanks, i wanted to precise, we have to give frenchies they do the best cheeses, breads and pâtisserie. and none are really healthy in the end.
regarding plastic... i dont know where you ate that.. but it doesnt looks like in this vid for example, neither down my street.","谢谢，我想确切地说，我们必须给法国人做他们最好的奶酪，面包和帕特里。最终没有人真正健康。
关于塑料...我不知道你在哪里吃的..但是在这个vid中看起来不像我的街道。"
43359,UgyLOp9qjWnbL9lQVJZ4AaABAg,8,4 years ago,"such peacefulness, calmness, beauty-roanic corner. thank you, you showed us your world, especially i felt the warmth of your soul and how you respect your elderly relatives, so sweetly.",这样的宁静，平静，美人的角落。谢谢您，您向我们展示了您的世界，尤其是我的灵魂的温暖以及您如何尊重您的老年亲戚。
41134,UgzonIYreStf3b2FWBp4AaABAg.8s0jWMEbRgJ8s8Ickji63l,8,4 years ago,"seeing these videos of the up lord, i thought of the atmosphere of rural uncle and grandma's house when i was a kid. i felt like i was full of movement for a while when i returned to the new year and new year. thank you, the lord, it is great* ^ ^* b must like it ~~~ now returning to china for the new year is really deserted. essence essence",看到up主的这些视频就想到小时候农村姥姥和奶奶家过年过节时的那种氛围，有那么一瞬间感觉好像回到了十几年前，满满都是感动。要谢谢up主，太棒了*^ ^* b必须赞~~~现在回国过年真的是冷清的要死。。。
13423,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9Cu2ESoP8dW,8,2 years ago,"haters, you are free to leave,if you do not like ziqi’s videos. do not talk about politics here ! do not be jealous! thank you!",仇恨者，如果您不喜欢Ziqi的视频，那么您可以自由离开。不要在这里谈论政治！不要嫉妒！谢谢你！
39977,UgzqtRde9K0jmUT0jgd4AaABAg,8,4 years ago,"wow! young lady with amazing skill and hard working. this is part of wonderful chinese culture , thank you ๐",哇！年轻女士的技巧和努力工作。这是奇妙的中国文化的一部分，谢谢
680,Ugw80boV69424ujwdzZ4AaABAg,8,5 months ago,"thank god for creators like you❣️
this is so beautiful and inspiring.","感谢上帝为像你这样的创造者❣️
这是如此美丽和鼓舞人心。"
1008,Ugxhj-3OA7wNzL0b89R4AaABAg,7,7 months ago,"i hope you'll come back soon lovely liziqi
your videos relieve my stress and anxiety
i just wanna say thank you and i miss you so much","我希望你很快回来可爱的利兹奇
您的视频缓解了我的压力和焦虑
我只想说谢谢，我非常想念你"
37392,UgzLuWWIjxJoUxUl-3Z4AaABAg,7,4 years ago,"i used to think that there is really such a paradise? i have a longing to learn a lot and support you, and your team allows us to see those foreigners in foreign countries. thank you, please come on. come on",以前觉得真的有这样的世外桃源吗 很向往 到现在学了很多东西 很支持妳吧 还有妳的团队 让我们在国外也可以看到 给那些外国人了解文化 很谢谢 加油
11187,UgyQLspYj1r3R8rENAx4AaABAg,7,2 years ago (edited),lizqi i did not realize you could fried peanuts in dirt! i'm going to try it. i'm also going to make healthy marshmallow snowflake candy and see how it turns out. thank you for always having such interesting food and how to make things so simply and so ingenious,lizqi我没有意识到你可以用灰尘炸花生！我要尝试一下。我还将制作健康的棉花糖雪花糖果，看看结果如何。感谢您总是有如此有趣的食物以及如何使事情如此简单，如此巧妙
18278,UgxcGL0rsLm-XGGhagh4AaABAg,7,3 years ago,"50 million playbacks! zi yan is really too good, more and more people can see you, see beautiful china, thank you",五千万的播放量！子柒真的太优秀了，越来越多的人能看到你，看到美丽的中国，感谢
37642,UgzVnQjaat-NFCXDYuJ4AaABAg,7,4 years ago,"miss li, i love your video . you should work with nicolas tse ( hk movie star ) for food program. thank you. from france.",李小姐，我爱你的视频。您应该与Nicolas TSE（HK电影明星）合作进行食品计划。谢谢。来自法国。
7092,UgwxvShUzgmMWfhxelF4AaABAg,7,2 years ago,"our families watch this clip together even we live in different countries. we agree that watching her life story allowing us to gain more understand of chinese nowadays in china which is different from what we learned in schools in western countries. (better thank listen to any formal ambassador)
this is heaven on earth that we want to have an opportunity just at least once in our lives to have such direct experiences like ziqi. 
thank you for sharing many things with us. also thank to her cameraman & assistant who is also her cousin, min guo for being with her to create many wonderful videos.","即使我们住在不同的国家，我们的家人也会一起观看这个剪辑。我们同意，看着她的人生故事使我们能够对中国的中国人有更多的了解，这与我们在西方国家中学到的东西不同。 （最好谢谢听任何正式大使）
这是地球上的天堂，我们希望在生活中至少有一次机会拥有像Ziqi这样的直接经历。
感谢您与我们分享很多东西。还要感谢她的摄影师和助手，她也是她的堂兄，明尼·郭（Min Guo）与她一起制作了许多精彩的视频。"
