,cid,votes,含family,含family中文翻译
12669,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9E6Xvn8JU9z,0,"@aqk-ry5zn for your information, i can't agree with you at all. as i am a chinese, my country and i are integrated, without my country then there will not be me. people just see what they want to see, so did the government. for all the negative things you said towards chinese government, could i merely ask you one question, that is ,where are your informations from? people always view things on layer instead finding out the truth behind it. hence, as i see, lies, bias and disinformation are fulling in what you called truth. have you you ever seen the truth by yourself? have you ever experienced all above by yourself? for those words from what we chinese people called secessionists said on purpose are really worth trusting in? you know what, that's exactly how they use western social media as their weapons to attack us and misguide the direction of public opinions towards chinese government as well as chinese people.because they knew well that chinese people prefer using their own social media applications to these western social media applications and won't come to these foreign platforms quite often. therefore what those secessionists said here won't be seen or known to most chinese people. they're using of this gap to declare that they're telling the truth to the world. how cunning they are. of course what i said solely stand for myself and one more thing i would like to tell is that most chinese people like my family members are implicit and practical, they believe deeply that time will tell the truth and actions speak louder than words. now they are merely doing what they can do and wait silently till the day truth uncovered. the same way goes to our chinese government. nevertheless, i figured it's way more necessary to speak for us sometime. for some people ,especially those who never really get to know about chines people or chinese government will be cheated by those lies.",@aqk-ry5zn获取您的信息，我根本不同意您的看法。由于我是中国人，我和我的国家都融合了，没有我的国家，就不会有我。人们只是看到他们想看的东西，政府也是如此。对于您对中国政府所说的所有负面言论，我可以问您一个问题，也就是说，您的信息在哪里？人们总是在一层中查看事物，而是找出背后的真相。因此，正如我所看到的，谎言，偏见和虚假信息在您所谓的真理中充满了。您是否曾经自己看过真相？您是否曾经自己经历过上面的所有体验？对于我们所谓的分裂主义者说的话，有目的的话真的值得信任吗？您知道什么，这正是他们如何使用西方社交媒体作为武器来攻击我们，并误导了公众对中国政府以及中国人的舆论方向。西方社交媒体的应用，不会经常来到这些外国平台。因此，这些分裂主义者在这里所说的话不会被大多数中国人看到或知道。他们正在利用这一差距来宣布他们正在向世界讲真话。他们有多狡猾。当然，我说的只是代表自己，我想说的另一件事是，大多数像我的家人这样的中国人都是隐性和实用的，他们深信，时间会说出的真相和行动比言语胜过。现在，他们只是在做自己可以做的事情，并默默地等到今天真相。我们的中国政府也是如此。尽管如此，我认为在某个时候为我们讲话是更必要的。对于某些人来说，尤其是那些从未真正了解中国人或中国政府的人会被这些谎言所欺骗。
34598,UgwsmwvcLDkPPQyKcIB4AaABAg.8uzOrtFqjkV9H5Qr75BHXX,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
20446,UgxZvCtyAizM7F-jx854AaABAg,0,"your videos are inspiring, i never tire of watching with my family. the facilities of modern life make us idle and accommodated. so much strength, disposition and creativity are gifts of god.",您的视频令人鼓舞，我从不厌倦与家人一起观看。现代生活的设施使我们闲着和容纳。如此之多的力量，性格和创造力是上帝的恩赐。
34476,UgwC72wbL_HvXEoXb414AaABAg.8v1GcQpcY7U9H5Uj9U8sNi,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
34331,UgwaXrrK8zgf6EEAcXN4AaABAg,0,what do you have near the ziyi family? why there are so many wonderful thing around your home.,子柒家附近咋啥都有？why there are so many wonderful things around your home.
11432,Ugw-1H2VRw0vR5xpBtZ4AaABAg,0,god bless you and your family.,上帝保佑你和你的家人。
34085,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49UPvsjqo1nz,0,"this is an idyllic life, life in rural china can be harsh as well. family and friends helped you get through the tough times. i wish you well with your management problems and those people who would want to use you for their purposes. true wealth is in how much we can help others, it is truly better to give than to receive. my prayers go to you and your future.",这是一种田园诗般的生活，中国农村的生活也可能很苛刻。家人和朋友帮助您度过了艰难的时期。希望您能满足您的管理问题，以及那些希望将您用于他们目的的人。真正的财富在于我们可以帮助他人的程度，这确实比接受更好。我的祈祷和你的未来。
33996,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49H5QJO1rps1,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
33961,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd49ByBWIQKJhJ,0,"john - my family actually had a strawberry farm with two cows, chickens , hay, clover and christmas trees and more.
i was born in los angeles, california my family lived in the city until i was 11. my parents wanted us to have a better and safer life, so decided to take us to washington state. i love washington, it is so beautiful and no matter where you live you can have deer walking across your lawn in the wee hours of the morning. i loved farming even though it was very difficult and strenuous for a city kid, but it felt like a place that i could call home. it's quite funny looking back now and remembering how my mother had to chase the cow in order to milk it. you could never tell where she was going to be from one day to the next because the cow chose the location... lol. we have a little black angus calf that we named lucky and that crazy little calf like biting people's butts. i never did like the chickens they are vicious when you tried to take their eggs, but they're not nearly as aggressive as geese. anyway, i loved it .","约翰 - 我的家人实际上有一个草莓农场，里面有两头奶牛，鸡，干草，三叶草和圣诞树等。
我出生于加利福尼亚州洛杉矶，我的家人住在这座城市，直到我11岁。我的父母希望我们过上美好，更安全的生活，因此决定带我们去华盛顿州。我爱华盛顿，它是如此美丽，无论您住在哪里，都可以在早晨的凌晨穿过草坪上行走。我喜欢耕种，尽管对于一个城市孩子来说非常困难和艰苦，但感觉就像我可以叫回家的地方。现在回顾过去，想起我母亲是如何追逐牛来挤奶真是太有趣了。您永远无法分辨她从一天到另一天的何处，因为牛选择了位置...大声笑。我们有一个小的黑安格斯小牛，我们叫幸运，那个疯狂的小牛像咬人的屁股一样。当您试图取鸡蛋时，我从来没有喜欢过它们的鸡，但是它们的侵略性不如鹅。无论如何，我喜欢它。"
11448,UgyCkAAYGz_f8J7ajIx4AaABAg.9EaEsB2clmI9GIx0J2nKSa,0,"if at the age of 30 there is no husband and family, it remains nearby to keep small hungry, unexplored friends.",如果30岁那年没有丈夫和家人，那么在附近保持了饥饿，未开发的朋友。
33905,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd496OKMEcvljP,0,"@kaeges3738 dictators imposed it upon us, empty, decadent souls clamoring for more money as power. we fell in line, followed suit unsure of ourselves to fight back. 
our beauty has her family in surround of her, its successful venture purety built together, wisdom in time to support each other. 
these greedy fools set about destroying the family, to make us weak standing alone. so we would not venture out in independance with our families., but away from them to fail, then broken fall back in line.","@kaeges3738独裁者将其强加于我们，空虚，decade废的灵魂大声疾呼更多的钱作为力量。我们排队，不确定自己反击。
我们的美丽有她的家人在她的周围，它成功建立的风险姿势，及时互相支持的智慧。
这些贪婪的傻瓜着重于摧毁家庭，使我们独自一人站立。因此，我们不会冒险与家人独立。而远离他们失败，然后破碎了。"
11685,Ugxh6w5TN17SJnQ8eOt4AaABAg,0,"thank you, liziqi! your video let me remember my childhood back to 40 years ago. every chinese spring festival, whole family made fried peanuts, sunflower seeds, cakes, popcorns (exact same way in your video). although we were poor, but that was the happiest time of the year! my parents are still living in china now. but i have not calibrated the chinese new year with them for 20 years since i moved in na.๐ญ๐ญ๐ญ i will do it for next chinese new year! thanks again!",谢谢，利兹奇！您的视频让我记住我的童年，可以追溯到40年前。每个中国春节，全家人都制作了炸花生，葵花籽，蛋糕，爆米花（视频中的方式完全相同）。尽管我们很穷，但这是一年中最快乐的时刻！我的父母现在仍住在中国。但是自从我搬到Na以来，我没有与他们一起校准中春节。再次感谢！
11967,UgwvVLVUo_fyzjlhgwZ4AaABAg,0,"this was an amazing video!
it's an awe inspiring beautiful, & timeless representation of how families continue to use longstanding recipes to intice & inspire their children..and their children's children..to pass these traditions on to generations to come! 
the video is well produced & makes one long for simpler times when you & your family actively worked the land to provide for your family, & countless others in the neighborhood & in the community. 
many of their traditions are thousands of years old & just prove that instant gratification isn't always the most appreciated. 
now! i'm worried about your grandma! 
thank you both for sharing your world with other societies who are dumbstruck by your experience & attention to detail. simple... yet intricate.
.","这是一个了不起的视频！
这是一个令人敬畏的美丽而永恒的表现，表明家庭如何继续使用长期使用的食谱来掌握和启发他们的孩子。.将这些传统传给后代！
当您和您的家人积极地为您的家人提供土地，以及社区和社区中的其他其他人时，该视频的制作良好，并使您和您的家人积极地为您的家人提供土地时，使一个漫长的时间变得更加简单。
他们的许多传统已有数千年的历史，只是证明即时的满足并不总是最受赞赏的。
现在！我担心你的祖母！
感谢您俩与其他社会分享您的世界，这些社会因您的经验和对细节的关注而笨拙。简单...尚未复杂。
。"
33806,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48xxVdPnK4IA,0,i was just about to write the same thing. family working together to provide.,我正要写同样的东西。家庭共同努力。
12589,UgzboxauaO15sBIKRDF4AaABAg,0,"comrades, give me $ 100, i live in a poor, corrupt, captured gang of bandits from the 90s of russia, there is not enough money even for food to feed a family normally, everything goes to pay for housing, electricity, gasoline and repair of an old car. how we all envy you here. well, nothing, soon we will live, it has already begun in khabarovsk, soon people everywhere will rise up against this gang in power.",同志，给我100美元，我生活在90年代俄罗斯的贫穷，腐败，被捕的土匪中，即使是食物正常养活一个家庭，也没有足够的钱来支付住房，电力，汽油和维修旧车。我们都在这里羡慕你。好吧，什么都没有，很快我们就会生活，它已经开始在哈哈罗夫斯克，很快，各地的人们都会与这个掌权的团伙相提并论。
33611,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r297RwOYUBhsd,0,"@arjunadelhy7411 li is her family name, so you can call her li, or ziqi, but not lizi.",@arjunadelhy7411 li是她的姓氏，所以您可以称呼她为li或Ziqi，但不是Lizi。
32482,UgzoDcgIoWPflZuob6V4AaABAg,0,is there any nothing in the ziyi family?,子柒家有什么没有的吗？
32373,UgzJjoNh95w-gpe6dch4AaABAg.8vuWgu4W6ZM8w_1FeysCZX,0,same but at the same time not same cause i would want my family there,同样，但同时又不一样，因为我要我的家人在那里
29148,Ugx0ZQZDUaI-7FDOZSN4AaABAg,0,felix and the man who is lucky to have is a girl to be his wife she is very hardworking and is not too lazy congratulations to this family and may god bless you always,菲利克斯（Felix）和幸运的人是一个女孩，是一个女孩，她是他的妻子，她非常勤奋，对这个家庭不太懒惰，愿上帝保佑你永远
30736,UgxLIzEiHFqgvdZexP94AaABAg.8woY_a5z_hd8wtDwCMgcUG,0,you need to see family members at beer party ....:),您需要在啤酒派对上看到家人。...:)
30453,UgwONoSzujbXnZxNOZ14AaABAg,0,the family atmosphere is so cozy,家庭气氛是如此舒适
30427,UgwKEQDVT2SyUsdXhOB4AaABAg,0,thank you for your video it makes me happy calm and work more harder to make healthy wood for my family,谢谢您的视频，这使我感到高兴，并更加努力地为我的家人制作健康的木材
30414,UgybtFLF1y5JN6uvFql4AaABAg,0,"may be i am wrong but in my opinion i think this korean family wanted to give a message to humanity,just about how it could be possible to save our only one home ( planet )for humanity before its too late.",我可能是错的，但我认为我认为这个韩国家庭想向人类传达信息，几乎是如何在为时已晚之前为人类保存唯一的一个房屋（星球）。
30409,UgxUsAIbZ4eeo69LOmh4AaABAg,0,why the hell i feel that she's from a very wealthy family. i mean with all that resources,为什么我觉得她来自一个非常富有的家庭。我的意思是有所有这些资源
30120,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79H5QZ5ompWc,0,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
15505,UgzZcBrWu5IDJhTAONV4AaABAg,0,"may you always be healthy, live in harmony with your family, and visit a happy place, where there is paradise -like vegetation, silent and nutritious recipes, and smart and smart people",愿您一直健康，与家人和睦相处，并参观一个幸福的地方，那里是天堂般的植被，静默着美味又有营养的食谱，还有聪明又聪明的人
29974,Ugz8gxLh3fqKR7ytHsh4AaABAg,0,i feel ashamed of my family's farm lol.,我为家人的农场大声笑感到羞耻。
29929,Ugx7jznHyy8PJHo72dV4AaABAg,0,ok.... based on the production skills of all of these videos. this is not a simple family with a gopro etc . there is big money been made here .based on national income .they are making 30-40 times the average. its all very beautiful etc.but there has to be a big team behind it all,好的....根据所有这些视频的生产技能。这不是一个带有GoPro等的简单家庭。这里有大笔资金。基于国民收入。他们的平均水平是平均水平的30-40倍。一切都很漂亮等。但是，这一切都必须有一个大团队
