,cid,votes,time,含cook,含cook中文翻译
49006,UgxFxiF3A6WdYtVjqth4AaABAg,0,4 years ago,"happy new year li ziqi & to ur grandmother &happiness ❤❤❤❤❤ ur are 1 in a million unique talented kindhearted young lady 
thank u very much for sharing all your beautiful awesome videos .... iam learning alot from your talent & creative healthy cooking & handicraft & ur grandmother","新年快乐李Ziqi＆tor ur祖母
非常感谢您分享您所有美丽的令人敬畏的视频。...我从您的才华和创意健康烹饪和手工艺品中学习了很多❤"
43517,Ugy1xx-4JAfDJDTez7R4AaABAg,0,4 years ago,i like in cooking cooking for you,我喜欢为你做饭
43527,Ugw4lYOatI4vMfhj8Dp4AaABAg,0,4 years ago,i want that giant ass wok! you can use it to cook anything ffs.,我想要那个巨大的屁股炒锅！您可以使用它来烹饪任何FFS。
43548,UgxSx1TPZ4zFdVJBVZd4AaABAg,0,4 years ago,"this is a beautiful video... as a pastry chef, i always want to do things (baking and cooking) in the most unadulterated and most basic method. i enjoyed watching this!",这是一个美丽的视频...作为糕点厨师，我总是想以最纯净，最基本的方法做事（烘烤和烹饪）。我喜欢看这个！
43677,UgweTSApuzTTne-gQCl4AaABAg,0,4 years ago,"hi, you deserve one who gives him like, sharing, and i don't know, and the diamond shield is that i just see my purchases and cook, and i got out, and i don’t see the scarf",嗨，你应该得到一个给他的人，分享，我不知道，而钻石盾牌是我只是看到我的购买和烹饪，我出去了，我看不到围巾
42668,Ugxgucv39CAxQ6oeOSh4AaABAg.8r_EdN9yxN78rgPtvqV5Wm,0,4 years ago,@lunamud3143 my cooking?,@lunamud3143我的烹饪？
42667,Ugxgucv39CAxQ6oeOSh4AaABAg.8r_EdN9yxN78rfzBEHNcWI,0,4 years ago,sara what is your cooking syle.,萨拉，你的烹饪锡尔是什么。
41623,UgzquQgxGF7iySWeZPR4AaABAg,0,4 years ago,the quality and editing of her videos is amazing! it's like crouching tiger hidden dragon doing a weekly cooking and homesteading show.,她的视频的质量和编辑真是太神奇了！这就像蹲下的老虎隐藏的龙每周做一次烹饪和宅基地表演。
42061,Ugyj2_yosobmYoYCss54AaABAg,0,4 years ago,have you studied cooking,你学过烹饪吗
41671,Ugy5VzneSazN4_hjZ9R4AaABAg,0,4 years ago,"wonderful cooking art, i really like your channel",精彩的烹饪艺术，我真的很喜欢你的频道
41673,UgwtvJoa3aBqq8_d1sp4AaABAg,0,4 years ago,"beautiful and can cook anything
i like it","美丽，可以做任何东西
我喜欢"
41759,UgzDWM69inWlq2xeHwN4AaABAg,0,4 years ago,is she a farmer or something? she has the most elaborate and complex cooking process ever. and she even keeps a stock of stuffs....,她是农民吗？她拥有有史以来最精致，最复杂的烹饪过程。她甚至保留了很多东西。
41764,UgxlypRsK7Ki9nYor0Z4AaABAg,0,4 years ago,"looking at how complicated her dishes look, i feel ashamed for my town's cuisine. if my people weren't so proud of our cuisine, i wouldn't be. but seeing this, we were so proud of nothing. 
im not from a culinary school or anything. but just like her, i learned from other people in my locality. 
.
also.. 
what kind of a popcorn cooker is that? that should be a weapon","看着她的菜肴的复杂性，我为我的镇美食感到羞耻。如果我的人民对我们的美食不那么自豪，那我就不会。但是看到这一点，我们一无所获。
我不是来自烹饪学校或其他任何东西。但是就像她一样，我从当地的其他人那里学到了。
。
还..
那是什么样的爆米花炊具？那应该是武器"
41807,UgyZwDycYKCaw16pafd4AaABAg,0,4 years ago,"everything has been decided by i am going to visit you, we will crack the watermelons together! and cook all day, i love it",一切都是我要拜访您的决定，我们将一起破解西瓜！整天做饭，我喜欢它
41977,UgzPWbjbPN10rT2wbzl4AaABAg,0,4 years ago,"i was like why's she cooking in such large amount, ah now i get it, she's a business woman, and it is such good way to live life, in farms. and i was pretty bumped that it only had 200k views until i saw the subscribers number.",我就像她为什么要大量做饭，啊，现在我明白了，她是一个女商人，这是在农场里生活的好方法。我很震惊，直到我看到订户编号为止，它只有200k的观看次数。
41998,Ugyg_JuUjhj7Ezluyg14AaABAg,0,4 years ago,"i really like watching your videos but there are gaps in your video. i didn't know if you cook the meat, but it's ready to serve already. i didn't know if you process/cut the melon (sorry idk whats that) but it's ready to eat.",我真的很喜欢看您的视频，但是您的视频中存在差距。我不知道您是否煮肉，但已经准备好食用了。我不知道您是否正在加工/切瓜（对不起，IDK是什么），但是准备好吃了。
49945,UgxXgHGBTOb1JwMi4BJ4AaABAg,0,4 years ago,do you take fans to cook with you and to tour your place? if you do i want to come cook and live your life style for a day or two.,您会带粉丝和您一起做饭并参观您的住所吗？如果您这样做，我想来做饭，过着一两天的生活。
42049,UgxP_8XP96IT_Pf5eZN4AaABAg,0,4 years ago,"a talented beautiful young girl cooking& preparing marvellous things, they look so tasty",一个有才华的美丽的年轻女孩烹饪和准备奇妙的事情，它们看起来很美味。看着这件事时，我感到很放松，我希望我是隔壁的邻居，以便我可以品尝到他们的很多爱。
42051,UgwHTO5DqWvId_XYCSB4AaABAg,0,4 years ago,i love seeing him by cooking with firewood. how aka in my country el salvador in the my family thus cosina blessings for this girl,我喜欢用柴火来见他。又名我国家的萨尔瓦多在我的家人中如何为这个女孩祝福
49913,UgyjbJRBKYjJKBT38Wh4AaABAg,0,4 years ago,i love your cook everything you can do perfect,我爱你的厨师，你可以做的一切完美
42135,UgzxFfBtWSl_3v4sTFR4AaABAg,0,4 years ago,this is some big production videography and she is not your average homecook...her bf/ husband is a lucky man,这是一些大型制作的摄影，她不是您的普通录音...她的男友/丈夫是一个幸运的人
42661,Ugw2nlS7kvX_Ttw8Ya14AaABAg,0,4 years ago,my favorite cooking channel ❤,我最喜欢的烹饪频道❤
42219,UgyptXOSHcwZEkViTj14AaABAg,0,4 years ago (edited),you are brought up in cooking,你在烹饪中长大
49832,UgzjKUCxr3U32YN-2NZ4AaABAg,0,4 years ago,fine cook,厨师
42314,UgyH0nK7aSU2mRWUamx4AaABAg,0,4 years ago,"i am in love with this woman so pretty and cooks so well, and the oven with ears haha ​​very nice, very nice culture, here women are complicated all to prepare simple things and if they do not have comforts just do not prepare anything, the culture is so pretty oriental greetings from chile",我爱上了这个女人如此漂亮，做饭很好，耳朵的烤箱哈哈非常好，非常好的文化，在这里，女人都很复杂，可以准备简单的东西，如果他们没有舒适感， ，这种文化是智利如此漂亮的东方问候
42363,UgwxHtrFPycJ4WbL3EZ4AaABAg,0,4 years ago,i like your cooks i like you very much,我喜欢你的厨师，我非常喜欢你
49728,UgxBMaha6wjuGkkoHAt4AaABAg,0,4 years ago,i love that....... cooking......,我喜欢那个.......做饭……
42459,UgwJ6c-mE30WprEN8EZ4AaABAg,0,4 years ago (edited),"did she mixed sunflower seeds with sugar or was it salt? looked like sugar, but i think it is salt. it is so much fun and interesting to guess the ingredients she is cooking with and watch her technique and guess the outcome. her surroundings are always breathtakingly beautiful and the animals around her and the way she is caring for her grandma is always so cute. makes me miss my grandma. she died in the age of 85.",她是将葵花籽与糖混合吗？还是盐？看起来像糖，但我认为是盐。猜测她正在烹饪的成分并观察自己的技术并猜测结果真是太有趣而有趣。她的周围环境总是令人叹为观止的美丽，她周围的动物和照顾奶奶的方式总是如此可爱。让我想念我的奶奶。她死于85岁。
49585,UgxpB_iZcBZE_jCOcY14AaABAg,0,4 years ago,"your place,your cooking style,your pure food give me divine peace.just love you.",您的位置，您的烹饪风格，您的纯净食物给了我神圣的和平。
42497,Ugz7N9Z04WgiDq2hQq14AaABAg,0,4 years ago,"what type of meat that you were cooking, it is not sheep meet that you showed first in the video, it is too dark, disgusting. probably those dogs are for slaughter too.",您正在烹饪的哪种类型的肉，不是您在视频中首先展示的绵羊，它太黑了，令人作呕。可能那些狗也是屠杀。
42506,UgzzdK4taCbJkUXiJx14AaABAg,0,4 years ago (edited),"when i see you cook, i am very happy to watch. i love and like to watch very much.",当我看到您做饭时，我很高兴观看。我喜欢并且喜欢看很多。
42533,Ugz45zpAKRCnnyaBXPx4AaABAg,0,4 years ago,"one of the best cooking video ever. smooth with beautiful scenery, soothing music, wonderful people n culture, just amazing♥♥♥",有史以来最好的烹饪视频之一。风景优美，舒缓的音乐，美妙的人文化，令人惊叹的♥♥♥
42549,Ugy699_P1RW1744Om2N4AaABAg,0,4 years ago,first l got on othet channel of corean girl who cooks a lot and shows their life over there. and now this one. these people are living in peace with mother-nature. evrything is so beautiful! now l got to see real life on thst part of the world. and this is so amazing! i see so many people are enjoying these vodeo's! ceep up..,首先，L登上了Corean Girl的Othet频道，她经常做饭并展示了那里的生活。现在这个。这些人与母亲和平相处。 evrything是如此美丽！现在我看到了世界各地的现实生活。这真是太神奇了！我看到这么多人喜欢这些Vodeo！ ceep。
42414,UgzNrpHkli_al2RYOax4AaABAg,0,4 years ago,"your video is very beautiful

this is my channel


cooking with mimmo and mimo cook","你的视频非常漂亮

这是我的频道


Cooking with Mimmo 与米莫烹饪"
144,UgxMKev-5oN5h6DYHZB4AaABAg,0,4 weeks ago,"it's so sad that the sheep, running along with dogs is likely chopped and cooked by now",真是太可悲了，现在绵羊和狗一起奔跑可能已经切碎和煮熟
32456,UgyUXPMBfqXWfTzQUOd4AaABAg,0,4 years ago,its natural cooking without any artificial ingredients....... one every one searches for in dis era,它的天然烹饪没有任何人造成分。
13617,UgzaW0f772Fpf0dVGZl4AaABAg,0,2 years ago,"yes, of course you can so !!! well damn guys 10 million subscribers !!! you can work. and cook and paint linen, but generally smart, found a gold mine ... respect ... china steers ...",是的，当然可以！！！该死的家伙1000万订户！！！你可以工作。烹饪和油漆亚麻，但通常很聪明，找到了一个金矿...尊重...中国转向...
11918,Ugw2z34R0hkh2RnABTt4AaABAg,0,2 years ago,hai sister i like your videos very much very nice videos. my youtube channel is thamizhini's lifestyle please subscribe to my channel sister thanks in advance take care. i love your cooking very much.,hai Sister，我非常喜欢您的视频。我的YouTube频道是Thamizhini的生活方式，请订阅我的频道姐姐，谢谢。我非常喜欢你的烹饪。
11935,UgzPqhH5fE0ud2DIiBV4AaABAg,0,2 years ago,"ka please have indonesian, so i can better understand how to cook and what are you doing ...",KA请拥有印度尼西亚人，所以我可以更好地了解如何做饭，您在做什么...
11974,UgyWW16HNU_GfMn9j614AaABAg,0,2 years ago,what was she cooked at the last ???! i wanna know this food name??!! please anyone can help me ๐? ๐๐ญ๐ญ,她最后煮了什么？？？我想知道这个食物名称？请任何人可以帮助我
11987,Ugz02lkxHQJsV4GhaCF4AaABAg,0,2 years ago,i think the popcorn is a bit over cooked,我认为爆米花有点煮熟
11989,UgxDbv81gV3s_5D6Uyl4AaABAg,0,2 years ago (edited),"happy if the japanese liyat cooks, always neat and clean, so inspired ๐",如果日本liyat做饭，总是整洁而干净，那么启发了
12136,Ugz_-zuG3iRkbva_xMh4AaABAg,0,2 years ago,"video: shows woman making food without any home appliances or modern cooking methods 
the camera guy with the latest film recording camera : aaaaaaa yes primitive times we live in","视频：显示妇女在没有任何家用电器或现代烹饪方法的情况下制作食物
带有最新电影录音相机的相机家伙：AAAAAAA是我们居住的原始时代"
12157,UgyVGO5f-eI78f9mm9B4AaABAg,0,2 years ago,"the cooking is handsome, only lacks reseo's information",烹饪很帅，只缺少Reseo的信息
12218,Ugw2CiL9mGrmLRPV1NF4AaABAg,0,2 years ago,wow you are very good at cooking,哇，你很擅长做饭
12245,UgyLnbA_uwywuU7DctR4AaABAg,0,2 years ago,i like she cooking very much,我喜欢她做饭
12289,UgyABlrNB3f3R5gNMdx4AaABAg,0,2 years ago,cook done alone,厨师一个人完成
12327,UgyTNf2P7HXU7T2vTPh4AaABAg,0,2 years ago,"can you teach me how do you reduce it? that sugar gourd is also made of sugar, but those you cook or sell it on the boxes you cook, i don't know. i don't know who you are, you are chinese or don't bring people.",你可以教教我你怎么做减轻了吗？那个糖葫芦也是用糖做的，可是你们那些做饭的那些盒子上不吃还是卖出来呀，我不知道。我不知道你什么人，你是中国人还是别带人啊。
12374,Ugz_K5y-n-EoDRqcFEd4AaABAg,0,2 years ago,"so many wonderful ( and new ideas for me) from you. you must be exhausted picking, cleaning, cooking. who will be eating all this food with you and your grandmother?",这么多的美妙（对我来说是新的想法）。您必须精疲力尽，清洁，烹饪。谁会和您和您的祖母一起吃所有这些食物？
