,cid,votes,含cook,含cook中文翻译
30246,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw38z4_pluv12M,10,"@kie_.6107 1) you can add water in the cooking bench wash it and scoop the water out, and wipe it. 2) usually, we use colza oil or lard oil for cooking. in the countryside, people can extract oil from the raw material, the colza plant or the pork fat. i believe ziqi did the same.",@kie_.6107 1）您可以在烹饪长凳上添加水清洗并挖出水，然后擦拭。 2）通常，我们使用Colza油或猪油进行烹饪。在农村，人们可以从原料，科尔扎植物或猪肉脂肪中提取油。我相信Ziqi也是如此。
24390,Ugyyl3JELeUZ6n1GxfN4AaABAg,10,wow!! the best chef and also very organic.. i wish i could learn some cooking from you #❤,哇！！最好的厨师和非常有机的..我希望我可以从您那里学到一些烹饪＃❤
22034,UgzciFjA6fFivG0BGLp4AaABAg,10,i wish i have a garden/fields like that so that i could ever work and cook with whatever i got and marry a local girl and have kids and slowly die staring at the sky........... but its 3am here i have to go to the office in 6hrs :smile:,我希望我有一个类似的花园/田地，以便我能够与任何我得到的东西一起工作和做饭，嫁给当地女孩，让孩子们慢慢死去盯着天空............但它的凌晨3点，我必须去6小时的办公室：微笑：
30900,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8ytWCxtiBol,10,"bramha's astra well... that is what cooking is... its definitely not ""food eating"" or ""food storing""... putting together dishes doesnt need to be original or super creative. i really dislike how americans are looked down on on everything. im not saying american cuisine is anything impressive, weve been around for a handful of generations tbh and were all just bunch of cultural foods mixed together, but dont disrespect american chefs or food lovers that genuinely enjoy their creations...",布拉姆（Bramha）的阿斯特拉（Astra）很好...那就是烹饪...绝对不是“食物吃”或“食物存储” ...将菜肴放在一起不需要原始或超级创意。我真的不喜欢美国人如何看待一切。我并不是说美国美食令人印象深刻，我们已经待了几代人，只有一堆文化食品混合在一起，但不要不尊重美国厨师或食物爱好者，这些爱好者真正喜欢他们的创造...
30906,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8yzTQ9XuUQw,10,"@plush3106 no,no,no,my dear friend.as a chinese, i would say that this girl's cooking is a common step in china.some famous foods in china even take 72 hours to make.when i was young, my mother cooked food, it was as complicated as video, chinese people pay much attention to food, and they are very willing to spend time on the cooking of food.if you know the cooking of different countries in the world, you will find that chinese cooking is really complicated and requires skill and patience.welcome to china，my friend.",@plush3106不，不，不，我亲爱的朋友。作为中国人，我想说这个女孩的烹饪是中国的常见一步。中国的一些著名食品甚至需要72个小时才能赚钱。我年轻时，我的母亲煮熟了食物，就像视频一样复杂，中国人非常关注食物，他们非常愿意花时间做饭。如果您知道世界上不同国家的烹饪，您会发现中国烹饪是真的很复杂，需要技巧和耐心。
7224,UgyhiDHm-7fbFh4-TJJ4AaABAg,9,she is beautiful and knows how to cook and she is tidy that's a wife material there... whoever marry her would be a lucky person,她很漂亮，知道如何做饭，她整洁，那是妻子的材料...嫁给她的人都是一个幸运的人
15060,UgyZFBlw6euQWjOCPmJ4AaABAg,9,i literally have no idea what's going on. it feels like she's cooking 20 different meals at the same time... i don't even know half of those ingredients...,我真的不知道发生了什么。感觉就像她同时在烹饪20种不同的饭菜...我什至不知道这些成分的一半...
21694,UgzBAnrWczuGKn1cl0h4AaABAg,9,"please we want to know all the recipes just to do it, give us the details to how we cook the food, please put the recipes on english",请我们想知道所有要做的食谱，给我们详细介绍我们如何烹饪食物，请将食谱放在英语上
29280,Ugy588V7KSegXT__xL14AaABAg,9,"in my province here in philippines its called ""tambo"" and one of my favorite especially when it's cooked in coconut milk w/ crab or shrimp",在我在菲律宾的省份，它被称为“ tambo”，这是我最喜欢的一个，尤其是当它用蟹或虾烹制的椰子奶粉
13367,Ugxf_s_q7Zn2Y0ooqNV4AaABAg,9,"aside from the super oily cooking and sometimes too much sweet, everything else is perfection and inspiring. the nature, the mountains, the gardens, the ingredients, the natural environment including appliances, your incredible skill in everything, your strength, the creativity.. the angles, and the video editing..well done~
the sound capturing of every activities is also amazing.. almost like asmr. beautiful background music. relaxing and beautiful.
you potray what you had said.. to show where the food we eat comes from. the works behind it. and the variety of the nature.","除了超级油腻的烹饪，有时太甜了，其他一切都是完美和鼓舞人心的。大自然，山脉，花园，成分，自然环境，包括设备，您的一切都在一切方面，力量，创造力。
每个活动的声音捕获也很棒。几乎就像ASMR一样。美丽的背景音乐。放松和美丽。
您是您所说的话..以展示我们吃的食物来自何处。它背后的作品。以及自然的多样性。"
16703,UgzGVM1UgRUuWYqDMdV4AaABAg,9,"i think of it! i miss the scene of my grandmother cooking when i was a child.
me: ""do you want a big fire? grandma"", after getting a positive answer, i desperately burned the fire ... then some dishes will be burnt ...","看的我想家了！怀念小时候外婆做饭，我烧火的场景。
我：“要不要大火？外婆”，得到肯定的答案后，我就拼命把火烧旺……然后有些菜就会烧焦……"
15627,UgxG3VMDXOEyYp7z-OV4AaABAg,8,"if the foreigners know that the taste is very rushing when the snail powder is cooked, it is estimated that it will faint a lot.",要是老外们知道螺蛳粉煮的时候味儿很冲，估计会晕倒一大片吧
6050,UgxsnsDTIITzGSsfuqx4AaABAg,8,"as much as we love her art of cooking, we need to understand, it is still hard work to plant/grow and maintain a healthy garden like this. 
just watching the video is very calming and satisfying. i think i will watch it again, ๐ฑ๐พ","尽管我们喜欢她的烹饪艺术，但我们需要了解，种植/种植和维持像这样的健康花园仍然是艰苦的工作。
仅观看视频非常平静和令人满意。我想我会再看一次，"
20671,Ugyp7OIylnkF3kW6loZ4AaABAg,8,my dad just brought fresh bamboo shoots to cook.,我父亲刚带来新鲜的竹芽烹饪。
26307,UgwQnpWIGgxw_Aj3Qk14AaABAg,8,"you're pretty.. your daily life is full of cooking foods.. the perfect ""ibu rumah tangga"" house wife.. i have to learn from you",你很漂亮..你的日常生活充满了烹饪食物..完美的“ ibu rumah tangga”家庭妻子..我必须向你学习
8835,Ugz155ulCsI6rTV9VWJ4AaABAg,8,i just realize sheโ€s cooking without any electricity! just like my great grandmother did.,我只是意识到她在做饭没有任何电！就像我曾祖母一样。
30235,UgxlD7F4LIADR8nw3Xx4AaABAg.8yVezNp8yw38yysJwmwQvF,8,my main concern everytime is 1) how she washes that bigass utensil after cooking 2) what oil does she uses,每次我的主要关注点是1）她在烹饪后如何洗涤那种大型餐具2）她使用什么油
27915,UgwdkOuMYJJFFB32TO54AaABAg,8,"hi liziqi, your paradise is always beautiful, your grandma and you enjoyed every thing you make and cooking",嗨，利兹奇（Liziqi），你的天堂总是美丽，你的祖母，你喜欢你做的每一件事
30901,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8yu3Or1W6C2,8,"bramha's astra but if they went to their garden and grabbed those ingredients, chopped them up, put dressing or grilled them or something itd be cooking right? lol idk why you think there needs to be a 30 step process for it to be real cooking, or take a long time, or prepared from scratch. this girl is amazing and talented, but do you think most chinese people cook like that? japanese people? italians, etc? plenty of people just season their foods, stir-fry them, and eat because theyre not fixing complicated full-course meals. cooking does not need to be complex. idk why youre convinced it does...",布拉姆（Bramha）的阿斯特拉（Astra），但是如果他们去了花园，抓住了这些食材，将它们切碎，放敷料或烤它们，或者它可以烹饪的东西吗？大声笑IDK为什么您认为需要有30个步骤才能真正做饭，或者花很长时间或从头开始准备。这个女孩很棒又有才华，但是您认为大多数中国人都这样做吗？日本人？意大利人等？很多人只是调味食物，炒食物并吃饭，因为他们没有修复复杂的全书餐。烹饪不需要复杂。 idk你为什么说服这是...
22340,Ugy9QMMXjY62b6OrRU54AaABAg,8,"hi miss liziqi, i like you ...
i want to eat your cooking","嗨，利兹奇小姐，我喜欢你...
我想吃你的烹饪"
23620,UgycC0mj4PugWmpOiQ54AaABAg,7,"here in philippines we call that ""labong"" cook it together with spring beans and fried fish so yummy",在菲律宾，我们称之为“ Labong”将其与春豆和炸鱼一起煮熟
6560,Ugyd7n-pSuQ-8IrcT_Z4AaABAg,7,"then i dug up the roots, there i tore off the tops, picked up the snails (frogs for later) ... i cut everything, baked, cooked - i fed everyone ...",然后我挖了根，在那里撕下了顶部，捡起蜗牛（稍后的青蛙）...我切了所有东西，烤，煮熟 - 我喂了所有人...
4226,Ugw-UR4AZmbiBRTg7aR4AaABAg,7,"congratulations! your videos remember me of my lovely childhood in the countryside and my grandma's awesome cooking!! furthermore, your videos have an eerie aesthetic. they seem etxtracts from a film! may i ask which camera do you use? by the way, which editing programme do you use?",恭喜！您的视频记得我在乡村和祖母的烹饪烹饪中可爱的童年！此外，您的视频具有令人毛骨悚然的美感。他们似乎是从电影中获得的！请问您使用哪种相机？顺便说一下，您使用哪个编辑程序？
33638,UgzsSBQRvFEQsoj5P814AaABAg,7,it seems to me that everything you cook is insanely tasty !!!!,在我看来，您烹饪的一切都疯狂地好吃！！！
