,cid,votes,time,含hope,含hope中文翻译
6923,UgzhLfv10DLOfN-W8Xl4AaABAg.9DrBV-z1UcC9F9iSDJuJtS,1,2 years ago,@milkknife you are thee perfect example of a person who hates life in general and hates themselves and takes it out on others. it's sad you're this way life is too beautiful and you haven't even discovered 1% of all the things to experience within it. hope you find some light in your life.,@milkknife，您是一个人的完美典范，他讨厌生活并讨厌自己并将其带到他人身上。这是可悲的，您的生活太美了，您甚至还没有发现其中有1％的人体验。希望您在生活中找到一些光明。
23441,Ugx-mvJlK8expfA7mG94AaABAg,1,3 years ago,i hope this isn't real life for her because some crazy white person will try to find her just to harm her we all know that they are sick like that.,我希望这对她来说不是现实生活，因为有些疯狂的白人会试图找到她只是为了伤害她，我们都知道他们像那样生病了。
7512,UgzCLMoP-dqHIGMyCWZ4AaABAg,1,2 years ago,"i hope those watching realize if they grow food in backyard, front yard, porch , balcony, etc. that going to gym is not really necessary because all muscles used strength is built naturally plus lean muscle is present in healthy eating!! no junk or snacks really!!",我希望那些观看的人会意识到他们是否在后院，前院，门廊，阳台等种植食物。去健身房并不是真正必要的，因为所有使用的肌肉都自然地建造了所有肌肉，而且健康饮食中都存在瘦肌肉！真的没有垃圾或小吃！
15107,UgzeC47PVWTZ3o0aSL54AaABAg.93YZt3DfB0Q95XgbiEbWd7,1,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
8229,Ugwi18Z3V3i04kFFVG54AaABAg.9BtgGAzaYNU9CTCgQFanDE,1,2 years ago,"hi,can you please help me by showing some support...im new to youtube and i post some original content:) 
hope you have a lucky day today<3 
https://youtu.be/2xduqaupq40","嗨，您能通过表现出一些支持来帮助我...我是YouTube的新手，我发布了一些原始内容:)
希望你今天有幸运的一天<3
https://youtu.be/2xduqaupq40"
8676,Ugw2JAfl7tJ8PZs3lVN4AaABAg,1,2 years ago,"hope everyone is well. i am working hard to graduate and need help from as many people as possible. been doing this for 2 years and i finally see the end in sight so please share, completing the survey means a lot to me. thank you. 
attention grocery shoppers! 
i am finishing my last year at dalhousie university and would sincerely appreciate your participation in this study to improve online grocery shopping satisfaction. this is for my thesis to graduate my last year as an international food business undergraduate. if you have any questions please contact me, bevelyn sarba by email at bv901319@dal.ca or follow the link to begin the survey: https://surveys.dal.ca/opinio/s?s=57608","希望每个人都很好。我正在努力毕业，需要尽可能多的人的帮助。已经这样做了2年了，我终于看到了目前的结局，所以请分享，完成调查对我来说意义重大。谢谢。
注意杂货店购物者！
我在达尔豪西大学（Dalhousie University）完成了我的去年，并衷心感谢您参与这项研究，以提高在线杂货店购物满意度。这是我的论文毕业，我是我作为国际食品企业本科生的去年。如果您有任何疑问，请通过电子邮件bv901319@dal.ca与我联系，或者按照链接开始调查：https：//surveys.dal.ca/opinio/s？s = 57608"
23675,UgwUwpLFnyGeUSq_pjl4AaABAg.8zeB1KT7K148zeIPq6bZiL,1,3 years ago,i'm her neighbor our place is like garden of eden hope you can visit here someday so that you will see in that video clearly,我是她的邻居，我们的住所就像伊甸园一样，希望您有一天可以在这里访问，这样您就可以清楚地看到该视频
23876,Ugw3Cxr5gIo_5_pT_454AaABAg.8z_VHkNqWWZ8zbPk4DLd5f,1,3 years ago,"i hope not, so that we are all just craving haha and that's a lot of work already",我希望不要，这样我们都渴望哈哈，这已经很多工作了。
28220,UgzvUXzlx4Hpc_AfBAB4AaABAg.8yZtNJOZ_7p8yiMraPlMKb,1,3 years ago,"@stargirl-up2zr i didn't say it wasn't beautiful, otherwise i would have stoped watching these videos. but i love them. 

i love chinese i culture, and i love the idea of using vloging in this smart sharp way to promote it, i hope my country does the same.","@stargirl-up2zr我不是说它不是美丽的，否则我会停止观看这些视频。但是我爱他们。

我喜欢中国文化，我喜欢以这种聪明的敏锐方式使用视频博客来推广它的想法，我希望我的国家也这样做。"
24001,UgwM4kS8dzjDC7WVVWN4AaABAg,1,3 years ago,i wish you were my wife. because. i love tge way you cook. hope we will be. lovers in next generation if we r born again,我希望你是我的妻子。因为。我喜欢你做饭的tge方式。希望我们会。下一代的恋人如果我们重生
10202,UgxbtMjMG0WcZeZHaVd4AaABAg,1,3 years ago (edited),i am curious who is shooting this while she does activities? if it’s her i am absolutely empresses with her cinematic scope!! what can’t she do? wow you are a superwoman!! and your grandmother’ hero!! one can only hope to have a child / grandchild this talented.,我很好奇谁在做活动时正在拍摄这件事？如果是她的话，我绝对是她的电影范围！她不能做什么？哇，你是一个超级女性！还有你祖母的英雄！一个人只能希望有一个有才华的孩子 /孙子。
28080,Ugx8NEAKKagdbsS9Ag14AaABAg,1,3 years ago,your are my ideal ..you are very smart and beauty..i hope every one appreciate what are you doing love so much,您是我的理想..您非常聪明和美丽..我希望每个人都喜欢您在做什么，这么多爱
14126,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95XgPKBOpFS,1,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
26362,UgyAj6G-tFz5F5D86h54AaABAg,1,3 years ago,"i just hope to have a beautiful, beautiful wife like you is enough, nothing more ^^",我只是希望像你一样拥有一个美丽，美丽的妻子，没什么了^^
12046,UgwDZ1mRHX4myouBujF4AaABAg.9744unMbb-s9EufsbruTi1,1,2 years ago,"https://youtu.be/mrg92zrwkeg


i hope you guys enjoy this","https://youtu.be/mrg92zrwkeg


我希望你们喜欢这个"
12187,Ugwe2fsKWeEO0_IqqPF4AaABAg.96yzeW4WWTM97uDDdyW8l0,1,3 years ago,슈가min so sorry for your loss. i hope you are doing well ❤️❤️❤️,슈가最低，很抱歉您的损失。我希望你一切都好❤️❤️❤️
12646,UgxpBrD1zfYf9xMBHjR4AaABAg,1,3 years ago,"hi, i am a chinese, see everyone in the comments to you in english speech, that i can not help but use english to speak to you oh, our family appreciate your attitude to the village life, i hope you can get better and better.❤️",嗨，我是中国人，在英语演讲中对您的评论中看到每个人，我忍不住用英语对你说话哦，我们的家人感谢您对乡村生活的态度，希望您能变得越来越好.❤️
12782,UgwqrzU4IF4sdXcIU8J4AaABAg.96KY12nC4wV96Kkr6bC492,1,3 years ago,sure we hope so,当然我们希望如此
6902,UgwNqF87gZGOTipBRW94AaABAg,1,2 years ago,"my hope is every video ๐ฅ, how many of your videos, you can make up for it, i can't regret it. you live out of the people's longing and continue to be happy",我的希望就在妳每个视频
20654,Ugz0HdTG-Kc9Bd9JOFZ4AaABAg.90frsqbFNBE91Vx2o-v-Vr,1,3 years ago,jacky phantom you are so funny. sure i feel sad then. and i feel sad for you. hope that makes you feel complete.,Jacky Phantom，你真有趣。当然，我感到难过。我为你感到难过。希望您会感到完整。
32493,UgxO-7-Hd3lOwyUvHaF4AaABAg,1,3 years ago,seeing the side dishes you prepared (7:09) i hope you could teach us or give us recipes. i’ve always salivate when seeing these on movies.,看到您准备的配菜（7:09），希望您可以教我们或给我们食谱。在电影中看到这些时，我一直很垂涎三尺。
2368,UgynjXxIPHooLgx_q_Z4AaABAg,1,1 year ago,hope can see he cook again on new recepis,希望他能再次在新的recepis上做饭
2122,UgzwbKR4IvghGfXhNhJ4AaABAg,1,1 year ago,i really hope liziqi is doing well. we miss you.,我真的希望Liziqi表现良好。我们想你。
21777,UgwHHw9NsEGyLXeYM3F4AaABAg.9-WlF9BrJ_t90dQQC51Rke,1,3 years ago,"hope all is well,my friend.i lost my mom 7 years ago.when i recall this,my tears cant control....",希望一切都好，我的朋友。我7年​​前失去了妈妈。当我记得这一点时，我的眼泪无法控制。
1113,UgwgofP0vMseKAHjNMZ4AaABAg,1,1 year ago,you're back ... you were the one i watched when i was saddened by the lockdown. i hope you're ok.,你回来了...当我被锁定感到难过时，你是我看着的人。我希望你还好。
32459,Ugx6nwHpPUYoTH-XnVN4AaABAg,1,3 years ago,"oh god, i am affirmed by the soul that relaxes the soul and the mind i hope to live and they are",哦，天哪，我被放松的灵魂和我希望活着的灵魂的灵魂肯定了，他们是
1102,Ugwcrz5yibH6oj8Aif54AaABAg,1,1 year ago,i really want to watch your clip. hope you will come back and be yourself,我真的很想看你的剪辑。希望你会回来做你自己
1053,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9lWqwbH9UCb,1,4 months ago,"@nataliaputyrina7272 the court ended, she won, but she cannot return for some time, because there are many cases that need to be solved. this is the situation published by chinese users of the network. i hope that she will return (google translation)",@nataliaputyrina7272法院结束了，她赢了，但她无法返回一段时间，因为有很多案件需要解决。这是该网络中国用户发布的情况。我希望她会返回（Google翻译）
32755,Ugziwp2zj70P32P5HvF4AaABAg,1,3 years ago,i hope grandma lives longer because i swear she will stop making videos if.,我希望奶奶寿命更长，因为我发誓她会停止制作视频。
21207,UgyomS1xhS-mcEh8Mpx4AaABAg,1,3 years ago,"i don’t know how you, but i look at her and in my soul there is a hope that such women still exist !!",我不知道你怎么样，但我看着她，在我的灵魂中，希望这样的女人仍然存在！
32941,UgzmmIIw4adIBP34Kjt4AaABAg,1,3 years ago,i hope this young woman and her family have this site well monetised and are not being ripped off by any of the thieving bastards that are likely to steal their hard work from under them.,我希望这个年轻女子和她的家人拥有这个网站的货币货币货币赛，并不会被任何可能从他们的艰苦工作中窃取辛勤工作的盗贼骗子。
