,cid,votes,time,含like,含like中文翻译
33260,Ugw_32ZuSLyLDh6u0-h4AaABAg,1,3 years ago,thai people who are watching. like,泰国人看着。喜欢
2955,UgxrH-xaJoE9lCKpWpF4AaABAg,1,1 year ago,where does the guy sub crazy sub crazy like a crazy tk?!,那个家伙像疯狂的TK一样疯狂地疯狂地疯狂？
29411,Ugx61zgIK8eYhhwtT1J4AaABAg,1,3 years ago,i like your video,我喜欢你的视频
30741,UgxAfdo0NceAPJmyF154AaABAg,1,3 years ago,vietsub is like that zi =))) t reads that it is angry,vietsub就像zi =））t读到它很生气
34078,Ugx3HGgcU5nuoSJ5GUF4AaABAg,1,3 years ago,living in a paradise -like place,住在一个世外桃源一样的地方
31080,UgxPB1b2wvNsm6JoRCB4AaABAg,1,3 years ago,"i like it when she casually walks and saw something then picks it up, cook it eat it.",当她随便走路看东西时，我喜欢它，然后捡起东西，煮它。
7573,UgwUAhbDF0NSrCS3pCV4AaABAg,1,2 years ago,i like the video so much,我非常喜欢视频
6523,UgwbF43C4rqnDHn0vK94AaABAg.9EiQ1UEe2km9EiQIH6Xd-N,1,2 years ago,and i'm like cooking,我就像做饭
31071,UgzkDk6Dql0BfZpxDrp4AaABAg,1,3 years ago,"i like your video very much, i watched it at night very hungry",非常喜欢你的影片，晚上看了很饿
2802,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9UpqwEB2i2N,1,1 year ago,"@edwardwongliupepelutivrusk1262 you just said liziqi shows her mountain life ""in a beautiful way"". what else were you implying other than in real life life in the mountains is unattractive??? the problem is people come in the comments to appreciate her hard work, manual labor and the beauty of bein so close to nature but yall just looooove to go ahead and treat em like they're dumb saying ""that's fake"" we cant even appreciate her vlogs in peace without politically correct people like you coming in damn",@Edwardwongliupepelutivrusk1262您刚刚说Liziqi“以美丽的方式展示了她的山生活”。除了在山区的现实生活中，您还暗示什么是没有吸引力的？？？问题是人们会在评论中欣赏她的辛勤工作，体力劳动和Bein的美丽，但是你们只是loo looove继续前进，对待他们愚蠢地说“那是假的”，我们甚至不能欣赏她像你这样的政治上正确的人和平的视频博客，像你那样
29833,UgyRl9O_HAD1uZ9kIql4AaABAg,1,3 years ago,i just like you to show your legs. it has a taste of farmhouses and can’t be exposed too much.,就是喜欢你露一腿.很有农家的味道、不能露太多·
31036,UgyGeCm2-qy3UuO9bid4AaABAg,1,3 years ago,"vunsh-punch is easier to prepare, it seems to me that this is a brew. only soil and wood did not go into operation, the rest was added) but well done, like for ingenuity)",Vunsh-Punch更容易准备，在我看来，这是啤酒。只有土壤和木材没有运行，其余的），但做得很好，例如独创性）
32662,UgzOlEDNG7x4nitvzb14AaABAg,1,3 years ago,"aside from the skill and beauty that ziqi possess, i really admire her hardwork and the love she has for her grandma. we all say that she's like a princess because of her beauty and the way she connects with nature and her hardworking attitude but really, what makes her the most princess like is the love that she has for her family. and with that, she must be protected at all cost ♡",除了Ziqi拥有的技巧和美丽之外，我还非常佩服她的辛勤工作和对祖母的爱。我们都说她就像一位公主，因为她的美丽以及她与自然和勤奋的态度的联系方式，但实际上，让她最主要的公主是她对家人的爱。因此，她必须不惜一切代价保护她
2792,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9UogKaDHDFL,1,1 year ago (edited),"there is no this kind of lifestyle in real world, what she presents is an artistic way of country life. you will be covered in sweats and dirt just to make a meal like that.",在现实世界中，没有这种生活方式，她提出的是一种艺术的乡村生活方式。您将被汗水和污垢覆盖，只是为了做饭。
4079,UgyaFmUuYEYJi6p7acV4AaABAg,1,2 years ago,sany i don't understand your language but i see your videos i find pouring as you see and food i would like to know you,Sany我不了解您的语言，但我看到您的视频，我发现您正在倾泻而出，我想认识您的食物
7678,UgwW0Z9cRVDkGwBRwPh4AaABAg,1,2 years ago,i am native to indonesia .. i like and support him ... try there is an indo subtitle ... it must be cool ... the spirit sis,我是印度尼西亚的本地人。我喜欢并支持他...尝试有一个印度字幕...一定很酷... Spirit Sis
2141,Ugwd1eBinlKcz4ZdH5N4AaABAg,1,1 year ago,baguus i like it,巴班，我喜欢它
2057,UgxqX1-TMTeEE0lL2iB4AaABAg,1,1 year ago,"hypocritical chinese. li ziyi can get angry, the first relying on his second team. but good times are not long. whenever the interests are, the chinese always like to fight in the nest and be intimidating. the chinese are too fake!",虚伪的中国人。李子柒能火起来，第一靠自己第二靠团队。可好景不长，每当利益关系的时候，中国人总是喜欢窝里斗，勾心斗角。中国人太假了！
29488,UgwBJL_9kO2KOXB6ZKt4AaABAg,1,3 years ago (edited),"i just don’t get the people...more like trolls that comes in here and say liziqi is an actress, her channel is chinese propaganda, etc.

i don’t believe liziqi is an actress or that her channel is chinese propaganda. but even if liziqi is an actress or her channel is chinese propaganda, so what? that does not change the fact that liziqi is an amazing woman and her show is a super top quality show that’s informative, educational, mesmerizing, interesting, and highly entertaining.","我只是没有吸引人们...更像是在这里进来的巨魔，说Liziqi是一名女演员，她的频道是中国的宣传，等等。

我不认为利兹奇是一名女演员，也不认为她的频道是中国宣传。但是，即使利兹奇是女演员，还是她的频道是中国的宣传，那又如何呢？这并没有改变Liziqi是一位了不起的女人，她的表演是一场超级质量的表演，内容丰富，教育意义，令人着迷，有趣且非常有趣。"
8300,Ugw6BYx0oQENbWkcWUJ4AaABAg.9Bgrr8tCDN89Bl-p0zkseG,1,2 years ago,"i think she likes her lifestyle, and he is beautiful !!!",我认为她喜欢她的生活方式，他很漂亮！！！
6297,UgwXFUVWzG2US_K6TjF4AaABAg,1,2 years ago (edited),delicious <<<โ€”โ€”โ€”like if you want eat the same :d,美味<<< - - - 如果您想吃同样的东西：D
30976,UgyO8280ftF4Qn5JOIt4AaABAg.8yVPSboV9tf8yWLqE7IWTr,1,3 years ago,people are allowed to dislike things? whaaat? shocking!!!,人们被允许不喜欢事情吗？ whaaat？令人震惊！！！
33473,UgycznMHkuo3QjJuKr94AaABAg,1,3 years ago,"i wish to have a wife like this one,",我希望有一个像这样的妻子，
33434,UgzYXv9FK9xtvbBMpQJ4AaABAg,1,3 years ago,i also want to live a peaceful cs like that ✔,我也想过像这样的和平的CS✔
29498,UgwU_YRhA-ibZmEx2m54AaABAg,1,3 years ago,"geez...the day is not even over yet and she already has about 2.5 million views...but deserving views, unlike the hundreds of trash youtubers on youtube that couldn’t hold a candle to liziqi’s little pinky but have just as much as views as hers.",geez ...这一天还没有结束，她已经有了大约250万次观看次数...但是，与YouTube上的数百个垃圾YouTuber不同，这是值得的，这些垃圾YouTuber无法持有Liziqi的小粉红色的蜡烛作为她的观点。
33439,UgwJR8pjX_2W-V1g_e14AaABAg,1,3 years ago,i like your video. thank you so much. enjoy your day with your mum.,我喜欢你的视频。太感谢了。和妈妈一起享受你的一天。
33968,UgzDOSAgcrG4_CXZ0a14AaABAg.8yUWzO8k0yg8yUl5HbsppB,1,3 years ago,george costarica like depriving pandas of their fav bamboo shoots? lol,乔治·科斯塔里卡（George Costarica）喜欢剥夺大熊猫最喜欢的竹芽吗？哈哈
3688,Ugw1ZflOso2IwRtveWd4AaABAg.9MnI6YFtcBU9PFx403pwyl,1,1 year ago,does she own that entire place?? she owns like 50 acres it seems,她拥有整个地方吗？她拥有50英亩的土地
29926,UgwXRqEEOe7eVt4RXxZ4AaABAg,1,3 years ago (edited),"i feel like the carpenters’ song is playing in the background: ”why do birds suddenly appear...every time you are near. just like me, they long to be...close to you.” that is when my heart aches even though seeing you makes me happy, too.

back to the foods...after all this is your food channel...they all look so good, i wish i’d get to have some. and when you slurp on the noodle soup and suck on that snail, i can only","我觉得木匠的歌在背景中播放：“为什么鸟突然出现……每次您都在附近。就像我一样，他们渴望……靠近你。”那是我心脏疼痛的时候，即使看到你也让我开心。

回到食物...毕竟是您的食物频道...他们看起来都很好，我希望我能拥有一些。当您在面条汤上lurop并吮吸那个蜗牛时，我只能在观看时"
8472,UgziVro46SrJlBxVm494AaABAg.9BNW9eoVz229Cn3s1kNQet,1,2 years ago,hi guys i have uploaded indian classical music on sitar for all of u so pls watch my videos and if you like my music so pls subscribe like and comment my video.pls guys support me.,嗨，大家好，我已经在所有人的西塔尔上上传了印度古典音乐，所以请观看我的视频，如果您喜欢我的音乐，请订阅和评论我的视频。
5975,UgwngJsA4DhjB3ll6tl4AaABAg,1,2 years ago,i like a lot the dog. he seems happy. lovely.,我很喜欢狗。他似乎很高兴。迷人的。
5978,UgyA3frxw1HoNw0rtZt4AaABAg,1,2 years ago,i love that girl and place.. i hope someday i can leaving in beautiful place like be there ๐,我爱那个女孩和地方..我希望有一天我可以离开像在那里的美丽地方
34208,UgzMOUVTAzNUSWIpaVN4AaABAg,1,3 years ago,"⚠️ prophet
example of muhammad's speech

间 {love, compassion and kindness between believers are like a body: if any part of the illness, the entire body will have a fever and difficult to sleep. }

的 {the most devout believers will have the highest morality. and the best among them is the best person to the wife's room. }

钟 {until you love yourself, you love yourself as if you love yourself. }

怜 {the mercy shown is no reserved pity. show compassion to people on the planet, and allah will show you compassion. }

弟 {smile to your brother is loving ...}

好 {love is a good word. }

主 {fanxinzhu, the day (trial day) will be beneficial to its neighbors. }

根据 {allah will not judge you according to your appearance and wealth, but will examine your heart and behavior. }

{pay its salary before the workers sweat. }

小 {a man walking on the path feels very thirsty. at a bite, he climbed down the well, drank, and climbed up. then he saw a dog vomiting outside his tongue, trying to lick dry and wet mud to stop quenching thirst. the man said, ""this dog feels thirsty like me."" so he climbed down the well again, filled his shoes with water, and gave the dog. therefore, allah thank him and forgive his sin. the prophet was asked: ""allah, will we be rewarded because of being kind to animals?"" he said: {treat every living animal or humans to be rewarded. }","⚠️ 先知
穆罕默德的 言论范例 



















"
8625,Ugz3x0nDlaNdcGmINMl4AaABAg,1,2 years ago,"hello. please add russian subtitles, i really like to watch your channel, but i donโ€t understand anything, i'm from russia. thank you",你好。请添加俄罗斯字幕，我真的很喜欢看您的频道，但是我什么都不了解，我来自俄罗斯。谢谢
2696,UgyyYChth_3diDSbnRh4AaABAg.9RpCLS3qrED9e6EqI3rVsb,1,10 months ago,no women will dress like her or live a life like her in village in china . this is just a commercial show,没有女人会像她一样打扮或在中国村里过上生活。这只是一个商业表演
1891,UgyzlUZYR8GUFA6ei6R4AaABAg,1,1 year ago,i like the countryside,我喜欢乡村
7496,UgzOVuX-F9AMLJLvwLN4AaABAg,1,2 years ago,"like to look at work, cute",喜欢看工作，可爱
7499,UgwxxhGrWeZcSCZKPBd4AaABAg,1,2 years ago (edited),"i really like life like this, every time i watch the video of ly tu that, i wish i could grow a vegetable garden like that, hihi. thank you so much ๐ผโค๏ธ๐",我真的很喜欢这样的生活，每当我观看Ly Tu的视频时，我希望我能像这样种植菜园，Hihi。非常感谢您
3667,UgxrOnIllgwyghzKgXV4AaABAg,1,2 years ago,i liked your videos very much pls upload more videos,我非常喜欢您的视频，请上传更多视频
4068,UgyWUkx8rVvs5jPFk1x4AaABAg,1,2 years ago,i'd like,我想要
4313,UgwmozrbBGri7W-YCq14AaABAg,1,2 years ago,a world like an old story,像一个古老的故事
7728,UgyvCB_p2dfqGtigv4x4AaABAg,1,2 years ago,finally you belong to the country which ruined the world. don't know whether to like or dislike.....,最后，您属于破坏世界的国家。不知道是喜欢还是不喜欢.....
6315,Ugys4MbIoDhV7tOwtx94AaABAg,1,2 years ago,where is this place it's so beautiful its like fantasy,这个地方在哪里美丽，就像幻想
2945,UgyCnQxkZO6dxTfncQR4AaABAg,1,1 year ago,"hello liziqi...i am from indonesia, i like everything that you 've done. ❤️❤️❤️",您好Liziqi ...我来自印度尼西亚，我喜欢您所做的一切。 ❤️❤️❤️
