,cid,votes,含love,含love中文翻译
17655,UgykqT0a-33mFzQIepZ4AaABAg,0,"i just love her❤️❤️❤️♥️
the way she silently and awesomely cooks its just a wow work.. i want to meet her","我只是爱她❤️❤️❤️
她静静而令人敬畏地做饭的方式只是一个哇的作品。我想见了她"
17643,UgyEYX7zX2k4wPiVC0d4AaABAg,0,love your popo's hat with ears!,爱上您的Popo的帽子！
24904,UgwuZ_hAaBLDl1vf-dF4AaABAg,0,i just love you,我就是爱你
12756,UgwsU4K56X2sgPpYxuF4AaABAg,0,wow you love in heaven,哇，你爱在天堂
12610,UgyQNVGdfNeWMoWtHOp4AaABAg,0,"love your vlogs., nice taking care of nan",爱你的vlogs。
12612,UgzQXHGeh24nRHCB7o94AaABAg,0,"i loveeee youuuu sis, i can call you sis right, sounds foolish but i mean it",我爱你sis，我可以称你为姐姐，听起来很愚蠢，但我的意思是
10082,UgzBl4NRrqXV_ebfFZN4AaABAg,0,soo refreshing! love it๐ฅฐ,SOO令人耳目一新！爱它
10057,UgxC7inY33BesL3J71N4AaABAg,0,i love u dr....,我爱你博士....
12668,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9E-iLUL5VtK,0,love china and the food,爱中国和食物
10032,Ugw2I1Jg0Ji0cXqKwDF4AaABAg,0,i love this puppy and sheep,我喜欢这只小狗和绵羊
12689,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9EfOvRTjWHD,0,i'm from india and i love china♥️,我来自印度，我爱中国♥谢
9971,UgyqUEvwm6NPnrTPbNh4AaABAg,0,i love,我爱
12725,Ugw_DL9EryK6rpRmaX14AaABAg,0,i love you,我爱你
12728,Ugz57VevqkRYCB2J4-t4AaABAg,0,"dear miracle chinese girl, we love you very much, you are a miracle, please translate what you call into russian so that we can understand. thanks. ❤❤❤ ❤",亲爱的奇迹中国女孩，我们非常爱你，你是一个奇迹，请将您所说的翻译成俄语，以便我们理解。谢谢。❤❤❤
12755,UgxWnADIrX8t1LvIfbp4AaABAg,0,wow you love in heaven,哇，你爱在天堂
12815,UgwUnEN-Go-FgGLcTM94AaABAg,0,i love to watch your videos and got encourage to cook some special chinese dish.,我喜欢看您的视频，并鼓励烹饪一些特殊的中国菜。
10089,Ugz9teFE6G-_fbzLTEV4AaABAg.9GS8QbE7mJ29GVZ4taRag1,0,i know right i love you liziqi,我知道我爱你liziqi
12827,Ugzlq5lHNPHWejC99_d4AaABAg,0,i fall in love of you.,我爱上了你。
12859,UgxsKuvNecArJeawo9t4AaABAg,0,li zipi i really love your lifestyle its so simple and perfect i wish my life is same as your i love ur vids by the way!!,李Zipi我真的很喜欢您的生活方式，它是如此简单和完美，我希望我的生活和您的我爱您的视频一样！
12876,UgxFWm-44G4PmDY3zNx4AaABAg.9CdwK7sIXZo9DSHvITY20B,0,these little dogs seemed to be perpetual puppies. i'd sure like to know what they are cuz i'd love to have some. they're so cute!,这些小狗似乎是永恒的幼犬。我肯定想知道他们是什么，因为我想拥有一些。他们很可爱！
9965,UgwmHD-IvHPAP_0qHrd4AaABAg,0,love lot nice,爱很多
9944,Ugw6_oFI5mcGr3luho54AaABAg,0,love girl,爱女孩
12926,UgxkJrER5YCPa9n1JiF4AaABAg,0,this video super loves. do you notice that you love your mom or your grandmother?,这个视频超级爱。您是否注意到您爱您的妈妈或祖母？
12927,UgwR3Y_NAYj2hdAON-J4AaABAg,0,who else loved snow flake crisp?,谁喜欢雪片酥脆？
12937,UgyNFUdPb7DCegTANkR4AaABAg,0,i love you,我爱你
12949,UgzqI7MQvSh9EShYtYV4AaABAg,0,love it,喜欢它
9939,UgzfJnZ5NVfx-Ac39Ul4AaABAg,0,"i love watching your video,your beautiful,please marry me",我喜欢看你的视频，你美丽，请嫁给我
12970,UgzLUwPMRjpbJMEwQLB4AaABAg,0,i love this,我喜欢这个
12590,Ugw7AWJmPCsTFMo07N14AaABAg,0,why is this charming? love you three thousand ♥ ️ ♥ ️ ♥ ️,为什么这个迷人？爱你三千♥♥♥️♥♥♥
12543,UgxZ7-jwgLbZk8iR70N4AaABAg,0,you have so loveable life,你有如此可爱的生活
13866,UgwGvlaNrQKPfqU22Kd4AaABAg,0,you are like a professional chef so you can do anything you know. your channel is the inspiration for the whole world .. i love your channel .. i always look forward to new videos ... prayagrajvideo.,您就像专业厨师，所以您可以做任何您知道的事情。您的频道是全世界的灵感。我喜欢您的频道。.我一直期待新的视频... Prayagrajvideo。
12354,UgwkRQ1-eGzVXx66KTZ4AaABAg,0,very lovely ❤️❤️,非常可爱的❤️❤️
12185,UgzOX_5m7mOZDZHX1tJ4AaABAg,0,i love your videos! they are so relaxing,我爱你的视频！他们是如此放松
12191,UgyiUOrIWxhNVOW9C9d4AaABAg,0,love from kerala,来自喀拉拉邦的爱
12217,UgzKhKJbnxg7ajDW1lN4AaABAg,0,i love her puppies!,我爱她的小狗！
10130,UgwWAQfqRx_Z4E_FN_p4AaABAg,0,"whoever comes from a promise account says ๐๐๐ i have been looking for it and for many oddities and i download it with sanabi i love these things a lot ๐‘๐ผ
life.style1994 โ•๏ธ this snap","来自诺言帐户的人说
Life.Style1994☕️这个快"
12252,Ugw_73e6pkhVNq8wYh54AaABAg,0,love li zi qi,love li zi qi
12281,UgzVEmfX5OpmcoITdlh4AaABAg,0,i'd love to live as she does but i lack the knowledge to do so in a country that doesn't allow for this either. maybe one day,我很想像她一样生活，但我缺乏在一个不允许这样做的国家中这样做的知识。也许有一天
12282,Ugzo52rLH9JkZdc6Oex4AaABAg,0,"great your videos, i love them, you do everything at home, sow it, plants, crops etc. i congratulate you, you are my culinary star !!
greetings from chile","您的视频很棒，我爱他们，您在家里做所有事情，播种，植物，农作物等。我祝贺你，你是我的烹饪明星！
智利的问候"
12298,UgzH30qfyf9-EAoMqDR4AaABAg,0,i love u,我爱你
12312,Ugyd_w--nc63O_L2U5R4AaABAg.9DL7BxrH6tN9EQR4VY_7uD,0,love your comment!,爱你的评论！
12320,UgwhzckaDjacPP9DFGp4AaABAg,0,"i think i fell in love :) now the background music is not known, but i haven't subscribed to anyone for so many years, i was likely to subscribe to it.",我想我坠入爱河:)现在背景音乐尚不清楚，但是我已经有很多年没有订阅任何人，我很可能会订阅它。
12338,UgyzBuJBBQZS-4Xkr9F4AaABAg,0,i love the clips that is like this,我喜欢这样的剪辑
10109,UgyyEmb-pd2xkNBgE9Z4AaABAg,0,love from kerala...,来自喀拉拉邦的爱...
12537,UgwRPdbp7AHtV6IkI4Z4AaABAg,0,love the sweets u made it,爱你做的糖果
12379,Ugw-ldRMPlFTsyVpa8t4AaABAg,0,i love the animals but please give food ...,我爱动物，但请给食物...
12396,UgyuDAwUOTBp3b7JIud4AaABAg,0,"while i was all set to like this because of her hard work ideal rural living beautiful kitchen set up etc the fact that she didn't give a damn even a wee bit of love (even if it were fake for atleast video purposes) to those adorable pups, i ll be one of those dislikers!! i am convinced she raises those lamb and dogs and others animals for food",虽然我全都喜欢这样，因为她的辛勤工作理想的乡村生活美丽的厨房设置等等，她甚至没有给那些人该死的一点点爱（即使是为了至少是为了至关重要的视频目的是假的）可爱的幼犬，我将成为那些不喜欢的人之一！我坚信她抚养了那些羔羊，狗和其他动物作为食物
12401,Ugw54O3hCwB6DnHCUhR4AaABAg,0,"liziqi, what did you add to the marshmallow? was it flour? if so, what kind? i love your work, well done!",Liziqi，您在棉花糖中添加了什么？是面粉吗？如果是这样，什么？我爱你的工作，做得好！
10107,UgyXm7zHa_7A-63JQht4AaABAg,0,"i love you, najla, my whole day, follow her",我爱你，纳吉拉，整天，跟着她
12436,Ugyp0Kr1UaACwkh5rSR4AaABAg,0,"blessings!! what beauty all very beautiful and the variety of things are loved, from the dominican republic.",祝福！多米尼加共和国的美容都非常美丽，也是各种各样的事物。
12451,UgzmZn13DdSAXFZUzwF4AaABAg,0,i lve china i am live georgia and i am 12 iers old i love you you are so beautiful,我在中国享有乔治亚州，我今年12岁，我爱你，你真漂亮
12471,UgzGQViAwqMUsn0_CAh4AaABAg,0,i love cosines and peace that is processing,我喜欢正在处理的余弦与和平
12472,UgyyWG2BWJZkm7xZC_d4AaABAg,0,i'm morocco and i love u li ziqi,我是摩洛哥，我爱你李Ziqi
12509,Ugw2i1jXYiNtQDuPDzt4AaABAg,0,"#yummylife
try this , you will love it for sure","#yyummylife
尝试一下，您一定会喜欢的"
12530,UgzIJg4OCk78prPTaAJ4AaABAg,0,i love you!!!,我爱你！！！
12534,UgyfQQY8Xom8kjNMLBh4AaABAg,0,you are mesmerising and beautiful to watch. you inspire and amaze me and i love you and your videos. you are so strong and thoughtful. thank you.,你令人着迷，而且很漂亮。您激发了我的灵感，我爱您和您的视频。你是如此坚强和体贴。谢谢。
12989,UgxEwKJ50uXCNIpvC654AaABAg,0,wow nice garden.and amazing recipe's. grandma really very lucky.sister god bless you abundantly. love you sister from india,哇，不错的花园和惊人的食谱。奶奶真的很幸运。上帝上帝祝福你。爱你来自印度的妹妹
12996,UgyVZf0MWZyfUUapQ7l4AaABAg,0,want to be like this i love her lifestyle.,想这样我爱她的生活方式。
13025,UgwRG40SAt9UWIswytJ4AaABAg,0,love you,爱你
9799,Ugy00YXHC9zdeOvEDal4AaABAg,0,my lovely and favroute girl liziqi,我可爱而狂热的女孩liziqi
13509,Ugyh_YBkK9vMZB7nYYB4AaABAg,0,i love rewatching her videos with my uncle and father. we literally prefer her videos over netflix or any tv shows.,我喜欢与我的叔叔和父亲一起重新观看她的视频。我们实际上更喜欢她的视频，而不是Netflix或任何电视节目。
13531,UgyLVVvMnkTmD9LVBCR4AaABAg,0,it's so relaxing. i really love how those puppy followed her with that goat \(-ㅂ-)/ ♥ ♥ ♥,太放松了。我真的很喜欢那些小狗如何跟着她跟着那只山羊\（ - ㅂ-）/♥♥♥
13544,Ugz6-dL78JRpIGItwSp4AaABAg,0,wow !! girl u r damn hardworking n so creative... loved it.,哇 ！！女孩，该死的努力工作如此创意...喜欢它。
13548,UgwzoCudlTWi16WhXqJ4AaABAg,0,i love your videos as always liziqi. you have inspired me to plant fruits and veggies in the backyard.,我一如既往地爱你的视频。您启发了我在后院种植水果和蔬菜。
13562,UgyBNJ1oWfiqbY6kFRN4AaABAg,0,love,爱
13565,UgyaE7C-Iw7I7TZ2qIZ4AaABAg,0,i love liziqe,我爱liziqe
13569,UgxHfhvw6YNqSHKlqoR4AaABAg,0,love earth to support environmental protection,爱地球支持环保
13584,UgyBLg9K1infJG0w63B4AaABAg,0,"give more love to your dogs that will gain more fans here in brazil ... when you are eating give them a little ... they also feel hungry, cold and thirst.",给您的狗提供更多的爱，这些狗会在巴西赢得更多的粉丝...当您吃饭时，会给他们一点...他们也感到饥饿，寒冷和渴。
13589,Ugwagzu4sKr_FKXk8nN4AaABAg,0,love from india.,来自印度的爱。
13591,UgxHqMt4DClbM1bTV294AaABAg,0,"looking at her, happy. imagine you are the person i love very much.",看着她，开心一点。想象你是我非常爱的人。
13620,Ugx3sMfl_Zc95Za15wl4AaABAg,0,love you sis... you are the best....,爱你姐姐...你是最好的....
13636,Ugy3zPEWuMdJazwzTx54AaABAg,0,i love the lamb and cute puppies,我爱羔羊和可爱的小狗
13064,UgzPSFaGGUgGnu4HZOZ4AaABAg,0,"i love her working skills 
her life i so touching.","我爱她的工作技能
她的生活真是太感动了。"
13637,UgyvNvtKkCk50acpg2d4AaABAg,0,i love it,我喜欢它
13643,UgxEGOPbycpO63l3HzZ4AaABAg,0,love all that busket you use too. also how you supportive your grandma.hello grandma.good to hear you laugh.muahhhhh,也喜欢您使用的所有裸体。还如何支持您的奶奶。
13652,Ugxn6Z9MPf7bZpM3M3J4AaABAg.9B_uQ7-FWjQ9BbXJD3iJlD,0,"@bbkjeh3847 crooked people, i love china! intersection intersection",@bbkjeh3847 歪国人，我爱中国！ ！ ！
13658,Ugw6ZT58rvj-N3mReQN4AaABAg,0,i love the faithful dogs,我爱忠实的狗
13679,UgwFqTJREWN-yCu8WeV4AaABAg,0,you are a heir and god loved them,你是继承人，上帝爱他们
13682,UgyvXj7Tc4kBh_P8YLZ4AaABAg,0,she is my lovely wife from china☺️☺️,她是我可爱的妻子来自中国☺️☺️
13687,Ugwgopk4WthCFodlfxd4AaABAg,0,love you liziqui,爱你丽兹基
13709,UgzyqJJEat-gHBTXZRV4AaABAg,0,i love what you are doing it is wonderful ❤❤❤,我爱你在做的事很棒❤❤❤
13739,Ugx-qaTuwJMppavRqUJ4AaABAg,0,i love roasted chestnuts,我喜欢烤栗子
13844,Ugw6-JSLKheBCrNZ82N4AaABAg,0,this video changed my life. i love you liziqi. thank you for bringing peace to us through your videos. ❤,这个视频改变了我的生活。我爱你liziqi。感谢您通过您的视频为我们带来和平。 ❤
9784,UgwxaMy1l5TQxPbZdaN4AaABAg,0,i love you r coking n i love you,我爱你
13480,UgzVS2hajQhVqjzMyeN4AaABAg,0,this is happiness. ..lovely,这是幸福。 ..迷人的
13475,Ugyldax9kkrTro0zJnZ4AaABAg,0,"this lovely girl is just an encyclopaedia of foods. 
so far, i have seen she almost covered all kind of major vegetables and fruits, which appeared in her videos. 
it’s seem that every kind of foods, she will find a way to cook it at a professional level.","这个可爱的女孩只是食物的百科全书。
到目前为止，我已经看到她几乎涵盖了各种主要的蔬菜和水果，这些蔬菜和水果出现在她的视频中。
似乎各种食物，她都会找到一种在专业水平上烹饪的方法。"
13469,UgxU9UPUOCHqtwUzjNl4AaABAg,0,the lord jesus loves us. god bless us ❤️✝️,主耶稣爱我们。上帝保佑我们❤️✝️
13460,Ugz0e6bO0hoSI6WDkVJ4AaABAg,0,ilove it,我喜欢它
13116,UgwI0kvhVzEkpi4Z0IR4AaABAg.9CHn522c7ok9CIu1W0FbBH,0,i love you very very much liqizi,我非常爱你
13134,UgyHizT0g6OMyGkLuCR4AaABAg,0,hi my love liziqi channel ! who love her like me ??? please reply,嗨，我的爱Liziqi频道！谁像我一样爱她？？？请回复
13142,UgybBUX-OZiEl7z2DMd4AaABAg,0,"where she is from, she is rich but by western standards, she is not. i'd rather be rich in skill, fresh produce, and care, then have a chef cook for me, it looks like her and her family help the village a lot, lovely video.",她来自哪里，她很富有，但按照西方标准，她不是。我宁愿富有技巧，新鲜的农产品和关怀，然后为我提供厨师厨师，看起来她和她的家人对村庄有很多帮助，可爱的视频。
13157,Ugxc2Hx1kefbESTKLgJ4AaABAg,0,"love to live like her, it's like creating our homes as our own paradise ,really love the way she does things all on her own,and assist her grandmother with love and care, love u liziqi,i really admire you",热爱像她一样生活，就像创造我们的房屋作为我们自己的天堂一样，真的很喜欢她自己做事的方式，并为祖母提供爱与关怀，爱你Liziqi，我真的很佩服你
13158,Ugxyvq1KbORFwKBBFp94AaABAg,0,i love you,我爱你
13173,UgwjWpIcu7sp6-lvUcp4AaABAg,0,i love you,我爱你
13174,Ugzt0vn3Vq3ULUUktVZ4AaABAg,0,my love of,我对
13175,UgyJX7C2wku6VEW1SUF4AaABAg,0,"all very magnificent, kisses to the most beloved grandma in the world, she is beautiful, congratulations on v c being a genius",一切都很宏伟，亲吻了世界上最受欢迎的祖母，她很漂亮，恭喜V C是一个天才
13202,Ugwiwwa4eWreS03ao5R4AaABAg,0,i loved it,我喜欢它
13215,Ugx3e6ElVt6RyFfC1214AaABAg,0,"it’s so nice, lovely, and relaxing to live in a countryside",住在乡村真是太好了，可爱和放松
13273,Ugw2F1r-QZrrK_IiqpN4AaABAg,0,ohh..nice places i want to go there. love from bangladesh.,哦..我想去那里的地方。来自孟加拉国的爱
