,cid,votes,含love,含love中文翻译
27613,UgyQ5qViNvz63BDZfG94AaABAg,27,"hi, from chile, i really love your channel!",嗨，来自智利，我真的很喜欢您的频道！
24611,UgzoKu7yIdHzVtpuSzt4AaABAg,27,"these videos are so beautiful, and interesting! love from poland i love your channel :)",这些视频是如此美丽，有趣！来自波兰的爱我爱你的频道:)
31075,UgySDT8GBH6dMKvNr8h4AaABAg,26,my god she s playing with nature and doing cooking like a game...keep going sister..with love from india..,我的天哪，她与大自然一起玩耍，像游戏一样做饭...继续姐妹。
20092,UgygE8hrn3kIVWrvBIB4AaABAg,26,"i live in huarez, brazil, walleto, brazil, i love china!",我住在巴西北华塞罗州的华雷斯，我爱中国！
29571,UgzEUZUMf9O4GqDcxOZ4AaABAg,25,"the best channel in youtube unlike some channel she didn't even have to promote her channel to her subscribers once you are here its contagious...btw love every single episode of your video, i'm from a from a small town of meghalaya, india i'm tribal we have some cuisine similarity.",YouTube上最好的频道与某些频道不同，她甚至不必将自己的频道推广到订户，一旦您来到这里，它的传染性...顺便，印度我是部落，我们有一些美食的相似之处。
4957,UgyZW6gzBN_4BYe1mo54AaABAg,25,"as a woodworker, i love that wooden bowl at 3:26. if you all carve those by hand, i’d love to see that.",作为一名木工，我喜欢3:26的木制碗。如果你们都用手雕刻它们，我很想看到。
2659,Ugw6yTwn-CyeZ2Ba1nh4AaABAg,25,"i didn’t even know bamboo was edible! wow! 
i love watching her cook what is grown on their farm, everything is totally fresh and organic and probably tastes fantastic!","我什至不知道竹子是可食用的！哇！
我喜欢看着她的农场上种植的东西，一切都是新鲜和有机的，可能会很棒！"
20185,UgwZtKiAAF_J4x5Vjoh4AaABAg,25,"she is so beautiful to watch, it is so tranquil, i could have a hard day and i find her and watch her on my phone or tablet and she is so tranquil - i love it, i love her, she is absolutely awesome!!!!!!!",她是如此美丽，它是如此的宁静，我可能会度过艰难的一天，我找到她，在我的手机或平板电脑上看着她，她是如此宁静 - 我爱它，我爱她，她绝对很棒！ !!!!!!
34066,UgwyEMDGXKtRSLbR5GN4AaABAg,24,really so beautifull your videos i love your videos sister,真是太美了你的视频，我爱你的视频姐姐
26681,UgxtHBgpI_cOqCjmupB4AaABAg,24,i just love her videos. makes me love china even more. beautiful china.,我只是喜欢她的视频。让我更爱中国。美丽的中国。
25272,Ugz0dZAVhvUTeJ2tdi14AaABAg,23,enjoyed watching you again. god bless you and your family love you my friend,喜欢再次看着你。上帝保佑你和你的家人爱你我的朋友
22723,UgyMifHwMCtf282SUg94AaABAg,22,i`m from vietnam and i love liziqi so much !!!!!,我来自越南，我非常爱Liziqi！
1799,UgzafBF-nlayWxz9jRx4AaABAg,22,so much love goes into her food. watching her and mom relaxing makes me feel good. i want to visit.,她的食物如此之多。看着她和妈妈放松，让我感觉很好。我想参观。
13416,UgyWW8OH0WIdH9YNC-J4AaABAg,22,"i'm in love with the chinese traditional music so soothing so relaxing.... thank you ,, love you guys from india",我爱上了中国的传统音乐，所以舒缓如此放松。....谢谢你，爱你们来自印度的你们
33452,UgwoL-2gT6FbGs3eyNd4AaABAg,21,"snail,bamboo shoot i love those",蜗牛，竹芽，我喜欢那些我最喜欢的食物之一，我喜欢看菲律宾的YouT视频
21488,UgxbGliUZtu7vULZE5R4AaABAg,21,this woman really deserves to be loved by her household.,这个女人真的应该受到她的家庭爱。
31409,Ugyw0ySv-9xJpIveof54AaABAg,20,"i love your vidios
beautiful place where you live favor","我爱你的vidios
美丽的地方你有青睐"
30841,Ugz_WWXANDgdgqZRqo54AaABAg,19,when i watch her videos i feel so tranquil and beautiful. i love everything she does. grandmother has beautiful soul as well.,当我观看她的视频时，我感到如此宁静和美丽。我爱她所做的一切。祖母也有美丽的灵魂。
6336,UgzrOgipSKHwc8hEvCV4AaABAg.9EsO86ldc5x9EzHxqxrolP,19,"study and learn, read, read,read 
blessings from mexico! i too am a fan. i have big piece of property! i need help, i too am a grandma. i love her garden, lots of work.","学习，学习，阅读，阅读，阅读
来自墨西哥的祝福！我也是粉丝。我有很大的财产！我需要帮助，我也是一个奶奶。我爱她的花园，很多工作。"
27120,UgxQN5MtvnJ0GDjkW5V4AaABAg,18,we north eastern part of india eat the same as she eats so lovely to see her cook so gracefully ❤❤,我们印度东北部的吃和她吃的东西一样可爱，以至于看到她的厨师如此优雅地吃❤❤
9955,UgykU8u40JDLh8OfSS14AaABAg,18,"so serene to watch her! so calm, so peaceful! 
love from india! โฅ๏ธ","如此安静地看着她！如此镇定，如此宁静！
来自印度的爱！ ♥谢"
3864,Ugw975T5rYma0PdJIbF4AaABAg,18,"this is no mere mortal, this is an elf ! so magical and so beautiful ! i am in love with these videos !",这仅仅是致命的，这是精灵！如此神奇和美丽！我爱上了这些视频！
23964,Ugx9vMjaRJkTIPNqDC14AaABAg,18,i love bamboo shoots...its my favrt...but the bamboo which we eat its little more small then your bamboo,我喜欢竹芽...这是我的最爱...但是我们吃的竹子比竹子要小一点的竹子
2366,UgydjI962gS1QDC0BVt4AaABAg,18,"you're so hardworking and beautiful, i love the simplicity. also you're a great cook, i would really like to learn some of your recipes",您是如此的努力和美丽，我喜欢简单性。另外，您是一个很棒的厨师，我真的很想学习您的一些食谱
26967,UgwITGMJzwNv1VoBUpV4AaABAg,17,i am chinese，i really love your videos.i hope that one day i can go home where my motherland.,我是中国人，我真的很喜欢你的视频。我希望有一天我能回家祖国。
27958,UgzSc4oeIJg3L3cR2fR4AaABAg,17,"i honestly don't mind giving this lady a million dollars .... just want her to have a happy life n marry the man she loves.


ps: my 1st comment.","老实说，我不介意给这位女士一百万美元。...只是想让她过上幸福的生活，嫁给了她所爱的男人。


PS：我的第一条评论。"
35218,UgyNd1YCgtlRPLjDFA54AaABAg,17,i saw notification. i came up. it conquered me. love you li ziqi,我看到通知。我走了。它征服了我。爱你李Ziqi
22403,Ugxf0U_unXMMBm4_65F4AaABAg.9-44izPIuzi9-lhOpwUxK4,17,"@cyouchin5381 nope, as a chinese actually we hold cellphone whole day and busy in city life, that's why we love this lady so much either...she really doing what we enjoyed. in the deep mind of chinese , everyone is a farmer. we want to plant something but we have no time/skill.",@cyouchin5381 nope，作为一个中国人实际上，我们整天都拿着手机，在城市生活中忙碌，这就是为什么我们如此爱这位女士……她真的在做我们喜欢的事情。在中国人的深处，每个人都是农民。我们想种植东西，但我们没有时间/技能。
1369,UgxlWq2fCgYVeYVUDXV4AaABAg,17,she has an unconditional love for her grandmother takin care of her and feeding her with healthy nutritiond home cooking,她对祖母的塔克（Takin）对她的照顾有无条件的爱，并为她提供健康的Nutritiond家庭烹饪
12546,UgyQnp9bCjcBprWAXg54AaABAg,16,0:56 i love those tiny sounds she makes when she picks up something heavy ..it's cute,0:56我喜欢她捡起沉重的东西时发出的那些微小的声音..很可爱
9658,UgwYhSe8t-2VOmfNYlR4AaABAg,16,"great cinematography, love the quality of the sound and editing.",出色的摄影，喜欢声音的质量和编辑。
6264,UgzdCIMEZGsgrmDN_9p4AaABAg,16,in indonesia. we love the young bamboo she takese. the taste is amazing โค,在印度尼西亚。我们爱她takees的年轻竹子。味道很棒❤
17375,UgzpONnO8ysIUopexzB4AaABAg,16,don’t care about the government stuff and come china. i’m absolutely sure that you will love the food there.,不在乎政府的东西，来中国。我绝对确定您会喜欢那里的食物。
998,UgyrybVQbKssN2IcMux4AaABAg.9bpJQ_Rqdlo9c5rrpEK4rm,16,@fallinlove760910 books and the bear brand new day cherry pink dan follow,@fallinlove760910书籍和熊全新的一天樱桃粉红色丹
2353,UgyfeiCAweW_2KrNH294AaABAg,16,i love as you are clouded. this is a special gift. i am brazilian here from pernambuco barreiros. i wanted kitchen like you. uhuuuuuu what a good smell. hahahaha,我爱你乌云密布。这是一个特殊的礼物。我是巴西的巴西人，来自佩南布科·巴雷罗斯（Pernambuco Barreiros）。我想要像你这样的厨房。 uhuuuuuu多么美味。哈哈哈哈
9410,UgzQ15FwmzA7Hg-juap4AaABAg,15,she is pretty and also love her life style even we know the videos are shoot in purpose,她很漂亮，也喜欢她的生活方式，即使我们知道视频是有目的的拍摄的
20144,Ugy2JIei5Rk0MEDBhgF4AaABAg.919L3UszMwJ91GbGtBlYoG,15,"it would be beautiful, but the amount of effort to keep such nature alive and thriving is equally as difficult. i would love to move to somewhere away from modern civilization and just learn how to live in such an environment..... it would be so worth it.",这将是美丽的，但是保持这种天性和繁荣的努力同样困难。我很想搬到远离现代文明的地方，只是学习如何在这样的环境中生活.....这是非常值得的。
11853,UgwLAcAQG4gkcP-iBRB4AaABAg,15,"she is so lovely! 
i'm like living in contryside.","她真可爱！
我就像住在争议中。"
3043,Ugz_hjghNsX4bW7zDrZ4AaABAg,14,i really bought it back ~ it is the best version i have ever eaten because i have sour because i love the sour person ~ thank you little fairy,我还真的买回来吃了~是我吃过最好吃的版本因为偏酸~个人好爱偏酸的口味~谢谢小仙女
30555,Ugxx12SQiE4UpMV5s554AaABAg,14,"who dislike the video
liziqi love you dear from india your so sweet","谁不喜欢视频
利兹奇（Liziqi）爱你亲爱的印度，你如此甜蜜"
34524,UgyUieem38jTnsuUj_x4AaABAg,14,"perfect, everything perfect... her so cute and beautiful. i love her and nature here",完美，一切完美...她如此可爱和美丽。我在这里爱她和自然
30705,UgwUbmUpfvQnSVUCcXZ4AaABAg,14,i absolutely love your videos! i'm totally in for this bamboo feast!!! bamboo shoots are one of my favorite things to eat. this all looks awesome,我绝对喜欢您的视频！我完全参加这个竹子盛宴！！！竹芽是我最喜欢吃的东西之一。这一切看起来很棒
