,cid,votes,time,含god,含god中文翻译
28634,UgxAjLd6teJ_JI9qKFd4AaABAg,0,3 years ago,"oh god, on the beauty of being, o rit, if we live in this earth, and the full natural is 100/100, for sure when my life is good, and i was scout from cancer quickly. oh god, heal me a cure that does not leave the authority of me and all muslims, o lord",哦，天哪，关于存在的美丽，如果我们生活在地球上，而自然的100/100则可以肯定的是我的生活是我的慈善机构，而我很快就会从癌症中侦察。哦，天哪，医治我的治疗方法，不会离开我和所有穆斯林的权威
23890,UgwJ5sF_VlG-cd7LgCp4AaABAg,0,3 years ago,natural kalash ๐๐๐ god willing,自然卡拉什
23632,Ugx_YpVfcIfH2m28gFl4AaABAg,0,3 years ago,i love the way your cooking dear may god bless you,我爱你的烹饪方式，亲爱的上帝保佑你
15958,Ugy8Uw6Od4_Wr7nvFkR4AaABAg.9937OJigGY59A0PQpqNeob,0,2 years ago,"ok, i want to understand what to say any of god",好吧，我想了解上帝说些什么
23587,Ugy4t38nqYmmil2npKd4AaABAg,0,3 years ago,legend says she is a goddess.,传说她是一个女神。
17143,Ugz_UeYtvm5i4z4UurZ4AaABAg.9892VlPR7869892k-FbCb5,0,3 years ago,"great vids by the way
much appreciated, thank you may god bless you","顺便说一句
非常感谢，谢谢你上帝保佑你"
17156,Ugy80u3tfCvL4ICfViZ4AaABAg,0,3 years ago,god willing,天意
17176,UgxdUqWisitn3_gWlOl4AaABAg,0,3 years ago,"oh my god, this sister is so good",哦，天哪，这个姐姐真好
17298,UgxtGXHRIpVYi6hrVEl4AaABAg,0,3 years ago (edited),"while many tramps sell god's word, because they do not have the courage for decent work; this young man invests all his energy and youth at work and takes his livelihood for his family. this young woman is an extraordinary example for humanity !!!",虽然许多流浪汉出售上帝的话，但因为他们没有勇气进行体面的工作。这个年轻人在工作中投入所有精力和青年，并为家人带来生计。这个年轻女子是人类的非凡榜样！！！
17522,UgzyfNnx9F4HEMskppl4AaABAg,0,3 years ago,"oh god, what is the most beautiful nature, and you are a creative girl with a good",哦，天哪，最美丽的天性是什么，你是一个有创造力的女孩
17525,Ugw2SSN1REleArZAQp14AaABAg,0,3 years ago,i really want to go to the goddess's house for dinner (iдi),好想去女神家吃饭(ｉДｉ)
17647,UgzTvDISsJ4_fJDZrlJ4AaABAg,0,3 years ago,god damn i wanna marry you,天哪，我想嫁给你
17657,UgweM_kW1ygk5UCw8mR4AaABAg,0,3 years ago,"hello guys :)
i'm a new youtuber!
i just need to hug you and i will bring back your whole life and will never give up on my channel :)

god bless us all!
keep safe everyone! ❤","大家好 ：）
我是一个新的YouTuber！
我只需要拥抱你，我会带回你的一生，永远不会在我的频道上放弃:)

上帝保佑我们所有人！
确保所有人安全！❤"
17698,UgziWh5b2vlYhaDtHDt4AaABAg,0,3 years ago,"goddess li zi, thank you for your hard work. we want to be your relatives or neighbors. we love to be your relatives or neighbours, thank you. you are like a hardworking angel.","李子柒女神、谢谢辛苦你. 我们想做你的亲戚或邻居。 We love to be your relatives or neighbours, thank you. You are like a hardworking angel."
17745,Ugw0lUOpHFqbbsG3l5J4AaABAg,0,3 years ago,"may god bless the photographer, expert, and i do not like the role, god willing",愿上帝保佑摄影师，专家，我不喜欢这个角色，上帝愿意
17830,Ugzll2fbpsnAibeI4ox4AaABAg,0,3 years ago,"you should keep the audio. it makes your videos more authentic. music is nice too, but your daily life is too precious and wholesome. keep up the good work & god bless!!",您应该保留音频。它使您的视频更加真实。音乐也很好，但是您的日常生活太珍贵和有益健康。保持良好的工作和上帝保佑！！
18148,Ugw7MWxsEAeXpnD80KN4AaABAg,0,3 years ago,best dazi 女 almighty goddess,棒棒哒子柒 全能女神
18242,UgzWdZykGm-oTQTZWoh4AaABAg,0,3 years ago,o my god,我的上帝
18343,Ugziud3BiatXCUjuiyl4AaABAg,0,3 years ago,god bless your elders. is that you grandma? they taught you well. you are an expert at what you do...,上帝保佑你的长者。那是你奶奶吗？他们教你很好。您是您所做工作的专家...
18371,UgwcVzQMfzX0Aqc9lDJ4AaABAg,0,3 years ago (edited),"hay... i love to see you videos.. this video so special for me.. i wacth this so many times.. i hope i can practice someday,, so i pray that god bless you & your grandma.. ❤'t wait to see booth of you..❤",干草...我喜欢看你的视频..这个视频对我来说太特别了..我这么多次..我希望我有一天可以练习，所以我祈祷上帝保佑你和你的祖母。
18386,Ugwt6E0aLXWnRvXb6-Z4AaABAg,0,3 years ago,i̇ like her very much! bravo she is so hardworking girl. but after korona during all videos i was wared about this two pupis thanks god she dış not cooked tham,我非常喜欢她！她是如此勤奋的女孩。但是在所有视频中，科罗纳之后，我都被这两个小学家警告，感谢上帝，她没有煮过tham
18588,UgwkJ0JgsI5Surq6a-h4AaABAg,0,3 years ago,"her grand mom is very very lucky so has this daughter. she is preparing everything and cooking really she is very good person, god loves her",她的大妈妈非常幸运，这个女儿也是如此。她正在准备一切，做饭真的是很好的人，上帝爱她
17057,Ugxh-t3wKZo6r98dN_p4AaABAg,0,3 years ago,oh my god! those puppies,我的天啊！那些小狗
16905,UgwMb-PQaAUcDv8NTsV4AaABAg,0,3 years ago (edited),"by god, i put my father to the lying down without my understanding of the content, because i would like to see the cultures of peoples. thank you. hahaha, who will understand me",靠上帝，我把父亲放在躺下，没有我对内容的理解，因为我想看看人民的文化。谢谢。哈哈哈，谁会理解我
16825,UgyaSHW7JbDX61k_fbt4AaABAg,0,3 years ago,"god bless you, heroine",上帝保佑你，女主人公
16180,Ugz2Gjpul13TiuoJj9F4AaABAg.98rhLA7jw4W99YoeFO7qBx,0,3 years ago,guys i just wanted to say that thank you too we all.. ofc her too but still our support made the goddess confident...,伙计们，我只是想说，也谢谢你们。
15989,UgwAbK_X4dln96WPCTN4AaABAg.992SR2Rs5X-9A9DYYWQHsU,0,2 years ago,me too. and thank god you are exist. you really kind. each of us has own purpose in this life.,我也是。感谢上帝，你存在。你真的很友善。我们每个人在这一生中都有自己的目标。
15995,Ugz-I01Xw7Hplvfxchd4AaABAg,0,3 years ago,holy god i barely and i can make a stew and a rice at the same time,我几乎没有圣经，我可以同时做炖和米饭
16040,UgxprLiP-OlLhO8O6dt4AaABAg,0,3 years ago,"oh god, this is the structure, i love him, i feel myself, you will rest from following him, i want to live like him, so i will come and god",哦，天哪，这是结构，我爱他，我感觉到自己，你会从跟随他那里休息，我想像他一样生活，所以我会来和上帝
16057,Ugwe-V_dDsLBYzh-77d4AaABAg,0,3 years ago,oh my god...,我的天啊...
16112,Ugw0DXhpnzKsUIvSIrJ4AaABAg,0,3 years ago,what a very hard -working young girl and everything she prepares looks delicious! god bless your life!,多么艰难的年轻女孩和她准备的一切看起来都很好吃！上帝保佑你的生活！
16123,UgyHfRHsYwLnwU5Osad4AaABAg,0,3 years ago (edited),"o my god
what a amazing girl she is...!!!!!
gosh
she knows everything from farming to cooking to storing
she has a lot more knowledge of everything
she used to go in the forest for collecting honey wax n made honey out of it
o my god
i do not have extra or say extra other words to praise her 
seriously man scarcity of words 
she is more than fabulous
she is amazing amazing and superbly amazing girl
i wish god bless her always n that too limitless
lots of love from india","我的上帝
她是一个了不起的女孩... !!!!!
天哪
她知道从农业到烹饪再到存储的一切
她对一切都有更多的了解
她曾经在森林里收集蜂蜜蜡，从中收集蜂蜜
我的上帝
我没有额外的话或说额外的话来赞美她
认真的人稀缺言语
她不仅仅是很棒
她真是太神奇了，令人惊叹的女孩
我希望上帝永远保佑她永远太无限
来自印度的很多爱"
16126,UgzurCBO3Ldk45wd85J4AaABAg,0,3 years ago,"love life, god cares!",爱生活，上帝眷顾！
16351,UgzzGS3Fpxdf1_EgqBh4AaABAg,0,3 years ago,"omg that place is a haven, god blessed them",天哪，这个地方是一个避风港，上帝祝福他们
16763,UgyWVGTAp8xNn6W_VUJ4AaABAg,0,3 years ago,54m views.... my god...,54m的观点....我的上帝...
16384,Ugza1oioWbMGLjNHtRV4AaABAg.98iowEsIg9G99MtiU60qFO,0,3 years ago,daisy god damn，white people,雏菊上帝该死，白人
16453,Ugy_FY3UglIRNMHBAxF4AaABAg,0,3 years ago,"0:22
god, i can't, it's so cute
i cry","0:22
天哪，我不能，太可爱了
我哭了"
16457,Ugzy6B7M14quiWxNO7B4AaABAg,0,3 years ago,i swear to god.,我向上帝发誓。
16494,UgzO7Q9LG_oAD2wUg3p4AaABAg.98fdQ3AeW6l99c6L_SYRXc,0,3 years ago (edited),"@hanaraihana168 she isn't she is no wasting her time to sit in ur phone for hours and she using the life god gave her in the right way ,living whit fun and no stress she's enjoying doing all this",@hanaraihana168她不是在浪费时间坐在您的电话里呆几个小时，她用上帝以正确的方式赐给她的生活，过着鲜活的乐趣，没有压力，她喜欢做所有这一切
16530,UgwndTs4wucNgNjt5x94AaABAg.98eO-d8XaSd99g8z_V0fR4,0,3 years ago,"@hansen6333 oh god ,although i am a chinese ,l don't know that",@hansen6333哦，天哪，尽管我是中国人，但我不知道
16667,UgySkYaaRY6mED_Oi454AaABAg,0,3 years ago,my dear friend you are living the real life may god bless you,我亲爱的朋友，你过着现实生活，愿上帝保佑你
16672,UgzxOu_9mW3OFEgcbOd4AaABAg,0,3 years ago,"may god bless you an give u everything you hope in your life an give u 
un expiring happiness","愿上帝保佑你给你一生中你希望的一切给你
联合国到期幸福"
18672,UgwheYr2M_pf9dvxmHB4AaABAg,0,3 years ago (edited),this video made me cry so much my dream is to live like this with my daughter and my mother i only ask my god to grant us that desire,这段视频使我哭了很多，我的梦想是与女儿和母亲这样生活，我只要求我的上帝赐予我们渴望
18895,Ugxjg4HfbXejBX_QifV4AaABAg,0,3 years ago,"another that i want a little plan, these people work. my god",我想要一个小计划的另一个人工作。我的上帝
18966,Ugwyh8jIUSvx71eC3cV4AaABAg,0,3 years ago,das a lot of popcorn god damn,das很多爆米花上帝该死
21859,UgwUux03n1D8Qx5veUB4AaABAg,0,3 years ago,there is no power but god almighty ... as if it is from another planet. i really am surprised,除了全能的上帝，没有力量……好像是来自另一个星球。我真的很惊讶
20723,UgxTio2VLQ-Fdk6eeWF4AaABAg,0,3 years ago,"a life which was given by god to aden and eve and which we lost because of technology, and now everyone is looking back to live happily with nature like this...i too ....i believe anyone day will try to live like this princess...if you try u can....i believe.... anyone day those who see these videos let all their dreams come true which is also god's wish.....
by feel the joy of peace 
channel","上帝赐给亚丁和夏娃的生活，我们因技术而迷失了，现在每个人都回想起像这样的大自然的幸福生活...我也……我相信任何人都会尝试像这位公主...如果您尝试您可以。...我相信....任何看到这些视频的人都会让他们所有的梦想成真，这也是上帝的愿望.....
通过感受和平的喜悦
渠道"
21190,Ugyu3bq32cFzD99h6_d4AaABAg,0,3 years ago,what is this beauty against god ๐,这种对上帝的美是什么
21240,Ugx35EWVE5LTxAJD5NR4AaABAg.93tA5wZrLem93vG9h8gYW6,0,3 years ago,@hugoronnie5945 oh! my god i apologized i just wanna know where her father๐ฅ i'm sorry did her mother left him,@hugoronnie5945哦！我的天哪，我道歉，我只是想知道她的父亲吗？对不起她的母亲离开了他
