,cid,votes,time,含good,含good中文翻译
37535,UgxMnJjSTRCIRdPxFh94AaABAg,0,4 years ago (edited),can i live here??? and damn good camera man or woman. and i reaaaallllly appreciate your wifi signal here ๐ and dammnnn that big ass mangoes lol. but why didn't you just pick that yellow fruit on the ground they seem okay still.,我可以住在这里吗？？？和该死的好相机男人或女人。我在这里感激您的wifi信号
35144,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-92YTHh1hBPD,0,3 years ago,"@therewasnochill8997 that is not real.women have the equal opportunity to get education .of course ,she is good at other things,this lifestyle is what she choosed.",@the When Wwasnochill8997不是真实的。妇女有平等的机会接受教育。当然，她擅长于其他事情，这种生活方式是她选择的。
38590,Ugzk-XU_kOazDK5x8H14AaABAg,0,4 years ago,wow good job,哇，好
36882,UgwFyaotlcqHQxLBqzp4AaABAg,0,4 years ago,"this is so fun and good to watch but that was a lot of plastic, is it recyclable ?",这是如此有趣，而且看着很多塑料，这是可回收的吗？
38593,UgwkKi5K3Hz518uBP114AaABAg,0,4 years ago,"fried sun flower seeds not melon !
thats the good life,,they have !!!","炸太阳花种子不是瓜！
那是美好的生活，他们有！！！"
38641,UgwQoNX2thl6BoiWAUh4AaABAg,0,4 years ago,"powerful production team, powerful procurement and marketing team, very good! if the heroine is more respectful to the ingredients, it will be more perfect ... i wish the business prosperous ...",强大的制作团队，强大的采购营销团队，非常好
38667,UgyiqfHXODSvDW5HdGV4AaABAg,0,4 years ago,"so good, sister ๐",很好，姐姐
33660,Ugy_ZuSXIYXgXwN_TPl4AaABAg,0,4 years ago,what a good cook,多么好厨师
38737,UgxCG83ywcu1JUSpRmp4AaABAg,0,4 years ago,you very very very good๐,你非常非常好
38746,UgxZOuOWD-rOVRcO0mt4AaABAg,0,4 years ago,"what a wonderful girl you are !!! i really like to watch your videos! i have 61 years and i live in belarus, i wish you happiness and good luck !! health to your grandmother !!! ๐",你真是一个很棒的女孩！！！我真的很喜欢看您的视频！我有61年，我住在白俄罗斯，祝您幸福和好运！对祖母的健康！！！
35131,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-91u4w4ohvnp,0,3 years ago (edited),"therewasnochill she was orphaned at a young age, hence living with her grandparents where she is now. they supported her all the time and taught her everything. she adores them, and them her. she didnโ€t have a good relationship with her parents. she also has a brother with equal talents. she used to work as a dj, waitress, and a businesswoman whilst living in the city. highly educated, intelligent, beautiful and hard working. she is now a successful, wealthy blogger, vlogger, businesswoman, cook, author, etc, etc...she creates the best content ever on youtube. all her talents, with consistent and brilliant content have earned her respect and legions of fans.",因此，她很小的时候就孤立了，因此与她现在所在的祖父母住在一起。他们一直在支持她，并教她一切。她崇拜他们，他们是她。她与父母没有良好的关系。她还有一个兄弟，才有平等的才能。她曾经是DJ，女服务员和女商人，而她居住在城市中。受过良好教育，聪明，美丽和努力的工作。她现在是一位成功的，富有的博客作者，vlogger，女商人，厨师，作家等...她在YouTube上创建了有史以来最好的内容。她所有的才华，一贯而出色的内容都赢得了她的尊重和粉丝。
33671,UgzT0gqm3ubXqD7i_0l4AaABAg,0,4 years ago,i always get a peaceful vibe when watching these types of videos. looks like a good place to retire at,观看这些类型的视频时，我总是会得到和平的氛围。看起来像是退休的好地方
36893,UgwtUE3vqhBVnr1oB414AaABAg,0,4 years ago,he has no humans it feels good,他没有人类感觉很好
33257,UgxkFTj_godu7rGvTkZ4AaABAg,0,4 years ago,"all my stress is gone while watching this, in china village that i explored, really was so peaceful and breathtaking , rich with all organic foods and clean air, people are so decent and innocent too, reminiscing those good old times ๐๐๐",在观看这一点时，我探索的中国村庄都消失了，确实是如此的和平与宽松，充满了所有有机食物和清洁的空气，人们也是如此不错，也很无辜，回想起那些美好的时代
38751,UgxrF84HSxlY_8TFPnR4AaABAg,0,4 years ago,you are good and excellent,你很好，很棒
34982,UgxVcLTNscHjrEskKRZ4AaABAg,0,4 years ago,chestnuts. so very good. great with chicken cooked in a clay pot. you are so clever. who holds the camera ?,栗子。太好了。很棒的鸡肉在粘土锅中煮熟。你真聪明。谁拿着相机？
37891,Ugx4jylZcOvoaP1qVEJ4AaABAg,0,4 years ago,i very like it good life ๐‘๐,我非常喜欢它的美好生活
38759,Ugxwp7XPY6PX-hYvv9p4AaABAg,0,4 years ago,so good,超好的
34886,UgySHhFOR8hEYNM7DM94AaABAg,0,4 years ago,she is very good in cooking and skills full,她非常擅长烹饪和技能
34879,UgyGHFwdgHJxumO8XvZ4AaABAg,0,4 years ago,"the cute little animal always follows her, how good this kind of life is!",可爱的小动物老跟着她 ，这样的生活多好呀！
37499,Ugw3JbOf-Q38UTpWlJJ4AaABAg,0,4 years ago,you are really good,你真的很好
33599,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r292RzM4CYk3B,0,3 years ago,jon openshaw good,乔恩·奥普肖（Jon Openshaw）很好
35209,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-9AKvx1DORXT,0,2 years ago,you can learn too....start by having s garden then progress from there....these things she didnt learn in 1 day...its yrs of knowledge that is required...and remember she does this everyday of her life. i'm sure you are good at things too. but if you want to make a change start now. no one is stopping you but yourself.,您也可以学习....从拥有S Garden然后从那里进步。...她在1天内没有学到的这些东西...这是所需的知识...并记住她每天都这样做生活。我确定你也很擅长。但是，如果您想立即开始更改。没有人会阻止你，而是你自己。
38336,UgyxXHPQ7g1egiJBt0p4AaABAg,0,4 years ago,my wife is so good ๐คค๐คค๐คค,我的妻子太好了
35220,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-9Jdoz_vOJTt,0,2 years ago (edited),"โ€ @therewasnochill8997 may be you have some misunderstand with china education and china women, yes 40-50 years ago maybe happened , our education resource wasn't cover everyone at that time, for example my mother give up the opportunity to high school even she has good grades, she give this opportunity to her younger brother, but almost everyone know knowledge can change one's life ,so our country and family try their best to give good education to young people , for me my parents always support my study, even i have been married.",@thenwasnochill8997可能是您对中国教育和中国妇女有误会，是的，是40-50年前发生的，我们的教育资源并不涵盖当时的所有人，例如，我的母亲也放弃了上高中的机会她的成绩很好，她给了她的弟弟这个机会，但是几乎每个人都知道知识可以改变自己的生活，因此我们的国家和家人都会尽力向年轻人提供良好的教育，对我来说，我的父母总是支持我的学习，甚至我已婚。
38343,UgyUGUyuuK0yq6fMENR4AaABAg,0,4 years ago,good,好的
35703,UgxCo9F-LKSjBFOKf-54AaABAg,0,4 years ago,good didi,好的迪迪
37644,Ugy38Jz1dI9Xg5Nq-pl4AaABAg,0,4 years ago,"omg - apple, candy , meat ...good !!!",天哪 - 苹果，糖果，肉...好！！！
37631,UgygTkfvd98lT-UfLWR4AaABAg,0,4 years ago,very good.,非常好。
35657,UgwRC4ADJQaSLbJMNVl4AaABAg,0,4 years ago,"the girl is very talented, i bet there is nothing she canโ€t do. but the vids are a little bit unrealistic . no one lives like that at a farm. everything is too clean, too tidy. besides there is no actual need to use fire every time you cook. wood-fired oven is better than electric one in many cases, but for frying and boiling you need to be super-expert to use open fire. thus for me it just seems like intentionally making your life harder while not adding any extra-value to the final result. and she never uses neither water lines nor washing machine in the video. this is just absurd: you just can not keep the house as clean without water lines. and animals are so tidy, i bet they are washed and brushed everyday. the vids are very good just as fairytales, but those comments saying about the ยซ real life ยป the girl lives are just killing me",这个女孩很有才华，我敢打赌，她无能为力。但是视频有点不现实。没有人像这样的农场生活。一切都太干净了，太整洁了。此外，每次您做饭时都无需使用火。在许多情况下，燃木烤箱比电动烤箱要好，但是要煎炸和煮沸，您需要超级专家才能使用开火。因此，对我来说，似乎有意使您的生活更加艰难，同时又不为最终结果添加任何额外价值。而且她从未在视频中使用水管也不使用洗衣机。这只是荒谬的：如果没有水管，您就无法保持房屋的干净。动物是如此整洁，我敢打赌它们每天都洗和刷。视频和童话一样很好，但是那些关于“现实生活”的评论是女孩的生活只是在杀死我
33336,UgyZJ7KRfro_ZZU4RHN4AaABAg,0,4 years ago,good very good,好，很好
33287,Ugy97XUYQynR2cBNxRx4AaABAg,0,4 years ago,the lamb is so good,小羊好乖
38408,UgyQ9KlnpgFoh8EIRrl4AaABAg,0,4 years ago,very good,非常好
35618,UgyGfxVDt_j-WwqEoqZ4AaABAg,0,4 years ago,"looking at it is a kind of enjoyment. the younger sister is so beautiful, the environment is good, the dogs and sheep are so cute!",看着都是一种享受啊，小姐姐好漂亮，环境好好，狗狗和羊好萌!
39246,UgykODCBfMYB3h7w3il4AaABAg,0,4 years ago,i like it tho and shes a goodcooker,我喜欢它，她是一个好人
35521,UgwKDt7D2he9ON-yq-d4AaABAg,0,4 years ago,"vry good job, plz give some snacks yur pet puppies...",好工作，请给一些小吃yur宠物小狗...
35485,UgzU071ocfTiosSiMEd4AaABAg,0,4 years ago,you're very good!,你很不错！
35453,UgzjYmuYrur-uwUBvcl4AaABAg,0,4 years ago,what a good content! in my country they should change soap operas for videos like this. what a working and talented girl.,多么好的内容！在我的国家，他们应该为这样的视频更改肥皂剧。真是个工作和才华横溢的女孩。
38419,Ugwhf20-77ZUzfgS29x4AaABAg,0,4 years ago,anyone who can marry this girl is good,任何可以嫁给这个女孩的人都很好
33562,UgyXSdIhaPItOQ6Ip4l4AaABAg,0,4 years ago,goods,商品
38432,Ugwr4VJm1WB1MUtqClZ4AaABAg,0,4 years ago,the food is so fresh and she's taking good care of all the blessed provisions.,食物是如此新鲜，她正在很好地照顾所有有福的食物。
35314,UgwLTFn3GubBg-c5Ott4AaABAg,0,4 years ago,once good,曾经好
38473,UgxFm-nPLFjbhl_zuwZ4AaABAg.8tX8t0WK42e8u0CMtrioZ9,0,4 years ago,nyan nyan japanese are good .love from china,Nyan Nyan Japanise很好。
36840,UgwVnCHh6zGINSevL8h4AaABAg,0,4 years ago (edited),"that is sooooooo smart
.....the moral of the story is that you don't need to be rich to have good food๐‘๐ป๐คฃ๐คฃ","那太聪明了
.....故事的寓意是，您不需要富裕就能拥有美味的食物"
37588,Ugww-U_rHy13kH43koN4AaABAg,0,4 years ago (edited),it seems to live a diligent life. it's amazing to live in a picturesque nature. thank you for good video b,它似乎过着勤奋的生活。生活在风景如画的天性中真是太神奇了。谢谢你的好视频b
35276,Ugz_k7aVy8FMOO66kkt4AaABAg,0,4 years ago,"your mother -in -law really doesn't hurt you in vain. if you are old, you can take care of her. you can see that you are a good mushroom and like every work of you.",你婆婆真的没有白疼你，老了换你来照顾她，看得出，你是个好菇凉 很喜欢你的每一个作品
35261,UgzjI_fwGYl3uxzODj14AaABAg,0,4 years ago,good to see u after a long time,很高兴见到你很长一段时间
35241,UgyNqSBxQ1unsoLPgsR4AaABAg,0,4 years ago,"the good girl is full of vitality and watching you busy to make a lot of things, so i feel so happy ๐ฅณ",好能干的姑娘 元气满满 看着你忙忙碌碌的做出好多东西就觉得好开心
38488,UgxMZG_NPAmibfiKLNt4AaABAg,0,4 years ago,good ๐๐‘๐‘,好
38519,Ugy4KvBYU3l-Ov_u--F4AaABAg,0,4 years ago,good kicking girl,好踢女孩
33157,UgyhTCqY2xCNpsBe5oV4AaABAg,0,4 years ago (edited),"super internet red -li ziyi liziqi

peanut and melon seds, dried meat, dried fruit, snowflake cake -snacks for spring festival | liziqi
https://www.youtube.com/watch?v=fwmipukvdsq
peanut melon seeds, sugar gourds, stems of jerky fruits, crispy cinnamon of new year's goods","超级网红 - 李子柒 Liziqi 

Peanut and melon seeds, dried meat, dried fruit, snowflake cake - snacks for Spring Festival|Liziqi
https://www.youtube.com/watch?v=FWMIPukvdsQ
花生瓜子糖葫芦，肉干果脯雪花酥——年货小零食"
32,Ugw9PObAZ-VbbPX3BfF4AaABAg,0,7 days ago,so beautiful and good,如此美丽和好
39256,Ugxv-9zWXAfxDc7xmy54AaABAg,0,4 years ago,video beauty is good ... korean hand ~,视频美很好...韩国之手〜
48865,UgxsAETrbztBH3c_3gl4AaABAg,0,4 years ago,"what a beauty! thank you for the video.
good luck!","真漂亮！谢谢您的视频。
祝你好运！"
48084,UgxJFVbsT-n5Oo3lYj94AaABAg,0,4 years ago,what kind of beautiful vs is good at all the world,什么样的美丽的VS在世界范围内很好
48059,UgzInSA6L3-Ph1mchZR4AaABAg,0,4 years ago,good,好的
47981,UgykGYvlOXOs_oCfn854AaABAg,0,4 years ago,"it's very good!, a beautiful job. i can't understand some names, not some people commenting nonsense .... more i love it !!",这很好！我听不懂一些名字，不是有些人发表评论。...更多我喜欢它！
47976,Ugxbt-7vA1CfkqRq6iJ4AaABAg,0,4 years ago,that food looks sooooooo good,食物看起来很好
47957,UgzvK-peMcVi35NS0l94AaABAg,0,4 years ago,very good,非常好
47905,UgyyzNYO4Li5pjCgO0B4AaABAg,0,4 years ago,the atmosphere there would be good and beautiful. fc thia,那里的气氛会很好。
