,cid,votes,含good,含good中文翻译
27425,UgwXe31S_B6uCvP5CCN4AaABAg,1,"the good thing to her is even she eats a lot everyday shes not getting fat because all the foods she prepares are healthy and delicious, not fatty foods and she uses olive oil which is good for the health",对她来说，好事是她每天都吃很多她都不会脂肪，因为她准备的所有食物都健康可口，而不是脂肪食物，而且她使用的是橄榄油，这对健康有益
14337,UgweI4lENirYu5USYYJ4AaABAg.94G4Lji73LH94k6MovH9pg,1,"even with someone helping, the camera work is great! i could have people helping me film stuff and i am 100% sure it wouldn't look this good. having help doesn't undermine the skill she has.",即使有帮助的人，相机的工作也很棒！我可以让人们帮助我拍摄东西，我100％确定它看起来不会很好。得到帮助不会破坏她的技能。
27542,UgzAZjJKw_o8AI7YzX94AaABAg.8ydt4Y210zF8yoDV_IfFOt,1,i think those food are really good!,我认为那些食物真的很好！
27606,Ugzw78p_8MH4QIENE_l4AaABAg,1,"looking at the real ingredients, the fresh ingredients feel that different bamboo shoots can be made from dry goods.",看着真馋人啊 新鲜的食材做出来的感觉就是不一样 笋衣原来可以做干货的 学到了一手 小姐姐啥时候做个干豇豆烧肉让我们过过眼瘾就好了
13870,Ugzn5R9o3lj-pe5oSKV4AaABAg,1,"she does a good job. i think i want to marry her and learn from them. the food look delicious. breakfast, lunch and dinner.",她做得很好。我想我想嫁给她并向他们学习。食物看起来很美味。早餐午餐和晚餐。
15753,UgyjLMSPU6TfyGdJSJl4AaABAg,1,"woahhh... the plant she is harvesting and cooking with the bean is called in french ""pourpier potager"" or "" purslane vegetable"" descriped as an ""invasive species"" for the occidental gardeners. but actually, it's a really good plant to eat for the taste and the fact that she contains lot of vitamin a, c and omega-3. check more about it ...https://www.nutrition-and-you.com/purslane.html",哇...她正在收获和用豆子烹饪的植物中，用法国“ popier potager”或“ cur菜蔬菜”作为西方园丁描述为“入侵物种”。但是实际上，这是一种非常好的植物，可以吃的味道，而且她含有大量的维生素A，C和Omega-3。查看有关它的更多信息... https：//www.nutrition-and-you.com/purslane.html
16077,UgwnEwzxuQVpXuMo6m54AaABAg,1,whoever shot this is good at his/her work. excellently shot,无论谁开枪的人都擅长于他/她的工作。出色的射击
25079,Ugz5qjdw15y9WFwruYF4AaABAg,1,"i really like to watch this girl, and people look good to cook. i want to marry such a wife.",这女孩我真喜欢看啊，人也好看厨艺真好啊，我想娶个这样的老婆呵呵，
26414,Ugw6iDxXdV8-kY3HuuR4AaABAg,1,"this girl is the most beautiful, on earth! she is good looking too! grandma eats pretty good! what a wonderful look at china. thanxz",这个女孩是地球上最美丽的！她看起来也很不错！奶奶吃得很好！对中国真是太好了。 thanxz
18242,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92p4bU1ZxJO,1,@lucychan2822 food from the north are usually more hearty and dense so if you happen to have super wasp/vietnam-southasian-ish taste you prob won't enjoy those. but she cooks for her family--and what's the point of making modified pho or some psuedo og superfood bamboo salad when one could appreciate a good slurp of good ol' mifen? it's never about the food,@lucychan2822来自北方的食物通常会更加丰盛和稠密，因此，如果您碰巧拥有超级黄蜂/越南 - 南方风味，那么您可能会喜欢这些。但是她为家人做饭 - 当人们能欣赏好善良的好ol'Mifen时，做改良的pho或一些Superfood竹沙拉有什么意义？从来都不是关于食物的
25226,UgyKnSJyLEDK6-28WXx4AaABAg,1,vietsub good,vietsub良好
18239,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92oCuPjG7gh,1,"@sometimesitdown hold on a sec, what you called the garbage? we do have good food in the north, do you know the lu of the four styles of chinese cook? have you even tried some real good restaurant in the north? duck of beijing, hot pot of north muslim, noodle in variable north style, the four northeastern simmerings ... not like those shitty recent restaurant you can find everywhere, those real traditional restaurants are always stay where they were, waiting for their regular clients",@SometimesItdown在SEC上保留，您称之为垃圾？我们在北部确实有美味的食物，您知道四种中国厨师的lu吗？您甚至在北部尝试过一些真正的好餐厅吗？北京的鸭子，北穆斯林的火锅，北方风格的面条，东北四个小火……不像那些近乎糟糕的餐厅，您可以在任何地方找到，那些真正的传统餐厅总是留在他们所在的地方，等待他们的常规客户
25288,Ugz5Uzo_kzEtnwBFiwt4AaABAg,1,"oh my goodness, chinese are so much like naga tribe people from nagaland. wish you visit nagaland, n enjoy naga biggest festival (hornbill festival).",哦，天哪，中国人非常像纳加兰的纳迦部落人。希望您访问纳加兰，享受纳迦最大的节日（Hornbill Festival）。
17783,Ugx1Enk4a7DZ5ho5uOt4AaABAg,1,i bought it on taobao is really good,我在淘宝买了 确实很不错呢
17762,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92lpZ-eBtJq,1,in fact. in china. female always cook with her ownself. so chinese women much good at cooking. i sincerely hope that you could taste chinese food by hand-making,实际上。在中国。女总是自己做饭。因此中国女性擅长烹饪。我衷心希望您可以手工品尝中国菜
25703,UgxNC6ZYblCGz8vWWrF4AaABAg,1,lizqi has good appetite. the pot was so big that can be shared for 4 people.,Lizqi的食欲良好。锅是如此之大，可以为4个人共享。
25740,Ugxu-m0uN952WQXtZe54AaABAg,1,"i would like to be live with you.
it's like a brother or care taker or your cameraman or what ever it be. omg you're so good. i'm addicted to watch your videos.","我想和你一起生活。
就像一个兄弟或照料者或您的摄影师或那样。天哪，你真好。我沉迷于观看您的视频。"
17728,UgwpQO86oFAAcVwcsoh4AaABAg,1,"no other, sichuan girl is really good -looking",别的不说，川妹子真的是好看
16916,UgyeHWrQefbDLW0rs-N4AaABAg.92q3xBmk4Wo92vsrgRJJu5,1,good camera +good skills= best scenary,良好的相机 +好技能=最佳场景
25872,UgzJEVLnNnfdF7J1-JR4AaABAg,1,i would love to try some of her recipes!!!! her food always looks so good,我很想尝试她的一些食谱！她的食物总是很好
16570,UgypD9ymRXUGsflbTwx4AaABAg,1,doing very well and your cooking queen is very good,做得很好，你的烹饪皇后很好
16567,UgypyOZ1Ffv9pXpYlVN4AaABAg,1,the first time i watched .... 774 million subscriptions are scary ... i'm sorry ... i saw so good now,第一次看....774万订阅好吓人....对不起....现在才看到这么优的
26315,Ugx_deUca36dtzLftBB4AaABAg,1,"not only beautiful, also good skills. wish you good health always",不仅美丽，也是好的技能。祝你永远健康
16461,UgxZtMzUcUNvdGOscyt4AaABAg,1,"all sorts of herbs, exotic fruits, some root crops eat. i like it. at the same time, these people cook very tasty. with spices. spices regulate the metabolism in the body with proper use. health and good luck to everyone.",各种草药，异国果实，一些根作物吃。我喜欢。同时，这些人烹饪非常好吃。带有香料。香料可通过适当使用来调节体内的新陈代谢。健康和祝你好运。
16360,Ugz-PxPeXDViQ__23cl4AaABAg.92w9T32MS-2938sNJ2JQ6s,1,mujkocka —stop bullshitting plz..u a chinese farmers wife know english ..lol..i am sure this youtuber has big team and ppl who write pait i’ve comments for her ..regardless production is top notch ..i did not care if she is not real ...she is a good actress,Mujkocka - Stop Bullshitting plz..u中国农民的妻子知道英语.. lol ..我确定这个YouTuber有大团队和PPL，他们写了我为她评论的Pait。如果她不是真实的...她是一个好女演员
16290,UgzGo8lfYU11R34rFF54AaABAg.92wzyoDy2Ws93-cTa4zdW_,1,this environment is also good,这环境也忒好了
37,UgyKnfIOmLcJLLUUbKt4AaABAg,1,good amazing,很好的神奇
35417,Ugz9by9NpvZ95KE8F9F4AaABAg.8yURdYZKxRC8yUTo1sCDT8,1,"no bug, you have to watch it for a certain amount of minutes to make a view count, many folks, especially on this channel, tend to press like before watching as they know it can't be not good.",没有错误，您必须观看一定的时间才能进行视图计数，许多人，尤其是在此频道上，往往会像看之前一样按住，因为他们知道这不太好。
5724,Ugzo8i28LzTJ4pbx1qN4AaABAg,1,"certainly, the old chinese atmosphere is good.",当然，古老的中国气氛很好。
2242,Ugxjf-q6maepRcpQXGV4AaABAg,1,"looks so good, just makes me hungry. it's accompanied by rice must be delicious. and the place is still natural.",看起来很好，只是让我饿了。伴随着米饭一定很美味。这个地方仍然很自然。
4550,UgyWZhXePecqnThiMGR4AaABAg,1,"she is working alone, good job girl",她一个人工作，好的女孩
6896,UgwT_6SRUvfiLeAK_J94AaABAg,1,"food like these always makes me think ""thank goodness i'm asian"".",像这样的食物总是让我认为“感谢我是亚洲人”。
5903,UgzlzO-1rE655wGM5il4AaABAg,1,"i am a simple people who want to meet a serious partner, polite and calm. i hate lies, hypocrisy and stupidity. i want a good life with my partner for her who will respect me and love me for who i am. if you are interested here is my whatsapp. 491782570178",我是一个简单的人，想见一个认真的伴侣，礼貌而镇定。我讨厌撒谎，虚伪和愚蠢。我想要与我的伴侣一起度过美好的生活，她会尊重我并爱我的身份。如果您感兴趣的话，这是我的WhatsApp。 491782570178
5876,Ugx9yOLph0Gg6ppMCal4AaABAg,1,"in indonesia the name is bamboo shoots
good cooked lodeh and lumpia filling
haha","在印度尼西亚，名字叫竹芽
好的煮熟的lodeh和lumpia填充
哈哈"
6206,UgyipZQc_BuYh9ASqMh4AaABAg,1,what a good hostess. good luck to you.,多么好的女主人。祝你好运。
3883,UgyuMs3LNVjmzBJMn1F4AaABAg,1,"this is how life should be, feels good :)",这就是生活应该的方式，感觉很好:)
238,UgzpLcOuiupk_j4QrGR4AaABAg,1,"good morning, miss lizi, how rich you eat with your grandmother",早上好，利兹小姐，你和祖母吃得如何
4843,UgzXvosCxT1OSZsWPHx4AaABAg,1,"the vegetables are really good, oh my god, the bamboo shoots are mixed with rice. behhhhhh is delicious",蔬菜真的很好，天哪，竹芽与米饭混合。 Behhhhhh很美味
5780,Ugya9Pon61oQjonTOBh4AaABAg.9Fhz7qN5fiT9GHQuT2EKhb,1,"your videos are good as well, keep it up!!",您的视频也不错，请继续努力！！
2351,UgyMUQ_GZVh-0ODFWfh4AaABAg,1,cooking good dishes are super may be i don't,烹饪好菜超级可能是我
484,UgyImyN0eZNB_CBEJvt4AaABAg,1,"i admire you, you are so good, i love watching your videos",我很欣赏你，你真好，我喜欢看你的视频
5928,UgwS7SB7D6tYicwC8ZZ4AaABAg,1,"i am a simple people who want to meet a serious partner, polite and calm. i hate lies, hypocrisy and stupidity. i want a good life with my partner for her who will respect me and love me for who i am. if you are interested here is my whatsapp. 491782570178",我是一个简单的人，想见一个认真的伴侣，礼貌而镇定。我讨厌撒谎，虚伪和愚蠢。我想要与我的伴侣一起度过美好的生活，她会尊重我并爱我的身份。如果您感兴趣的话，这是我的WhatsApp。 491782570178
2843,UgyvHehMN-k-yUj8PQ14AaABAg,1,it feels good to watch your videos. i wish you more success. good luck. thank you very much,观看视频感觉很好。祝您成功。祝你好运。非常感谢
5086,Ugxo0oHZ_BN9DOcbD8R4AaABAg,1,"hello everyone, remember to stay positive and to bring good vibes only โค๏ธ๐ค

๐(haters always gonna hate)","大家好，请记住保持积极的态度，只带来良好的共鸣❤️

"
6627,UgwtQBiA405SkzpxVCh4AaABAg,1,you are very good,你很不错
7507,Ugw3FOx1jRPxdSwX6kd4AaABAg,1,"i don't know what it is, but it seems to be so good .... ๐คญ",我不知道那是什么，但是看起来太好了。
7295,Ugxjw2_A1Wg_gPmil1N4AaABAg,1,feel so good <3,感觉很好<3
5702,Ugw1DdxA_9LkG-phyZ14AaABAg,1,"many people now like li ziyi's videos, and even raise them to the level of cultural output. i oppose this approach. although i also like her videos, i think that excessive praise is to kill. her team needs to work hard on video creation, instead of rushing to bring goods. many of the products of li ziyi brand on the market now have nothing to do with her videos. they are processed by foundries. many people who do not know will definitely not buy it again. then her business model can only be just only stay on a gimmick. the advantage of the li ziyi team is that the video shows the beauty of the american rural life in a beautiful way. there are many places that can be deeply excavated in such the subject matter. putting energy on it will make them go further.",现在有很多人喜欢李子柒的视频，甚至将其抬高到了文化输出的层次，我反对这样的做法。我本人虽然也很喜欢她的视频，但我认为过度赞誉就是捧杀，她的团队需要进一步在视频创作上去努力，而不是急着去带货。现在市面上很多李子柒品牌的商品，其实和她的视频没有什么关系，都是代工厂加工的，很多不知道的人购买后肯定不会再次购买了，那么她的商业模式也就只能仅仅停留在一个噱头上。李子柒团队的优势在于视频以一种唯美的方式展示了中国乡村生活中美的一面，这样的题材还有很多可以深度挖掘的地方，把精力放在这上面会让她们走得更远。
