,cid,votes,time,含woman,含woman中文翻译
13244,Ugyc7zahT8ehiXlvQ4x4AaABAg,0,3 years ago,inspiring... courageous... brave woman....,鼓舞人心...勇敢...勇敢的女人...
9822,Ugz141qmlY3mt-Lk_KR4AaABAg,0,3 years ago,the woman has 1 o2,女人有1 O2
11999,Ugw57H8E4szIhLzsjph4AaABAg,0,3 years ago,"does this wonder woman run 2 channel s ,",这个神奇女侠运行2频道S吗？
11973,UgyLUW7ndwSlRoO62V54AaABAg,0,3 years ago,"it's like she made a channel out of the first 5 minutes of ""eat drink man woman.""",就像她从“吃饮料男人的女人”的前5分钟中制作了一个频道。
11831,Ugy7N1paVHn0QbS1zCJ4AaABAg,0,3 years ago,i can’t marry such a woman for two lives.,我两辈子也娶不到这样的女人 没修来那副 没基德
11787,UgyFjRCaYfdhMPJnFHF4AaABAg,0,3 years ago,i would have such a woman. gold sonya and in a hut would have stayed to live,我会有这样的女人。金索尼娅（Gold Sonya）和小屋里会留下来
11782,Ugz0pVKmfpT5nvlrAM94AaABAg,0,3 years ago,that's why i'm looking for a girlfriend like that pretty woman who delicious prepares the food,这就是为什么我正在寻找一个像那个漂亮女人的女朋友，她准备食物
10879,UgxqccvNecH_x2H3G1R4AaABAg,0,3 years ago,beautiful woman,美丽的女人
11773,UgwimP69yKhGU7Xh5_54AaABAg,0,3 years ago,peel my bamboo kid on such a beautiful woman,把我的竹子剥在如此美丽的女人身上
11669,Ugz4v3NDvFwbqZAlNrd4AaABAg.97MWmJxtxx_97QIEMCP6w9,0,3 years ago,"it seems to me that this is a feature film, the ideal world, so to speak, is ""man and woman"", ""big family"", ""mom and child"", etc., and this is ""grandmother and granddaughter"", but it is beautifully shown here "" culture "", china, an ideal culture. who would not say, all the same, they have a great one. in the first place, food. close, they use a huge number of herbs, plants that surround them.
unfortunately, the war, revolutions, destroyed a lot, memory. then i remember from childhood, as my grandmother said, my grandmother’s neighbors, that many herbs that surrounded them used to eat, used food and praised, but i don’t remember exactly. ..
but the film is very beautiful!","在我看来，这是一部故事片，是理想的世界，可以这么说，是“男人和女人”，“大家庭”，“妈妈和孩子”等，这是“祖母和孙女”，但是它在这里很好地展示了“文化”，中国，一种理想的文化。谁不会说，他们都有一个很棒的文化。首先，食物。近距离。他们。
不幸的是，战争，革命，摧毁了很多，记忆。 .. ..
但是这部电影很漂亮！"
11664,UgwckMffwDr7DGfikIt4AaABAg,0,3 years ago,a woman who is so good and good,一个如此善良的女人
11058,UgxXFZ-jwymPMtvu2qp4AaABAg.983LDEPShIm989M2pacEG9,0,3 years ago,not chef...every female in china can cook.she like a traditional woman in china past few years.,不是厨师...中国的每个女性都可以做饭。她像过去几年中的中国传统女性一样。
11132,UgxxsbBPBqPelKESmi14AaABAg,0,3 years ago,"if you want to get maried with a woman, that woman should be liziqi.",如果您想与一个女人结婚，那个女人应该是利兹奇。
11496,Ugwu6O4m33MZK9KHs1x4AaABAg,0,3 years ago,"it makes it look so easy, but what i like most is that it is seen that this woman has a unique personality",它看起来如此容易，但是我最喜欢的是，看到这个女人具有独特的个性
11146,UgwSKMSF_3lhQggC2hN4AaABAg,0,3 years ago,love this woman. ❤️,爱这个女人。 ❤️
11357,Ugwt7aTLE9sd0bA9ejd4AaABAg,0,3 years ago,"at first glance, it is a big investment, and the camera soundtrack is extremely professional. this woman is not a rural girl. i grew up in rural areas in the south. she lacks the spirit of rural girls. the face is full of entertainment in the big city, and she can only say that she was deliberately packaged. not pure ...",一看就是大投资，摄像配乐都是极其专业。这女人100%不是农村女孩，我就是南方农村长大的，她缺少农村女孩的那种精气神。脸上满满的是大城市的那种妖娆，只能说她是刻意包装出来的。不纯粹.....
11348,UgyROcmatFjcJ5eNSSB4AaABAg,0,3 years ago,a good woman ❤️❤️❤️❤️,一个好女人❤️❤️❤️❤️❤️
11317,UgxtLMdS_TLGz3imc1d4AaABAg,0,3 years ago,just wow... what a woman,哇...一个女人
11297,UgzCcsYRh0bwEtTIyTZ4AaABAg,0,3 years ago,typical female ideal woman: d,典型的女性理想女人：D
11284,UgzSAl-IGW3mpLK-FLJ4AaABAg,0,3 years ago,"you are a true woman, just well done imes imes",你是一个真正的女人，做得好
11270,UgwaGWx_waRsj9IWyyt4AaABAg,0,3 years ago,i fell in love with this woman.,我爱上了这个女人。
11265,Ugzfxs1Lq-FitikIqPZ4AaABAg,0,3 years ago,this woman is amazing! need to more.,这个女人很棒！需要更多。
10704,Ugz2hOaSgRhp9P28DzJ4AaABAg,0,3 years ago,i need a japanese woman who has a big heart for a wife...not money.,我需要一个日本女人，她对妻子有一颗大心...而不是钱。
10596,Ugwno4RQ0Q6RxHNBEG54AaABAg,0,3 years ago,"love your videos liziqi they are so relaxing u r suck a talent woman. i admire you girl, take care",爱你的视频liziqi，他们很放松，你吮吸一个才华横溢的女人。我很欣赏你的女孩，保重
13195,Ugywt6vDlcOTvRTf-hR4AaABAg,0,3 years ago,model woman,模范女人
10592,UgxLte90zy-IGwbZn6Z4AaABAg,0,3 years ago,you are a very talented and strong woman. very proud of you to be able to live off the land that way. amazing!! thank you for sharing,你是一个很有才华和坚强的女人。为您能够以这种方式生活在土地上而感到自豪。惊人的！！感谢你的分享
13184,UgzOpEhj1IUqoEbggNF4AaABAg,0,3 years ago,"ống kính tây bắc subscribers
guys, i hope that you can see my comment. i'm here to tell you something about her childhood and now. as far as i'm concerned, her mother passed away when she was little. soon after, her father married another woman. her stepmother was mean, she was like every stepmother you've read about in the fairy tales. ziqi was forced to do all the housework, she didn't even get to go to school usually. her grandparents were very supportive to her and protected her, they are the most important people to her. her father passed away then, and idk what happened to her stepmother after that. she then quit school and came to the cities to work as much as she could to help her grandparents. she has been a waitress, a dj and all the other stuffs. but then, her granddad passed away, and her grandmother as you all see in the videos was sick. so she quit everything and came back to her hometown to take care of her grandmother although she knew that the finance would be a burden. she then figured out how to make a video. she made the video how to dye cloth by grapes' skin and people love it. she did all the work by herself and try again countless times. one video that is making chinese noodles, everytime she has set the camera angle, the dough got dry and she cannot use it anymore. so she had to make the dough by scratch again and again to record. the dough that was dry, she then baked them into bread for her and her mother to eat. she then said that she was scared just looking at the bread for a while. when she had some money earned from the videos, she hired some camera men, just 2 or 3, to support her. but the fame and popularity have led to her lack of privacy. papparazi, fly cams are all over her house, she feels really sorry and somehow guilty to her grandmother because of that. she suggested moving to another house but her grandmother told that she had lived in the house for her entire life, so she wouldn't want to move. some people may say that the videos are fake, that she didn't actually do what was shown in the videos, she just shows her hardworking hands. she really has had an unfortunate childhood, so she deserves what she has today. please, if you find my comment interesting, leave a like. this is based on my own knowledge so if i'm wrong, let me know. you can support her by clicking the ads or watching it till the end. thank you ❤","ốngkínhtâybắc订户
伙计们，希望您能看到我的评论。我在这里告诉您有关她的童年和现在的信息。就我而言，她的母亲小时候去世了。不久之后，她的父亲嫁给了另一个女人。她的继母是卑鄙的，她就像您在童话故事中读过的每个继母一样。 Ziqi被迫进行所有家务劳动，她通常甚至都没有上学。她的祖父母对她非常支持并保护她，他们是她最重要的人。她父亲那时去世了，在那之后她的继母发生了什么事。然后，她退出学校，来到城市尽可能多地工作以帮助她的祖父母。她一直是女服务员，DJ和所有其他东西。但是随后，她的爷爷去世了，当你在视频中看到的那样，她的祖母病了。因此，她辞去一切，然后回到家乡照顾祖母，尽管她知道财务将是一个负担。然后，她想出了如何制作视频。她制作了视频如何用葡萄的皮肤染色布，人们喜欢它。她自己做所有的工作，然后无数次重试。一个正在制作中国面条的视频，每次设置相机角度时，面团都会干燥，她再也无法使用它了。因此，她不得不一次又一次地划痕才能记录下来。干燥的面团，然后将它们烤成面包供她和她的母亲吃。然后，她说她只是害怕看面包一段时间。当她从视频中赚钱时，她雇用了一些只有2或3个相机的人来支持她。但是，名望和受欢迎程度导致她缺乏隐私。帕帕拉西（Papparazi），苍蝇凸轮都在她的房子上，因此，她对祖母感到非常抱歉，并以某种方式感到内gui。她建议搬到另一所房子，但她的祖母告诉她一生都住在房子里，所以她不想搬家。有些人可能会说这些视频是假的，她实际上没有做视频中显示的事情，她只是展示了勤奋的手。她确实有一个不幸的童年，所以她应该得到今天的一切。请，如果您觉得我的评论很有趣，请留下类似。这是基于我自己的知识，所以如果我错了，请告诉我。您可以通过单击广告或观看直到最后来支持她。谢谢"
13174,UgwPpcEdjMq-p35E7Y94AaABAg,0,3 years ago,is there really a woman like this in the real world ??,现实世界中真的有这样的女人吗？
13168,Ugz2tgBzcENwROqV0YV4AaABAg,0,3 years ago,you are a strong and beutifull woman. can you be my friend?,你是一个坚强而beutifull的女人。可以跟你作个朋友吗？
13086,UgxXNZvk3CEZb2xlwrh4AaABAg,0,3 years ago,"beautiful woman, delicate but at the same time strong. i love your videos.",美丽的女人，精致，但同时又强壮。我爱你的视频。
13062,UgzO30ZZd2hXrbimMdR4AaABAg,0,3 years ago (edited),there is something so attractive about the feminine grace of a chinese woman,中国女人的女性恩典有些吸引力
13058,UgwGxQkuM2dUrCD1jqJ4AaABAg,0,3 years ago,such a woman comes to labor and capital,这样的女人 给劳资来一打
12950,Ugz_AMjizy83vyZP_uV4AaABAg,0,3 years ago,the woman of my house will be the mother of my children,我家的女人将是我孩子的母亲
12874,UgyQfh0YRcBM2Bqn_dN4AaABAg,0,3 years ago,very attractive woman especially if she cook like that,非常有魅力的女人，特别是如果她这样做
12865,UgyYXLpS77Ap5EHbpFx4AaABAg,0,3 years ago,"not a woman, but a treasure .",不是女人，而是宝藏。
10306,UgyNrjruMdUkC4yZO9d4AaABAg,0,3 years ago,this.....is a real woman....this is what a man needs,这是一个真正的女人....这是男人需要的
12775,UgwZcTsd95zPEoK2Re14AaABAg,0,3 years ago,i love this woman she is ba for sure,我爱这个女人，她肯定是学士学位
10326,Ugw4QTLrQ5WfKBm3G514AaABAg,0,3 years ago,this woman unbelievable very smart and she can do everything i wish to meet her 1 day if i'm lucky ❤❤❤❤to learn from her,这个女人令人难以置信的非常聪明，如果我幸运地向她学习，她可以做我想遇到她1天的一切
12572,UgwV96Se8C11bevKoN54AaABAg,0,3 years ago,strong woman,女强人
12558,Ugzj8UgBMrSqJItdNx54AaABAg,0,3 years ago (edited),the everything woman plants crops harvests climbs mountains swims rivers has a whole grocery store of food in the forest has acres and acres and acres of a cultivated garden works all manner of wonderment makes clothes makes utensils maintains 100 acre estate all by herself washes clothes makes clothes out of spider webs the wonder woman cooks all manner of fine cuisine. wow finds all manner and types of rare plants and mushrooms just a few feet into the woods,女人植物作物收获的所有东西攀登山脉河流河流在森林里有整个杂货店的食物，那里有英亩，英亩和一英亩的耕地花园作品，各种各样的奇观使衣服使餐具维护100英亩的庄园从蜘蛛网中脱颖而出，《神力女超人》烹饪各种美食。哇，发现各种方式和类型的稀有植物和蘑菇，仅几英尺
10396,UgyvmN2HTXRaBJVJm8V4AaABAg,0,3 years ago,here the grandmother was lucky with the granddaughter of a beautiful artist craftswoman and cook,在这里，祖母很幸运，是一个美丽的艺术家手工艺人和厨师的孙女
10397,Ugwf1R4cJZY7H_Rs-Dx4AaABAg,0,3 years ago,this is the craftswoman of the cook,这是厨师的工匠
12362,UgzZQDIGm1e10LwqKXZ4AaABAg,0,3 years ago,with such a woman you want to marry even if you are reluctant to marriage.,即使您不愿婚姻，也要与这样的女人结婚。
12359,UgzzjWt_85U_h49FNwF4AaABAg,0,3 years ago,i would kill for a woman like her a big to far but u get what i mean i would help her out with the cooking and gardening she cute af,我会为像她这样的女人杀死一个大而远，但你明白了我的意思我会帮助她做饭和园艺，她可爱的AF
12238,Ugw1zA30qYn9RegXUVF4AaABAg,0,3 years ago,i really like this woman. and i wish i could visit her one day.,我真的很喜欢这个女人。我希望我可以有一天拜访她。
14925,UgyLCerhYTWyGgnj73V4AaABAg,0,3 years ago,"the ideal woman

","理想的女人

"
14960,UgyWVrXvvuEL5rEei9x4AaABAg,0,3 years ago,wow what a fascinating woman,哇，真是一个迷人的女人
20291,Ugwwsk9Y__uEutBcfBp4AaABAg,0,3 years ago,proverbs 31 woman!!!,谚语31女人！！！
18553,Ugy34GE1llTVHT9XDO94AaABAg,0,3 years ago,she is superwoman.,她是超级女性。
19119,Ugz8QDGTZWaL-DGPo894AaABAg,0,3 years ago,hard working woman..,努力工作的女人..
7342,Ugw8gcNxnyn0lgjNJLx4AaABAg,0,2 years ago,what a woman !!,什么女人！
7361,UgxLD7C3nKLanATkYQx4AaABAg,0,2 years ago,"not a woman, but a bust",不是女人，而是半身像
19013,Ugw8cKubmFCPPp0wW9x4AaABAg,0,3 years ago,mushui mo woman women's shuishan shan ge;-;,木水ы人女人 水山 日手山戈 ;-;
18804,Ugx8kD8pyy6qsOq0-SZ4AaABAg,0,3 years ago,01.37 i'm still literate to watch this. how beautiful the grandmother's life is .... is he the grandchild? it would be wonderful when i lived quietly in the village with a blessing of a child or grandchild like this woman,01.37我仍在识字观看。祖母的生活有多美丽。...他是孙子吗？当我以像这个女人这样的孩子或孙子的祝福悄悄地住在村庄时，这将是很棒的。
18751,UgwOx7o6FOODxL2oLrx4AaABAg,0,3 years ago,such a beautiful woman,如此美丽的女人
18710,Ugx8hsD_od1bg6dSoqJ4AaABAg,0,3 years ago,she is the woman who is very beautiful and hard work,她是一个非常美丽和辛勤工作的女人
18703,Ugya-aAMjvLvKEoLWOl4AaABAg,0,3 years ago,"from the first like watching this channel 
like the way he cooks 
tough woman","从第一个开始，就像看这个频道
就像他做饭的方式
坚强的女人"
7462,Ugyie-wz0-u_7bHJV3F4AaABAg,0,2 years ago,"oh' my god! were can i find a woman like that?
i'm addicted to seeing her doing everything so easy do they have schools for that??
i want to send her money for tool's","我的天啊！我可以找到这样的女人吗？
我沉迷于看到她做的一切如此简单，以便为此提供学校吗？
我想把她的钱寄给工具"
7488,Ugzs4EoKkRoBnPmzFLZ4AaABAg,0,2 years ago,"from an infinite beauty and purity that comes from mother earth, hopefully we were like that, i think that wisdom comes from that loving old woman i congratulate you you are a spectacular woman",从地球母亲带来的无限美和纯洁之中，希望我们就是这样，我认为智慧来自那个爱的老女人，我祝贺你你是一个壮观的女人
14963,UgyhQc5u5ggY8FMhixF4AaABAg,0,3 years ago (edited),the hard -working and kind woman is the most beautiful! guiqiu: please be my wife!,勤劳善良的女人最美！跪求：请你成为我的妻子！
18322,Ugyj6QfYtOakXNmrMKZ4AaABAg,0,3 years ago,"our beautiful place to the point of being almost magical ,,,, a fantastic woman ....... talk more what, i always get at peace when i watch",我们美丽的地方到了几乎神奇的地步，
7557,UgzPPwkTIOPeUKrPC754AaABAg,0,2 years ago,wow amazing .. beautiful woman,哇惊人..美丽的女人
7681,UgzT4ClrMqMDYnJEQUN4AaABAg,0,2 years ago,supper woman,晚餐女人
17965,Ugya3-1oV_gaH1h3WyV4AaABAg,0,3 years ago,"li ziyi is indeed a talented woman, everything will be, who will marry who is blessed",李子柒确实是个才女，什么都会，谁娶了谁有福
7820,UgzwmxnL_ro7Qj5s2gV4AaABAg,0,2 years ago,"you are a beautiful woman.
both good","你是个美丽的女人。
两者都很好"
17928,UgxozlRxWi6uL5qVlLh4AaABAg,0,3 years ago,"this woman goes up the mountain to pick vegetables, grab snails, cook firewood and cook, and the movements are light and skilled. at first glance, they often do these living people, but she can't see any traces of labor on her. her temperament is quiet and gentle. , hands and feet are also white and tender like a rich lady. this has a strong sense of picture. i have to say that she and her team are really powerful. i think this is the appearance of the poet's life. the poem, from today, is a happy person, feeds the horse to split firewood, and travel around the world.",这个女人上山采菜，下河抓螺蛳，烧柴煮饭，动作轻盈又熟练，一看就是经常干这些活的人，但是在她身上却看不到任何劳动的痕迹，她的气质安静温婉，手脚也白白嫩嫩的像个富家小姐，这造就了很强的画面感，不得不说她和她的团队真的很厉害，我想这就是诗人笔下归隐田园的生活样貌，就像海子的那句诗，从今天起，做个幸福的人，喂马劈柴，环游世界。
17910,UgwlMcPAIEKRT2Oygxp4AaABAg,0,3 years ago,that woman is a spiritual guide from heavens,那个女人是天上的精神向导
17846,UgxQAz3_kgT3zbHRsdV4AaABAg,0,3 years ago,amazing lovely indostrious beautiful angelic woman...liziqi.,令人惊叹的可爱的印度美丽的美丽的天使般的女人... liziqi。
17745,Ugwud7CQFxfwPdgZChV4AaABAg,0,3 years ago,this woman is worth hundreds of millions. essence essence i'm so sour,这女的 身价上亿了吧。。。我好酸
7309,Ugxf_aXG56IzzOZn3Ld4AaABAg,0,2 years ago,"ziyi, you let every man, woman, and children love you.",子柒，你让每个男女老少都爱你啊。
7192,UgwonvTt8lLwD4NubLd4AaABAg,0,2 years ago,"wow i like vidio u๐๐‘, strong woman",哇，我喜欢vidiou
19184,UgxCiYRg3EO9AKoOLuB4AaABAg,0,3 years ago,"you are not just a great artist, you are also a beautiful and admirable woman ....",你不仅是一位伟大的艺术家，而且你也是一个美丽而令人钦佩的女人。
7003,UgxE7kmyLbFaL0CDCo14AaABAg,0,2 years ago,give this woman a netflix show,给这个女人一个Netflix表演
5849,Ugz5cKwOjkQH7FMRu3B4AaABAg,0,2 years ago,she served her mom compassionately and with love. what an ideal woman.,她富有同情心地为妈妈服务。多么理想的女人。
11235,UgwDts1pLEZF3ZAA6tx4AaABAg,0,3 years ago,i want to marry this woman,我想嫁给这个女人
19865,UgwdlIjifZ-jCl0RKRR4AaABAg,0,3 years ago,"hello from what i know, life propagated by this charming woman does not look so cute in the chinese countryside. the expansion of cities makes beautiful and peaceful villages turn into stinking and complained gutters, with highly processed food, and people eat it. and about such food that this beautiful lady presents, they can only dream about ... and this is sad. fate has prepared",您好，据我所知，这个迷人的女人在中国乡村看起来并不那么可爱。城市的扩张使美丽且宁静的村庄变成了臭味，并抱怨沟槽，用高度加工的食物和人们食用。关于这位美丽的女士展示的这种食物，他们只能梦想……这很可悲。命运已经准备好了
19838,UgxEr37bx_TYL7H6P014AaABAg,0,3 years ago,this beautiful woman slk kkkkkkk i would marry them easy she is amazing kkkkk,这个美丽的女人slk kkkkkkk我会嫁给他们轻松的她很棒的kkkkk
19827,Ugx8t8toV1We_erKhbt4AaABAg,0,3 years ago,"it's a woman, makes furniture c bambua there kitchen she is buying",这是一个女人，让家具C bambua在那里她要买的厨房
19776,UgxBZZ-JM4TgMLwDoKJ4AaABAg,0,3 years ago,that woman should be about 60 years and grandmother like 180,那个女人应该年满60岁，祖母像180岁
19751,Ugz7oTg67AAKRQTllxV4AaABAg,0,3 years ago,i need this woman in my life hahahah,我一生中需要这个女人哈哈哈
19749,Ugy6F-G8Cl8xn5X65hp4AaABAg,0,3 years ago,wonder woman on really life,神奇女侠真的生活
19706,UgybMtVSAO_-X-W93HB4AaABAg,0,3 years ago,what a woman who deserves all respect,一个应有的尊重的女人
19686,UgyjkO4abAacOnwpxwB4AaABAg,0,3 years ago,"she is my woman. if you can give me a chance, i will make you very happy",她是我的女人。如果您能给我机会，我会让您非常高兴
19683,UgzO_WGl1UvOTQle80d4AaABAg,0,3 years ago (edited),"zhi chi, a young woman who is kind, cooks, telling recipes and methods. for the general public good luck and happiness. today, stir -fried bamboo shoots, long beans, donated with the remaining grandmother to eat the next day or sell to earn money. the future is hoping to be rich, the little girl this is a genuine chinese, fruit plant. dry, pickled, pickled, branches, weeds, as fuel, raising animals for self -use, self -use, sell, sell, make it to see as well. do only do not talk people in and abroad like therefore have ten million fans to follow really awesome, the little and pathetic little girl her history is very attractive. right now, the little girl beside the bridge that she used to be famous is her life. history is in the clip that she spoke alone, answering with the fan club who was with two grandmother. near the bridge there are village headmen to help parents and grandfather at a young age. looks very difficult. wish you good health and good luck, both grandchildren, talented people 写给 泰国 看 看",智奇（Zhi Chi）是一个善良的年轻女子，烹饪，讲食谱和方法。对于公众祝你好运和幸福。今天，搅拌竹芽，长豆，与剩下的祖母捐赠第二天或卖钱。未来希望有钱，小女孩这是一个真正的中国水果植物。干燥，腌制，腌制，树枝，杂草作为燃料，饲养动物以自我使用，自我使用，出售，出售，也可以看到。只能不说话国外的人喜欢因此有一千万的粉丝要跟随真的很棒，小而可悲的小女孩她的历史非常吸引人。现在，她曾经出名的桥旁边的小女孩是她的生活。她独自讲话的历史是在剪辑中，与两个祖母的粉丝俱乐部回答。在桥附近有村长在很小的时候帮助父母和祖父。看起来很困难。祝您身体健康，祝您好运，两个孙子，才华横溢的人写写看看
5853,Ugz5cKwOjkQH7FMRu3B4AaABAg.9FTdddYPPFv9FulA3Lhx97,0,2 years ago,johanna yes indeed. because a man would be a servant for her woman as well. serve each other.,约翰娜确实是。因为男人也将是她女人的仆人。互相服务。
6189,UgzhLyXUOPLAWLF8TYF4AaABAg,0,2 years ago,the perfect woman doesn't exi........,完美的女人不接受........
19468,UgwVCWlhfDd5MGPda5F4AaABAg,0,3 years ago,ehhh what a woman ... i would like this,嗯，一个女人...我想要这个
19438,Ugxbw8AmswGvDK5Vyl54AaABAg,0,3 years ago,wonderful woman,很棒的女人
6726,Ugwp991tQlx0xsFnl2B4AaABAg,0,2 years ago,beautiful and diligent woman,美丽勤奋的女人
6860,Ugwn4kqRUKxgFvvz9bV4AaABAg,0,2 years ago (edited),"a man longs for such a life โ—
it's actually difficult.
in the first place, i do not meet such a beautiful, simple and good -looking woman ๐ฅ","一个男人渴望这样的生活❗
实际上很困难。
首先，我没有遇到如此美丽，简单和好看的女人"
19279,UgyGc-uW7lgMRCANecJ4AaABAg,0,3 years ago,amazing woman.,惊人的女人
19233,Ugxjn_unx_bRM5ELZ4J4AaABAg,0,3 years ago,she is a woman of my dreams. she is good. and live a simple life with nature this is my dream life.,她是我梦dream以求的女人。她是很好的。并与自然过着简单的生活这是我的梦想生活。
17737,UgwAKQ-8JIag0kN_deh4AaABAg,0,3 years ago,"i saw 1 video of this woman, and i fell in love and subbed asap. this is what a real woman looks like! is she married yet?",我看了1个关于这个女人的视频，我坠入爱河并尽快陷入困境。这就是一个真正的女人的样子！她结婚了吗？
17692,UgxyNEfNxTvgCoiPGIN4AaABAg,0,3 years ago,"oh not but in that kitchen one goes to one all day ... to be able to eat so well and then there is nothing left to wash. with which time the clothes are washed and if you have children to serve them ... of reason that before modernity it was impossible for a woman to get out of the kitchen. if eating rice i had to take away the shell, the same wheat ... a lot of work",哦，不是，但是在那个厨房里，一个整天都去……能够很好地吃饭，然后没有什么可以洗了。在那段时间里，衣服被洗了，如果您有孩子可以为他们服务...在现代性之前，女人不可能离开厨房。如果吃米饭，我必须带走贝壳，同样的小麦...很多工作
8105,Ugzbzmdo2lABV7-4UGZ4AaABAg,0,2 years ago,you are a very hard working woman ๐’ช,你是一个非常努力的女人
16122,Ugw0HHHw3qCp9mSe9oN4AaABAg,0,3 years ago (edited),"it looks good, and i want to get married as soon as i meet a woman like this.
i have to try a lot ...!
it's my style","看起来不错，我想在遇到这样的女人后立即结婚。
我必须尝试很多...！
这是我的风格"
16063,UgzFQQ1EtMPLbynV31x4AaABAg,0,3 years ago,the best beautiful woman of the world,世界上最好的美丽女人
15936,Ugx0SgUwJuU0yn9ZAU94AaABAg,0,3 years ago,it's a beautiful woman ~ the life power is strong ~,这是一个美丽的女人〜生活力量很强〜
15929,UgzrRe8Jasz8pw2HdcZ4AaABAg,0,3 years ago,she is a proverbs 31 woman but im just curious if she possess verse 30.,她是谚语31女人，但我很好奇她是否拥有30节。
15916,Ugz_awW2vWfTBea5V_l4AaABAg,0,3 years ago,it may be hard to believe but that woman is 40 years old. and the old lady is 400. i know. asians don't age.,可能很难相信，但是那个女人已经40岁了。老太太是400。我知道。亚洲人不老龄。
15897,UgxHbvZCbwQ6NKvKeQZ4AaABAg,0,3 years ago,the li family has a woman to develop,李家有女出养成
9065,Ugx_ZYpn8_xzzSN82z54AaABAg,0,2 years ago,beautiful japanese woman,美丽的日本女人
15712,UgyHUJ-f9o12o_ZM1Zx4AaABAg,0,3 years ago,amazing woman,了不起的女人
15663,Ugz7O34zIr_yvbT3XD94AaABAg,0,3 years ago,"i don't know who the best woman will be, but he's blessed.",我不知道最好的女人是谁，但他很幸运。
15625,UgxSONV9KCd2czAi4G54AaABAg,0,3 years ago,get yourself a woman that can do both,让自己一个女人可以做的女人
15615,UgyV9SX62SPF45DZ0TB4AaABAg,0,3 years ago,wow this woman is wonderful,哇这个女人很棒
9079,UgyJ5lC88j9SFAP2Llh4AaABAg,0,2 years ago,"how can it be a foreign language? watching the video, the strong woman who can work hard",怎么是外文，看视频，很能干活的女强人
9211,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9Bd8MVp-4YY,0,2 years ago,@starrygreen4774 with a woman's avatar is full of men's organs. it is really your time.,@starrygreen4774 用个女人的头像却满嘴男人性器官果然是你们的时代。
15465,UgwkU0IUiK7etuBaMSF4AaABAg,0,3 years ago,i love your videos you are a very good woman loves very beautiful grandma you do this with love and affection,我爱你的视频，你是一个非常好女人，爱奶奶非常漂亮，你以爱与爱心做到这一点
15361,Ugx2bhZldjuBDcXJq7x4AaABAg,0,3 years ago,"woman gathered whatever shit from the garden, she stuck",女人收集了花园里的任何东西，她卡住了
15345,UgxnrGXbB957EUtOGhV4AaABAg,0,3 years ago,daymnn i have so much respect for a woman who hugs bamboo shoots,Daymnn我非常尊重一个拥抱竹芽的女人。他们是非常痒的人
15194,UgzIRS9X6WfZqz6exRx4AaABAg,0,3 years ago,don't cheat us. your hands and the way you cutting bamboo shoot show you are an actor other than a rural country woman,不要欺骗我们。您的手和剪裁的方式表明您是一个乡村妇女以外的演员
15132,UgyDd785tYvpzokfbIt4AaABAg,0,3 years ago,"8.16 million subscribers. i wonder how much she makes from youtube alone each month. she probable could hire a team of more than a dozen farmers to help. based on the amount of veggies growing in her garden/farm, she would need more than ten farmers. add to that other labor intensive work (based on the other videos), such as raising lamb for wool, harvesting the wool and cleaning/dyeing/spinning the wool which she used to knit a huge winter coat. i know i won't be able to do all those without help. while i enjoyed the videos and admire her capabilities, i enjoy my simple life without having to toil like her. another note: unless she is selling them, why does she cook so much food? harvest so much veggies put into jars to ferment - that would last her ten years of fermented veggies, etc., etc. overall, one needs more than the knowledge of ten phd's to do all what she is doing in these videos. congratulations to her, super woman/girl. for city girls, don't dream of living like her, just not practical or possible. enjoy your city life.",816万用户。我想知道她每个月独自从YouTube中赚多少钱。她可能会雇用一个由十几个农民组成的团队来提供帮助。根据在她的花园/农场种植的蔬菜数量，她需要十多名农民。再加上其他劳动密集型工作（基于其他视频），例如抬起羊毛的羔羊，收获羊毛，清洁/染色/旋转羊毛，她用来编织一件巨大的冬衣。我知道我将无需帮助。当我喜欢这些视频并欣赏她的能力时，我享受了简单的生活，而不必像她一样辛苦工作。另一个注意：除非她要出售它们，否则她为什么要煮这么多食物？收获太多的蔬菜将罐子放入发酵中 - 这将持续她十年的发酵蔬菜等。总的来说，一个人比十个博士学位的知识更需要做她在这些视频中所做的一切。恭喜她，超级女人/女孩。对于城市女孩来说，不要梦想像她一样生活，只是不切实际或可能。享受你的城市生活。
15053,Ugzbti__M4_5rZJoUUB4AaABAg,0,3 years ago,i love her!! she's truly a dynamic woman. i'd be a terrible guest because i don't think i'd eat 90% of what she makes!! then i'd feel bad. then she'd be offended. i'd be asked to leave. it would be a whole thing.,我爱她！！她确实是一个充满活力的女人。我会成为一个可怕的客人，因为我认为我不会吃她所做的90％！那我很难过。那她会被冒犯。我被要求离开。这将是一件事情。
15014,UgxJ9A7_PAjIuVtRA094AaABAg,0,3 years ago,"you are an incredible woman, greetings from mexico.",你是一个令人难以置信的女人，来自墨西哥的问候。
16113,UgyXU_NoXc7x42A7H3d4AaABAg,0,3 years ago,wonder woman ! 2 thumbs up !!!!!!!,神奇女侠！ 2个大拇指！
16159,UgyNCK4o7xqcocWNGI94AaABAg,0,3 years ago,this woman is truly amazing!,这个女人真的很棒！
