,cid,votes,time,含woman,含woman中文翻译
32063,UgwmZzAHQCIzCmC_cFZ4AaABAg,4,4 years ago,"this woman is an engineer, a woodworker, a cook, an artist, a cinematographer, a video editor, and now she's snow white with those little puppies and a lamb like are you serious??",这个女人是一名工程师，木工，厨师，一名艺术家，摄影师，视频编辑，现在她是白雪公主，与那些小幼犬和羔羊一样，像你是认真的？
12110,UgyuCFLkLKEyMG43bUF4AaABAg,4,2 years ago,"i do not get tired of admiring this girl and this family. if there is paradise on earth, then he is here! all year round, complete abundance, fruits and vegetables grow in excess, but what beautiful! it is a pity that there are no russian credits. i would really like to know where this paradise is located. i would like to come and shake the hand with this needlewoman, and give a bow to this grandmother-assistant. i teach great pleasure from watching these videos. here it blows warm and family comfort.",我不厌倦欣赏这个女孩和这个家庭。如果地球上有天堂，那他就在这里！全年，完全丰富的水果和蔬菜长量生长，但是真漂亮！遗憾的是没有俄罗斯的信用。我真的很想知道这个天堂的位置。我想和这个针女的女性来握手，并向这个祖母助手鞠躬。观看这些视频，我教会了很高兴。在这里，它吹动温暖和家庭的舒适感。
13016,Ugy3RHHaoI21x8KH6tR4AaABAg,4,2 years ago,it looks like a wonderful woman appearing in ghibli ...,看起来像一个出现在吉卜力的好女人...
31205,UgxBPmGw0xIG1aIl6ZF4AaABAg.8wR1zKZ8whC8wb2bNgjPAq,4,3 years ago,she's beautifully and yet a talented woman,她很漂亮，却是一个才华横溢的女人
30980,UgwvNDbKM596dyOyQ-R4AaABAg,4,3 years ago,"this woman works a lot way more than me, and looking pretty while doing it",这个女人的工作方式比我要多得多，而且看起来很漂亮
5782,UgxBth9tP0YUew3FHY54AaABAg,4,2 years ago,i think i’m in love with this lifestyle and totally captivated by this real woman!,我认为我爱上了这种生活方式，并完全被这个真正的女人迷住了！
45942,UgznAfkWsrYKFlIKiOt4AaABAg,4,4 years ago,"i really like you, you 1 strong woman",我真的很喜欢你，你1个坚强的女人
3618,UgzFscPGSEyqUTdYngt4AaABAg,3,1 year ago (edited),"thank you for the wonderful video. ^_^
when i was little, i read in some article that i had a hard time.
but now i have become such a wonderful woman. ✨
thanks to the grandfather and the grandmother. surely.
it is always healed.","谢谢您的精彩视频。 ^_^
小时候，我在一篇文章中读到我很难。
但是现在我已经变成了一个很棒的女人。 ✨
感谢祖父和祖母。一定。
它总是被治愈。"
14131,UgxQIgANHb8hw5nVR_R4AaABAg,3,2 years ago,i like to watch liziqi on the weekends with a beer. best thing ever. i'd love to have a woman like that. she's so pretty in every way.,我喜欢在周末用啤酒看Liziqi。有史以来最好的事情。我很想有一个这样的女人。她在各个方面都很漂亮。
19288,UgxWef6bOh8X0hj733J4AaABAg,3,3 years ago,if you think her videos are fake look at her hands at 7:55 those hands are from someone whose worked hard their whole life. appreciate this amazing woman and be inspired.,如果您认为她的视频在7:55时是假的，那些双手都是从一生都在努力工作的人。欣赏这个神奇的女人，并受到启发。
19309,UgxUdpnrswe5g54WOol4AaABAg,3,3 years ago,"very beautiful woman
i can always see it","非常美丽的女人
我总是可以看到"
33594,Ugwi6MPmUUHVJiZrO-V4AaABAg.8vCZsi2p9r2903kZpxArQh,3,3 years ago,this woman does more in one day than me in a year,这个女人在一天之内做的比我一年多
47371,UgyNAFV9fdwJVF--MPl4AaABAg,3,4 years ago,"this woman is incredible, it's too much, how nice to know everything she knows",这个女人令人难以置信，太多了，很高兴知道她所知道的一切
5481,UgymJ3uVt_g_oeBaJc14AaABAg,3,2 years ago,i wish i could spend a day with this beautiful amazing woman. she is a true role model for women today. facts.,我希望我可以和这个美丽的惊人女人在一起一天。她是当今女性的真正榜样。事实。
27249,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9-H1fdL3An3,3,3 years ago,"thanks for sharing, i think she is adorable and a strong woman and soul. god bless her and her grandma in all things.",感谢您的分享，我认为她很可爱，是一个坚强的女人和灵魂。上帝保佑她和她的祖母在万物中。
6054,UgxbTHAT3WGqmCFZm9R4AaABAg,3,2 years ago,my respect for this woman is an example to follow,我对这个女人的尊重就是跟随
51263,Ugyq8xz6tV6nSTJb9Wt4AaABAg,3,4 years ago,she is really a true woman,她真的是一个真正的女人
43488,Ugzo1FOEREGiFyITaGd4AaABAg.8rLO06elMxx8rRsZQfk8Lg,3,4 years ago,yeah that’s literally truth she’s such magnificent woman,是的，这实际上是事实，她是如此宏伟的女人
8089,UgxOQQOdwKHtIXCTVuB4AaABAg,3,2 years ago,"she had me at sunflower seeds. but seriously, this woman know the meaning of the word accomplishment.",她让我在葵花籽上。但是说真的，这个女人知道成就这个词的含义。
22125,UgwOMZDQOiNSH7fjV1Z4AaABAg,3,3 years ago,i'm surprised this woman is not married. she wold make any man happy and proud to have her,我很惊讶这个女人没有结婚。她让任何男人都高兴和自豪地拥有她
37888,Ugx2a06nBAKS035uGEB4AaABAg,3,4 years ago,"clever woman, beautiful, this is how to name the video :))",聪明的女人，美丽，这是命名视频的方法:)）
44540,UgyCxbyJ6SYGzfUqhCx4AaABAg,3,4 years ago,i love this woman,我爱这个女人
8792,Ugxzh9avRBjIdXm4Z9x4AaABAg,3,2 years ago,the perfect woman dosent exi-,完美的女人dosent Exi-
6740,UgwWB6f8t3a3-UDujJ14AaABAg,3,2 years ago,a woman with few words but with lots of actions. impressive!,一个单词很少但有很多行动的女人。感人的！
21784,Ugyo9zgjLUD0bRd9uHh4AaABAg,2,3 years ago,this woman is the ideal of men ๐โ,这个女人是男人的理想
5152,UgzZmYpehyxOooJD0-54AaABAg,2,1 year ago,"what a smart woman!
so everything is neat.
beautifully removed. it seems that any work for the girl is easy.","多么聪明的女人！
所以一切都整洁。
精美的去除。似乎任何对女孩的工作都很容易。"
29369,Ugxg_ZqZYOIfDGVsg5F4AaABAg,2,3 years ago,chinese pastoral feminism should take a good look. what is a woman who can top half of the sky.,中国田园女权应该好好看看，什么叫女人能顶半边天。
4362,UgzPCvdsu1UhTgu6wwR4AaABAg,2,1 year ago,"liziqi, you are a great and talented woman ✨✨✨",利兹奇，你是一个伟大而有才华的女人✨✨✨
2432,UgzCxkeJthWWa25eWER4AaABAg,2,1 year ago,"this woman is very hardworking, good at cooking, and also beautiful
","这个女人非常努力，擅长烹饪，而且很漂亮
"
14110,UgwADWeYDU3usj8YpzR4AaABAg.9B2oZO_mhJG9B69opi5Wwc,2,2 years ago,or a woman!!!,或女人！！！
25543,Ugz-VvtvGJWZUTGH8RF4AaABAg,2,3 years ago,"she is the most talented woman ๐‘ฉ 
i respect you and i hope you would be happy forever!!
sorry for my easy english because i am japanese","她是最有才华的女人
我尊重你，希望你永远幸福！
对不起，我的英语简单，因为我是日本人"
38755,Ugwk6ZUMbg0AbG9fUBt4AaABAg,2,4 years ago,what a resourceful woman you are from tรผrkiye,你是一个来自türkiye的足智多谋的女人
41802,UgwnkOEoudekOjCEYy94AaABAg,2,4 years ago,poor old woman always is cold,可怜的老女人总是很冷
21767,Ugw1YJntTkCmvrWq1jV4AaABAg.93Lidwt3ONp93UMCPn4Ybc,2,3 years ago,"yeah, i m ashame of my life too. shes a superwoman",是的，我也是我一生的able。她是一个超人
30971,UgwC52AJ_5TuHvAUaqt4AaABAg,2,3 years ago,this woman would be a great mom,这个女人会是一个很棒的妈妈
27884,UgwBeMMcDFneUrYGFT54AaABAg,2,3 years ago,"after watching the two episodes of li ziqi's video, it is really smart! intersection good woman here .....^_^",看了两集李子七的视屏，真是心慧手巧！ ！好女人来的.....^_^
27716,UgxtHgYXjV0jbOLOOH14AaABAg,2,3 years ago,"really ""my ideal woman is really ๐’–๐’–",真的“我的理想女人真的是
15506,Ugydb_vbaefxZmhO61V4AaABAg,2,3 years ago,a wife like this should make any man happy for life. she is 10 times the woman that i have dreamed of.,这样的妻子应该使任何男人对生活感到高兴。她是我梦dream以求的女人的10倍。
27604,UgxbItUQ2NhmasotPZd4AaABAg,2,3 years ago,"a perfect woman, how can i marry her? oh, maybe she is a angel.",一个完美的女人，我该如何嫁给她？哦，也许她是天使。
26328,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy92z7fih3Vo4,2,3 years ago (edited),for those of you who still need something to help with depression check out empower plus vitamins from truehope they changed my life. good on you bug bug it takes a big person to admit to the public something like that. isn't it amazing how seeing someone living so purely how you instantly recognize the worth in it ? shes the most inspiring woman i've ever seen in almost 50 years on this earth. i'm sooo jealous of the man in her life lol,对于那些仍然需要一些东西来帮助抑郁症的人，请查看Empower和TrueHope的维生素，他们改变了我的生活。在您的错误方面很好，一个大人需要一个大人才能向公众承认这样的事情。看到某人如此纯粹地看着您如何立即认识到它的价值，这并不令人惊讶吗？她是我在地球上近50年来见过的最鼓舞人心的女人。我很嫉妒她一生中的男人
39923,UgybjmJYHLIwiHvAriR4AaABAg,2,4 years ago,how admirable girl proud that she is a woman,她为自己是一个女人而感到骄傲的女孩多么令人钦佩
39972,UgyASQoZGkyCO20vH7d4AaABAg,2,4 years ago,traduction please... espanish... i am mexican woman,请拖拉...尤比人...我是墨西哥妇女
17085,UgxjhKv1Ndw-3dM2B6d4AaABAg,2,3 years ago (edited),wonderful. are you a professional cook? and it's a great worker. such a woman is probably not in the current japanese. i want to see you once.,精彩的。您是专业厨师吗？这是一个很棒的工人。这样的女人可能不在目前的日本人中。我想见一次。
5234,Ugy1K-urkNpSaSYx6KN4AaABAg,2,1 year ago,china’s superwoman,中国的超级女性
30972,Ugy3xQOpVn1--rop70l4AaABAg,2,3 years ago,ok seriously.. is there anything this beautiful amazing young woman can not do? ๐’๐’,好吧，这是这个美丽的少妇做不到的吗？
31812,UgzcDGmwt1euCQoVgAx4AaABAg,2,4 years ago,huge respect for this woman. when will the western feminism learned?,对这个女人的极大尊重。西方女权主义什么时候才能学会？
