,cid,votes,time,含feel,含feel中文翻译
16783,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI92y3xruGPnD,3,3 years ago,"@nonme-zo8mx, don't you know the difference between the work and the documentary? it is individual know that the work is inevitable and reality for the landscaping of the picture. only you feel that you have discovered the secret secrets. want to see ""real"" to go fast, a lot of a lot",@noname-zo8mx 你搞不清楚作品和纪录片的区别吗？是个人都知道作品为了画面美化必然和现实不同，只有你觉得自己发现了惊天大秘密。想看“真实”去快手啊，一大堆
24194,Ugz5zEh-f60meazAxZ94AaABAg,3,3 years ago,"aah delicious food . i can feel the aroma from my phone . 
nice channel . nice spirit.","aah美味的食物。我可以从手机上感觉到香气。
不错的频道。好精神。"
100,UgzIX6v6qNFz5C4zBx94AaABAg.9qE0PYZQ1zp9qHvyoC-3vA,3,2 weeks ago,"she has terminated her contract with her company due to some issues. they took too much of the royalties out of her videos when she did all the job. they couldn't convinced her anymore so she just stop making any videos. i heard she's now doing some tour around other countries to demonstrate china's culture. she pretty much doing fine. i miss her videos as well, but she had chose her right. i always come back to her old videos whenever i feel pretty stress out. probably hope one day she'll come back again .",由于某些问题，她已终止与公司的合同。当她完成所有工作时，他们从她的视频中取出了太多的特许权使用费。他们再也无法说服她了，所以她停止制作任何视频。我听说她现在正在其他国家进行一些巡回演出，以展示中国的文化。她几乎很好。我也想念她的视频，但她选择了她的正确性。每当我感到非常压力时，我总是回到她的旧视频。可能希望有一天她会再次回来。
6370,UgyC1hGuDLeLskoc7h54AaABAg,3,2 years ago,"i love watching these videos!! i feel so relaxed, and i learn something!!",我喜欢看这些视频！我感到很放松，我学到了一些东西！
5797,UgwJsT0DXpSdfceI2Nl4AaABAg,3,2 years ago,"i love your videos so much, not only coz they are sooooo excellent, but also i am from sichuan. now i am living abroad. while i see these stuff and the ways you are showing and get the sichuan dialect you are speaking, i feel so closed to my hometown and my family, such a natural and true emotion form the bottom of my heart! really amazing!!!",我非常喜欢您的视频，不仅因为它们非常出色，而且我来自四川。现在我住在国外。当我看到这些东西以及您所展示的方式并获得您所说的四川方言，但我对我的家乡和家人感到非常封闭，这是我内心深处的如此自然而真实的情感！真的很棒！！！
7058,UgwCW9MbjkCAgkhp0614AaABAg.9DXl-VR6a829Di64kaIrGg,3,2 years ago,"you just buy it online and feel delicious. if you make it on the scene, you will be surprised.",你只是在网上买的就觉得好吃了，要是在现场做出来的你会大吃一惊的。
10673,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU799_3glC_4LY,2,3 years ago,"@mohammedharoon8453 im not a ccp... but im an overseas chinese...
thats why i know that it is vids about 5.000 years of chinese village culture... not about ccp
actually liziqi only needs ccp support for security guards
i feel very proud that chinese has the most advanced culinary& farming culture in the world
a peaceful culture , not a civilization/culture that based on guns bombs / robberies
ur just jealous. shame on u","@Mohammedharoon8453我不是CCP ...但是我是海外的中国人...
这就是为什么我知道这是中国乡村文化约5。000年的视频...与CCP
实际上，利兹奇（Liziqi）只需要CCP支持安全警卫
我为中国人拥有世界上最先进的烹饪和农业文化而感到自豪。
一种和平的文化，而不是基于枪支炸弹 /抢劫的文明 /文化
你只是嫉妒。对u"
26448,Ugw_jrzPSWa7kM4cpJd4AaABAg,2,3 years ago,"every time i watch her cook, i fall in love with her 
then reality wakes me up
#feelsbadman","每当我看她做饭时，我都爱上了她
然后现实唤醒我
#feelsbadman"
19105,Ugw_NnoHLvh5QTQjP5N4AaABAg,2,3 years ago,"the woman is very beautiful, capable, very diligent, and feels delicious.",女子很漂亮很能干很勤快 而且感觉做的菜好好吃我都流口水了
32918,Ugz3FH_-93t-gEqVUdx4AaABAg.8yUkS5gmmql8yVBV-4_Soo,2,3 years ago,"@richubai3863 every small detail you raised, miss li will make people feel chinese culture, the kind of peaceful, quiet and quiet beauty!",@richubai3863 你举的每个小细节，李小姐都会让人感受到中华文化，那种传承那种祥和，幽雅宁静的美好!
10108,UgyzguPXPf7_0CiPWXZ4AaABAg,2,3 years ago,it's 2.03 am and i'm watching her to feel the taste of satisfaction,现在是上午2.03，我看着她感到满意的味道
25295,UgwYImpX8fqov7pJZ_V4AaABAg.8z4iqVnIfGt8z7vH022efM,2,3 years ago,yeah.. i feel the same,是的..我觉得一样
32878,UgxN7NFGjJrEc7efRWd4AaABAg.8yUkoNRrTzC8yV2HO5ptsT,2,3 years ago,i feel excited,我觉得很兴奋
25679,UgyCs3gk2R3ZvlqwblZ4AaABAg,2,3 years ago,i don't understand wht r these ingredients bt ur videos r so satisfying..i watch ur videos whenever im not feeling so good it gave me good vibes,我不了解这些成分的bt ur videos r如此令人满意..我看着你的视频，每当我感觉不太好时，这给了我好的氛围
18131,UgwFFHbGBnpCqZxUaYx4AaABAg.92_4c6Udh6k92i8gyE4XBu,2,3 years ago,"some people really don't like xiaolang lin. they will feel unpleasant. there are still many people in china that i like to eat with my mother. my dad will not be able to bear it. when you go home, you will open the window. what you say is too ... you can't describe snail lion powder with nausea, after all, one of chinese food.",Xiaolang Lin 有的人确实不喜欢，他们会觉得味道难闻，国内还是有挺多人讨厌的，我跟我妈爱吃，我爸就受不了，回家就会开窗户
17941,UgxVd4SOGXAYOUDQbkJ4AaABAg.92e6BsyVPrJ92n0kzOMDg0,2,3 years ago,i also feel the same. essence essence essence so. essence i don't change water,我也是，同感。。。。所以。。我都不换水
10696,UgxqSpb3Gk81b3ZvGH54AaABAg.98VupjufjU79JKoOpUYA8b,2,2 years ago,"agreed, modern life is full if toxic that it makes this channel feels so peaceful and mesmerising.",同意的，如果有毒使这个频道感觉如此和平与迷人，那么现代生活就充满了。
5065,UgyRvO6ZgEgcfLNqrY94AaABAg,2,2 years ago,"the taste of snail lion powder ... too big white vinegar, it seems that the feeling of chemical experiment lessons is really delicious, why so many people love to eat?",螺狮粉的味道...太大一股白醋味，好像化学实验课的感觉，实在没吃出来哪里好吃，为什么那么多人爱吃呢？
26707,UgwYyFxWjEyjoI_rN494AaABAg,2,3 years ago,"it looks so lyrical and peaceful, so i feel comfortable all the time. the delicious dishes are a bonus haha",它看起来是如此的抒情和和平，所以我一直都很舒服。美味的菜是一种奖励哈哈
5138,UgwpC7C41IbwFLAFB5Z4AaABAg,2,2 years ago (edited),"now im feeling why i didn't born in japan๐ญ๐ญ๐ญ
my dream country japan ๐—พโค๏ธโค๏ธ๐‘๐ป



but these are all from china๐๐๐","现在我感到为什么我没有出生在日本
我梦dream以求的日本



但是这些都是来自中国"
19235,UgyZT0LTVqYCvl7QwWd4AaABAg,2,3 years ago,"it feels like shooting, not real life",感觉像拍片，而非真实生活啊
17420,UgwV-uzw6206Qx2IoKZ4AaABAg.92kaKG0I8dO92rF2D52Y2c,2,3 years ago,"actually it all lies within...if u had to do all this living there daily u may feel bored after sometime and want to explore cities.
so find ur true self u will b fulfilled no mater where and how u live :)","实际上，这一切都在其中...如果您每天都在这里做所有这一切，您可能会在某个时候感到无聊，并想探索城市。
因此，找到您的真实自我，您将无法实现您的住所，您的住所如何:)"
26713,UgxD8jmQXsF7LdYpsE54AaABAg,2,3 years ago,it is healing! i think i came to heaven ^^ i feel stable,它正在治愈！我想我来到天堂^^我感到稳定
5424,UgzopX7Yr44Dc0Gv2cZ4AaABAg.9GVsPeHCDNu9I_xEwz6-BH,2,2 years ago,"im from the philippines and we still have that kind of knife in out house its from my grandpa,i remember thats my favorite knife to use when my mom asks me to cook or help her cook using that kind of knife has this feeling that your chopping is done faster idk why but thats how i feel ,we also used too cooked in clay pots just like her and istg everything that was cooked in a clay pot is 10x more tastier and also if u store water in a clay jog it always takes so sweet and idk know why but putting it in a jog pot the water becomes cold even if the place isnt cold or you didnโ€t put any ice,i miss drinking water from it and eating foods that was cooked in clay pot.also the knife i miss using we dont use it anymore since it not sharp anymore and its hard to make it sharp again they say it uses a diff method on sharpening it,only my granda knows how to but he is years dead already",我来自菲律宾，我们仍然有那种刀从我的爷爷那里放在外面，我记得那是我最喜欢使用的刀完成了更快的速度IDK为什么为什么我的感觉，我们还使用过像她一样在粘土锅中煮过甜美而idk知道为什么，但是将其放在慢跑锅中，即使这个地方不冷或您没有放冰也变冷，我想念喝水，吃在粘土锅中煮熟的食物。我想念使用我们不再使用它，因为它不再锋利了，很难再次使它再次尖锐
16556,UgwntRlzQaXcKUNhnqh4AaABAg,2,3 years ago (edited),this is some garden of eden shit! feels so nice.,这是伊甸园的一些花园！感觉很好。
27834,UgzPDCnKRY_6058BmXt4AaABAg,2,3 years ago,i feel better. the image quality is pretty,我感觉更好。图像质量很漂亮
31601,Ugy--PN1s4FVZVfupUF4AaABAg,2,3 years ago,"when i'm watching her i feel the contentment in life no tensions,pressure just go with the flow make a simple life",当我看着她时，我感到生活中的满足不紧张，压力只会随着流程而变得简单的生活
15560,Ugzs0OFClBd2ZixVge54AaABAg,2,3 years ago,very feeling of pastoral culture,很有感觉的田园文化
15119,UgzYaG8q1xN2uXktZBp4AaABAg.93XMX1w-pmD946fQrrHJSM,2,3 years ago,"jealous women, and people who feel the need to buy expensive things",嫉妒的女人和觉得需要购买昂贵东西的人
30905,UgzwGoc9tWSZUi0myDV4AaABAg.8yVQSrHBeQZ8yzKV4YekrM,2,3 years ago,"bramha's astra do you actually watch any food network chefs? ina garten/barefoot contessa frequently uses fresh ingredients, either grown herself or from her local shops. alton brown (who recently started brand new episodes of good eats) does the same. even on those cooking competition shows (e.g. chopped), they pick fresh fruits and vegetables from the pantry, not from a can. 


the only show where the food was consistently canned/boxed was ""semi-homemade"" with sandra lee and that terrible show was cancelled in 2011, thank god. 


i feel like you are just so obstinately anti-american, you refuse to acknowledge anything positive about the us. and don't say it isn't true. i can tell by the way you falsely described food network shows and american cooking in general.","布拉姆（Bramha）的阿斯特拉（Astra）您实际上看过任何食品网络厨师吗？ Ina Garten/Barefoot Contessa经常使用新鲜食材，无论是自己还是从当地的商店种植。奥尔顿·布朗（Alton Brown）（最近开始了全新的《好吃》剧集）也是如此。即使在那些烹饪比赛中（例如切碎），他们也从储藏室中挑选新鲜的水果和蔬菜，而不是从罐头中挑选。


唯一与桑德拉·李（Sandra Lee）一起罐装/盒装食物的唯一表演是“半摩托马”，而这场可怕的表演在2011年被取消了，感谢上帝。


我觉得您是如此顽固的反美，您拒绝承认对美国的任何积极。而且不要说这不是真的。我可以通过错误地描述食品网络节目和美国烹饪的方式来分辨。"
