,cid,votes,含feel,含feel中文翻译
23324,UgyV0F3W-0TIobj8FJd4AaABAg,10,watching your video feels good! thank you for promoting traditional chinese culture!,看了您的视频感觉很好！谢谢推广中国传统文化！
52900,Ugy352pcblXmOnM8NP94AaABAg,10,top first comment : what i wanna say that i'll praise her before i watch it cause i am sure that each video is a masterpiece and i feel relax whenever i watch it <3,首先评论：我想说的是，我会在观看之前赞美她，因为我确定每个视频都是杰作，每当我看时，我都会放松<3
6814,UgxsjwdGtxY9w4TnxXR4AaABAg,9,whenever i feel so stressed out. i always go back to all of her videos.,每当我感到压力很大时。我总是回到她所有的视频。
847,UgwX_PWsqnGaWdtJAv94AaABAg,9,whenever i see her videos i feel how life is beautiful ❤,每当我看到她的视频时，我都会感到生活如何美丽❤
16334,UgwR8QOhpPaILtiUyDd4AaABAg,9,"i cannot believe that this video got 24 lakh dislikes this video should deserve more than 24 lakh likes. today humanity doesn't exists. haters who disliked first make this type of videos, she is the best't feel bad, these haters are like that we all support you",我不敢相信这段视频不喜欢这个视频应该得到超过240万的喜欢。今天人类不存在。不喜欢首先制作此类视频的仇恨者，她是最好的
42653,UgwY6a91MbLVlO8Oh4R4AaABAg,9,"this is the feeling of the autumn harvest winter tibet, right?",这就是秋收冬藏的感觉了吧
49529,UgxlDAhokBgo_Oye-Kx4AaABAg,9,"happy chinese and vietnamese new year ❤️❤️❤️ i love you so much 
your video make me feel happy ❤️","中国和越南新年快乐❤️❤️❤️我非常爱你
你的视频让我感到快乐❤️"
30253,UgwMyhLDO4_UDksJ9gF4AaABAg,9,"every time i see her video's, i feel relaxed ๐ thank you so much for making this type of video's ๐
love from india โค๏ธ","每当我看到她的视频时，我都会感到放松
来自印度的爱❤️"
16658,UgzDa-OF7RXbDStPTSl4AaABAg,9,"the place, the background music, those lambs, granny, my godddd the feel it gives.... i'm speechless",这个地方，背景音乐，那些羔羊，奶奶，我的该死的感觉。
16768,Ugy8pkafb7rEDoVQc4V4AaABAg,9,omg when i heard the digimon music i got into my feels and was totally derailed from whatever she was doing,天哪，当我听到Digimon音乐时，我陷入了我的感觉，并且完全脱离了她所做的一切
7653,UgyVKKt9TRIJ6j1NP6J4AaABAg.9JXc7wkYyD99JcnOgjsfvy,8,i totally agree. there is something about her videos that make me feel really better when i'm sad.,我完全同意。当我难过时，她的视频有些事情使我感到非常好。
21071,UgzafY5rcsjlX78aOYd4AaABAg,8,when i watched this i feel stupid of myself even cooking fried chicken cant handle hahhaha.. such a genius super.....,当我看这件事时，即使煮炸鸡也无法处理哈哈哈，我也感到自己很愚蠢。
21669,UgzecQRC1bMdOQ0hvwB4AaABAg,8,"it's so relaxing to watch this, it makes me feel at peace :)",观看这一点真是太放松了，这让我感到和平:)
23322,Ugz_LsQFtBDPqoPmkRt4AaABAg,8,this feels like if ghibli was real life...very soothing,感觉就像吉卜力是现实生活...非常舒缓
26275,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-8U1MObWK7,8,this is beautiful ๐’ iโ€m glad ur feeling better and managed to kick that depression off !!!,这很漂亮
25180,Ugzzo-CUUVS1nvWP-yp4AaABAg,8,watching her movie ~ the biggest enjoyment is tranquility ~ so simple feeling!,看她的影片~最大的享受就是宁静~好朴实的感觉!
30835,UgxWBeeRnHLq9qR0LHN4AaABAg,7,"while i am watching this i feel very calm and relaxed and also hungry.. this lady is very industrious, she is like an ant who works all day.. i also love their place, it's very simple yet very wonderful and serene place where you can relax.. i want to go there.. =)",当我看着这个时，我感到非常镇定和放松和饥饿。可以放松..我想去那里.. =）
32245,Ugx3NjkpcUzSiCRtC2V4AaABAg,7,"i feel homey homey while watching this . i've never seen something as beautiful as this video
she's such a great woman ๐‘","看着这个时，我感到家常。我从未见过像这个视频那样美丽的东西
她是一个很棒的女人"
31540,UgxvHDqqoeSZMPR8CjB4AaABAg,7,"its so adorable how she wrapped the treats in the little papers while sneaking a bite of everythingโ€”so wonderfully youthful and wholesome.

i also get the feeling her grandmother has a sweet tooth lmao","她如何将零食包裹在小论文中，同时偷偷咬了一口，真是太可爱了 - 如此年轻和健康。

我也感觉到她的祖母有一个爱吃甜食的lmao"
9827,UgyTtA5MgDoJR0NjdO54AaABAg,7,i feel like i came out of my familiar sweets (marshmallow) for the first time,我觉得我第一次从熟悉的糖果（棉花糖）中出来
7865,UgzvpWyU6xYN_q5H05x4AaABAg,7,it feels like im watching someone playing harvest moon,感觉就像我在看着有人在玩收获月亮
26283,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9-RvvFcGJ58,6,i know the feeling. i know it feels like you dont have the energy to move but the more you do the better youll feel,我明白这感受。我知道感觉就像您没有动力移动，但是您做得的越多，您会感觉到
28726,Ugws5LL3j3s1_cd_Nuh4AaABAg,6,"it's all foreign language comments here, i feel so lonely ๐๐๐",来到这里全是外语评论，我感觉好孤单
49570,UgyiFZ029RrZn7E5VS14AaABAg.8qm32sz6wAQ8qml76o65pO,6,"there are basically no visa in big cities now. occasionally i miss it. i remember that the delicious and tidy roads of the roadside stalls, fried rice cakes, rock sugar gourds, and marshmallows were made for road safety and neat. therefore, although the post -95s and post -00s are not a few years old, many post -95 memories have been unable to feel the same.",现在大城市里基本都已经看不到了。偶尔看到还挺怀念的。记得小时候的路边摊的烘山芋、炸年糕、冰糖葫芦、棉花糖这些好吃的都为了道路安全和整洁而让步。所以觉得虽然95后和00后差不了几岁，但很多95后的回忆00后已经无法感同身受了。
5413,Ugxieb7fIzKYIt8TkiR4AaABAg,6,when feel anxious i watch her video it make me feel calm,当感到焦虑时，我看着她的视频使我感到镇定
33820,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48yTmeeXCYVX,6,"@kathaleenwood2426 thank you for your reply. even if i didn't know you in person, i can still understand how you feel. you're like a mother to me and i wish you happiness and good health as what i always pray for my parents.
i am a 23 year old lady from the philippines. me and my sister used to live in the province but since we need to go in college we moved in the city all by ourselves. after finishing college, the reality will suddenly hit you. this teached me a lot of lessongs in life.
now we are both working as an accountant but deep down in our hearts, we also know that this is not the true meaning of life. you work hard and pay your bills then repeat. life should be living with happiness, love, security and peace.
our time will come and this is only temporary. we will work hard for now to save money and buy farms in our native land.
our dream is to live again with our parents permanently after a decade. employ some local workers,aetas to be specific, and treat them as our own family.
aetas are one of the filipino tribes who live in the mountains. everybody thinks it will be easy to live in the mountains. dig, plant and harvest doesn't yield any assurance every harvest time since climate change happens. i emphatize them for begging money on the road during christmas day and other special holidays. this people will be my advocacy. 
i know i'm still young. but what i have learned is that in my country it is not enough that you are either physically capable of doing things or intellectually excellent to have a good job and understand the fast forwarding modern world. you should acquire both as superior people will surely take advantage of your innocence. imagine companies buying coffee beans from farmers at only 8 pesos per kilo (1 us dollar = 50-54 pesos). 

i will strive harder everyday and make other people live a life the way it should be. i want to have a purpose in life and reconnect with the nature once again during my retirement years :)","@kathaleenwood2426感谢您的答复。即使我不亲自认识您，我仍然可以理解您的感受。您就像我对我的母亲一样，祝您幸福和身体健康，因为我一直为父母祈祷。
我是来自菲律宾的23岁女士。我和我的姐姐曾经住在该省，但是由于我们需要上大学，所以我们独自搬到了这座城市。大学完成后，现实将突然袭击您。这教会了我生活中的很多少数。
现在，我们俩都在为会计师工作，但内心深处，我们也知道这不是生活的真正含义。您努力工作并支付账单，然后重复。生活应该以幸福，爱，安全与和平生活。
我们的时间会到来，这只是暂时的。我们现在将努力省钱，在我们的祖国购买农场。
我们的梦想是在十年后与父母永久与父母一起生活。雇用一些当地工人，特定的AETA，并将其视为我们自己的家庭。
Aetas是住在山上的菲律宾部落之一。每个人都认为住在山上很容易。自气候变化发生以来，挖掘，植物和收获并不能在每次收获时间中获得任何保证。我强调他们在圣诞节和其他特殊假期期间在路上乞讨钱。这个人将是我的倡导。
我知道我还很年轻。但是我了解到的是，在我的国家，您要么身体上有能力做事，要么在智力上出色地做好工作并了解快速转发的现代世界是不够的。您应该获得两者，因为高级人士肯定会利用您的纯真。想象一下，公司从农民那里购买咖啡豆，每公斤仅8比索（1美元= 50-54比索）。

我每天都会更加努力，使其他人按照自己的生活生活。我想在我的退休年中重新与大自然重新建立目标：)"
22318,UgxiQ9tLkqUOZgtByDd4AaABAg,6,i feel like iโ€m in an episode of inuyasha.. learning domestic life from one of the villagers while inuyasha is out hunting with the men... hope he enjoys the food we prepared for him shippo and maroku when they get back. i really put my all into it.,我觉得自己是在伊努雅夏（Inuyasha）的一集中。.伊努雅莎（Inuyasha）和男人一起狩猎时，从一个村民那里学习家庭生活……希望他喜欢我们为他准备的食物Shippo和Maroku回来时。我真的全力以赴。
6146,Ugw-7CGXnNQ7EvCCxjB4AaABAg,6,she worked very hard. in this video maximum people is thinking that wow what a beautiful life. but for her it’s very hard. she worked hard and she love to do this that's why we can feel her happiness,她很努力。在这段视频中，最大程度的人认为哇，真是美好的生活。但是对她来说很难。她努力工作，喜欢这样做，这就是为什么我们能感受到她的幸福
