,cid,votes,time,含life,含life中文翻译
25578,Ugyto8ccNQrr-DC3A_B4AaABAg,25,3 years ago,"i really amaze and envy also with her ""natural"" life - your new fans from indonesia.",我也对她的“自然”生活感到惊讶和嫉妒 - 您来自印度尼西亚的新粉丝。
16352,Ugz-PxPeXDViQ__23cl4AaABAg.92w9T32MS-2931-cj6qM1j,25,3 years ago,"it’s even more amazing how she knows almost everything! her cooking recipes are so complicated and different too every time! not to mention her knowledge in farming, crafting, sewing, etc. real life harvest moon protagonist, lol.",她几乎知道一切都更加了！她的烹饪食谱每次都如此复杂和不同！更不用说她在耕作，制作，缝纫等方面的知识。现实生活收获月亮主角大声笑。
7174,UgyKvog_WwPdF2uOBkl4AaABAg,25,2 years ago,"wow. chinese have a great traditional food clothes house and life style.one day i hope i will able to visit this country as a tourist. 
from bangladesh ๐ง๐ฉ๐ง๐ฉ๐ง๐ฉ๐ง๐ฉ๐ง๐ฉ๐ง๐ฉ๐ง๐ฉ","哇。中国人有一个很棒的传统美食屋和生活方式。我希望我能够作为游客访问这个国家。
来自孟加拉国"
16786,UgxjySQyWB6VBun_lLt4AaABAg.92qrT3Z16hI92zrvrZ1LXm,24,3 years ago (edited),"@tehkettybear you definitely know a lot about china, i appreciate that.
i just have to remind you 2 things:
1. she's not filming documentary, it's an art work based on her dream of life
2. she's not actress, she's actually filming her hometown. they're real: the house, granny, field, and her personality, her willingness to learn skills on various works.
those real things add up to a seemingly unreal event, just because we can't do it doesn't mean she can't. i think she deserves this fame.","@tehkettybear，您肯定对中国有很多了解，我很感激。
我只需要提醒您2件事：
1.她不是在拍摄纪录片，这是基于她的生活梦想的艺术作品
2.她不是女演员，实际上是在拍摄自己的家乡。他们是真实的：房子，奶奶，田野和她的个性，她愿意学习各种作品的技能。
这些真实的事情加起来似乎是虚幻的事件，只是因为我们做不到，并不意味着她不能做。我认为她值得这个名声。"
9131,Ugz2srM7s5meV--7YVl4AaABAg,24,2 years ago,"like this kind of lifestyle, peaceful and quiet.",像这种生活方式，和平与安静。
15380,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss940kXrtZsuM,24,3 years ago,"strait arrow nmsl, your whole life is fake, so your dead brain could never believe anything in china is real",海峡箭头NMSL，您的一生都是假的，所以您的死脑永远无法相信中国的任何东西是真实的
14001,UgxU1oPdL5efHm52e7V4AaABAg,23,3 years ago,i would leave my urban life to live with her forever. she is a queen.,我会离开我的城市生活，永远与她同住。她是女王。
15388,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss94JwQ9lN3Zw,22,3 years ago,"strait arrow she was a online store owner selling agricultural products on alibaba, and in the beginning she films her everyday life in order to promote sales. her videos became popular very soon, so she shut the online store and became a professional youtuber, and hired a small filming team to shoot and edit the videos. there are millions more videos with similar or higher quality in china uploaded by individuals, you choose to believe that’s not possible because you still think china is an uncivilized country, so sad.",海峡箭头是她在阿里巴巴销售农产品的在线商店老板，一开始，她拍摄了日常生活以促进销售。她的视频很快就开始流行，因此她关闭了在线商店并成为专业的YouTuber，并雇用了一支小型拍摄团队来拍摄和编辑视频。中国上载的中国有数百万个具有相似或更高质量的视频，您选择认为这是不可能的，因为您仍然认为中国是一个不文明的国家，如此难过。
1887,Ugww5ol5GJURmwgV0yR4AaABAg,21,1 year ago,i wish i could admire the landscape & experience real life with youtuber. thank you for contributing the truth of the peaceful countryside. i am vietnamese and i admire her.,我希望我可以欣赏景观并与YouTuber体验现实生活。感谢您贡献和平乡村的真相。我是越南人，我很欣赏她。
2782,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9TGhlV0OwZL,21,1 year ago,"@onyx bunny her videos are good, but i doubt many people actually want to live this way. this lifestyle is hard. that's why many people move to the cities. there is a lot of work that is not seen in the videos. i don't think you will be so attracted to this lifestyle if you actually have to live it for some time.",@onyx兔子她的视频很好，但我怀疑许多人实际上想以这种方式生活。这种生活方式很难。这就是为什么许多人搬到城市的原因。视频中没有看到很多工作。如果您实际上必须生活一段时间，我认为您不会被这种生活方式所吸引。
2783,UgyjokKB5kT-vLggUk54AaABAg.9RPpxXlXsf_9TGliqAjNSs,20,1 year ago (edited),"you would want to live this kinda life for maybe 2months at best then you start missing all the convenience we have today. nobody really wants to do backbreaking work on fields all day with insects and other stuff. raising lifestock is also smelly as heck. don't forget all the mosquitoes and flies.

its also not all that uncommon to get parasites in you.

country life is hard and there are no rainbows.","您希望充其量可以过2个月的生活，然后您开始错过我们今天拥有的所有便利。没有人真正愿意整天用昆虫和其他东西在田野上做艰难的工作。升起的生命力也像Heck一样臭。不要忘记所有的蚊子和苍蝇。

在您里面得到寄生虫并不是那么罕见。

乡村生活很艰难，没有彩虹。"
27845,UgwTWO_iNGdUKRP3snp4AaABAg,20,3 years ago (edited),damn!! i can feel the peacefull life after watch this,该死！！我可以感觉到这次放松之后的和平生活，感觉就像我想在印度尼西亚☘觉之外生活。
4344,UgxTjqYCT2wJiU-CyT14AaABAg,19,2 years ago,when i see how rich your life is i can't imagine why people would go to town. your surrendings are stunning and what you're able to do is incredible.,当我看到你的生活有多富裕时，我无法想象为什么人们会去镇上。您的投降令人惊叹，您能够做的事情令人难以置信。
29732,Ugz3SQWDuku2EyRlrQV4AaABAg,19,3 years ago,"the first time you follow you are in a beautiful shot. at that time, the update was too slow. i repeatedly read the previous works every day. later, i was too busy to forget it. i did n’t expect yesterday to search for the youtube channel on tv yesterday. see your work again! intersection it's great. every time you look at your work, you just enjoy it. from raw materials to the last finished product, it is like showing the life of each food.",第一次关注你是在美拍，那时候更新太慢了，每天就重复的看之前的作品，后来太忙就慢慢给淡忘了，没想到昨天无聊在电视上搜YouTube频道竟然在油管又重新看到你的作品！！太棒了，每次看你的作品简直就是享受，从原材料到最后的成品，简直就像展示每个食物的一生归宿
11109,UgyU5DcrSTwyHceU6Ax4AaABAg,19,3 years ago,"her place,just like a real life ""paradise""..she's so talented,esp.in cooking,.fruits organic and,veggies.",她的位置就像现实生活中的“天堂”。她是如此有才华，尤其是在烹饪中，有机和蔬菜。
12274,UgzsZeQsXSTci2fL_EB4AaABAg,19,3 years ago,want to live this life..... so badly hate city life,想过这种生活.....非常讨厌城市生活
19145,UgyL36VAr3xFKNwipyt4AaABAg,19,3 years ago,"your way of life looks very peaceful, and your food looks 好吃。",您的生活方式看起来很宁静，您的食物看起来好好。
11019,UgzxCAS0Jrwg6fsStv54AaABAg.984qUe8j7ci98XXSY6dDwQ,18,3 years ago,kaijaehyung park living life with a sense of purpose is a start my friend.,Kaijaehyung公园生活生活有目的感是我的朋友。
1274,UgyH3nU0RVYslOlnZp54AaABAg,18,1 year ago,that important a life where so many food resources is obtained thanks to the work of a woman who lives in harmony with nature. it is also an excellent cook.,由于一位与自然和谐相处的妇女的工作，获得了如此多的食物资源的重要生活。这也是一位出色的厨师。
22403,Ugxf0U_unXMMBm4_65F4AaABAg.9-44izPIuzi9-lhOpwUxK4,17,3 years ago,"@cyouchin5381 nope, as a chinese actually we hold cellphone whole day and busy in city life, that's why we love this lady so much either...she really doing what we enjoyed. in the deep mind of chinese , everyone is a farmer. we want to plant something but we have no time/skill.",@cyouchin5381 nope，作为一个中国人实际上，我们整天都拿着手机，在城市生活中忙碌，这就是为什么我们如此爱这位女士……她真的在做我们喜欢的事情。在中国人的深处，每个人都是农民。我们想种植东西，但我们没有时间/技能。
