,cid,votes,含life,含life中文翻译
14512,UgyJkhMiaXH04REetKp4AaABAg,55,"girl zi, you are great! your video is exquisite and real, which inspires my memories as the chinese. for thousands of years, our ancestors have been diligent and capable like you, and they are working hard, sunrise, and chunhua qiu shi ... i hope that the chinese can return to the original origin of life. one day, oriental civilization returns.",子柒姑娘，你太棒了! 你的视频精致而又真实，激发了我作为中国人的回忆。几千年来，我们的祖祖辈辈就是象你这样勤劳、能干，日出而作，春华秋实…… 希望中国人能回归生活的本原，有朝一日，东方文明回归。
15201,UgwxvvlC8iCJ3jI9XWJ4AaABAg,54,"zi yan's video makes me full of hope for life. no matter what kind of life turning i face now and in the future, i will be brave to face it! although the new crown epidemic has an unpredictable impact on my life, i firmly believe that everything will get better and better. covid19 hit our company extremely bad, there are lots of unitedrtainty in my life, but semes, better career and fullfillment in life. god bless everyone","子柒的视频让我对人生充满了希望， 无论现在和将来面临什么样的人生转折，我都会勇于面对！ 虽然新冠疫情对我的人生有无法预测的冲击， 我都坚信一切会越来越好. COVID19 hit our company extremely bad, there are lots of uncertainty in my life, but I’ll be very strong to fight for a better career and fulfillment in life. GOD bless everyone"
6170,UgxwsnZSo2V99XRIAhZ4AaABAg,52,i suddenly feel the urge to turn my life 180º and become the best version of myself,我突然感到自己的生活180º并成为我自己最好的版本
10689,UgzggH3LcmPPa1jXggR4AaABAg.9FeQNDjrQiy9Fm3FaZUaew,52,"not to mention the amount of โ€laborโ€ and work you have to do on the daily to maintain this kind of life. props to her, it may look calming and fun on camera but itโ€s easier said than done.",更不用说您每天必须在维持这种生活的“劳动”和工作量的数量。对她的道具，它在相机上看起来很平静且有趣，但说起来容易做起来难。
46784,UgxAZIpHVhLv5gWAjoF4AaABAg,51,"i’m so happy to see someone who can show the the different life of chinese people, neither just the miserable one in some chinese movies and western news, nor modern good life in some big cities from chinese media. from the comments, i found most of us, no matter where are you from, share the similar value and aesthetics. we are not so different.",我很高兴见到一个可以展示中国人民生活的不同生活的人，既不只是中国电影和西方新闻中的痛苦，也不是中国媒体上一些大城市的现代美好生活。从评论中，我发现了我们大多数人，无论您来自哪里，都分享相似的价值和美学。我们没有那么不同。
38165,UgwSit0PDbvMnU3tayJ4AaABAg,51,it's a real life fairytale๐ a world full of beauty and no technology ๐,这是一个现实生活中的童话，一个充满美丽的世界，没有技术
38634,Ugye-pyhxOfrY35SrWl4AaABAg,51,"what a simple and delicious life, she is the definition of independent woman!",她是独立女人的定义，这真是一种简单可口的生活！
25348,UgwJVpehKaKELcdYy8p4AaABAg.9-RhCpaDX1W902RsjUdBuk,50,"@sonnen-bogenmensch8694 my life is good and i love ziqi's videos. if it was show it would not matter to me, i would still love the message and warmth she sends. but i believe ziqi's heart is good and that is enough for me. beautiful girl with a sweet grandma making down to earth videos, what's not to love? i think my friend you need to check your own life and see why your so unhappy and attack others for being happy. take care.",@sonnen-bogenmensch8694我的生活很好，我喜欢Ziqi的视频。如果显示出对我来说并不重要，我仍然会喜欢她发送的信息和温暖。但是我相信Ziqi的心是好的，这对我来说就足够了。美丽的女孩，有一个甜美的奶奶播放地球视频，什么不爱？我认为我的朋友您需要检查自己的生活，看看为什么您如此不开心并攻击他人快乐。小心。
16845,Ugye3sesHYiU8p75_dd4AaABAg,50,"this life is commendable for innumerable reasons. it is self-sustainable (which is something we can only wish we had), there are healthy and nutritious food options provided by nature's bounty, there is little to no need of harmful chemical-based products, and more importantly all the members of the ecosystem are benefitted. i hope people realize just how wonderful living like this is.",由于无数的原因，这一生活值得称赞。它是自我维持的（这是我们只希望拥有的东西），有自然的赏金提供的健康且营养的食物选择，几乎不需要有害化学物质的产品，更重要的是所有成员生态系统受益。我希望人们意识到这样的生活多么美好。
35376,UgytzIfdHGD_NUIqrfx4AaABAg,49,my dream lifeโคat peace in the mountain with the nature๐ญ.,我梦dream以求的生活是在山上与大自然的和平。
21231,Ugw4kk8gdYtfiVzldNt4AaABAg,48,every ones life should like this in the world then there will came peace in the world,每个人的生活都应该在世界上喜欢这个，那么世界将会在世界上和平
20015,Ugyv77hoCZIUg2SPeh94AaABAg,48,her place was so satisfying i prefer to live a life like this๐ฅ๐ฅ๐ฅ.,她的位置是如此令人满意，我更喜欢过这样的生活。
15204,UgyGOGjRsVqFMSvvag14AaABAg,48,"every time i watch your video, it feels like a healing of the soul. the seemingly bland life has been a poem by you",每次看你的视频感觉都是一种心灵的疗愈，看似平淡的生活被你过成一首诗
36192,Ugy8i4ruNZK0ysH4Jm14AaABAg,47,"i've watched 1.5 videos. i've never subbed so fast in my life.


edited to add: how are you so amazing","我看过1.5个视频。我一生中从未如此迅速。


编辑要添加：你真是太神奇了"
4233,UgybaqlaPDXgQ89PPld4AaABAg.9Re070FLoFc9STnLfU3qNM,47,@miukeefeng4951 so u telling me all of these videos are fake lifestyle,@miukeefeng4951，所以你告诉我所有这些视频都是假的生活方式
14119,UgwdK_RLg87nT1M_T2d4AaABAg,47,i don't know why i really like liziqi.. so natural.. cute.. wnderfull life in her village make my heart so happy.. love you liziqi.. from indonesia,我不知道为什么我真的很喜欢Liziqi ..如此自然..可爱.. Wnderfull的生活使我的心变得如此快乐..爱你Liziqi ..来自印度尼西亚
33777,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48w2S_dU7F9_,47,"@parkchimmin7913 one of my biggest issues with it is that people are saying that they should strive to be like that. it is a highly romanticized depiction of rural life. i see so much self hatred in the comments, and it makes me sad. i'm quite handy, so i know how much time it takes to do a lot of those things, and that you don't always feel like doing those things. i don't like that her videos make people feel bad about themselves, and that is a sentiment i have seen in the comments to all her videos.",@parkchimmin7913我最大的问题之一是人们说他们应该努力那样。这是对农村生活的高度浪漫化描述。我在评论中看到了如此多的自我仇恨，这让我很难过。我很方便，所以我知道做很多事情需要多少时间，而且您并不总是想做这些事情。我不喜欢她的视频会让人们对自己感到难过，这是我对她所有视频的评论中看到的一种观点。
23446,UgyQ3juM3-h-qV99kvx4AaABAg,46,"i am surprised that a gourmet video has almost no narration and human voice, only a quiet and peaceful background music. very relaxed. very yearning for this quiet rural life ~",我很惊奇，一个美食 video 竟然几乎没有旁白和人的声音，只有安静祥和的背景音乐。很放松。很向往这种安静的田园生活～
39537,Ugyq0UjeWhSBQgi7luV4AaABAg,45,i am wondering where is she living?? i wanna live that life just like her!! by the way the music is so so relax,我想知道她住在哪里？我想像她一样生活！顺便说一句，音乐是如此放松
35574,UgxMNV1wT5Az_R6nxqd4AaABAg,45,i just discovered the real life mulan. this is my new favourite channel,我刚刚发现了现实生活中的木兰。这是我最喜欢的频道
22113,Ugz_rMHrYJ9bOe3QpG94AaABAg,44,"she's living the real life. while we all are here gossiping ,scamming ,runnin after money .hurting each other .political issues. she's living the life that i wish i had ,one with nature .all the freshness around her....i really love and admire her hard work ๐ข๐ข๐ข๐ง๐๐",她过着现实生活。虽然我们所有人都在这里闲聊，骗子，奔跑，互相抚养。政治问题。她过着我希望的生活，与大自然的生活。她周围的新鲜感。。。
26244,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy8zsIVAARk1n,44,"lovely, you are taking the first steps of treating your depression and eventually living the life you dream to live in! god bless!",可爱的是，您正在采取第一步来治疗抑郁症，并最终过着梦dream以求的生活！上帝保佑！
15099,UgykNme56YkQsAIGp8V4AaABAg,42,i have always dreamed of living life like this.,我一直梦想着这样的生活。
5789,UgzY4We3T-EHrrIwkeh4AaABAg,42,"i wish she could let me stay with her, i wouldn’t even ask for salary and would do all the chores.. i just want live the moments with these people in that village. its so peaceful so soothing. i feel like i could bury all my sins there and start a new life.",我希望她能让我和她在一起，我什至不会要求薪水，也会做所有的琐事。.我只想和那个村庄里的这些人一起生活。它是如此宁静，所以舒缓。我觉得我可以将所有的罪恶埋在那里，开始新的生活。
13845,UgwC3w1V9TVaQSDZPA94AaABAg,42,"how to love your homeland in order to be able to show the nature and everyday life of people in rural areas so beautifully and unobtrusively! bravo! very talented! and what a rich nature of china, just delight!",如何爱您的家园，以便能够如此美丽，毫不客气地展现人们在农村地区的自然和日常生活！勇敢！很有天赋！中国的丰富本质，只是高兴！
21166,UgzAKSpnhIUI9E3VkgV4AaABAg,42,what amazed me is she turns ordinary life to be extraordinary. it's so please to follow her eyes to see such beautiful life.,令我惊讶的是，她使普通的生活变得非凡。请跟随她的眼睛看到如此美好的生活。
50315,Ugyv4PCsL3UpbiQ0fi14AaABAg,42,"happy new year dear may your life full of love,happy and gratitude... love you dear...",新年快乐亲爱的愿你的生活充满爱，快乐和感激...爱你亲爱的...
