,cid,votes,含watch,含watch中文翻译
3153,UgyTH5djRCCPEkwrPAF4AaABAg,0,"i understand the appeal of her videos because they portray an idealized version of a life that stopped existing for most of us generations ago. especially in china where so many have moved from these settings to cities where the jobs are. i can appreciate it while also realizing she is a multimillionaire with a production team behind her to make these things. they are far too professional for a rural woman with an iphone. just because she isn't some simple country girl and this is all staged doesn't mean it isn't wonderful to watch as long as you can separate the fantasy from the reality. the reality of rural life isn't a lovely dream; it's a hard life that most of us wouldn't prefer if we had to live it on a daily basis. she shows an idealized version of the good parts, which is fine for what it is: a fantasy for the cameras. american media does this, too. we elected a fool for president because of a reality show that portrayed him as something he is not.",我了解她的视频的吸引力，因为他们描绘了一种理想化的生活，这在我们大多数人几代之前都停止了。特别是在中国，许多人已经从这些环境转移到工作所在的城市。我可以欣赏它，同时也意识到她是一名千万富翁，在她身后有一个制作团队来制作这些东西。对于拥有iPhone的农村妇女来说，他们太专业了。仅仅因为她不是一个简单的乡村女孩，这一切都在上演并不意味着只要您可以将幻想与现实区分开来，这并不是一件好事。乡村生活的现实不是一个可爱的梦。如果我们每天必须过上它，这是我们大多数人不喜欢的艰难生活。她展示了优质零件的理想化版本，这对它的本质很好：摄像机的幻想。美国媒体也这样做。我们当选为总统的傻瓜，因为真人秀将他描绘成他不是的东西。
43519,UgwpbF56ihkN2LsmBQl4AaABAg,0,"watching these videos sometimes makes me wish we all live like this
and wish we all enjoyed a simple, peaceful and joyful life in the comfort of our small cozy homes (without electricity, internet...even vehicles and especially money) surrounded by the beauty and resources nature has to offer
imagine how much healthier and happier we would all be, physically, spiritually and mentally from the fresh and natural food and the physical activities in that daily life","观看这些视频有时会让我希望我们都这样生活
并希望我们所有人都舒适地享受着简单，和平与快乐的生活
想象一下，从新鲜和天然食物以及日常生活中的身体活动中，我们在身体，精神上和精神上都会变得更健康和快乐"
44493,UgytBCkPhkQ9_tAYHPd4AaABAg,0,this is so wonderfully relaxing to watch.,这真是太放松了。
3526,UgxStVrPIl4mBdz0z2x4AaABAg,0,"super...i love watching your videos, lt is simple and just like movies... so cute puppies and lambs",超级...我喜欢观看您的视频，LT很简单，就像电影一样...如此可爱的小狗和羔羊
42506,UgzzdK4taCbJkUXiJx14AaABAg,0,"when i see you cook, i am very happy to watch. i love and like to watch very much.",当我看到您做饭时，我很高兴观看。我喜欢并且喜欢看很多。
42498,UgwhHlchpKvN5BiteZp4AaABAg,0,after watching this i realized how simple living is more satisfying to our soul. i am missing my beautiful province in philippines.,看完这一点后，我意识到生活变得更加满足我们的灵魂。我想念我在菲律宾美丽的省。
42492,Ugy3Q2pYEJVs2FNlgP54AaABAg,0,im exhausted watching this,我精疲力尽地看着这个
42491,Ugz3hVq8pXHLdjAMjU14AaABAg,0,channels with culture and healing have been subscribed. i personally like to watch 10 minutes videos,有文化又疗愈的频道已订阅，个人喜欢看10分钟影片
42459,UgwJ6c-mE30WprEN8EZ4AaABAg,0,"did she mixed sunflower seeds with sugar or was it salt? looked like sugar, but i think it is salt. it is so much fun and interesting to guess the ingredients she is cooking with and watch her technique and guess the outcome. her surroundings are always breathtakingly beautiful and the animals around her and the way she is caring for her grandma is always so cute. makes me miss my grandma. she died in the age of 85.",她是将葵花籽与糖混合吗？还是盐？看起来像糖，但我认为是盐。猜测她正在烹饪的成分并观察自己的技术并猜测结果真是太有趣而有趣。她的周围环境总是令人叹为观止的美丽，她周围的动物和照顾奶奶的方式总是如此可爱。让我想念我的奶奶。她死于85岁。
42411,Ugw2Ornlsh7v47BGABh4AaABAg,0,"this picture is too beautiful and healed, i can’t help watching a few times again",这画面太美太疗愈了，总忍不住再看几遍
42379,UgwlzQphpPSErPho8Jd4AaABAg,0,"i don't know how i get here and why am i watching this in the middle of the night, but i like it so much",我不知道我是怎么到达这里的，为什么我在深夜看它，但是我非常喜欢
3580,UgzY2MBdd-E6CVtvrOJ4AaABAg,0,"i watched you since you started making fences _ the oven _ i like it.
humans should live a lot of life.","自从您开始制作围栏以来，我看着您_我喜欢它。
人类应该过很多生活。"
3716,Ugz5HjnLGqshoCuukFZ4AaABAg.9TJ7fVS-np79TS2JyQiVDd,0,it seems that she watched the most times in her video,好像是她视频里观看最多次的
3731,UgziqjQqhIdru4BMBmF4AaABAg,0,"you are the greatest woman l have ever seen. you are devoted, kind, loving, dedicated, truthful, hard working, dedicated to your demands, inherited your ansters gift that you got great job on all you do to show this world the great gift you have l truly admire you , your foods, your talent, your contribution to this world. you are truly amazing and l can't find the perfect words to describe you but you are special my child god bless you with all your talent l watch all your videos and always amazed with your talent wish l could eat some if those delicious foods too with your grandma so loving bye my friend",你是我见过的最伟大的女人。您忠于，善良，充满爱心，敬业，诚实，努力工作，致力于您的要求，继承了您的Ansters礼物，您在向这个世界展示您拥有的伟大礼物上所做的一切都非常佩服您，您的食物，您的食物，您的食物，您的食物，您的才华，对这个世界的贡献。你真是太神奇了，我找不到描述你的完美词，但是你很特别，我的孩子上帝保佑你所有的才华l观看你的所有视频，并且总是对你的才华希望我能吃些美味的食物，如果那些美味的食物也可以吃些和你的奶奶如此爱见我的朋友
3833,UgzMxcNNMppSmh_wj194AaABAg,0,"i have watch all of her videos now i am waiting for her new videos ,and i always watch double times",我现在看了她所有的视频，我正在等待她的新视频，而且我总是看两次
3871,Ugy_ivCgsPEhIc15Bol4AaABAg.9SmuONercvz9V5LFimt3re,0,"i have watched it countless times, and i am still deeply attracted to",已观看无数次了，仍然被深深吸引着
42172,UgyzGXyjM4jYI6-iKd14AaABAg,0,"it just so good watching you doing all of those things 
you are very talented","看到你做所有这些事情真是太好了
你很有才华"
42156,UgxTat5FYX_LACKhBaZ4AaABAg,0,i felt like watching real harvest moon. so satisfying.,我感觉就像看真正的收获月亮。如此令人满意。
3894,Ugwn-6XIQR0ogJBbQgp4AaABAg,0,"i love china, i love li ziyi, i like watching your video very much",我爱中国，我爱李子柒，很喜欢看你的视频
3915,UgxdQdUlQmrdpgozwuR4AaABAg,0,what do you think about this ? https://www.youtube.com/watch?v=tcsukihjevo&t=2s&ab_channel=livingwaters ?//,你怎么看待这件事 ？ https://www.youtube.com/watch?v=tcsukihjevo&t=2s&ab_channel = livingwaters？//
42100,Ugyn6t1VwQIRrw_vJdB4AaABAg,0,are indonesians watching besides me?,印度尼西亚人在我旁边看着吗？
4012,UgzdpLLlLj9--LwqNXd4AaABAg,0,i watched this from the age of 5 woy still led,我从5岁起就看着这个
42032,UgyLTix998paydZzHaF4AaABAg,0,i miss when a lot of people didn't watch her videos because now theres a bunch of racist assholes in the comments. but i love that shes getting recognition,当很多人没有看她的视频时，我很想念，因为现在在评论中有很多种族主义混蛋。但是我喜欢她得到认可
42509,UgyJ1U43L5APjLLoDH54AaABAg,0,amazing. i fell in love from silently watching this woman & her passion.,惊人的。我默默地看着这个女人和她的激情坠入爱河。
42627,UgylPGqpXOqUPiWs5e54AaABAg,0,i'm watching this while eating bread and cheese...,我在吃面包和奶酪时看着这个...
43486,Ugz97nAwXye8N6Gm1OV4AaABAg,0,ako arabs watch the video,Ako阿拉伯人观看视频
3523,Ugyxs2sKGXmkFBBapuh4AaABAg,0,"oh my god, the years have passed and this video is still
stalled in my memory
dozens of times i watched the video
and as if for the first time i see it
the years have passed and this girl is still liziqi
beautiful and give positive energy and i watch it
how i adore this girl and adore her life with her grandmother","哦，天哪，几年过去了，这段视频仍然
停滞在我的记忆中
我看了视频的数十次
好像我第一次看到了
年过去了，这个女孩仍然是liziqi
美丽并赋予积极的能量，我看着它
我如何崇拜这个女孩，并与祖母一起崇拜她的生活"
43445,Ugzyst0194nBxHB8U5t4AaABAg,0,"i was just watching nail videos how did i get here








but not complaining","我只是看指甲视频，我如何到达这里








但不抱怨"
3210,UgxOTuorDbMLXYfltaN4AaABAg,0,look and watch again as a strong force in making my clip.,再次观察和观看，是制作剪辑的强大力量。
43389,UgyxCuJBS8yD9rdhraZ4AaABAg,0,"i liked watching this video, i think the chinese are more intelligent than black people",我喜欢看这个视频，我认为中国人比黑人更聪明
43347,Ugyh810mxj9uAatoAJh4AaABAg,0,"u r a bless for humanity, for those who can watch your amazing work and videos! i love you! be blessed!",对于那些可以观看您惊人的作品和视频的人来说，您会祝福人类！我爱你！祝福！
43289,Ugz5KoR6tTa2ndO0U3p4AaABAg,0,i can watch that kind of video all the day,我可以全天观看这种视频
43223,Ugx46ktQUPnSzDS_XC54AaABAg,0,i don't get tired of watching it.,我不厌倦看它。
43181,UgzekgWVfgInMyXdscN4AaABAg,0,i like to watch your video. it's very interesting. i am russian. thank you!,我喜欢看你的视频。这很有趣。我是俄罗斯人。谢谢你！
43087,UgwZ11w1QI59GPNbdn14AaABAg,0,cute with puppies and paddies watching,可爱的幼犬和桨观看
43086,UgybPGf-nxdFQQUWNAJ4AaABAg,0,"i want to live like this..peaceful, happy and contented. ❤️ i love to watch this kind of videos.",我想这样生活..和平，快乐和满足。 ❤️我喜欢看这种视频。
3274,Ugz5iHjxI1hjyCTqQGl4AaABAg,0,https://www.youtube.com/watch?v=3gtfo7gd7ug,https://www.youtube.com/watch?v=3gtfo7gd7ug
42925,UgwLmWfFhELEUY8-uWB4AaABAg,0,what did i just watch?? oh my god looks so peacefully theree!! i wanna go there if i had more money :)),我只是看什么？哦，我的上帝看起来如此和平！如果我有更多的钱，我想去那里:)）
42906,UgwsjnDlGsa1vee7wuh4AaABAg,0,i have watched every video that she post and i love her so much,我看了她发布的每一个视频，我非常爱她
42821,UgzkzKZ-M0Ggd47Vzvx4AaABAg,0,"so soothing to watch, ♥️",所以要舒缓观看，♥♥
6397,UgzWleKf5d2ogz8XIDV4AaABAg.9MAmX53E1-V9P38xznO83O,0,https://www.youtube.com/watch?v=9s31nnbflwi,https://www.youtube.com/watch?v=9S31NNBFLWI
3453,Ugws8Ni4p2-fzPAOB_Z4AaABAg,0,i enjoy watching,我喜欢看
42758,UgzYXzRyp63988oZrhN4AaABAg,0,this really reminds me of these historical drama i've watched! chineese/korean so magnificent!,这确实使我想起了我看过的这些历史戏剧！ Chineese/韩国人如此宏伟！
42707,UgzugyAjuA3RzYHjShd4AaABAg,0,i'm eating while watching and i think i'm in the wrong place,我看着看着，我认为我在错误的地方
42682,UgxtJz4EUs6mM_Irxxl4AaABAg,0,"usually, people who don't eat chinese food. but watching you do and feel like eating
the lakes are very cute.","通常，那些不吃中国食物的人。但是看着你做的，感觉就像吃
湖泊很可爱。"
42637,UgwbUmJuAPh4l9YCvkF4AaABAg,0,i felt like i was watching a live action ghibli movie,我觉得自己正在看一部现场动作吉卜力电影
2829,UgwDV8-bWe2ovtI_WmJ4AaABAg,0,me watching this video in russia:,我在俄罗斯观看此视频：
44512,UgxqN5xVFAS0JZJ7FDh4AaABAg,0,after watch this video 'm useless,观看此视频之后，我觉得每天我都没用
46925,UgyvkM2mJAT46Xq2KtZ4AaABAg,0,"for those of you who wants to know zi qi a bit more, i strongly urge you to watch this chinese show that zi qi was on, it tells why she is living the way that she is right now and her background story. i also added english translation for those who cannot understand as i truly admire her and wish her story would be known by more people.

here is the link: https://www.youtube.com/watch?v=ojklwsj7v_a 

you are welcome.","对于那些想更多了解Zi Qi的人来说，我强烈敦促您观看Zi Qi所在的中国节目，它告诉她为什么她现在以自己的方式和背景故事来生活。我还为那些无法理解的人添加了英文翻译，我真正欣赏她，并希望她的故事能被更多的人知道。

这是链接：https：//www.youtube.com/watch?v=ojklwsj7v_a

不客气。"
46384,UgzheQh3lqKH1EvFUZZ4AaABAg.8qv-xnvCyIE8qyqPMmDnQB,0,"@mjt4789 https://www.youtube.com/watch?v=qujz0mys6ow&t=160s

look at the pinned comment. if you put it on google translate, it says this, ""hello everyone, here is the official authorized channel of li zi qi's overseas youtube distribution. thank you for your love and support for the channel and the children. we will promptly send the most exciting content to everyone, and hope that everyone can continue to like and support li zi qi. and the official channel, share it with friends around you, share this pastoral artistic life with everyone, and share our excellent chinese traditional culture with foreign friends. thank you all, we continue to work harder~""","@mjt4789 https://www.youtube.com/watch?v=qujz0mys60＆t = 160S

看看固定的评论。如果您将其放在Google翻译上，它说：“大家好，这是Li Zi Qi的海外YouTube发行的官方授权渠道。谢谢您对频道和孩子的爱和支持。我们将立即发送最多的发送对每个人都令人兴奋的内容，并希望每个人都可以继续喜欢并支持李Zi Qi和官方渠道，与周围的朋友分享，与每个人分享这种牧师艺术生活，并与外国朋友分享我们出色的中国传统文化。谢谢大家，我们继续努力工作〜”"
46358,UgyF5kREauo9nneuFXl4AaABAg,0,thank you for another beautiful video. i always feel so in touch with nature watching your videos. it would be a wonderful experience to be able to spend some time with you cooking and learning some of your traditions.,谢谢您的另一个美丽的视频。我总是与观看您的视频保持联系。能够花一些时间与您一起做饭和学习一些传统，这将是一次很棒的经历。
