,cid,votes,含nature,含nature中文翻译
37185,UgwzHj09Xa_FJN9qzeJ4AaABAg,5,"truly village life, girl and her pets and the nature all seems to come from heaven,love your simple pure life,from india wb",真正的乡村生活，女孩和她的宠物和自然似乎来自天堂，爱你简单的纯净生活，来自印度
9618,UgwiUKs9CznPh4uh4AJ4AaABAg.9H1aNavRHpS9HTZFY3VUsq,4,"@enchantedcastle i am admirer of consciousness, nature and it's creatures. please also update your definitions. thanks",@enchantedcastle我是意识，自然及其是生物的崇拜者。还请更新您的定义。谢谢
22703,Ugx-31dR853ItDots1d4AaABAg,4,nature is soooo beautiful โฅ,大自然真漂亮♥
1901,Ugzm62A7ovkLJjKhn7x4AaABAg,4,"very healthy and close to nature, so proud of you!",非常健康且接近大自然，为您感到骄傲！
19770,UgzmQ-ENkjs0c6wmtyh4AaABAg.95Jnp0OjZJ095TPPJpZXmR,4,"@roxyrebel15 it's a very natural way of living, even killing for food is just part of it. it seems deep down everyone's longing for peace and beauty of nature , even the hard work come with it.",@roxyrebel15这是一种非常自然的生活方式，即使杀死食物只是其中的一部分。似乎每个人都渴望和平与自然的美丽，甚至艰苦的工作也随之而来。
25025,Ugz5_RVUlBvKkof9cnh4AaABAg.9-w_32pW4v891HoV30nl1T,4,"i love how beautiful this place is, but it makes me sad at the same time. china built so many factories around the east coast, severely affecting air quality of neighborhood asian countries. as a person living in one of these countries, i can hardly see a clear air in my town. it is very sad. if you really value the nature, i hope you all would think about the world rather than promoting sichuan.",我喜欢这个地方有多美丽，但这让我同时难过。中国在东海岸周围建立了许多工厂，严重影响了亚洲国家的空气质量。作为一个居住在这些国家之一的人，我几乎看不到我镇上的空气。这是非常可悲的。如果您真的重视自然，我希望大家都会考虑世界而不是促进四川。
39606,UgwThFmMPsiP5y6QjsF4AaABAg,4,"as an american who is proud of his home, i say with all due respect, your home is gorgeous. to have access to all the fruit and nature. you are very lucky.",作为一个为自己的家而感到自豪的美国人，我以应有的尊重说，您的家很漂亮。能够获得所有的水果和自然。你很幸运。
8586,UgwiC7cQ7F1hFtiYW-l4AaABAg,4,"i love her place , her cooking , and the main part is she can go to different places and pluck all the fruits this is nature",我爱她的住所，她的烹饪，主要部分是她可以去不同的地方摘下所有的水果，这就是自然
27834,UgzwOUUpFduqNiGldwl4AaABAg,4,"she lives in paradise in the world. nature all fruit and everything is too much. ahhh so sooo jelous.๐คง
note: feed the puppies","她生活在世界上的天堂。大自然所有的水果和一切都太多了。啊，太太了。
注意：喂养小狗"
21523,Ugy_rDs8BM0sdE53Xk54AaABAg.93Zm-mIdXXA94aaiSkQ4pi,3,"msgerberra well, she takes care of them well. her good nature shows that โ๏ธ๐",MSGerberra很好，她很好地照顾了他们。她的良好天性表明✌️
33835,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48zaYEdugCmA,3,"we all do. deep down we feel guilty and some of us even envious, because we know we live in a rotten system that only benefits those with. we are part of nature, we should aspire for this peace and harmony!!",大家都这样做。内心深处，我们感到内gui，我们中的一些人甚至羡慕不已，因为我们知道我们生活在一个只受益于那些人的烂体系中。我们是自然的一部分，我们应该为这种和平与和谐而渴望！
45720,UgxDoNYWfGb_JnABqfZ4AaABAg,3,i always wanted to grow up doing cool stuff like that! i love nature and whatnot. i hope you and your grandmother (and uncle) are blessed this year!!happy chinese new year!!,我一直想长大，这样的很酷的事情！我爱大自然等。希望您和您的祖母（和叔叔）今年有福！
38057,UgxL4hTmU2NMRZIe_O54AaABAg,3,"omg this girl lives with nature, she does not know all the stress from cities.",天哪，这个女孩与自然生活在一起，她不知道城市的所有压力。
17081,UgyzyjTe0wUmC5pDBX94AaABAg,3,thanks liziqi for bringing chinese traditional nature to the world,感谢Liziqi将中国传统本性带到世界上
6094,Ugy7-7XUg_03pMGLvSx4AaABAg.9MuG_7Zx7T29OqemJcCQzo,3,"watching her video is really brisk, the pastoral scenery, the mountains and rivers. hug nature and eat natural food. go to pick the fruits and vegetables you want to eat every morning. it's great to have a full sense of harvest. you are awesome. bleak",看她的视频真的心情很轻快，田园风光，山青水秀。拥抱大自然，吃的天然食物。每天早上去摘当天要吃的蔬果。有满满的收获感真好。你真棒。
35928,UgxbRBmV3x_QkbeQ_BZ4AaABAg,3,this is nature. this is paradise. girl sweet beautiful smart girl ๐—,这是自然。这是天堂。女孩甜美美丽的聪明女孩
9810,UgxQ3cgn0vmiMs4vGFZ4AaABAg,3,"good morning. how wonderful. i love that life, i love nature, i love the countryside, i love your grandparents, i love you, i love all the people around you, i love animals, in short, i love everything you do",早上好。多么美妙。我爱那种生活，我爱大自然，我爱乡村，我爱你的祖父母，我爱你，我爱你周围的所有人，我爱动物，简而言之，我爱你所做的一切
17049,UgxcfckMZX4KEyaXDix4AaABAg,3,"fantastic, adorable. in every way, a great message of living in harmony with what nature offers and gives us. congratulations!!!!",很棒，可爱。从各个方面来说，与自然所提供和给我们的东西和谐相处的伟大信息。恭喜！！！
11574,UgxNkKC3_q_8xBTI3oV4AaABAg,3,"we lost nature living, 
that's really beautiful","我们失去了自然生活，
那真的很美"
23161,UgwGpBXKNFWGBWV68Wd4AaABAg,2,wonderful video ....my mind gone to piece ...full of nature๐๐๐๐๐,很棒的视频....我的思想去了……充满了自然
5075,Ugyzyer97WpmQexaGel4AaABAg,2,making me surprise that's nature is beautiful ❤️❤️,让我惊讶的是，大自然是美丽的❤️❤️
28265,UgxwOQqpkeX3F4zaFH54AaABAg,2,"dear lizigi, i have been watching your video, i appreciate your respect for nature, because it brings you healthy food, and i will not speak chinese, i will focus on preparing your recipes to prepare your recipes above, whether food or food embroidery. although we all have problems, i think they are very happy. congratulations to your care and care for grandma. god bless you. by the way, i am from brazil. except for living in the uk for several years, i only know some countries from europe. forgive my chinese writing, it is my first time","亲爱的Lizigi，我一直在看你的视频，我很欣赏你对大自然的尊重，因为它为你带来健康的食物，而且我不会说中文，我会把注意力集中在准备你的食谱上，无论食物还是美食 刺绣。虽然我们都有问题，但我认为他们住的地方很开心。恭喜您对奶奶的关心和照顾。上帝保佑你。顺便说一句，我来自巴西，除了在英国生活了几年之外，我只认识一些来自欧洲的国家。 Forgive my chinese writing, it is my first time"
22960,UgwqGX6R7sXj2MYwFLR4AaABAg,2,yes๏ผwe are peaceful and only lead a healthy life with nature or others rather than fighting or making trouble to whom.๐,是的，我们是和平的，只有与自然或他人一起过健康的生活，而不是与谁打架或惹麻烦。
30470,UgyXNQPk6xTUEdX74uB4AaABAg,2,"seeing that your work has a feeling of seeing each other and hate, it is really as treasured! in the influence of the philosophical thoughts of yin and yang five elements in traditional chinese culture education, confucian ethical and moral concepts, traditional chinese medicine nutritional photography, and cultural and artistic achievements, diet aesthetic style, and many factors of national characteristics, they created the chinese cooking skills of the book of history. form a broad and profound chinese food culture. your profound understanding of the traditional chinese diet and culture is perfectly presented with the beautiful chinese style that is so beautiful! as a native of china, the chinese are also amazing, and they are intoxicated! under the influence of the world's multiculturalism, many excellent cultures have been forgotten, the outlook on life, and values โ€โ€have also changed in the long -term subtle way. whether it is chinese or the people of the world, there are always things in common in the hearts of human beings. they all advocate true, good, and beautiful. they like tranquility and peace, and they are eager to happiness and happiness. the environment of your life is like a paradise, the mountains and rivers are beautiful, and the ecological environment that people and nature live in harmony are enviable. your work can help us calm down the impetuous heart, re -think about life, and find the most precious beauty in the original memory of human beings!",看到您的作品有种相见恨晚的感觉，真的如获至宝！在中国传统文化教育中的阴阳五行哲学思想，儒家伦理道德观念，中医营养摄生学说，还有文化艺术成就，饮食审美风尚，民族性格特征诸多因素的影响下，创造出彪炳史册的中国烹饪技艺，形成博大精深的中国饮食文化。您对中华传统饮食和文化的深刻理解并用美到令人窒息的唯美中国风完美呈现出来！作为土生土长的中国人也都叹为观止，如痴如醉！在世界多元文化的影响下，好多优秀的曾经引以为荣的文化已经被淡忘，人生观，价值观也在长久的潜移默化中改变。无论是中国人还是世界人民，在人类心灵深处，总有一些东西是共通的，都崇尚真善美，都喜欢宁静与祥和，都渴望幸福与快乐。您生活的环境犹如世外桃源，山青水秀，人与自然和谐相处的生态环境让人羡慕不已。您的作品能帮助我们静下浮躁不安的心，重新思考人生，找寻人类最初的记忆中最珍贵的美好！
