,cid,votes,time,含nature,含nature中文翻译
5295,UgyE4M35q7HELHPrbjB4AaABAg,0,2 years ago,"this is what the quur'an says about the birth of mary and jesus and what the children of israel did

๏ดฟ when i said: i was a woman, i have warned you of what is liberated in my stomach, and you accept from me, that you are the most knowledgeable ๏ดพ[al -imran: 35]
[ment, o muแธฅammad], when the wife of สฟimrฤn said, โ€my lord, indeed i had putged to you what is in my womb, consecrated [for your service], so accept this from me. indeed, you are the he art, the knowing. ""
- saheeh international

when i put it, my lord said that i was subjected to a female, and god knows what i was put in place, and it is not the male as the female, and that i named it to mary, and that i will give it to you.
but when she delivered her, she said, ""my lord, i have delivered a female."" and allฤh was most ""and i have named her mary, and i seek refge for her in you and [for] her descendants from satan, the expellled [from the mercy of allฤh].""
- saheeh international

๏ดฟ and her lord accepted her with good acceptance, and she had a good plant, and he spared her zakaria, whenever he entered the mihrab, and he said: โ€he said:โ€ he said: โ€he said:โ€ he said: โ€he said: it is that god bless those who follow the affairs of an account. [al -imran: 37]
so her lord accepted her with good acceptance and caused her to grow in a good manner and put her in the care of zechariah. every time zechayah entered up her in the prayer chamber, he found with her provision. he said, ""o mary, from where is this [coming] to you? she said, ""it is from allฤh. indeed, allฤh valvides for which he wills with account.""
- saheeh international

๏ดฟ this is a good one, his lord, his lord said, ""lord, grant me a good atomic offspring.""
at that, zecariah called upon his lord, saying, ""my lord, grant me from yourself a good offspring.
- saheeh international

๏ดฟ the angels of the angels, and it is a standing stand that prays in the mihrab that god preaches you with a sacrifice, believing in a word from god, as a master, and a mourning, and a prophet of the righteous [39] [39]
so the angels called him who he standing in prayer in the chamber, ""indeed, allฤh gives you good tidings of john, confirming a word from allฤh and [who will be] honorable, abstaining [from women], and a prophet from among the rightteous. ""
- saheeh international

ุงููุงููุงููุงู… my lord said that i have a boy, and i have been rich in the oldest and my wife is barren. he said that god does what he does.
he said, ""my lord, how will i have a boy when i have remred old age and my wife is barren?"" he [the angel] said, ""such is allฤh; he did what he will.""
- saheeh international

ุงููุงููุงูุงููุงูุง say the lord, make a sign for me.
he said, ""my lord, make for me a sign."" he said, ""your sign is that you will not [be able to] speak to the people for three days except by gesture.
- saheeh international

๏ดฟ and when the angels said, o maryam, that god has chosen you, purified you, and chose you with the women of the two worlds [al -imran: 42]
and [mentation] what the angels said, ""o mary, indeed allฤh has chosen you and public you and chosen you above the women of the worlds.
- saheeh international

oh mary, i have been cursed to your lord, my grandfather, and promote with the knees ๏ดพ[al -imran: 43]
o
- saheeh international

๏ดฟ that is from the news of the unseen.
that is from the news of the unseen which we review to you, [o muแธฅammad]. and you did not with them when they have their pens as to present of them should be responsible for mary. nor were you with them when they dispted.
- saheeh international

๏ดฟ when the angels said, o maryam, that god preached to you a word from him, whose name is christ, esa ibn maryam, jiu in the world and the hereafter, and from the one who is close to: [45]
[and mentation] what the angels said, ""o mary, indeed allฤh gives you good tidings of a word from him, whose name will be the messiah, jesus, the son of mary - distinatureshed in this world and the hearefter and amon g those brou near [to allฤh].
- saheeh international

๏ดฟ the people speak in the cradle, as well as from the righteous ๏ดพ[al -imran: 46]
he will speak to the people in the crald and in motherness and will be of the rightteous. ""
- saheeh international

ุงูุงูุงูุงูุง sayer said that i am a son and did not make me human beings.
she said, ""my lord, how will i have a child when no man ha hashd me?"" [the angel] said, ""such is allฤh; he creates what he will.
- saheeh international

the book, the ruling, the torah, and the gospel, teach it [al -imran: 48]
and he will show him writing and wisdom and the torah and the gospel
- saheeh international

a messenger to the children of israel that i have come to you with a verse of your lord, that i create for you from the clay as the form of the bird, so i will be blown in it, so it is a bird with the permission of god and the permission of god and i tell you what you eat and what you smoke in your hierarchy, because in that there is no verse for you if you are believers ๏ดพ[al -imran : 49]
and [make him] bird, then i breathe into it and it becomes a bird by permission of allฤh. and i cure the blind [from birth] and the leper, and i give life to the dead - by permisten of allฤh. and i inform you of what you eat and what you store in your houses. indeed in that is a song for you, if you are beliefs.
- saheeh international

๏ดฟ and i believe in what is between the torah, and i will come to you with some of those who were forbidden to you and your coming with a verse of your lord, so fear god and obediently: [al -imran]
and [i have come] confirming what was before me of the torah and to make lawful for you some of what was was forbeddeen to you. and i have come to you with a song from your lord, so fear allh and obey me.
- saheeh international

๏ดฟ god is my lord and your lord, so make it a straight path. [al -imran: 51]
indeed, allฤh is my lord and your lord, so worked him. that is the straight path. '' '
- saheeh international","这就是Quur'an对玛丽和耶稣的诞生以及以色列的孩子所做的说法

）当我说：我是一个女人时，我警告过您的胃中解放的东西，您接受了我，您是最知识渊博的（[Al -imran：35]
[Mut，Muḥammad]，ʿImrān的妻子说：“我的主，的确，我已经把子宫中的东西置于我的子宫中，奉献[为您服务] ，知道。”
-Saheeh International

当我说的时候，我的主说我受到了一位女性的约束，上帝知道我已经到位了，而不是男性，我将其命名为玛丽，我会给它给你。
但是当她送她时，她说：“我的主，我卖了一个女性。”真主是最大的“我已经给她起了玛丽的命名，我在你的身上为她和她的后代（从阿拉（Allāh）的怜悯中被驱逐出来，为她寻求改善。”
-Saheeh International

），她的主被很好地接受了她，她有一个很好的植物，每当他进入Mihrab时，他都保留了她的Zakaria，他说：“他说：“他说：“他说：“他说：“他说：”他说：上帝保佑那些遵循帐户事务的人。[al -imran：37]
因此，她的主接受了她的接受，使她成长良好，并将她放在撒迦利亚的照顾下。每当Zechayah进入祈祷室时，他都会发现她的规定。他说：“玛丽，这是从哪里来到你的？她说：“这是来自阿拉。的确，阿拉瓦尔维德斯（Allāhvalvides）的遗嘱。”
-Saheeh International

）这是一个好人，他的主说：“主，给我一个好的原子后代。”
那时，扎卡里亚（Zecariah）呼吁他的主说：“我的主，给我一个好后代。
-Saheeh International

）天使的天使，这是一个站立的摊位，在米赫拉布（Mihrab）祈祷，上帝以牺牲献祭，相信上帝，主人和哀悼的圣言，以及义人的先知[39] [39]
因此，天使称他为他在会议厅祈祷中的人，“的确，阿拉给了你约翰的好消息，确认了阿拉的一句话，[谁将]光荣，屈服于[妇女]，并从妇女中屈服右图。”
-Saheeh International

我的主说我有一个男孩，我很大，我的妻子贫瘠。他说上帝竭尽所能。
他说：“我的主人，当我老年人和我的妻子贫瘠时，我会有一个男孩吗？”他（天使）说：“就是真主；他做了他会的。”
-Saheeh International

阿说耶和华，为我做一个迹象。
他说：“我的主，为我做一个迹象。”他说：“您的迹象是，除了手势外，您将无法（能够）与人交谈三天。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝选择了你，净化了你，并与两个世界的女人一起选择了你[al -imran：42]
天使说：“玛丽，玛丽，确实是阿拉选择了您和公开，并选择了您，而是选择了您的世界妇女。
-Saheeh International

哦，玛丽，我被诅咒给你的主，我的祖父，膝盖promote [al -imran：43]
o
-Saheeh International

）那是看不见的消息。
这是我们对您所审查的看不见的新闻，[Omammad]。当他们有笔的礼物时，您没有与他们在一起，应该负责玛丽。当他们被拆除时，您也不会和他们在一起。
-Saheeh International

）玛丽亚姆（Maryam）啊，当天使说，上帝向你传讲了他的话，他的名字叫基督，埃萨·伊本·玛丽亚姆（Esa ibn Maryam），世界和以后的人，以及接近的人：[45]
[和介绍]天使说的话：“玛丽，的确，真主给你一个单词的好消息，他的名字将是弥赛亚，耶稣，玛丽的儿子 - 这个世界上的疾病，赫夫特和赫尔夫特和那些布鲁（靠近阿拉）。
-Saheeh International

）人们在摇篮中讲话，以及从正义的（[al -imran：46]
他将与cral和母亲的人们交谈，并将是正确的。”
-Saheeh International

萨耶说我是儿子，没有让我成为人类。
她说：“我的主，当没有男人的时候，我会生一个孩子吗？” [天使]说：“这就是真主；他创造了他的意愿。
-Saheeh International

这本书，统治，摩西五经和福音，教给它[al -imran：48]
他将向他展示写作和智慧，律法和福音
-Saheeh International

我带着你主的经文来找你的以色列子女的使者，我是从粘土中为你创造的，作为鸟的形式，所以我会被吹入上帝的许可和上帝的允许，我告诉你你吃了什么以及在等级中抽烟，因为如果你是信徒（[al -imran：49]，那就没有经文了
然后[让他]鸟，然后我呼吸进来，它被阿拉的许可变成了鸟。我从[出生]和麻风病人开始治愈盲人，然后通过阿拉（Allāh）允许将死者生命。我告诉您您的饮食以及您在房屋中存储的东西。如果您是信念，那确实是您的歌。
-Saheeh International

）我相信《摩西五经》之间的事，我会和一些被禁止的人和你的主人来找你的人，所以要敬畏上帝并顺服：[al -imran]
[我来了]证实了我面前的摩西五经，并为您合法为您提供了一些东西。我已经带着你的主的歌来找你，所以请惧怕Allh并服从我。
-Saheeh International

）上帝是我的主和你的主，所以要成为直径的道路。[al -imran：51]
的确，阿拉是我的主和你的主，所以他的工作。那是直路。'''
-Saheeh International"
5258,UgwHNBVGptXbqml98dl4AaABAg,0,2 years ago,nature fun,自然乐趣
5000,Ugw8GikZR9epxfarqTN4AaABAg,0,2 years ago,"encourage me for more nature videos like, share, subscribe to my channel friends .. natural bird sounds https://youtu.be/ezfmbkjcevy",鼓励我制作更多自然视频，例如，分享，订阅我的频道朋友。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。
4993,UgxduR7HL_U1ZM0C9oZ4AaABAg,0,2 years ago,mother earth is great we are crying we don't have this nature beauty but we ourselves has distroyed it.,地球母亲很棒，我们在哭泣，我们没有这种自然美，但我们自己分散了它。
4955,Ugzq012xgfTMhrQwdJ14AaABAg,0,2 years ago,"encourage me for more nature videos like, share, subscribe to my channel friends .. natural therapy https://youtu.be/ivk5dbx4hz0",鼓励我进行更多的自然视频，例如，分享，订阅我的频道朋友。。。。。。。。。
4911,UgxD0L0_8VPfK8zOpUx4AaABAg,0,2 years ago,"encourage me for more nature videos like, share, subscribe to my channel friends..cute snail https://youtu.be/l9bsx7vfcdo",鼓励我进行更多的自然视频，例如，分享，订阅我的频道朋友。
4879,UgxEiO5DRLUE-7tV88h4AaABAg,0,2 years ago (edited),i love this girl....more than everyone in this world..❤❤ she is living in the peace world...❤❤.even i am also a nature lover....love u as always...❤❤❤ and she even shows that money cant buy happiness....❤❤ i wish your grandma may live like a mortal life❤,我爱这个女孩....比这个世界上的每个人都多....❤❤她生活在和平世界中...❤❤。即使我也是自然情人。...一如既往地爱你...❤ ❤❤她甚至表明金钱不能买幸福。
4641,UgyqlJVXVRBt5hYfviJ4AaABAg.9JC7ArXt6XW9JKzcDNCERV,0,2 years ago,@cindyfu7692 president's punishment means that democracy has developed well. chinese mao zedong is famous for killing how many people and chinese people have poor human nature.,@cindyfu7692 总统受罚意味着民主主义得到了很好的发展。 中国的毛泽东因杀了多少人以及中国人的人性不好而闻名。
3519,UgyX3MAJXdaRD5QQBOx4AaABAg,0,2 years ago,nature has enough for our need but will never enough for our greed.,大自然有足够的需求，但对我们的贪婪永远不足。
4430,UgwF3e4GbP_WeBUBwLB4AaABAg,0,2 years ago,"i caught my attention in these videos
beauty and power of life
and the skills of this lady
wonderful skills
and the gift of nature is good everywhere","我在这些视频中引起了我的注意
生活的美和力量
和这位女士的技能
出色的技能
大自然的礼物无处不在"
4304,UgzPOy8N3I2bRfOiG4h4AaABAg,0,2 years ago,nature at its best.cute girl.,大自然最好的女孩。
4080,UgzsG5JNlMD3c1GZzP14AaABAg,0,2 years ago,i love seeing the magic it does with nature,我喜欢看到它对自然的魔力
3985,UgzddFErU7M5OM42IZ94AaABAg.9Lavf9Moto19QyAOGXTFFm,0,1 year ago,"@walden6272 
i feel this. feeling empty inside. i need to heal in nature. at least that's what i've heard that will help. maybe i'll go do that later.","@walden6272
我觉得这个。内心感到空虚。我需要在大自然中治愈。至少这就是我所听到的会有所帮助。也许我待会儿去做。"
3865,UgwPMi5ZtIRV984WJep4AaABAg,0,2 years ago,nice to know nature don't price gouge you in times of pandemic.,很高兴知道大自然在大流行时期不要给您定价。
3854,Ugz489gTtjqKQ1OgGIB4AaABAg,0,2 years ago,i really like seeing him in nature,我真的很喜欢在大自然中看到他
3570,UgzBuyHD1M5isd7D_bZ4AaABAg,0,2 years ago,beautiful nature,美丽的自然
3551,UgyOIqKph_hx8F7KSSp4AaABAg,0,2 years ago,"love the life that is shared, like still natural, what is from nature ... cool ,,",热爱分享的生活，就像仍然自然一样，来自自然的东西...酷，
12140,UgwAnvvXMdmHyEmsMzZ4AaABAg,0,3 years ago,what a sweetest nature,多么甜蜜的天性
12227,UgzUYZj5gyBxxVi90lR4AaABAg,0,3 years ago,"i really like her videos, the nature, skills and everything but amount of animals she kills and eating everything from snails to duck, chicken, lamb, pork or fish is really gross. just my opinion though, nothing negative. had to unlike bcs it made my stomach twirl a little.",我真的很喜欢她的视频，性质，技能和所有东西，除了她杀死的动物外，还要吃掉从蜗牛到鸭，鸡，羊肉，猪肉或鱼类的所有东西。只是我的意见，没有什么负面的。必须与BC不同，这使我的胃有点旋转。
22146,UgzZP3nFFIyy8ONBLs94AaABAg,0,3 years ago,life in nature |,自然界的生活|
12232,UgwWNx37TG7cGuxjG314AaABAg,0,3 years ago,the most nature. i want to go like this ...,最自然。我想这样去...
19110,Ugxo2JIk4yVLoPqcmVR4AaABAg,0,3 years ago,"equilibrium between nature and human survival. i can feel the tranquility. the girl just take what she needs carefully, without over possessing, or damaging the nature.",自然与人类生存之间的平衡。我能感觉到宁静。这个女孩只是仔细地接受她的需求，而没有过度拥有或损害大自然。
18869,Ugz_e0a6--B7BVXqliR4AaABAg,0,3 years ago,"i wanna live this life,,,, close to nature andddd faarrrrr away from the world",我想活下来，接近大自然和ddd faarrrrr远离世界
18800,Ugy-QMs53lqzLQVPiAR4AaABAg,0,3 years ago,"miss is another level of women, besides being a great artisan, still has the gifts of cooking, lives in very rich paradise living in the midst of nature, not to mention love how you do everything to please your grandmother suppose. you are to be congratulated.",小姐是另一个女性，除了是一个伟大的工匠之外，仍然有烹饪的天赋，生活在大自然中的非常富裕的天堂，更不用说爱你如何竭尽所能取悦祖母。您要祝贺您。
18673,UgynAz_pYtbnTQlauPp4AaABAg,0,3 years ago,beautiful nature,美丽的自然
18266,Ugy44O7Hhcs3XMOU-qh4AaABAg,0,3 years ago,bamboo is sooooo good and you just go pick it up like and here it's so expensive :( i don't even know how people could survive at these areas there's nothing else to eat besides some berries and mushrooms on fall. over there you have nature providing you everything.,竹子很好，你只是去捡起它，这里太贵了:(我什至不知道人们在这些地区如何生存，除了秋天，除了一些浆果和蘑菇外，别无其他。为您提供一切。
18244,UgzO9RReP89Kg9NVxVF4AaABAg.92Ytme4gJow92bDNuKUn1-,0,3 years ago,"aarya anadeo's true and simple rural life, i long for it. want to go back to nature, instead of chasing in high -rise buildings.",Aarya Anadeo 真实又朴实的田园生活，我很向往。想回到大自然生活，而不是在高楼大厦中追逐。
18240,UgzsHZsR0J2sPs3rcJV4AaABAg.92Z2Qf802hp92oDqy9-2m8,0,3 years ago,he is created by so called media but she is created by nature !!!,他是由所谓的媒体创建的，但她是由大自然创造的！！！
17853,UgykALmftToD6r-CuiB4AaABAg,0,3 years ago,how come this heavenly video got more than 10k dislike?! i mean... i believe even alien species would appreciate seeing a video contains so much nature inside.,这个天上的视频怎么会超过10k的不喜欢？我的意思是...我相信即使是外星物种也会喜欢看到一个视频中包含很多自然。
616,Ugz_Q5obMXTRIi1K-eV4AaABAg,0,8 months ago,"we ought to completely change the way we grow our food; cook...and relate to the seasons. observing nature and food also reveals its mathematical structure; the fibonacci-virahanka numbers are dotted in each flower (sunflowers, daisies ...). we are naturally wired for mathematics - a discussion follows - that tries to set right our relationship to mathematics and learning. https://www.youtube.com/watch?v=qr1kaj3t8mc",我们应该完全改变食物种植的方式；做饭...并与季节有关。观察性质和食物也揭示了其数学结构。每朵花（向日葵，雏菊...）点缀着斐波那酸维拉汉卡的数字。我们自然要进行数学的联系 - 进行了讨论 - 试图将我们与数学和学习之间的关系设定正确。 https://www.youtube.com/watch?v=qr1kaj3t8mc
17717,Ugyq20sSrsHj5YXUi2l4AaABAg.92huIBS1Mwn92vBh3tszhk,0,3 years ago,"she lives in sichuan - home of really spicy cuisine and beautiful scenery. it's also a place that experiences a lot of earthquakes resulting in significant death tolls. mother natures gives and taketh. this river snail dish she made is a bit stinky though, but is very popular in china right now.",她住在四川 - 真正辛辣美食和美丽风景的家。这也是一个经历大量地震的地方，导致重大死亡人数。母亲的天性给予和take。她制作的这条河蜗牛菜有点臭，但现在在中国很受欢迎。
17674,UgzyqMpxY-ga3zejavp4AaABAg,0,3 years ago,try to eat vegetarianism. all beings have buddha nature,尽量吃素食吧 众生皆有佛性
17579,UgzgufW785CkbKX7geR4AaABAg,0,3 years ago,thats nature view like in indonesia especially in sumatra,多数民众赞成在印度尼西亚，尤其是在苏门答腊
17198,Ugwx4pjO5_zTM1ZKjB14AaABAg,0,3 years ago,"so many things that are not in nature are waiting for her to get it? like a back of a big bamboo shoots, a large large ball lotus root, pick a bunch of screws when washing your feet, and so on. so why are the people in rural people in china so bitter?",大自然这么多无主的东西等着她来拿？像一背罗大竹笋，一大筐莲藕，洗脚就捡一堆螺丝，等等，那么中国农村的人日子为什么还这么苦？
17129,UgykLoJ3udXM40NXsIx4AaABAg,0,3 years ago (edited),"the food looks so fascinating and enticing i bet the aromas are out of this world. when i see all this i think we were meant to live in this manner, close to nature, not slowly killing ourselves in cities eating crap and out of touch of the true meaning of life.",我敢打赌，食物看起来很迷人和诱人，香气不在这个世界上。当我看到所有这些时，我认为我们本来应该以这种方式生活，接近自然，而不是慢慢地在城市里慢慢杀死自己，而不是与生活的真正含义脱节。
16944,Ugyw64sAEF0oXdx7hA54AaABAg,0,3 years ago,destroying the whole bamboo destroying the whole bamboo destroying the nature shame shame china,摧毁整个竹子破坏整个竹子破坏大自然的羞耻
16540,Ugy1K6gq0F-rTszs0754AaABAg,0,3 years ago,the charming nature,迷人的自然
16267,UgxysRYmmL8R4zwZu2h4AaABAg,0,3 years ago,"this is the nature, at some moments,that we had forgotten.
a world , industrial, modernity, 
at same time, we are going far away to the nature, where we rely to.
while the relationship between us and natural, become a kind of alienation, all of that means, we will disappear on this land, under an inevitable way--","在某些时刻，这就是我们忘记的大自然。
一个世界，工业，现代性，
同时，我们远离我们所依赖的自然。
尽管我们与自然之间的关系成为一种疏远，但所有这些都意味着，我们将以不可避免的方式在这片土地上消失 -"
16199,UgxT_VD7Kj1Qq5kXdzt4AaABAg,0,3 years ago,i wish the video never ends..so nice to see nature and the lady,我希望视频永远不会结束。
16171,Ugwo_fy7hd-gaLexAwt4AaABAg,0,3 years ago,beautiful life with nature art. remeber me of shenmu videogame,自然艺术的美丽生活。记住我的shenmu电子游戏
19140,UgyJjNhCwS565EOQ1Kd4AaABAg,0,3 years ago,"i somewhat now have a bit of a glimpse of rare hope of planet earth still giving of its nourichment in the midst of dire massacring by human across times and spaces through greediness and selfishness.capitalism has denatured mother earth.climate is turning wild because of pollution from guns cannons bombs and nuclear trials.
it is calming and soothing to see so much green and basic amenities and supplements.","我现在有点瞥见地球的罕见希望仍然在人类跨越时代和空间通过贪婪和自私的繁殖中滋养其滋养。资本主义使地球母亲变成了污染。来自枪支炸弹和核试验。
看到这么多绿色和基本的便利和补品，这是一种平静而舒缓的。"
19233,Ugxjn_unx_bRM5ELZ4J4AaABAg,0,3 years ago,she is a woman of my dreams. she is good. and live a simple life with nature this is my dream life.,她是我梦dream以求的女人。她是很好的。并与自然过着简单的生活这是我的梦想生活。
19310,UgwP5dIcEESzBYkuusd4AaABAg,0,3 years ago,she knows the uses of nature,她知道自然的用途
20455,Ugz3cFGwwYLlZrLwdn14AaABAg,0,3 years ago,marry me! nature,嫁给我吧！自然
22047,Ugyy03Im99ON2fZ8-5x4AaABAg.9-HMbrLcXvp9-YyFG3MkL7,0,3 years ago,krishna choksi she gave up her life in the big city and went back to the countryside just to get back to nature and take care of her family.,克里希纳·乔克西（Krishna Choksi）她放弃了在大城市的生活，回到乡下，只是为了回到大自然并照顾她的家人。
21952,UgynQ_sRx3wGcchFZMl4AaABAg,0,3 years ago,"i did not see any arabic comment,

how beautiful it is to live in this nature

glory be to allah the creator","我没有看到任何阿拉伯语评论，

生活在这种性质中有多美丽

荣耀是造物主真主的"
21812,Ugy9dqXp8LnX4nH-tM94AaABAg.9-WHSV2cBSL90dRdq3FHAR,0,3 years ago,"china welcome friends from all the world。
li ziqi's life is traditional chinese life。
this nature with people.","中国欢迎来自世界全世界的朋友。
李Ziqi的生活是中国传统生活。
这种天性与人。"
21566,UgxUVB4MoDbp75Q_2qd4AaABAg,0,3 years ago,nature has everything but we are forgetting how to use it. this is an example that you cannot be hungry even if you have nothing. love this earth and live happy and healthy life.,大自然有一切，但我们忘记了如何使用它。这是一个例子，即使您一无所有，也不能饿。爱这个地球，过着幸福快乐的生活。
21468,UgzwUqHoiB5H-JCKKtd4AaABAg,0,3 years ago,this is with nature. i want a life like this.,这与自然有关。我想要这样的生活。
21003,UgyactCKq0V790mzOc54AaABAg,0,3 years ago,her place is so beautiful...full with nature. make me feel better and my stress gone. i really like the scene of forest that full with bamboo. like a place who samurai is going to fight with his long rival. and that long bean...waaa...look delicious even not cook yet.,她的位置是如此美丽...充满了大自然。让我感觉好些，压力消失了。我真的很喜欢森林的场景，里面充满了竹子。就像武士要与他的长期竞争对手战斗的地方一样。还有那长的豆... waaa ...看起来很美味，甚至还没做饭。
20564,UgyaP-qKvSVmQM2CSR14AaABAg,0,3 years ago,"beautiful place and lifestyle. i wish i live there too, im fascinated with your nature..",美丽的地方和生活方式。我希望我也住在那儿，我对你的天性着迷。
20457,UgwU13DtgU0nbALi3fZ4AaABAg,0,3 years ago,life that is with nature is very jealous and pleasant.,与大自然的生活非常嫉妒和愉快。
20074,UgycQzGCa0RpGlzXDAB4AaABAg,0,3 years ago,live with nature,与自然生活
19430,UgznjGfyZ0DJPfz1jPh4AaABAg,0,3 years ago,"loving nature and her cooking style is awesome,i love it i want to have a wife like her.tq for sharing with us,may god bless you...",爱的大自然和她的烹饪风格很棒，​​我喜欢它，我想和她这样的妻子与我们分享，愿上帝保佑你...
19863,UgxfaRgMIzFAVfrE7uB4AaABAg,0,3 years ago,whats nature beauty ..how beautifull i m amazinggg love uu,什么大自然美女..美好我很棒
19833,UgyFPDIGd23lhhxip554AaABAg,0,3 years ago,i like it very much. the way is simple and happy with our home and nature.,我非常喜欢它。道路对我们的家庭和自然很简单。
19762,Ugw-AlJRFbYtoD-Jfkd4AaABAg,0,3 years ago,"beautiful life, nature, lady",美丽的生活，自然，女士
19757,Ugz3Y8C3_gC_4mvMklN4AaABAg,0,3 years ago,the beauty of nature,大自然的美丽
19756,Ugzfg9JmfkfImNTZQzF4AaABAg,0,3 years ago,in west we throw food and overproduce. we should show respect for each other and nature. thank you for this video! i hope that this will make people wake up soon and fight for the beauty of the nature.,在西部，我们扔了食物和过度生产。我们应该互相尊重和自然。谢谢您的视频！我希望这将使人们尽快醒来并为大自然的美丽而战。
19727,Ugyit92PLd1_rudO7Lx4AaABAg,0,3 years ago,"hk youngsters should perhaps learn how to sustain from scratch, learn not to take things for granted, to respect the elders and appreciate what mother nature had to offer than just playing too much games, wasting and complaining of no freedom when they had plenty. they may think they are superior than a mainlander but they are more uncivilized",香港香港青少年也许应该学习如何从头开始维持，学会不要把事情视为理所当然，尊重长者和欣赏大自然所提供的东西，而不是玩太多游戏，浪费和抱怨他们有很多自由。他们可能认为他们比大陆优越，但他们更不文明
19693,UgyCmxslq3IjvQiMmZ94AaABAg.91b9Iwityop92PBiBsQ6LC,0,3 years ago,"@mmwang9124 enjoy enjoy....these type of people should appreciated...becos of those only, few portin of nature in the world is still in nature ....i pray god to bless a healthy and wealthy life to her and the supporters of her...",@mmwang9124享受。..她的支持者...
19484,Ugxz_CAuIFAHSeMxl7J4AaABAg,0,3 years ago,nothing compares you are nature.,没有比较你的自然。
16155,UgwQmwt3bLXwye3i6Xp4AaABAg.92zkaLDVV4u95DSwFidXuN,0,3 years ago,"yes, cannot agree more. being close to nature is kind of a human nature i guess. we are lossing it",是的，不能同意更多。我想接近自然是一种人性。我们正在丢失它
15727,UgwKmvCYgvIwZBiZ-_Z4AaABAg.936K9pwta5L9qCeSfpJLmH,0,2 weeks ago,@recyclespacejunknow.aliens888 it's a noble rule to live by. it's a tough rule to follow for most. striving for this path should be the way to go but whether i can attain to such perfection will be hard for my rebellious nature.,@recyclespacejunknow.aliens888这是一个崇高的规则。对于大多数人来说，这是一个艰难的规则。努力追求这条路应该是要走的路，但是我能否实现这种完美对我的叛逆本质很难。
15533,UgygPgulCu9FVMX1fMh4AaABAg,0,3 years ago,how to cook ...carry a huge basket on your back and go to your very own neighborhood jungle and mountain..fresh from the nature is what she cooks,如何做饭...背上一个巨大的篮子，去自己的邻里丛林和山上。
12747,UgyBOCq8IpT-Wov0awZ4AaABAg,0,3 years ago,"the secret of traditional chinese people to living younger is eating a healthy food fresh from nature not filled with pesticides, the secret modern chinese people die so fast is eating snakes, bat and mouse... and got infected by corona virus",中国传统人民年轻的秘密是吃一种健康食品，这些食物是从大自然中不富含农药的新鲜食物，现代中国人死得如此之快，就是吃蛇，蝙蝠和鼠标……被电晕病毒感染
13366,UgyKInDoQb2VEWhAFPt4AaABAg,0,3 years ago,thank you for showing me a beautiful heart that lives with clean nature without greed.,感谢您向我展示一颗美丽的心，它以清洁的自然生活而没有贪婪。
13332,UgzA7Y_b5jiuNb7O1nl4AaABAg,0,3 years ago,"she is such a treasure. but i have to say the ultra hd hyper realistic video quality almost takes away from an authentic visual of nature in real life, as you see it, which takes a wee bit off the lovely charm of seeing her videos . just saying!!",她是如此的宝藏。但是我不得不说，正如您所看到的那样，Ultra HD超级逼真的视频质量几乎可以从现实生活中的真实自然视觉效果中消失，这使观看她的视频的可爱魅力丝毫不可能。只是说！
13319,UgwxvgEPAPsac516lkR4AaABAg,0,3 years ago,she so beautiful with that nature,她真漂亮
13305,Ugy9ZZPZhgmI-v2ag5t4AaABAg,0,3 years ago,mantab..sumua directly from nature,Mantab..sumua直接来自自然
12996,Ugw5vujjG0ZAgUQUFYR4AaABAg,0,3 years ago,"everything is beautiful except snail! she, her cooking, serving and puppy also! the nature was absolutely wonderful! it's a dreamy kingdom!",除了蜗牛，一切都很漂亮！她，她的烹饪，服务和小狗！大自然绝对很棒！这是一个梦幻王国！
12983,UgyrRS8rDhxTudk30ZV4AaABAg,0,3 years ago,"never heard of her untell to day i hope it's not a social propaganda technique to forget where the coronavirus came from. on that exception nature's very beautiful but with this epidemic we cant appreciate the attribute what really living has to offer . china need help with your disease control , point blank.",从来没有听说过她对一天的揭露，我希望这不是一种社会宣传技术，可以忘记冠状病毒的来源。在这种例外，大自然非常美丽，但是由于这种流行病，我们无法欣赏真正的生活所提供的属性。中国需要帮助您的疾病控制，指向空白。
12927,UgxJmyDUV1AaVexIAtZ4AaABAg,0,3 years ago,"one video brought me here. subscribed. so much science (growing, harvesting, cooking) and (in) nature. wow.",一段视频把我带到了这里。订阅。如此多的科学（成长，收获，烹饪）和（在）性质中。哇。
12829,Ugwxc0voHWMBEElvJ-94AaABAg,0,3 years ago,i would love to have a place where your food is right there out in nature. not so polluted with chemicals that we be eating and buying. because it comes in a nice package.,我很想有一个您的食物在大自然中就在那里的地方。我们饮食和购买的化学物质并不那么污染。因为它有一个不错的包装。
12726,Ugw7L7OAg0o7u_uK0tJ4AaABAg,0,3 years ago,"it's beautiful!
wish it was vegan though.
the flesh of a pig is similar to human.
pig is one of the smartest animals on earth.
soy beans has the same or more healthy source of protein that is perfect for human consumption.
love nature this is beautiful place you have there.","很美丽！
希望它是素食主义者。
猪的肉类似于人类。
猪是地球上最聪明的动物之一。
大豆具有相同或更健康的蛋白质来源，非常适合人类食用。
爱大自然这是你在那里的美丽地方。"
13517,UgyP5x2Fp0uIyP13QlV4AaABAg,0,3 years ago,i feel harmony. i am fascinating. bliss! nature. i see myself there.,我感到和谐。我很着迷。幸福！自然。我在那里看到自己。
