,cid,votes,time,含want,含want中文翻译
22340,Ugy9QMMXjY62b6OrRU54AaABAg,8,3 years ago,"hi miss liziqi, i like you ...
i want to eat your cooking","嗨，利兹奇小姐，我喜欢你...
我想吃你的烹饪"
11314,UgyLuZ-IcDmBUJef8px4AaABAg,8,3 years ago (edited),"i've been watching her videos for a week now and they're really blessed living in a simple yet prosperous life like this .. 
this made me want to plant some fruits and vegetables in my backyard once i got my own house soon","我已经看了一个星期了她的视频，他们真的很幸运地生活在这样的简单而繁荣的生活中。
这使我想在我自己的房子很快享用自己的房子后就想在我的后院种一些水果和蔬菜。"
6095,Ugwqlii4ALk25r6E57l4AaABAg,8,2 years ago,i wanted to prove these foods. ๐‘๐‘๐‘,我想证明这些食物。
31851,UgwcNqMFyyFbcw-g-Eh4AaABAg.8yV3PBvFl628yVEzTQ45kb,8,3 years ago,"glorify god, he is ""i am,"" ""yehovah,"" .. he made all things for us to marvel at his majesty in the design of nature around us.
her homeland in china is breathtaking.

i want to go visit her to tell her about jesus..

i think most people want to go visit her to see her amazing home, gardens, and eat her food..

i am sick too..

so sorry to hear you are sick and in the hospital. i will pray for god's will in your life..and that you would trust him now, turn to him..

god the father, made a way through his son, jesus..for us to be saved and to live right before him. faith in jesus's death on the cross, burial, and ressurrection from the dead, is what saves us..we have newness of life forever..as our sins are forgiven us. 

there is no other way to be saved from god's judgement and wrath to come. 

jesus, is our only hope, our shield, our rock to stand on, our salvation!

her videos are amazing to watch and she is a very beautiful, talented, and very hard-working, disiplined person..but she does not have any knowledge of the god of abraham, issac, and jacob, and his only begotten son, jesus of nazareth, the kings of kings...the lamb of god.","荣耀上帝，他是“我是”，“耶和华”。
她在中国的家园令人叹为观止。

我想去拜访她告诉她关于耶稣的事。

我认为大多数人都想去拜访她，看看她的奇妙家园，花园和吃她的食物。

我也病了..

很遗憾听到您生病了。我将为您一生中的上帝的旨意祈祷..您现在会相信他，转向他。

父神，通过他的儿子耶稣。对耶稣的死在十字架上的信仰，埋葬和从死里的遗嘱中拯救我们。

没有其他方法可以从上帝的审判和愤怒中拯救出来。

耶稣是我们唯一的希望，我们的盾牌，我们的岩石站在我们的救赎！

她的视频令人惊叹，她是一个非常美丽，才华横溢且非常努力，有教养的人..但是她对亚伯拉罕，伊萨克和雅各布的上帝不了解，他的独一儿子，耶稣，拿撒勒人，国王之王...上帝的羔羊。"
18990,UgwNuqpROZ99_IQPms14AaABAg,8,3 years ago,"i recently learned about li ziran. i just watched a few videos. wow, it was great. i lived a lot of people who wanted to have a burden on life.",最近才了解到李子染，刚刚看了几个视频哇塞实在太棒了，活出了许多人想要的样子，也没有生活负担，挺你！
21804,Ugy9dqXp8LnX4nH-tM94AaABAg.9-WHSV2cBSL9-nFLrv2UdE,8,3 years ago,@thegggttt did you ever come to china or know about chinese??? i am assuming that your answer is not. so how dare you insult china by the fake news? you stupid troll who just trust what you want to trust.傻逼玩意儿,@TheGGGTTT您是来中国还是知道中文？？？我假设您的答案不是。那么，假新闻您怎么敢侮辱中国呢？你愚蠢的巨魔，谁只是相信你想信任的东西。
10742,UgwhW_8iE1fXRun1Syx4AaABAg,8,3 years ago,"obviously i was full, and my belly was very supported, but i drooling while watching ... i really want to eat snail lion powder!",明明刚吃饱，肚皮很撑，但怎么边看又边流口水...好想吃螺狮粉！
28509,UgzIlPfMgT8UA49gInF4AaABAg.8yY8UP_8odR8y_huW_uOGO,8,3 years ago,"fun fact: many of her fans want to visit her too! so some of them actually cracked her ip address and real-life address, bugged her house, sent a drone and so on, which was such a terrible experience for her that she decided to move. so all the videos she posted since late 2017 were made at her new and (even more) secluded house.",有趣的事实：她的许多粉丝也想拜访她！因此，他们中的一些人实际上破裂了她的IP地址和现实生活中的地址，窃听了她的房子，派出了一架无人机等等，这对她来说是一种可怕的经历，她决定搬家。因此，她自2017年底以来发布的所有视频都是在她的新房子和（更多）僻静的房子上制作的。
5469,UgyvC0zdox_RcDJUAUh4AaABAg.9GOFskXFXco9GkD9x7HTOQ,7,2 years ago,i want this type of life also,我也想要这种生活
12991,Ugz3jKpt8QNxox46zBN4AaABAg,7,3 years ago,"for a moment, i thought of ""su shi tun soup, i am ashamed to wait for jun."" i want to eat my sister’s snail powder ~ 馋",一瞬间想到了“素手调羹汤，含羞待君尝”。想吃姐姐的螺蛳粉~馋
5776,UgzT92PUKn9YWVaudcp4AaABAg,7,2 years ago,i really want to live such a life,真想过上这样的生活
18251,UgyK3GAuvq1BMA97fAt4AaABAg,7,3 years ago,"we want to make sure that this idyllic life is possible,we should ensure transportation, medical care, education and fairness",我们要确保这种田园诗般的生活是可能的，我们应确保运输，医疗，教育和公平
19726,Ugx7kKCwotxRgr0JRPJ4AaABAg,7,3 years ago,i want to have a wife like her! :'),我想有一个像她这样的妻子！ ：'）
30174,UgyFEcgWfMqUoU4AvAd4AaABAg,7,3 years ago,"so i want to feel life in the house, so natural without the burden of metropolis, without a mall, without traffic without anger that is only relaxed and so happy ... ☺️",因此，我想感受到房子里的生活，自然而然地没有大都市的负担，没有购物中心，没有交通，没有愤怒，只有放松而快乐...☺️
19075,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392E5FxqZwBR,7,3 years ago,"yupppp! asian food is so great!!! ps: i am a chinese and there are still sooooo many different food i got to explore and want to eat in the future cuz there are different representative food found in different region, different city... also chinese food is divided into eight big cuisines, or say, eight styles, such as cantonese food, sichuan food, shandong food, etc. (just too much to say about it",yupppp！亚洲美食真棒！！！ PS：我是中国人，仍然有很多不同的食物要探索并想在将来吃饭，因为在不同地区有不同的代表性食物，不同的城市……也将中国食品分为八种大美食或说八种款式，例如粤菜，四川食物，山东食物等（关于它的话太多了）和您的旅行好运！
22596,UgzwxtPdJaRjQzCgkhl4AaABAg,7,3 years ago,"i just ate the snail lion powder today, and i wanted to eat it again after watching it.",今天才吃了螺狮粉，看完又想吃了
31651,UgwxfCeuRgSF9xnSspJ4AaABAg,6,3 years ago,"eat the blessings of nature
eat the blessings of nature.
this is the ""medical and food same source"".
this is exactly ""eat healthy, live healthy"".
i want to live like you!
i want to live like liziqi!","吃自然的祝福
吃自然的祝福。
这是“医疗和食物相同的来源”。
这完全是“健康，健康的健康”。
我想像你一样生活！
我想像利兹基一样生活！"
32801,Ugzdz9B1qq9i0ys8Jb54AaABAg.8yUmLaS9As08yVBQGA-N9p,6,3 years ago,i want to ditch civilization and live there where it's fruitful of everything,我想抛弃文明，居住在那里，在那里富有成果
11564,UgwOKaIWeB3nIXK7cUJ4AaABAg.97SYDnx5UUw98BLkQfDYgp,6,3 years ago,"before she became famous, every image was shot by herself. once she said she wanted to shot an image of a lotus flower. she waited for seven hours. because at that time, there was too much sunshine. she waited for the cloud to stop the image she wanted.",在她出名之前，每张图像都是自己拍摄的。一旦她说她想拍摄一朵莲花的图像。她等了七个小时。因为当时，阳光太多了。她等待云停止了她想要的图像。
7775,UgxVc_iZpXIzyoTiQ2R4AaABAg,6,2 years ago,she has everything in her garden.she is also very beautiful and good cooker.i want a nice garden like her.,她的花园里有一切。她也很漂亮且很好的炊具。我想要一个像她一样的花园。
11084,UgzD1jb_NW-fBsTo68h4AaABAg,6,3 years ago,"i just want to ask why is there 16k dislikes, whats wrong with those people, i'm sure they are spies sent by trump","我只想问为什么为什么不喜欢16,000，那些人怎么了，我敢肯定他们是特朗普派遣的间谍"
4983,UgyT3PQQooIdrVne3zZ4AaABAg,6,2 years ago,"in the last scene, the mother -in -law wanted to eat snail powder, and the chopsticks were clamped up with a small root, haha, the little pity",最后一幕婆婆好想吃螺蛳粉，伸筷子就夹起来一小根根，哈哈，小可怜
16906,UgwRmKcfxMd9L-4WnzF4AaABAg,6,3 years ago,am i the only one who wants a wife like her????? so beautiful and skillful.,我是唯一想要像她这样的妻子的人吗？如此美丽而熟练。
13724,UgxjO9dYfAi3S0SPiRx4AaABAg,6,3 years ago,"we have already dressed, we are going to you! we are hungry. we no longer want restaurants. we do not want to hypermarkets. we want to you!",我们已经穿好衣服，我们要去找你！我们都饿了。我们不再想要餐厅。我们不想大超市。我们想要你！
20808,Ugw8avLwiBM_Sj4v57N4AaABAg,6,3 years ago,"oh my god, ziyi fairy is down, i want to go too much",天呐，子柒仙女下凡，太想往了
21037,UgxGpQ9K0vcEs12gSox4AaABAg,6,3 years ago,"i really want to be home, my grandmother, grandpa, father and mother crying loudly. thank you",实在太想家 想外婆外公爸爸妈妈 哭的很大声 谢谢你
13703,Ugy0oi5FQjoqMn4BlLR4AaABAg,6,3 years ago,"i want my life to be like this....





but instead my life is filled with peer pressure, stress, depression, homeworks, and projects.
good thing i have friends to forget about my problems","我希望我的生活像这样。





但是相反，我的生活充满了同伴压力，压力，沮丧，作业和项目。
好东西，我有朋友要忘记我的问题"
21139,UgwLJhaKevblD-F71yx4AaABAg,6,3 years ago,we don’t want fermented finger tips and nails :),我们不想要发酵的手指技巧和指甲:)
929,UgwHlm-Oe5nsnX_Chod4AaABAg,6,1 year ago,"that's the life i want to live someday....away from every form of pollution, breathing clean fresh air and eating in every healthy way there's. thank you for the refreshing videos.",那就是我有一天想过的生活。...远离各种形式的污染，呼吸清洁的新鲜空气以及以各种健康的方式进食。感谢您的清爽视频。
656,UgzHkFrsSZVpNdTNVjp4AaABAg,5,9 months ago,a beautiful and still natural place and an extraordinary cooking car is delicious to see so i want to try cooking,一个美丽而自然的地方和一辆非凡的烹饪车真是太好了，所以我想尝试烹饪
18820,Ugws-cr34RVZokUlHr14AaABAg.92H4R5iQDP792Uexgo-TIE,5,3 years ago,oriolopocholo actually anyone in china can reach to youtube or facebook if they want to...we just use vpn and the government never cares...,实际上，在中国的任何人都可以到达YouTube或Facebook。
21395,UgxnBU_r209xYFK88x14AaABAg,5,3 years ago,"if you can see this comment, i am a good farmer, i love doing things like you, maybe i love you, i want to be with you",如果您可以看到这个评论，我是一个好农民，我喜欢做像你这样的事情，也许我爱你，我想和你在一起
