,cid,votes,time,含want,含want中文翻译
233,UgzTividt4HonjVl8ph4AaABAg,14,1 month ago,"thank you, ziqi. thank you for giving me consolation whenever i am depressed or stressed. thank you for letting rethink what i want from life. ultimately, it’s not more money or achievements. it’s a peaceful life like yours.",谢谢，Ziqi。感谢您在我感到沮丧或压力时给我安慰。感谢您让我从生活中重新考虑我想要的东西。最终，这不是更多的金钱或成就。像你一样，这是一种和平的生活。
26067,UgwbcBgUdIfXWeQE-SZ4AaABAg.8zpxgw6y6kQ8zsylUguhzm,14,3 years ago,i know right? now i want a lamb..,我知道，对吧？现在我想要一只羔羊..
9706,Ugxv0Kxh35MVn63dO7h4AaABAg,14,2 years ago (edited),"it is a very beautiful video. thank you for up. thank you.
this is where i want to go.
please be careful about your body and spend a good new year holiday.","这是一个非常漂亮的视频。谢谢你的起床。谢谢。
这是我想去的地方。
请小心您的身体，并度过一个美好的新年假期。"
24110,Ugx_TZ7L9ZSeJcBAbId4AaABAg.91U9KIRGN8y92Ckz3AtNP5,13,3 years ago,you say this is a high -level black want to attract warfare,你说这话就是高级黑想引战
17481,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa981fgIU0NJv,13,3 years ago,zamir shaikh people do not eat our pet dog. by l want ask a question. why not you people blame america's killing innocent people in middle east country rather this issue that not true in nowaday china?,Zamir Shaikh人不吃我们的宠物狗。我想问一个问题。您为什么不指责美国在中东杀害无辜人民而不是当今中国不正确的问题呢？
17269,Ugxi5iU8REs8p8j01Dh4AaABAg,13,3 years ago,so cute! when the qiqi mango roll was given to grandma! little milk dog wants to eat egg rolls!,太可爱了！七七拿芒果卷给奶奶的时候！小奶狗想吃蛋卷！
24204,Ugyfp-OANSszCqro3EB4AaABAg.91Mhp1jxeGF91u2CgfMz00,13,3 years ago,"it is the life thano always wants,",这是塔诺一直想要的生活，
50592,UgzkJRQRltrVROjn6L94AaABAg,12,4 years ago,"it seems that there are a lot of snacks, i really want it ~",看来有好多吃的零嘴，好想要唷～
32974,UgyGQ5lnLQ1ywd23_lR4AaABAg,12,4 years ago (edited),"your all video are great and i don't want to miss any video
but it's best if add english subtittle. love from nepal","您的所有视频都很棒，我不想错过任何视频
但是最好是添加英文小块。来自尼泊尔的爱"
6385,UgwgXMpSO2NWyVWikdF4AaABAg,12,2 years ago,"i have saw this video many times but,, l still want to see this again and again,, your videos are soo beautiful and calming",我已经看过很多次了这段视频，但是我仍然想一次又一次地看到，您的视频真漂亮又镇定了。
21342,UgzWu2Hf9SF5TxFXd0t4AaABAg,12,3 years ago,these types of videos really help me put my life together. it makes me want to clean and cook regardless of the hard parts because these videos show the outcome of happiness. thank you miss for your time and effort to share your life with us. thank you,这些类型的视频确实可以帮助我融合生活。无论这些视频都显示出幸福的结果，这使我想清洁和做饭。谢谢您错过了与我们分享生活的时间和精力。谢谢
16776,UgwXla3QZDkNSywtldR4AaABAg,12,3 years ago,i want to be born in the afterlife here,我想在这里出生
22909,Ugy4QKtD9cbzrOoUVFd4AaABAg.92dymxS8pg192qv0EXQQqC,12,3 years ago (edited),"@wyattjia3202 in china, there is a sentence: if you wanna someone to respect you, you have to respect someone firstly.
so that, you should respect people's choices, if not, what is your difference from the autocrat? or, are you agree with all the nonvegetarian to press you to eat meat as what you want the human to be a vegan?","@wyattjia3202在中国有一个句子：如果您想尊重您，则必须先尊重某人。
因此，您应该尊重人们的选择，如果没有，您与独裁者有什么区别？或者，您是否同意所有非素食主义者将您作为您希望人类成为素食主义者的肉类吃肉的人？"
31426,UgwDx1z_No94yX2oJQ14AaABAg,11,4 years ago,and you just feel like you want to leave everything and live a life like that ๐’๐’๐ญ๐ญ,而且您只是觉得自己想离开一切，过着像这样的生活
17485,UgwjwUJ64AMEJt0Mruh4AaABAg.97qWS9tSYQa982ej_GNq-0,11,3 years ago,"china nowadays is a really indutrialized urbanized country.
the dog eating thing is rare and only in certain regions.
(and eating a dog isn't less morally acceptable than eating a cow. both animals want to live.)","如今，中国是一个真正的秘密城市化国家。
吃狗的东西很少，只有在某些地区。
（吃狗比吃母牛在道德上不可接受。这两只动物都想活着。）"
25006,UgxUZFtngeiylZclu3Z4AaABAg,11,3 years ago,i want my life to be like this no stress and no prob also being productive is necessary,我希望我的生活像这样没有压力，也没有概率的生产力
24838,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-790WOwhqY0IM,11,3 years ago,"same, i want to live in peace",同样，我想和平生活
33513,UgxscvGcl354w4DmCfh4AaABAg,11,4 years ago,"excellent girl.
i want to have a friend like this","优秀的女孩。
我想有这样的朋友"
48206,UgzNw6Y1wzNfmmWZ16R4AaABAg,11,4 years ago,"preparing for so many years of goods snacks, it seems that i want to send a big red envelope to my wife ,,,,,",准备这么多年货零食，看来我要送一个大红包给我老婆了，，，，
28276,Ugx0h3hcdRLKQmm-j2R4AaABAg,11,3 years ago,i want to live there and just forget the world,我想住在那儿，只是忘了世界
19828,UgyTQdr4ht2C6TjRvft4AaABAg.95I2cr0D_Rv96E1ZXKbSCI,11,3 years ago,"@egoegoegosum https://raknife.com/li-zi-qi/ this article has all the information about her, this is not staged: she started out doing everything alone before she became more famous, earned a bit more money and could therefore hire an assistant and a cameraman. this is the life that she's been living since she was small, and many years of doing such hard labour as this on a daily basis tends to make one stronger. you get used to having to pick up a couple of kilos of fruit if you have to do it every time there's a harvest, and out in the countryside, you've got no choice but to do these kinds of things on your own. there's a ton of footage you have to take of many many different camera angles and when editing, almost half of these are discarded because you're supposed to pick the best angles to give you the feeling in the video that you want to. editing is a form of magic in its own way, just ask anyone who's working in editing",@egoegoegosum https://raknife.com/li-zi-qi/本文拥有有关她的所有信息，这不是上演的：她在她变得更加出名之前就开始独自做所有事情，赚了更多的钱，因此可以雇用助手和摄影师。这是她从小就一直过着的生活，而且每天都在做这类艰苦的工作很多年，往往会使一个人变得更强大。如果您必须每次收获时，就必须习惯于捡起几公斤水果，而在乡村，您别无选择，只能自己做这类事情。您必须了解许多许多不同的摄像头角度，并且在编辑时，几乎其中一半被丢弃，因为您应该选择最佳角度，以使您的视频中的感觉。编辑是一种魔术的形式，只需询问任何正在编辑的人
49594,UgyVBLfFOls887_qhsp4AaABAg,11,4 years ago,"after watching this video, i just want to ask what you can't do?","看完这个视频,我只想问有什么是你不会弄的吗?"
15393,UgyzKcVps2jf_rwLmah4AaABAg,10,3 years ago,"hello: i just discovered your film recently. i accidentally click in and watch your video. i show people a very comfortable healing and healing. i also saw some people who black you attacked you. although you used to want to give up , but hope that you can bravely have confidence in yourself, don't give up, don't give up for those who are black. isn't it too sorry for those who accompany you all the way? come on ^^ y is right, and bless you and your mother -in -law are healthy and happy.",哈喽:我是最近才发现你的影片，无意间点进去看你的影片，给人看了好疗愈很舒服的感觉，也有看到一些黑你的人攻击你，虽然你曾经想要放弃，但希望你能勇敢对自己有信心别放弃，别为了那些黑你的的人而放弃，这样不是太对不起一路陪伴支持的人吗？加油 ^^Y 对了也祝福你跟婆婆身体健康快乐。
35040,UgyoQ22FTE7CBFzC4qx4AaABAg.8ukF8x1n6m-8vFmr4U8H7N,10,4 years ago (edited),"all i know is i've been depressed all day long and i don't know why. i think too much. and then this video comes across and it has been popping up for a couple of weeks and i hadnt watched it... but today i did. i just observed and soaked in all the beauty of it....and it really just helped me to change my perspective. there's a lot we can learn from her videos. simplicity and beauty. also notice her priorities and how much it piece she is at. there is so much respect for the family and the animals, nature and all the bounty of the earth we can take whatever we want from this without over-thinking it.",我所知道的是，我整天都感到沮丧，我不知道为什么。我多虑了。然后播放了这个视频，它已经弹出了几个星期，但我没有看过...但是今天我做到了。我只是观察到了所有的美丽。...这确实帮助我改变了自己的观点。我们可以从她的视频中学到很多东西。简单和美丽。还要注意她的优先事项以及她的优先次数。人们对家庭和动物，自然以及地球上的所有赏金都有非常尊重，我们可以从中汲取一切，而无需过度思考。
21546,Ugxo4UhvHEznAFCfYqZ4AaABAg,10,3 years ago,"it's a little civilization, or something new comes out w marshmallow, good frying pan or w ... but healed (heard). i want to see it.",这是一些文明，或者是新的东西，棉花糖，好的煎锅或w ...但已得到治愈（听到）。我想看一看。
23268,UgwUKUOoOWZzeCvFAoJ4AaABAg,10,3 years ago,i think my father and mother! i want to go home quickly back to sichuan!,我想我老爸老妈了！我要赶紧回家回四川 !
42711,UgyRcgBIAPSGghpV87l4AaABAg,10,4 years ago,my god! i loved this video! i want to live with her!!,我的上帝！我喜欢这个视频！我想和她一起生活！
40470,Ugz37EwlqTjZqMGIsk54AaABAg,10,4 years ago,"i want to live with you!! hello from texas, usa! ❤️",我要和你住在一起！！来自美国德克萨斯州的您好！ ❤️
46882,UgzMZVzV2u7Kg0GzsSB4AaABAg,9,4 years ago,"all i want is hear your voice clearly.
happy chinese new year from india","我只想清楚听到您的声音。
来自印度的农历新年快乐"
