,cid,votes,含culture,含culture中文翻译
16573,UgwNGOuRANb6qpm0GNh4AaABAg,0,"I really can't stand it. A bunch of Chinese people in the comment area said there that they were so tender and not as acting as farming. I just want to ask, even if the performance is, watching this video is definitely a professionals. There is such a professional team that people who have such a heart can sink their hearts in this deep mountain Lao Lin silently record life to spread our culture. Can you do this like this, people offend you or what happened, you just work hard. When others make achievements, you continue to bumper. Some people may not be as good as others. Really fucking waste, I fuck your mother, a group of waste, continue to force, and lose our Chinese face!",我真就受不了了，评论区一堆中国人在那儿杠说人家手这么嫩不像干农活还说就是表演。我就想问，即使是表演怎么了，看这个视频运镜绝对是专业人士，有这样一个专业团队，有这样有心的人们能把心沉下来在这深山老林默默记录生活来传播我们的文化，你能做到人家这样么，人家是得罪你还是怎么了，你们就使劲杠吧，当别人做出成就之时，你们继续杠，可能有些人都不如人家子柒，还在这酸，杠，真他妈废物，我操你们妈的，一帮废物，继续逼逼，丢咱中国人的脸！
16729,Ugxr2hiRlSs3ldFpCpd4AaABAg,0,I am a great admirer of your work. Your videos bring me a lot of calm. I ask you to show subtitles with the names of the foods and spices you make because I would like to know more about your culture. Hello from Brazil.,我是您工作的敬佩。您的视频给我带来了很多镇定。我请您以您制作的食物和香料的名字显示字幕，因为我想更多地了解您的文化。来自巴西的您好。
17519,UgzB7n11n0RaK0DujjN4AaABAg.92jafgxMBzk92yBEcwN94o,0,"@ShawnMZ Maybe she used to like the positon of DJ in night club, nowadays, she have been conveyed the authentic chinese traditional cultures to publicity.",@shawnmz，也许她曾经喜欢夜总会中DJ的正面，如今，她被传达了地道的中国传统文化进行宣传。
14818,UgyK3ysgEEZor6a5x1t4AaABAg,0,"This woman lives in the woods with a professional camera crew following her? Professional video/music editors take the videos and edit them to make tv quality episodes of her life, why exactly? This seems like a Chinese tv show espousing an idyllic version of its culture.",这个女人和她跟随她的专业相机船员住在树林里？专业的视频/音乐编辑会将视频录制并编辑以制作她一生的电视质量情节，为什么呢？这似乎是一部中国电视节目，支持其文化的田园诗般的版本。
17107,UgyxdVTnPLg4wepYyIh4AaABAg,0,Now on Chinese social media there's a lot of discussion on whether this is a stereotypical take of Chinese culture .... I don't think so but her living condition is definitely better than most of the rural population.,现在，在中国社交媒体上，关于这是否是对中国文化的刻板印象的讨论。。。我不这么认为，但是她的生活状况绝对比大多数农村人口更好。
17121,UgwhMzCLmld5RdQ_mo14AaABAg,0,"If this is not called cultural output, then I really don't know what cultural output is. Chinese people know that they can be sour.
When you encounter the civilized culture of adults, you can lick it, and you can spoil it.
Alas, the foreign adults in the Western world did not learn, and the dual standards were quite fast.
Is it wrong to highlight the rural farm life of the countryside to the countryside abroad?","如果这都不叫文化输出，那我真的不知道什么叫文化输出了。国人就知道会酸言酸语。
遇到洋大人的文明文化就可劲舔，遇到国人自己的就可劲糟蹋。
艹，跟西方世界的洋大人们别的没学到，双标倒是学的挺快。
向国外彰显我国的乡村惬意的农家生活可有错？"
17190,UgwAHl4oz0emvAB7Tjd4AaABAg,0,"Such a fresh look at one of the world's oldest cultures. This young lady could easily be one of the thousands of fair maidens gracing Chinese silk screen paintings. This lady could easily don long flowing white silk robes, her black hair piles on high into a bun, silk slippers caressing her feet. Women !!!",如此崭新的观察世界上最古老的文化之一。这位年轻女士很容易成为成千上万的公平少女之一。这位女士可以轻松地穿着长长的白色丝绸长袍，她的黑色头发高高地堆成面包，丝绸拖鞋爱抚她的脚。女性 ！！！
14616,UgzQj25S4W7ve4PJcAl4AaABAg,0,I admire this girl and show the positive image and culture of China!,这姑娘我佩服，展示了中国正面形象和文化！
17479,UgyfjdYFc48YPdO2Jvp4AaABAg,0,"Beautiful, traditional Chinese food culture.来 We also bring food to Africa",好好吃，中国传统美食文化。
12684,Ugy-VfQMHdJxOjDCOmF4AaABAg.96RSKdqhfq696_Y1JsRABH,0,"yeah like, humans will happily and will want to work. but because we are forced to focus so much on income we cant do the jobs we enjoy. 
society isnt going to collapse if we all went back to the age of agriculture and trade in terms of economy. 

that or people can work for money, but they should be allowed to work when they are ready to work and what they want to or are skilled to do. 

humans get absolutely bored out of their minds when there isnt a task to do, we even get bored of entertainment. people will still be doctors, people will still work in customer service, people will still do regular jobs, but they should never have to worry about not eating next week.","是的，人类会很幸福，并且想工作。但是，由于我们被迫将很多关注的重点放在收入上，所以我们无法从事我们享受的工作。
如果我们所有人都回到经济方面的农业和贸易时代，社会就不会崩溃。

或者人们可以为了钱而工作，但是当他们准备好工作，想要做什么或熟练做什么时，应该允许他们工作。

当没有一项任务要做的时候，人类绝对会感到无聊，我们甚至对娱乐感到无聊。人们仍然会成为医生，人们仍将从事客户服务，人们仍然会从事常规工作，但是他们不必担心下周不吃东西。"
12074,Ugwz1owhW9NuYel9jwN4AaABAg,0,What a beautiful culture so much peace and tranquility aaaa that if it is life,多么美好的文化如此多的和平与安宁
23771,UgxymrkSKAi9mod4RFJ4AaABAg,0,I started to wonder about the taste of bamboo. Your food culture and indispensable. Very interesting.,我开始想知道竹子的味道。您的饮食文化和必不可少的。很有意思。
22569,UgxwhtN9CBgPGzgAwDB4AaABAg,0,Fantastic woman great culture,伟大的女人伟大的文化
9031,UgzhzWVbJJOaHS4REKt4AaABAg.9AX5_LiL_FU9AhVms8RgbE,0,"Ira k 
Good points thank you. Honestly I havenโ€t been to India or Russia and my observations were totally based on my personal impressions. What I really wanted to present was an interesting difference in attitudes towards life, and my own understanding to a traditional Chinese lifestyle. And I understand there are such differences and similarities between every two cultures. Thank you for pointing out.","艾拉·K
好点谢谢你。老实说，我没有去过印度或俄罗斯，我的观察完全是基于我的个人印象。我真正想提出的是对生活的态度和对中国传统生活方式的理解的有趣差异。我知道每两种文化之间存在这种差异和相似之处。谢谢您指出的。"
21875,Ugxeq8AIupJYVNPj4954AaABAg,0,Beautiful culture ❤❤❤,美丽的文化❤❤❤
21888,Ugw6ZUjD4ymnEyt5Py54AaABAg,0,This is such a beautiful culture. ❤,这是一种美丽的文化。 ❤
8724,Ugy0_PtqA_6L4NWT9Y54AaABAg,0,Their culture and environment is very much similar to us...,他们的文化和环境与我们非常相似。
22026,UgyNznBkcEkdjIm0MHF4AaABAg.9-I7M9BVLBX9-ZEtyWtJse,0,@meichan9572 yes I completely understand I'm a Native American from the Navajo tribe I hope this young lady if she doesn't already have childrenhas children and teach her children the tradition so they can keep it up for myself I feel bad that I am not practicing my native culture for one I don't speak fluent Navajo I also do not practice many of the traditional ways although I can cook some of the food but I can see that she is carrying on from the old ways I love that I'm proud of her,是的我不会说流利的纳瓦霍人，但我也不会练习许多传统的方式，尽管我可以烹饪一些食物，但我可以看到她正在从我喜欢的旧方式中继续前进，我为她感到骄傲
8674,Ugy30w5mEPwXmcgwWgV4AaABAg,0,"what a life, no degree race no job prob, no traffic issue, no late Home coming tension, no cinema tickets queue, no zinger no big mack, no fries no artificial life, no tv no politics tensions, no satanic culture, just pure simple and tension free heaven's life. ahhh i can just imagine for me",多么多的生活，没有学位的没有工作概率，没有交通问题，没有晚期的紧张局势，没有电影票队列，没有Zinger没有大麦克，没有薯条，没有人造生活，没有电视政治紧张局势，没有撒旦文化，只是纯粹简单无力的天堂的生活。啊，我可以想象我
22597,Ugw5OHgkf0Ll5ErkzeZ4AaABAg,0,foods culture art the new era is coming... i hope. thx for sharing beautiful!,食品文化艺术新时代即将到来...我希望。 THX分享美丽！
20854,UgwN-WuJg4BZRuVLiLt4AaABAg,0,"This amazing playback volume scared me, I feel that Ziyi promotes Chinese culture!",这惊人的播放量吓到我了，感觉子柒弘扬中国文化！
8429,Ugy9YUhj5FAfWG7B3Yl4AaABAg.9BRX-p_fxNC9BWkXRyUBlc,0,"@shannonclark8091 You really need to learn more to be respectful towards others. Ever heard of racism? You should get acquainted with that word. Learn to respect other race's culture. That attitude of yours might bring you down and bring you conflict when you're in a setting with people with different races and culture. You can't force them to change their culture. It's them, it's who they are. Same like they can't force you to change yours. Would you not be offended if someone told you that what you are doing is disgusting and that they hate it? We should learn to co-exist and respect our differences. If you don't like it just distance yourself with them but don't say such bad things to them and make mean comments like ""it's a bad thing, you shouldn't do this or that coz it doesn't fit my own beliefs, or values"". Learn to adjust and emphatize.",@shannonclark8091您确实需要学习更多以尊重他人。听说过种族主义吗？您应该熟悉这个词。学会尊重他人的文化。当您与具有不同种族和文化的人的环境中时，您的这种态度可能会使您失望并带来冲突。您不能强迫他们改变他们的文化。是他们，就是他们。就像他们不能强迫您改变自己的一样。如果有人告诉您您正在做的事情令人恶心而他们讨厌它，您会不会被冒犯吗？我们应该学会共存并尊重我们的差异。如果您不喜欢它，只是与他们距离距离，但不要对他们说这么糟糕的话，并做出卑鄙的评论，例如“这是一件坏事，您不应该这样做或不符合我自己的信念，或值”。学习调整和强调。
23138,Ugzl1O6Gf19yUYz-9yt4AaABAg,0,Carry forward the culture of the Han nationality,推进汉族的文化
23382,UgzV-GNotIrfBoqDoVh4AaABAg,0,The fine tradition of Chinese culture can only be deeply appreciated by the Chinese people of the mainland. We must be more prosperous and strong.,中华文化的优良传统，只有大陆中国人民才可以深刻体会，加油中国人我们一定会更加繁荣富强。
8428,Ugy9YUhj5FAfWG7B3Yl4AaABAg.9BRX-p_fxNC9BWi7C99JlZ,0,Cyrah B culture or not thatโ€s one they need to change. I would hate to be eating with them and they started slurping I would feel uncomfortable. Iโ€m sorry but it sounds terrible. I know there are Asian people who eat with other countries Kings & queens and I am sure they donโ€t slurp while eating. Iโ€m sorry but this is just wrong!,Cyrah B文化是否不是他们需要改变的文化。我不想和他们一起吃饭，他们开始吐口水，我会感到不舒服。对不起，这听起来很糟糕。我知道有些亚洲人与其他国家 /皇后区一起吃饭，我敢肯定他们在进食时不会少。对不起，这完全是错误的！
23498,UgyooAibrPKideU0VxJ4AaABAg,0,I love the agriculture,我爱农业
15321,UgxLRT13FAl-Tf2lVNV4AaABAg,0,"This is the traditional food and food cooking culture of Chinese people, what 5 -star restaurants and Michelin. This is an authentic people in the world!",这就是中国老百姓的传统美食和饮食烹饪文化，什么5星餐厅，什么米其林。这才是地道的人间美味！
20988,UgwCd0paMjqBwiKMVNd4AaABAg,0,I love this culture and i love u,我喜欢这种文化，我爱u
9159,UgzklntCNID4wKlyuMl4AaABAg,0,"The environment it so peaceful, and the food she's cooking, it satisfying. Man their culture it interesting, I would try out their food that would be great.",它是如此宁静的环境以及她正在烹饪的食物，它令人满意。他们的文化很有趣，我会尝试他们的食物。
11930,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh989OZZ7O6rp,0,"First, this belongs to ancient Chinese ideological and culture. It has no relationship with modern semi -dime. The reason why foreigners like. First, Chinese food is world civilization. Foreigners like Chinese food! Second, rural life, this is the ultimate dream of every human beings! Third, filial piety, the most touching thing in the world is that the old people who are nearly old can eat children's food and live together!",第一，这属于中国古代的思想文化，跟现代半毛钱关系没有，外国人喜欢的原因三点。第一，中国美食是世界文明的，外国人喜欢中国美食！第二，田园生活，这是每个人类的终极梦想!第三，孝道，世界上最让人触动的就是，年近古稀的老人可以吃子女的饭菜，一起生活!
18667,Ugy-AHuU1UvLfpyoKWl4AaABAg,0,"I once cared about her history, or rumors of plastic surgery. But now I see amazing attention, and I am happy to spread and love Chinese food culture. Isn't this the most important? I Know Her DisgraceFul History as well as her face nose. But what ’s more important that our culture spread all over the world?",我曾经也在意过她的坐台历史，亦或整容传闻。可如今我看到惊人的关注量，我高兴中国饮食文化得到传播及喜爱，这难道不是最重要的吗？I know her disgraceful history as well as her fake nose. But what’s more important that our culture spread all over the world ?
18610,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cFOdzjCul,0,"Pedro c You are wrong on this one ...it wasn't Mao who was tearing China's culture apart, it was teared by some of the ignorant people who were so weak and they thought they could take advantages during the time of the cultural revolution...China is the only country in the world still hold onto its culture and civilization, thanks to Mao...obviously, you have got your infos from the wrong source ,the anti China channel.",佩德罗·C（Pedro c）你错了这个……不是毛泽东撕裂了中国的文化，它被一些无知的人撕裂了...中国是世界上唯一仍然坚持其文化和文明的国家，这要归功于毛泽东...显然，您已经从错误的来源（反中国频道）中获得了信息。
11669,Ugz4v3NDvFwbqZAlNrd4AaABAg.97MWmJxtxx_97QIEMCP6w9,0,"It seems to me that this is a feature film, the ideal world, so to speak, is ""Man and Woman"", ""Big Family"", ""Mom and Child"", etc., and this is ""Grandmother and granddaughter"", but it is beautifully shown here "" Culture "", China, an ideal culture. Who would not say, all the same, they have a great one. In the first place, food. Close, they use a huge number of herbs, plants that surround them.
Unfortunately, the war, revolutions, destroyed a lot, memory. Then I remember from childhood, as my grandmother said, my grandmother’s neighbors, that many herbs that surrounded them used to eat, used food and praised, but I don’t remember exactly. ..
But the film is very beautiful!","在我看来，这是一部故事片，是理想的世界，可以这么说，是“男人和女人”，“大家庭”，“妈妈和孩子”等，这是“祖母和孙女”，但是它在这里很好地展示了“文化”，中国，一种理想的文化。谁不会说，他们都有一个很棒的文化。首先，食物。近距离。他们。
不幸的是，战争，革命，摧毁了很多，记忆。 .. ..
但是这部电影很漂亮！"
11525,Ugz6XV0Gi1qfDWIpCFV4AaABAg,0,Captivating! Dislikes of such a video and of complimenting comments about it expose the literal ills among us. Such adversity toward the beauty of culture reveals a sickness left undiagnosed. Seriously.,迷人！不喜欢这样的视频，并赞美有关它的评论，使我们之间的字面弊端暴露了。对文化美的这种逆境揭示了遗憾的疾病。严重地。
11043,Ugz2_ToxenfhrlmdFSZ4AaABAg,0,Healhty culture,治疗文化
18665,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QDCRmEQnF,0,"120 million views.
She certainly does Chinese culture and food. Wonderfully.","1.2亿次观看。
她当然从事中国文化和食物。奇妙的"
18666,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QGlCrPhcA,0,@Peacerespect98 Thanks for liking them! She has done a fantastic job that China's government could not do yet. I also hope that more people could get Chinese culture better through her videos. By the way I come from China :),@pecerespect98感谢您喜欢它们！她做得非常出色，中国政府还无法做到。我也希望更多的人能够通过她的视频来更好地获得中国文化。顺便说一句，我来自中国:)
10196,UgwfsLy8gqdCLfKuUlN4AaABAg,0,Where is this in China... I love the richness of their culture...,这在中国在哪里...我喜欢他们文化的丰富性...
20528,UgwWK04uJ-36wmoiQTF4AaABAg,0,Why am I hooked to chinese culture?,我为什么要迷恋中国文化？
9774,Ugz2piTUHZkpUF6r_yd4AaABAg,0,"I admire Chinese culture, if you know useful, I always see knives and utensils that can last 200 years. And the kitchen an entire art. I would like to be able to live like this more ecological and teach that to my children.",我欣赏中国文化，如果您知道有用，我总是会看到可以持续200年的刀具和餐具。和厨房的整个艺术品。我希望能够像这样的生态生活，并向我的孩子们讲授这一点。
9702,UgxeDjXMOCo9vlzxzEZ4AaABAg.99hgqgWegqn9AOsZIPZ8nK,0,@fafa-rd4wx I will like this if she say she post everything for fun or for culture. Any reason or reasonable for money. Better than fooling me.,@fafa-rd4wx，如果她说她为娱乐或文化发布所有内容，我会喜欢的。任何理由或合理的钱。比欺骗我更好。
19915,Ugx3zuXyOf11s3dxiwp4AaABAg.91GSbollkUx92E97OqG3pT,0,"David Hutchins there are still many people living similar lifestyle like she does in China. One point I really like about Ziqi is that she has a dedication and passion of sharing Chinese culture to the world. It’s something that many people would like to do but somehow lack of ability or determination. We should all believe her because as audiences, we feel it. We should offer more encouragement and appreciation. What’s most important that she really delivers peace and calmness to audiences and we all receive positive influences or energy from her videos. And I reallyyyy like her temperament.",大卫·哈钦斯（David Hutchins）仍然有许多人过着与中国相似的生活方式。我真的很喜欢Ziqi的一点是，她对与世界分享中国文化的奉献精神和热情。这是许多人想做的事情，但某种程度上缺乏能力或决心。我们都应该相信她，因为作为观众，我们感受到了。我们应该提供更多的鼓励和赞赏。最重要的是，她真正为观众提供和平与平静，我们都从她的视频中获得了积极的影响或精力。我真的很喜欢她的气质。
9259,Ugxy85K5Mi8BE4sS24l4AaABAg,0,"Support Ziyi, spread Chinese culture, the most popular blogger overseas.",支持子柒，传播中国文化，海外最火博主。
20262,UgwYaueuIrTFS-xqag14AaABAg,0,"It is recommended that YouTube staff open an advertising insertion income for Miss Li Ziyi, so that more original authors have more motivation and strength update and production of more sophisticated Shu Road culture (various cultures) videos",建议YouTube工作人员为李子柒小姐姐开通广告插播收入，让更多的原创作者有更多的动力和实力更新和制作更精良的蜀道文化（各种文化）视频
9170,Ugztg3AWD6dCH_KutUp4AaABAg.9AMNSj7YvIf9B4swDwEktx,0,"Birthday eight characters, referred to as eight characters, long -term culture, can be speculated by the fate of the fate through the eight characters, the family fortune, emotional and blessing. The marriage is the word eight characters. Putting the eight characters of both men and women, to see if they are in harmony, or they are overwhelmed by each other as a reference for whether they can get married. I want to know that the five elements in the eight characters are missing emotional career and the fortunes are unattractive with the other half of the eight characters. I recommend a senior eight -character numerology.",生辰八字，简称八字，文化久远，可通过八字推测人命运的事业财运感情祸福等。合婚，即是合八字，把男女双方的八字放到一起来看，看是否相生相合，或相冲相克，以此来作为能否结婚的参考。想知道自己八字中的五行缺失感情事业运势自己与另一半八字合不合等，我推荐一位资深八字命理道长，他薇信：20882988
23731,UgxGkA6SigRoge5Q6JF4AaABAg,0,"You are such an amazing woman. I'm so amazed I can't even believe this could possibly be real. Right in the middle of making her soup she has to walk out into the environment, then find the particular ingredients she needs and and then she has to extract them from the earth which takes time, and then she has to bring them all the way back to her house and and then she has to wash them and prep them and then she has to wash her hands which they also don't show on camera and all this time the fire is still cooking the rest of the ingredients while she's doing all this. I don't see how this could be possible. If you add up all the time it takes to do that it would seem that the food would have been long boiled away. But in the next camera shot it appears as though she's only been gone a few minutes. I still think she is the most amazing woman I've ever seen though.so much talent and knowledge at a young age.Your culture is very very beautiful in your home too. Everybody should try to live their life like you do. Thank you for sharing with us.",你真是个了不起的女人。我很惊讶，我什至不敢相信这可能是真实的。就在做汤的过程中，她必须走进环境，然后找到所需的特定成分，然后她必须从地球上提取它们需要时间，然后她必须将它们一路带回到她的房子，然后她必须洗净并准备它们，然后她必须洗手，这些手也不在相机上显示，而这一切都在做所有这些时仍在烹饪其余的食材。我看不出这是怎么可能的。如果您所有的时间都需要做，那么似乎食物将长期沸腾。但是在下一个相机拍摄中，看起来她好像只有几分钟了。我仍然认为她是我见过的最神奇的女人。这很小的人才和知识。您的家中的文化也非常美丽。每个人都应该像您一样尝试过自己的生活。多谢与我们分享。
