,cid,votes,含culture,含culture中文翻译
28152,UgxV6wwjOWPppmiiUF54AaABAg.8ylbPgnyalM8zTy-dhCFmE,5,"For thousands of years, human beings have been interested in other cultures. That is why trade has been so important. Japanese and Koreans learned a lot from the Chinese and then built on that. Sometimes, we love too much and want to take over, rule and take the resources that make the culture thrive. So, please think about that. It gives you a reason to learn something ancient and preserve it for future generations, even if it's a simple poem or song.",数千年来，人类一直对其他文化感兴趣。这就是为什么贸易如此重要的原因。日本人和韩国人从中国人那里学到了很多东西，然后以此为基础。有时，我们太喜欢了，想接管，统治和夺走使文化蓬勃发展的资源。所以，请考虑一下。它使您有理由学习一些古老的东西并为子孙后代保存它，即使这是一首简单的诗或歌曲。
30264,UgxAiW7u64rwiaI7Ue54AaABAg,5,I am indian and even I am not much aware about your culture and tradition but then also it's feel like you totally attached to your culture and tradition. You deserve this appreciation.,我是印度人，甚至我对您的文化和传统都不了解，但随后您觉得您完全依恋您的文化和传统。您应该得到这种赞赏。
8484,UgwuE5yITGppq25ujcx4AaABAg,5,"This is the kind of lifestyle humanity should be living. She deserves a lot of recognition because not only do we witness their lifestyle, but also the culture that many may never experience living in cities. God bless you sister much love from NZ❤",这种生活方式应该是一种生活方式。她应该得到很多认可，因为我们不仅目睹了他们的生活方式，而且还看到许多人可能永远不会在城市生活的文化。上帝保佑你姐姐来自nz❤
24112,Ugx_TZ7L9ZSeJcBAbId4AaABAg.91U9KIRGN8y92FzKxp8y9x,5,"Stupid, this is the charm of Chinese culture, Appealing Culture",笨蛋，这是中华文化的魅力，appealing culture
38525,UgzKPMNVYi8ix6x8wrF4AaABAg,5,I m from India!! I just love Chinese culture!!,我来自印度！！我只是喜欢中国文化！
33799,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48x_iz1ytxD6,5,"Not a fan of the simple country life, Isabella Hidalgo? 
It is present in every culture and country. 

Born and bred city dwellers want it, and people from the country who have lived in the city for years, long to go back.

We live in cities, but they're not our natural habitat","不喜欢简单的乡村生活，伊莎贝拉·伊达尔戈（Isabella Hidalgo）？
它存在于每个文化和国家。

出生和繁殖的城市居民想要它，来自该国生活了多年的人们，渴望回去。

我们住在城市，但它们不是我们的自然栖息地"
19663,UgySx0Pfrkf7sB9k-914AaABAg.95SlwKCChPm95YM7B3Jndk,4,that thing is kind of popcorn machine that often used in traditional Chinese culture.,那东西是一种爆米花机，经常在中国传统文化中使用。
45663,Ugw9x3zcjNxRvLt2aVh4AaABAg,4,"I would like to watch on the way to cooking non -Arabs for his culture, but",我想在为他的文化烹饪非阿拉伯的路上看，但是
5558,UgxzMLdnn8TSWAE_oP14AaABAg,4,"Not many value the great knowledge of agriculture ...
But those who do are very incredible people ♡","没有多少重视农业知识...
但是那些这样做的人非常令人难以置信的人♡"
16989,UgzYhvc74x3XJt53CXh4AaABAg,4,Thanks to Ziyi to inherit China's excellent culture,感谢子柒传承中国的优秀文化
24558,Ugw4rDDKMbA16xkYbfJ4AaABAg,4,"I think you can serve as ""the art director of movies"", or ""gift box packaging designer"", because your videos and gift box packaging are very ""beautiful""!
You inject the elements of traditional Chinese culture into it! It is an alternative self -media performance!","我觉得妳可担任「电影的艺术指导」，或「礼盒包装设计师」，因为妳的视频及礼盒包装都很“唯美”!
妳将中国传统文化的元素，注入于其中!是另类的自媒体表现!"
7797,UgykxnwFHQcNdtcTpVF4AaABAg,3,"SHE IS A CULTURE THIEF
To those who don't know her true self, she described kimchi, which is actually Korean, as Chinese, in her kimchi making video. China is now trying to take away all of Korea's unique cultures. Some even claim that BTS is Chinese. Please don't stand up for cultural thieves like this.
Her channel is very nice but she did a bad behavior please dont watch her videos..","她是一个文化小偷
对于那些不知道自己的真实自我的人，她在泡菜制作视频中描述了实际上是韩语的泡菜。中国现在正试图夺走韩国的所有独特文化。有些人甚至声称BTS是中国人。请不要像这样的文化小偷站起来。
她的频道非常好，但她的行为不好，请不要看她的视频。"
42235,UgyILk-I4-wSeW6tVth4AaABAg.8rik8tzLDYA8roBouqzs3_,3,In oriental cultures women are very devoted home makers.,在东方文化中，妇女是非常虔诚的家庭制造商。
46665,UgznRayRv0aCLiZInI54AaABAg.8qs_TK17Zu78qsckUcmDJN,3,"For those who say Li Ziqi fake at the Little Brother Channel of Western Yunnan, I want to add a few words. First of all, starting from a large level, they made excellent videos to share with people who love food culture around the world, so that more people understand the beauty of Chinese culture. Do you have done it? Just vomit the sputum of other people's works in a casual sentence, and feel that some cooperation with the merchant defile your eyes? Then, take a step back to talk about video production. Which one should not take care of the mirror editing in the later stage? Critics, do you spend money to watch the video? no. Did you participate in the video production? no. You respect the efforts and choices of others. Not only are there no, but you are also whispering, yin and yang weird, where can people do not do well, go to Weibo to give opinions! Didn't you change your opinion? Take your own business! Have nothing to do? Brother, so many traitors around them, hurt the world, care about them! Intersection Intersection Take a step back, these critics have not criticized the ideas at all, many of them are still catching the wind, and the clouds are also cloudy. When you make a criticism next time, you ask yourself a word. What do I make in my own criticism? I said in this way, what does it mean for others? Did I have a negative impact on the perception experience of others (those who want to be calm and cured)? It's all adults, so mature, please! Intersection Intersection Intersection Intersection",针对在滇西小哥频道底下说李子柒假的人我想特别补充几句。首先，从大的层面开始讲，她们做出了优秀的视频与全世界热爱美食文化的人们分享，让更多的人了解了中华文化的美好。批评者们你们做到了吗？随随便便一句话就吐别人作品一口痰，觉得和商家的一些合作玷污你们的眼了？然后，退一步说视频制作，讲究值得赞叹的分镜剪辑后期哪个不要花心思？批评者们你们花钱看视频了吗？没有吧。你们参与视频制作了吗？没有吧。你们尊重别人的努力和选择了，不仅没有，还窃窃私语，阴阳怪气，人家哪里有做的不好的，去weibo提意见啊！提意见了没改？取关做自己的事去啊！没事情做？大哥，周围那么多作奸犯科的，伤天害理的，管他们去呀！！！再退一步说，这些批评者完全就没批评到点子上，很多还是捕风捉影，人云亦云，你们下次再提出批评的时候问自己一句话，我在批评的过程中我自己做出的贡献是啥？我这样在下面说别人的不是意义何在？我有没有给别人（那些希望得到平静与治愈的人们）的观感体验带来负面影响？都是大人了，成熟一点拜托了！！！！！
50962,UgxXdfdUk1tAYvVhPwJ4AaABAg,3,"Your videos are a pleasure that I enjoy very much, thanks for showing us the incredible of great Chinese culture.",您非常喜欢您的视频，非常感谢您向我们展示中国文化的难以置信。
43441,UgxS-cU3wreGJWZO6Fd4AaABAg.8rM1exKJVYy8rS-sTdht4N,3,"Well，just very few area have a culture to eat dog, not common in China",好吧，只有很少的地区有一种文化可以吃狗，在中国不常见
40612,UgxKLGPWjVQR9FrWbs14AaABAg,3,"These videos are relaxing. In addition to knowing more about culture.
If there is someone else to speak in Spanish, that of signs of life xD","这些视频正在放松。除了了解文化之外。
如果有其他人说西班牙语，那么生命的迹象xD"
8709,UgxTrdQpB5pxOySrAHt4AaABAg.9IK5l71vneV9JYmuaVs8jl,3,@mamahasgun3643 They may not really know that their culture is branched from China. Maybe their historical class will not speak,@mamahasgun3643 他们有可能是真不知道他们的文化是从中国分支出去的，可能他们历史课不会讲
