,cid,votes,time,含culture,含culture中文翻译
5981,UgxvAuJTFlMG5TuJm3F4AaABAg,0,2 years ago,"if you are new here, here is absolutely everything you need to know about liziqi ( li ziyi ): 

in 1990, li ziyi fell to the ground in mianyang, sichuan. her parents divorced when she was very young. later, her father died, and li ziyi became an orphan. his stepmother didnโ€t treat her well. li zizhen mentioned on weibo that he had had a half-dead experience when his stepmother dragged her hair into the gutter and was beaten. 

grandpa and grandma distressed granddaughter, and finally decided to take li ziyu home and live. when li ziyi was in fifth grade, his grandfather died again, and it was difficult for his grandma to raise her to continue school. at the age of 14, li ziyi had to drop out of school and go to the city alone to work hard, and began an 8-year wandering life. her first life was very hard. she slept in a park chair and scratched her head for two months. 

li ziyi has also worked as a waiter in a hotel, with a monthly salary of 300 yuan. in order to earn more income, she went to learn to play discs and sang in the bar. later, when talking about the matter, li zizhen frankly said: โ€i didnโ€t say that i liked music at that time, just to live, i felt that it was well paid.โ€ 

in 2012, because grandma was ill once, li ziyi was worried that she would regret it later, throwing away all work and returning to grandma. โ€being closer, i feel more at ease.โ€ 

after returning, li ziyi opened a taobao shop, but the business has been up and running, and he barely eats. in 2015, under the influence of his younger brother, li ziyi was exposed to the short video platform meipai. until 2016, seeing that his younger brother had some fans on meipai, and holding more fans can improve the mentality of taobao business, li ziyi re-entered meipai to prepare for his own video program. 

the reason why she chose to shoot videos in this style is closely related to her childhood environment. 

in an interview with the living room of sina club, li ziyi mentioned, โ€all these things that are self-sufficient in the countryside, for me, they are jealous. in the short video, she chose to start from the most familiar places. 

in the beginning, li ziyi gave himself a topic called โ€four seasons change, eat while you eatโ€. after the suggestion of meipai editor, it became โ€ancient foodโ€ and it is still used today. 

in september 2016, a new opportunity came quietly, which also became an important promoter for li ziyu to get more attention in the future. sina weibo began to openly search for more outstanding short video creators for resource support. 

as mentioned at the beginning of the article, liu tongming brought her weibo resources support. 

one day in september 2016, li feng, an ancient short video blogger, accidentally received a private weibo message from โ€mr. lโ€. mr. l expressed his love for li ziyuโ€s video content, felt that he had fulfilled his taoyuan dream, and hoped to meet her. 

for a long time after that, li ziyi received mr. lโ€s private letter. โ€it would be a shame for such a good video to let this person see it. this is uschinaโ€s proud traditional culture should be seen by people in china and around the world. โ€mr. l said in a private message. 

at first, after seeing these private messages, li ziyi didnโ€t care too much, even worrying about encountering a liar. until one day, mr. l came to the city where li zizhen was, and wanted to ask her to have a meal and talk. mr. lโ€s politeness and clear logical thinking made li slowly drop his initial alert. 

this accidental meeting has completely changed the life trajectory of li zizhen. not long after the meal was over, with the help of mr. l, li zizheng was supported by a large wave of resources on sina weibo, accelerating her popularity and allowing li zizhen to rush into the queue of the net influencer on the head. 

this experience is partly recorded in a diary of li zizheng that year. some insiders close to the senior executives of weinian technology confirmed to tencentโ€s โ€shenwangโ€ that the โ€mr. lโ€ is actually liu tongming, and his pseudonym was publicly reported. daxiong liu, the founder of wei nian technology, an mcn company to which li zizhen now belongs. 

on december 8th, the reading volume of a weibo topic labeled โ€is li ziyi a cultural outputโ€ climbed to 800 million. li zizheng was once again on the hot search list. 

the video created by li ziyi and her has become a phenomenon worthy of study now. 

extensive overseas communication is an important reason for li zihuanโ€s renewed attention. some people say that she has filmed a desirable rural life and spread the charm of traditional chinese culture and cuisine. others think that her video is not completely true to reflect chinaโ€s rural life. 

even the queries that have been popular since the explosion have been brought up again, such as being a dj, being a rich second generation, whether the video is from my own hands, is there a strong push behind it, and the video is true for rural life itโ€s still just a fiction for character setting. 

an insider of weinian technology told tencentโ€s โ€deep webโ€ that li ziyi was of ordinary origin, and the relevant video content was produced by li ziyi himself. the popularity was not the initiative of the company and himself. in fact, both li zihuan and the micro-reading team behind him were quite low-key, and they were very enthusiastic and declined all the current interview needs. 

until august 17, 2018, li ziyiโ€s eponymous tmall store officially opened. six days after going online, the store with only five products at that time had sales of over 150,000 and sales of over 10 million. a year later, the total sales of 21 products displayed in the li zizhen flagship store exceeded 1.3 million, with total sales reaching 71 million. 
the value behind li ziyiโ€s ip is being quickly tapped. 

li ziyi started from scratch and gained the first fans with his own strength. but now the popularity and gains of fame and fortune are obviously no longer just her achievements. 
according to tianyan search, โ€deep webโ€ shows that mcn hangzhou weinian technology co., ltd., which li ziyi belongs to, was established on february 28, 2013, with a registered capital of rmb 5.208 million. according to the introduction, wei nian is an entertainment entertainment company that incubates kol into ip through short videos and extends to consumer brands. 

the information of qixinbao shows that there are more than 100 pieces of intellectual property information of the trademark โ€li zihuanโ€. the applicant companies are hangzhou weinian technology co., ltd. the product categories include food, clothing, shoes and hats, dyes and fats, beer and beverages, financial property management, catering and accommodation. 

not only that, wei nian also has inextricable links with li ziyuโ€s companies. 

according to the eye inspection, li jiajia (should be the original name of li ziyu) established sichuan ziyu culture communication co., ltd. on july 20, 2017, and wei nian is its shareholder, holding 51% of the shares. supervisor, li jiajia holds 49% of the shares. 

according to other data, there are as many as 50 beneficiary companies behind hangzhou weinian technology co., ltd., including greenland holdings, zte, xinhua media, vanke, light media, etc. . 
among the shareholders of weinian technology, sina weibo is particularly eye-catching. 

from wei nian technology to sina weibo, li ziyi gradually has the best cards that internet celebrities are looking forward to. 
in her own words, she changed from โ€a little transparent to a person who is so useless to societyโ€. after entering the public view and being noticed by more people, li ziyiโ€s sense of responsibility has also become heavier. 
โ€i want to do what i can to do more things that are good for society, such as the spread of traditional culture, non-heritage cultural craftsmen, and i want to show these old things to everyone so that more people know. li ziyi said. 

source: https://www.ww01.net/en/archives/33757","如果您在这里是新手，那么这绝对是您需要了解的有关Liziqi（Li Ziyi）的一切：

1990年，李齐伊（Li Ziyi）跌倒在四川米扬（Mianyang）。她的父母很小的时候就离婚了。后来，她的父亲去世了，李齐伊成为孤儿。他的继母对她不好。李·齐兴（Li Zizhen）在微博上提到，当他的继母将头发拖入排水沟并被殴打时，他有半死的经历。

爷爷和奶奶使孙女感到沮丧，最后决定带李Ziyu回家。当李齐伊（Li Ziyi）五年级时，他的祖父再次去世，他的祖母很难抚养她继续上学。李齐（Li Ziyi）在14岁时不得不辍学，独自去城市努力工作，并开始了八年的流浪生活。她的第一人生非常艰难。她睡在公园椅上，挠头两个月。

Li Ziyi还曾在酒店担任服务生，每月薪水为300元。为了赚取更多的收入，她去学习演奏唱片并在酒吧里唱歌。后来，在谈论此事时，李·齐兴（Li Zizhen）坦率地说：“我不是说当时我喜欢音乐，只是为了生活，我觉得这是付出的。”

2012年，由于奶奶曾经生病，李齐伊（Li Ziyi）担心她后来会后悔，扔掉所有工作并返回奶奶。 “靠近，我感到更加放松。”

返回后，李Ziyi开了一家淘宝商店，但业务一直在运行，他几乎没有吃饭。 2015年，在他的弟弟的影响下，李齐伊（Li Ziyi）接触了短视频平台Meipai。直到2016年，看到他的弟弟在Meipai上有一些粉丝，并且拥有更多的粉丝可以改善淘宝业务的心态，Li Ziyi重新进入Meipai，为自己的视频节目做准备。

她之所以选择以这种风格拍摄视频与她的童年环境密切相关的原因。

李·齐（Li Ziyi）在接受西那俱乐部（Nina Club）的客厅采访时说：“所有这些在农村自给自足的事情，对我来说，它们嫉妒。在简短的视频中，她选择从最熟悉的地方开始。

一开始，李齐伊（Li Ziyi）称自己为“四个季节变化，吃饭时吃饭”。在Meipai编辑的建议之后，它变成了“古老的食物”，并且今天仍然使用。

2016年9月，一个新的机会悄悄地出现了，这也成为李Zyu将来更加关注的重要推动者。 Sina Weibo开始公开寻找更多出色的简短视频创建者以获得资源支持。

正如文章开头所述，刘·汤明（Liu Tongming）为她带来了微博的资源支持。

2016年9月的一天，古老的简短视频博客作者Li Feng意外收到了“先生先生的私人微博消息”。 L”。 L先生表达了对李Ziyu的视频内容的热爱，觉得他已经实现了他的作陶王的梦，并希望与她见面。

此后很长一段时间，Li Ziyi收到了L先生的私人信。 “这样一个好视频让这个人看到它是可惜的。这是中国和世界各地的人们应该看到USCHINA骄傲的传统文化。 “先生。我在一条私人消息中说。

起初，在看到这些私人消息后，李Ziyi并不在乎太多，甚至不必担心遇到骗子。直到一天，L先生来到了李·齐兴（Li Zizhen）所在的城市，并想请她吃饭和聊天。 L先生的礼貌和清晰的逻辑思维使李慢慢地放弃了最初的警报。

这次偶然的会议彻底改变了李·齐兴（Li Zizhen）的生活轨迹。用餐结束后不久，在L先生的帮助下，李·Zizheng（Li Zizheng）得到了Sina Weibo的大量资源的支持，加快了她的知名度，并允许Li Zizhen赶到头部网络影响者的排队。

这种经历部分记录在那年的李Zizheng日记中。一些与温尼安技术高级管理人员接近的内部人士证实了腾讯的“申旺”，即“先生先生L”实际上是刘·汤明（Liu Tongming），他的化名是公开报道的。 Wei Nian Technology的创始人Daxiong Liu是Li Zizhen现在属于的MCN公司。

12月8日，一个标有“是文化产出”的微博主题的阅读量攀升至8亿。李Zizheng再次在热门搜索列表中。

Li Ziyi和她创建的视频现在已成为一个值得研究的现象。

广泛的海外沟通是李齐伊安（Li Zihuan）重新关注的重要原因。有人说她已经拍摄了理想的乡村生活，并传播了中国传统文化和美食的魅力。其他人则认为她的视频并非完全正确地反映中国的乡村生活。

自从爆炸再次提出以来一直很受欢迎的疑问，例如成为DJ，成为富人的第二代，无论是我自己的视频，是否有强烈的推动力，视频是真的对于农村生活，这仍然是角色环境的小说。

Weinian Technology的一位内部人士告诉Tencent的“ Deep Web”，Li Ziyi是普通的，相关的视频内容是由Li Ziyi本人制作的。受欢迎程度不是公司和他本人的倡议。实际上，他背后的李·齐伊安（Li Zihuan）和微读团队都非常低调，他们非常热情，拒绝了当前的所有采访需求。

直到2018年8月17日，Li Ziyi的同名TMALL商店正式开业。上网六天后，当时只有五种产品的商店的销售额超过150,000，销售额超过1000万。一年后，李Zizhen旗舰店展示的21种产品的总销售额超过130万，总销售额达到7100万。
Li Ziyi的IP背后的价值正在迅速挖掘。

Li Ziyi从头开始，并以自己的力量获得了第一批粉丝。但是现在，声名和财富的受欢迎程度和收益显然不再只是她的成就。
根据Tianyan Search的说法，“ Deep Web”表明，Li Ziyi属于的McN Hangzhou Weinian Technology Co.，Ltd。于2013年2月28日成立，其注册资本为5.208亿元。根据引言，Wei Nian是一家娱乐娱乐公司，通过简短的视频将KOL孵化为IP，并扩展到消费者品牌。

Qixinbao的信息表明，商标“ Li Zihuan”有100多种知识产权信息。申请人公司是Hangzhou Weinian Technology Co.，Ltd。产品类别包括食品，服装，鞋子和帽子，染料和脂肪，染料和脂肪，啤酒和饮料，金融物业管理，餐饮和住宿。

不仅如此，Wei Nian还与Li Ziyu的公司建立了不可忽视的联系。

根据眼睛检查，李亚吉亚（应该是李祖的原始名称）于2017年7月20日成立了四川Ziyu文化传播公司有限公司。主管Li Jiajia持有49％的股份。

根据其他数据，Hangzhou Weinian Technology Co.，Ltd。的背后有多达50家受益公司，包括Greenland Holdings，ZTE，新华社媒体，Vanke，Light Media等。
在Weinian技术的股东中，Sina Weibo特别引人注目。

从Wei Nian Technology到Sina Weibo，Li Ziyi逐渐拥有互联网名人期待的最佳卡片。
用她自己的话说，她从“有点透明变成了一个对社会无用的人”。在进入公众观点并被更多人注意到之后，李齐的责任感也变得更加重。
“我想尽我所能，做更多对社会有益的事情，例如传统文化，非遗产文化工匠的传播，我想向所有人展示这些旧事物，以便更多的人知道。李Ziyi说。

资料来源：https：//www.ww01.net/en/archives/33757"
17479,UgyfjdYFc48YPdO2Jvp4AaABAg,0,3 years ago,"beautiful, traditional chinese food culture.来 we also bring food to africa",好好吃，中国传统美食文化。
17519,UgzB7n11n0RaK0DujjN4AaABAg.92jafgxMBzk92yBEcwN94o,0,3 years ago,"@shawnmz maybe she used to like the positon of dj in night club, nowadays, she have been conveyed the authentic chinese traditional cultures to publicity.",@shawnmz，也许她曾经喜欢夜总会中DJ的正面，如今，她被传达了地道的中国传统文化进行宣传。
17610,UgzqSV_S2BSMVLwWC594AaABAg,0,3 years ago,"haha, hurry up to the output of the foreigner culture",哈哈，抓紧对老外文化输出
17665,UgzqeaWWiN0bztBSpo94AaABAg,0,3 years ago,"dear compatriots, li ziyi's content in terms of traditional culture, farming+confucianism, but these two have been contradictory since ancient times. it is really inappropriate to say that she represents chinese traditional culture. in fact, it is more biased, chinese myth.",各位同胞，李子柒的内容从传统文化来说，农耕+孔儒，然而这两者自古是矛盾的。说她代表中华传统文化真的不合适。实际上更偏向，中国神话。
5765,UgwxpT789p_NgBLw_6F4AaABAg,0,2 years ago,jiajia ... the beauty of more beautiful people is beautiful and beautiful. let you! eat hard and be the best ... truly make the beauty of chinese culture really made the same way!,佳佳...多美的名呀人美性情也美真是天性使然完全不做作，妳的孝顺、知足、惜福、感恩...一切一切都是良善的演示，温、良、恭、俭、让非妳莫属！吃得苦苦方为人上人...真正的把中华文化之美给实实在在地做出来好样的！
17764,Ugx9Q2tr8-wCzJJinfZ4AaABAg.92gw10MKfvC92vzwgpW9dh,0,3 years ago,@zhenyucai8688 but she really show the ancient culture in china,@zhenyucai8688，但她确实在中国展示了古老的文化
18610,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92cFOdzjCul,0,3 years ago (edited),"pedro c you are wrong on this one ...it wasn't mao who was tearing china's culture apart, it was teared by some of the ignorant people who were so weak and they thought they could take advantages during the time of the cultural revolution...china is the only country in the world still hold onto its culture and civilization, thanks to mao...obviously, you have got your infos from the wrong source ,the anti china channel.",佩德罗·C（Pedro c）你错了这个……不是毛泽东撕裂了中国的文化，它被一些无知的人撕裂了...中国是世界上唯一仍然坚持其文化和文明的国家，这要归功于毛泽东...显然，您已经从错误的来源（反中国频道）中获得了信息。
14923,UgzyY5t_wvHKtYq52W94AaABAg,0,3 years ago,"hi parents, chinese new year is coming. in case if you
are looking into doing some inspiring cultural and fun activities for your
children, this free chinese culture and language online class might be a good
idea.","嗨，父母，农历新年即将到来。如果您
正在考虑为您的
儿童，这种免费的中国文化和语言在线课程可能是一个好
indue."
4790,Ugz-9AfuXVyzFJJ4yi54AaABAg.9IcflViauGt9OEN2SerbuG,0,2 years ago (edited),"if you don't know the history of korea and china, you shouldn't deal with it with humor. china attacked korea for nearly 5,000 years and attempted to take away korea's everything. however, korea has protected korea's land and culture for 5,000 years. south koreans have never claimed that the obvious chinese culture is ours. however, china is constantly insisting that the obvious korean culture is its own. china is simply trying to take ours easily, ignoring all the evidence in history.",如果您不知道韩国和中国的历史，那么您就不应该以幽默来处理它。中国袭击了韩国近5，000年，并试图带走韩国的一切。但是，韩国保护了韩国的土地和文化已有5，000年了。韩国人从来没有声称明显的中国文化是我们的文化。但是，中国一直坚持认为明显的韩国文化是它的。中国只是试图轻松地占领我们的，而忽略了历史上的所有证据。
14818,UgyK3ysgEEZor6a5x1t4AaABAg,0,3 years ago (edited),"this woman lives in the woods with a professional camera crew following her? professional video/music editors take the videos and edit them to make tv quality episodes of her life, why exactly? this seems like a chinese tv show espousing an idyllic version of its culture.",这个女人和她跟随她的专业相机船员住在树林里？专业的视频/音乐编辑会将视频录制并编辑以制作她一生的电视质量情节，为什么呢？这似乎是一部中国电视节目，支持其文化的田园诗般的版本。
21875,Ugxeq8AIupJYVNPj4954AaABAg,0,3 years ago,beautiful culture ❤❤❤,美丽的文化❤❤❤
21888,Ugw6ZUjD4ymnEyt5Py54AaABAg,0,3 years ago,this is such a beautiful culture. ❤,这是一种美丽的文化。 ❤
4166,Ugwonk7Z8LPJQu06GOp4AaABAg,0,2 years ago,very unik and very beautiful...original and culture,非常独立，非常美丽...原始和文化
22026,UgyNznBkcEkdjIm0MHF4AaABAg.9-I7M9BVLBX9-ZEtyWtJse,0,3 years ago,@meichan9572 yes i completely understand i'm a native american from the navajo tribe i hope this young lady if she doesn't already have childrenhas children and teach her children the tradition so they can keep it up for myself i feel bad that i am not practicing my native culture for one i don't speak fluent navajo i also do not practice many of the traditional ways although i can cook some of the food but i can see that she is carrying on from the old ways i love that i'm proud of her,是的我不会说流利的纳瓦霍人，但我也不会练习许多传统的方式，尽管我可以烹饪一些食物，但我可以看到她正在从我喜欢的旧方式中继续前进，我为她感到骄傲
12310,UgxHE5M3dJmV9oXmGIZ4AaABAg,0,3 years ago,i am watching your video from india ....... there is not much difference between your and our culture.,我正在观看您来自印度的视频.......您和我们的文化之间没有太大的区别。
22569,UgxwhtN9CBgPGzgAwDB4AaABAg,0,3 years ago,fantastic woman great culture,伟大的女人伟大的文化
22597,Ugw5OHgkf0Ll5ErkzeZ4AaABAg,0,3 years ago,foods culture art the new era is coming... i hope. thx for sharing beautiful!,食品文化艺术新时代即将到来...我希望。 THX分享美丽！
12074,Ugwz1owhW9NuYel9jwN4AaABAg,0,3 years ago,what a beautiful culture so much peace and tranquility aaaa that if it is life,多么美好的文化如此多的和平与安宁
22793,UgwbW0QYhT8cIrfODzh4AaABAg.8zvknA9f6wx9-HhDSZw-wy,0,3 years ago,jeffrey deguzman many asian cultures don’t include china :p,Jeffrey Deguzman许多亚洲文化不包括中国：P
11930,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh989OZZ7O6rp,0,3 years ago,"first, this belongs to ancient chinese ideological and culture. it has no relationship with modern semi -dime. the reason why foreigners like. first, chinese food is world civilization. foreigners like chinese food! second, rural life, this is the ultimate dream of every human beings! third, filial piety, the most touching thing in the world is that the old people who are nearly old can eat children's food and live together!",第一，这属于中国古代的思想文化，跟现代半毛钱关系没有，外国人喜欢的原因三点。第一，中国美食是世界文明的，外国人喜欢中国美食！第二，田园生活，这是每个人类的终极梦想!第三，孝道，世界上最让人触动的就是，年近古稀的老人可以吃子女的饭菜，一起生活!
23138,Ugzl1O6Gf19yUYz-9yt4AaABAg,0,3 years ago,carry forward the culture of the han nationality,推进汉族的文化
23382,UgzV-GNotIrfBoqDoVh4AaABAg,0,3 years ago,the fine tradition of chinese culture can only be deeply appreciated by the chinese people of the mainland. we must be more prosperous and strong.,中华文化的优良传统，只有大陆中国人民才可以深刻体会，加油中国人我们一定会更加繁荣富强。
23392,Ugy8NakTFx7bMlT_FKt4AaABAg,0,3 years ago,"amazing channel, professional video editing. best traditional food culture. if in indonesia the name is stir -fried bamboo shoots, many gluguts.",惊人的频道，专业视频编辑。最好的传统饮食文化。如果在印度尼西亚，该名称是搅动的，则有许多格鲁格特。
4112,UgwsYMchjOqpzL2xtTR4AaABAg,0,2 years ago,"the great wall of china, confucius, and chi pao are historial korean cultures. confucius was born in gyeongju, korea, and had parents of korean descent, and the ge ge reat wall was built by koreans to protect the korean peninsula from enemies. chipao is also a modeld dress from hanbok. koreans wore hanbok when they wanted to be formal, and chifao when theyl we not formal. earing a chifao, which is to borrow korean culture a long time ago and maintain it to the present.
i live in new york city in the u.s. and work for the asia cultural foundation. new yorkers know all of the above, and our asian cultural foundation judges the. roots of chinese history as korea.
you can learn more about this story if you visit korea and new york. :)
thank you.

wanli great wall, confucius, and cheongsam are all korean culture in history. confucius was born in qingzhou, south korea. he has the parents of korean bloodlines. the great wall of wanli was built by koreans to protect the korean peninsula from being attacked by enemies. cheongsam is also a deformed clothes in hanbok. when the koreans want to dress up, they wear hanbok, and they wear cheongsam when they sleep. now you can see that chinese ethnic minorities wear cheongsam, which has been maintained to this day with korean culture a long time ago.
i now live in new york city in the united states and work in asian cultural consortia. citizens in new york know the above. the people of our asian cultural consortium judge that the root cause of chinese history is south korea.
if you visit south korea and new york, you can learn more about this story in detail. :)
thank you.

i am using a translator.


오는 치파, 오는 역사 과공자 적 한국 한국 의 입니다 문화 문화 공자는 한국 의 의 '라는 에서 태어나 혈통의 부모 를 를 를 두었고 를 를 두었고 두었고 입니다 입니다 옷 한국인들 한국인들. 하는 하는 유지 것 입니다 입니다.
미국 미국 지금 뉴욕시 에서 에서 살고 아시아 아시아 문화 에서 일 일 합니다.
한국 한국 는 전국 과 과 에 방문 하면 더 자세히 알 알. :)","The Great Wall of China, Confucius, and Chi Pao are historically Korean cultures. Confucius was born in Gyeongju, Korea, and had parents of Korean descent, and the Great Wall was built by Koreans to protect the Korean Peninsula from enemies. Chipao is also a modified dress from Hanbok. Koreans wore hanbok when they wanted to be formal, and chifao when they slept or were not formal. Currently, we can see minorities in China wearing a chifao, which is to borrow Korean culture a long time ago and maintain it to the present.
I live in New York City in the U.S. and work for the Asia Cultural Foundation. New Yorkers know all of the above, and our Asian Cultural Foundation judges the roots of Chinese history as Korea.
You can learn more about this story if you visit Korea and New York. :)
thank you.

万里长城、孔子、旗袍在历史上都是韩国的文化。 孔子出生在韩国的庆州，有韩国血统的父母，万里长城是韩国人为保护韩半岛免遭敌人袭击而建造的。 旗袍也是韩服中变形的衣服。 韩国人想打扮的时候穿韩服，睡觉的时候没有格调的场合穿旗袍。 现在可以看到中国的少数民族穿旗袍，那是借着很久之前的韩国文化维持至今的。
我现在在美国纽约市生活，在亚洲文化财团工作。 纽约市民都知道以上内容，我们亚洲文化财团的人判断中国历史的根源是韩国。
如果访问韩国全国和纽约，就能更详细地了解这个故事。 :)
thank you.

我在使用翻译器。


만리장성과 공자, 치파오는 역사적으로 한국의 문화입니다. 공자는 한국의 '경주'라는 곳에서 태어나 한국 혈통의 부모를 두었고, 만리장성은 한국인들이 적으로부터 한반도를 보호하기 위해 지은 것입니다. 치파오 역시 한복에서 변형된 옷입니다. 한국인들은 격식을 차리고 싶을 때는 한복을 입고, 잠을 잘때나 격식없는 자리에서는 치파오를 입었습니다. 현재 중국의 소수민족이 치파오를 입는 것을 볼 수 있는데, 그것은 아주 오래전 한국의 문화를 빌려 현재까지 유지하는 것입니다. 
저는 지금 미국 뉴욕시에서 살고 있고 아시아 문화재단에서 일합니다. 뉴욕 시민들은 위 내용들을 모두 알고 있으며, 우리 아시아 문화재단 사람들은 중국 역사의 뿌리를 한국으로 판단하고 있습니다. 
이 이야기는 한국 전국과 뉴욕에 방문하면 더 자세히 알 수 있습니다. :)"
23498,UgyooAibrPKideU0VxJ4AaABAg,0,3 years ago,i love the agriculture,我爱农业
4612,Ugwy1EqVzQt7VkZ60Kl4AaABAg,0,2 years ago,chinese culture is so fabulous. rissima.,中国文化真是太棒了。 rissima。
20988,UgwCd0paMjqBwiKMVNd4AaABAg,0,3 years ago,i love this culture and i love u,我喜欢这种文化，我爱u
20854,UgwN-WuJg4BZRuVLiLt4AaABAg,0,3 years ago,"this amazing playback volume scared me, i feel that ziyi promotes chinese culture!",这惊人的播放量吓到我了，感觉子柒弘扬中国文化！
14119,UgwTzlyRqx6hvQfl5eh4AaABAg.94TvRLTDZFr95D0lyRSXrv,0,3 years ago,galadreana lopez pfff have they seen their dirty} unhygienic country with high rate of poverty.. dare they make fun and mock such a beautiful culture like chinese culture,加拉德里亚娜·洛佩兹（Galadreana Lopez PFFF）他们看到了贫穷率高的国家不卫生的国家。
14616,UgzQj25S4W7ve4PJcAl4AaABAg,0,3 years ago,i admire this girl and show the positive image and culture of china!,这姑娘我佩服，展示了中国正面形象和文化！
18665,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QDCRmEQnF,0,3 years ago,"120 million views.
she certainly does chinese culture and food. wonderfully.","1.2亿次观看。
她当然从事中国文化和食物。奇妙的"
18666,Ugz-HZvf8Ji8D4NUK8N4AaABAg.92PQwmvpLKf92QGlCrPhcA,0,3 years ago,@peacerespect98 thanks for liking them! she has done a fantastic job that china's government could not do yet. i also hope that more people could get chinese culture better through her videos. by the way i come from china :),@pecerespect98感谢您喜欢它们！她做得非常出色，中国政府还无法做到。我也希望更多的人能够通过她的视频来更好地获得中国文化。顺便说一句，我来自中国:)
18667,Ugy-AHuU1UvLfpyoKWl4AaABAg,0,3 years ago,"i once cared about her history, or rumors of plastic surgery. but now i see amazing attention, and i am happy to spread and love chinese food culture. isn't this the most important? i know her disgraceful history as well as her face nose. but what ’s more important that our culture spread all over the world?",我曾经也在意过她的坐台历史，亦或整容传闻。可如今我看到惊人的关注量，我高兴中国饮食文化得到传播及喜爱，这难道不是最重要的吗？I know her disgraceful history as well as her fake nose. But what’s more important that our culture spread all over the world ?
4726,UgwjJMJF4X27Sartz-94AaABAg,0,2 years ago (edited),hey china~~ dont steal other countries’ culture... plz... korean soft power is much stronger than any other country in asia... and most western countries know that these days..,嘿，中国~~不要窃取其他国家的文化... plz ...韩国软实力比亚洲的任何其他国家都强得多……而且大多数西方国家都知道这几天。
4656,Ugx7LHe9fz89VGUG3j14AaABAg,0,2 years ago,i think she is a modern chef...then back to hometown to expose her great culture and food...because her beauty look so different,我认为她是一名现代厨师...然后回到家乡，揭露她的伟大文化和食物...因为她的美丽看起来如此不同
13429,UgyWW8OH0WIdH9YNC-J4AaABAg.95V6ezihY6l96pnF-9I2To,0,3 years ago,"you will have a mixed taste if you try soaking the chinese green tea with the water in the indian river , unforgettable smell and flavor just like two misterious great cultures combined",如果您尝试在印度河中用水浸泡中国绿茶，令人难忘的气味和风味，就像两种富裕的伟大的文化结合在一起
12684,Ugy-VfQMHdJxOjDCOmF4AaABAg.96RSKdqhfq696_Y1JsRABH,0,3 years ago,"yeah like, humans will happily and will want to work. but because we are forced to focus so much on income we cant do the jobs we enjoy. 
society isnt going to collapse if we all went back to the age of agriculture and trade in terms of economy. 

that or people can work for money, but they should be allowed to work when they are ready to work and what they want to or are skilled to do. 

humans get absolutely bored out of their minds when there isnt a task to do, we even get bored of entertainment. people will still be doctors, people will still work in customer service, people will still do regular jobs, but they should never have to worry about not eating next week.","是的，人类会很幸福，并且想工作。但是，由于我们被迫将很多关注的重点放在收入上，所以我们无法从事我们享受的工作。
如果我们所有人都回到经济方面的农业和贸易时代，社会就不会崩溃。

或者人们可以为了钱而工作，但是当他们准备好工作，想要做什么或熟练做什么时，应该允许他们工作。

当没有一项任务要做的时候，人类绝对会感到无聊，我们甚至对娱乐感到无聊。人们仍然会成为医生，人们仍将从事客户服务，人们仍然会从事常规工作，但是他们不必担心下周不吃东西。"
13016,Ugwl6sRonzHw35234nV4AaABAg.963I9wQO_pk96LblBqbw7C,0,3 years ago,"its all around us, unfortunatly our culture is so much a difference that we just simply do not see.",不幸的是，我们的文化是如此之多，以至于我们根本看不到。
8674,Ugy30w5mEPwXmcgwWgV4AaABAg,0,2 years ago,"what a life, no degree race no job prob, no traffic issue, no late home coming tension, no cinema tickets queue, no zinger no big mack, no fries no artificial life, no tv no politics tensions, no satanic culture, just pure simple and tension free heaven's life. ahhh i can just imagine for me",多么多的生活，没有学位的没有工作概率，没有交通问题，没有晚期的紧张局势，没有电影票队列，没有Zinger没有大麦克，没有薯条，没有人造生活，没有电视政治紧张局势，没有撒旦文化，只是纯粹简单无力的天堂的生活。啊，我可以想象我
13005,Ugyg8SczgvIr8SWaDxh4AaABAg,0,3 years ago,"another great yt video from liziqi that leaves me thinking, wanting to delve further into the subject matter and makes me want to go foraging and living off the land like she does!! would greatly appreciate if you can show my channel hakka moi some support as well 'm producing content that hopefully carry a certain appeal and would encourage thought processes of different cultures and traditions that exist.",Liziqi的另一个很棒的YT视频让我思考，想进一步深入研究主题，让我想像她一样觅食和生活在土地上！如果您可以向我的频道Hakka Moi展示一些支持，也将非常感谢。我正在制作希望具有一定吸引力的内容，并鼓励存在的不同文化和传统的思维过程。
20262,UgwYaueuIrTFS-xqag14AaABAg,0,3 years ago,"it is recommended that youtube staff open an advertising insertion income for miss li ziyi, so that more original authors have more motivation and strength update and production of more sophisticated shu road culture (various cultures) videos",建议YouTube工作人员为李子柒小姐姐开通广告插播收入，让更多的原创作者有更多的动力和实力更新和制作更精良的蜀道文化（各种文化）视频
4630,UgxVrRCd7-Kkz6iqx7N4AaABAg,0,2 years ago,"as cultures change, here absorb food is bad education, there is normal ...",随着文化的变化，这里吸收食物是不良教育，正常...
20528,UgwWK04uJ-36wmoiQTF4AaABAg,0,3 years ago,why am i hooked to chinese culture?,我为什么要迷恋中国文化？
