,cid,votes,time,含girl,含girl中文翻译
45737,UgwOfiR4B_I_QD-f9Rp4AaABAg,0,4 years ago,what is this channel ???? is that girl actor ???,这个频道是什么？？？是那个女孩演员？？？
42201,Ugwsm96P4SrmIhncseR4AaABAg,0,4 years ago,"first i saw she made a paper, she is diligent girl..",首先，我看到她做了一张纸，她是勤奋的女孩。
44358,UgwHIpBZ9v8hMgDfDct4AaABAg,0,4 years ago,good girl,好女孩
40229,UgxnONB78tzGFEbHxqN4AaABAg,0,4 years ago,your such a sweet girl,你是一个可爱的女孩
45730,UgwzL6aYexcV4Ztk8-x4AaABAg,0,4 years ago,thanks for the excellent video. i got in saliva while i watched. so i want to try everything. everything is natural and not prepared in the microwave. very sweet girl and dogs.,感谢您的出色视频。当我看着时，我进入了唾液。所以我想尝试一切。一切都是自然的，没有在微波炉中准备。非常可爱的女孩和狗。
44433,UgxppsQH8M5Yy2VBO-J4AaABAg,0,4 years ago,"all is just perfect: wonderful nature, beauuuutiful girl, but hard worker and she know how to love her homeland! chapeau!!!! my respect!!! ❤️ geeetings from belgade, serbia",一切都是完美的：美好的天性，美丽的女孩，但是勤奋的人，她知道如何爱她的家园！ Chapeau !!!!我的尊敬！！！ selbia Belgade的Geeetings
45683,Ugx0mVHIffnH7PSK2Dp4AaABAg,0,4 years ago,you are a very big smart girl,你是一个非常聪明的女孩
45642,UgzkBg-sgxw0zEdjMXF4AaABAg,0,4 years ago,very beautiful girl!!! i very like she!!! i watch her video and do not stop looking!!!,很漂亮的女孩！！！我非常喜欢她！我看她的视频，不要停止看！！！
45634,Ugx8mralHoHSNnpf0K94AaABAg,0,4 years ago,u a great girl,你是一个伟大的女孩
42198,UgzTW7cAWSBfS8KUMst4AaABAg,0,4 years ago,"the puppies are so freaking adorable, i can’t even. and the girl reminded me of chang from oitnb",幼犬太可爱了，我什至不能。那个女孩让我想起了oitnb的张
40261,UgyD8qgeBxwys-qyj054AaABAg,0,4 years ago,this simple and peaceful life & this pretty girl doesn't know where ??,这种简单，和平的生活和这个漂亮的女孩不知道在哪里？
40289,Ugy32EaYWvXzwCuPcNx4AaABAg,0,4 years ago,i like this girl,我喜欢这个女孩
45580,Ugx54CFm2Qny5M_GUI14AaABAg,0,4 years ago,lucky girl living in neverland!,幸运的女孩住在梦幻岛！
44442,Ugw9CFFcoRNWtJqyMwh4AaABAg,0,4 years ago,it's really hard to find such a craft and neat girl,这么有手艺又利落的姑娘，真的难找啊
45566,UgxH2yWZOSgaR8ta3jd4AaABAg,0,4 years ago,new subscriber hre..so relaxing n gud atmosphere ...u r hardworking girl...keep it up...love from india,新的订户HRE ..如此放松
40374,UgyQfERj4V9l-iQI0gN4AaABAg,0,4 years ago,i like this place and the girl nature,我喜欢这个地方和女孩大自然
45537,UgwOYxIFNhDftIQxz8B4AaABAg,0,4 years ago,pretty girl love you so much,漂亮的女孩非常爱你
40413,UgwSQNs035i3hrETQUx4AaABAg,0,4 years ago,very good girl,很好的女孩
45454,UgwQqJpP0Rrs_5kOyWd4AaABAg,0,4 years ago,i fell in love with this intelligence girl,我爱上了这个智力女孩
40488,UgwNrCcDznxdkojFfG54AaABAg,0,4 years ago,i wish i waana marrie this girl only for eating this type of food....,我希望我玛丽（Marrie）这个女孩只吃这种食物。
41103,Ugx2gCoqclnN6hA005F4AaABAg,0,4 years ago,at 4:24 the dog is like damn girl slow down! lmao but good job,在4:24，狗就像该死的女孩放慢脚步！ lmao，但干得好
44926,UgzwroI7NiLRcZj9MP14AaABAg,0,4 years ago,wow what a cool girl,哇，多么酷的女孩
45861,UgxW7ldWK0xz-bG_OdJ4AaABAg,0,4 years ago,i would love to visit this girl.,我很想拜访这个女孩。
44513,Ugwj1CNqb-S8hQfK57R4AaABAg,0,4 years ago,the girl is so good,女孩真好
41518,UgwQcIJz5WdEmKVm8ah4AaABAg,0,4 years ago,who are you girl ? !!!,你是谁？ !!!!
41547,UgxsQVdTM0gMsoprZSZ4AaABAg,0,4 years ago,fan girl in vn,vn的粉丝女孩
42051,UgwHTO5DqWvId_XYCSB4AaABAg,0,4 years ago,i love seeing him by cooking with firewood. how aka in my country el salvador in the my family thus cosina blessings for this girl,我喜欢用柴火来见他。又名我国家的萨尔瓦多在我的家人中如何为这个女孩祝福
41577,UgzO12lmsNs22E5Uzih4AaABAg,0,4 years ago,perfect girl,完美女孩
44557,Ugw9ST1NU4_RD4RCywp4AaABAg,0,4 years ago,brave girl,勇敢的女孩
41597,UgxH9NSM9uH8zUf20k54AaABAg,0,4 years ago,lovely girl,可爱的女孩
41632,UgzifDSOFPi3D8xY9r54AaABAg,0,4 years ago,my girlfriend,我的女友
41692,UgxcWhxNmtECA6NTBGp4AaABAg,0,4 years ago,dream girl.you are very lucky. i wish you will be always happy. god bless you.,梦想中的女孩。你很幸运。我希望你永远快乐。上帝祝福你。
41716,UgzQr-pPLxM4DqJtG2l4AaABAg,0,4 years ago,"scarring mistress, smart girl",疤痕情妇，聪明的女孩
41738,Ugylt0_8x5M2YUZNp4B4AaABAg,0,4 years ago,very power full girl,非常强大的女孩
44555,UgyRzJrVhBK_51CB8IF4AaABAg,0,4 years ago,the girl is really good,这个女孩真的很好
44525,UgyvhEgfHoKpyxNyZVh4AaABAg,0,4 years ago,how is this wonderful girl and why i dont hear more about her???,这个很棒的女孩怎么样？为什么我听不到更多关于她的信息？？？
41752,UgzhLbs98aWJeL_O90p4AaABAg,0,4 years ago,im crying watching this...this is life!!!!!! you are one lucky girl...,我哭着看着这个...这是生活！你是一个幸运的女孩...
41119,Ugw4TwFAGoLyNaUJC3R4AaABAg,0,4 years ago,lucu.. wedhuse melu² :d its so lol.. the sheep is following that girl haha,卢西.. wedhusemelu²：d its so hol ..绵羊跟着那个女孩哈哈
44502,UgxXkaccVz7aIqpCNTN4AaABAg,0,4 years ago,i love.u.that girl,我爱
41763,UgwKN32L_28pErjBw5V4AaABAg,0,4 years ago,'m a korean girl & international couple. i'm also making videos in vienna austria. could u come over my channel?,我是韩国女孩和国际夫妇。我也在奥地利维也纳制作视频。你能越过我的频道吗？
41780,UgyIrOh0jjyK6Ds7Y_V4AaABAg,0,4 years ago,"definately the perfect women don't mess with machete girl!?
just want to know if she has a boyfriend????","绝对是完美的女人不要和砍刀女孩混乱！
只想知道她是否有男朋友？？？？"
44490,Ugyfp4UiFdbY4vQBZf14AaABAg,0,4 years ago,really admire this girl so much,真的很佩服这个女孩
41788,UgxGxjyvx3Zd3PnBSmx4AaABAg,0,4 years ago,"what is the most beautiful of this girl, and what she is doing a beautiful work",这个女孩中最美丽的是什么，她在做什么美丽的工作
41801,UgyWdyvBvPpchO5Qnwx4AaABAg,0,4 years ago,"she is a strong and powerful girl! she can support herself and take care of her grandmother, do the heavy farm tasks, furniture, food without help from any man!",她是一个强大而强大的女孩！她可以养活自己，照顾祖母，在没有任何男人帮助的情况下完成重型农场任务，家具和食物！
41832,UgyFUmE642iW9nBHo_94AaABAg,0,4 years ago,"beautiful good :))) nice girl
from vietnam with love","美丽的好:)））好女孩
来自越南的爱"
41851,UgxXgUkhuov2sassO614AaABAg,0,4 years ago,iloveyou your so beautiful and nice girl good job,iloveyou you your you so Kiptirot Girl的好工作
41940,UgxF02RocwwJcqcVjBl4AaABAg,0,4 years ago,"salvation, i am crying for the beauty of the nature and beauty of a girl and her activity, i wish you live like you",救恩，我为女孩和她的活动的自然和美丽的美丽而哭泣，希望你像你一样生活
41949,UgwefZuDZyN5vCMoQmF4AaABAg,0,4 years ago,you are a very intelligent girl,你是一个非常聪明的女孩
41988,UgwbR0NpvlbztLXlNN14AaABAg,0,4 years ago,i love you girl,我爱你，女孩
42017,UgysVoGjy5KISlp1l2t4AaABAg,0,4 years ago,i want to marry that girl.,我想嫁给那个女孩。
41513,UgxSBroIxTf7mk4wKTB4AaABAg,0,4 years ago,italian cute girls take you to play for one day of rome https://www.youtube.com/watch?v=fhyawv0cqxy,意大利萌妹子们带你玩转一日罗马 https://www.youtube.com/watch?v=FHyaWv0CQXY
44579,Ugw7FZ9GFGlu3Rx7TTR4AaABAg,0,4 years ago,hard working girl,努力工作的女孩
41463,UgwcJOXhne30xdHm8fF4AaABAg,0,4 years ago,wow...who is this girl,哇...这个女孩是谁
41399,UgwAegtzQuiwxDN9vBV4AaABAg,0,4 years ago,"people this girl is very hardworking, beautiful and very smart i'm very fan of her ..",这个女孩非常努力，美丽且非常聪明，我非常喜欢她。
41196,Ugy7u2csgP43NQhKbgB4AaABAg,0,4 years ago,great girl,伟大的女孩
41198,UgxnabZOjkKIgdGmhYV4AaABAg,0,4 years ago,"a miracle girl, a beautiful life in work and nature - real",一个奇迹女孩，工作和自然的美好生活 - 真实
44909,UgwvadNSiPiMMzuZfJV4AaABAg.8r9joQbP8RC8rGKeMLMM2q,0,4 years ago,"@silence4682 good camera, good shooting and installation. and in addition, if the girl had been engaged in all these things with her bare hands with her bare hands, about which she shows, then her manicure would clearly not be so neat. the project, of course.",@Silence4682好的相机，良好的拍摄和安装。此外，如果这个女孩用裸露的双手从事所有这些事情，她所表明的一切，那么她的修指甲显然不会那么整洁。当然，该项目。
41210,UgwtlZoiJomipHYNJ3B4AaABAg,0,4 years ago,i like that type of girl...whenever i watch her video i could see the true behaviour n personality of a girl...,我喜欢那种女孩...每当我看她的视频时，我都会看到一个女孩的真实行为n ...
44908,UgwvadNSiPiMMzuZfJV4AaABAg.8r9joQbP8RC8rFmmqxeTBt,0,4 years ago,"spasibo for the translation! and who knows, is this a real girl or someone's project? where does this quality come from?",Spasibo进行翻译！谁知道，这是一个真正的女孩还是某人的项目？这种质量从何而来？
44854,UgxF4pLG1mOsDLHl9jt4AaABAg,0,4 years ago,wow your this recipe very good i am your fan chinese girl,哇，你的食谱很好，我是你的粉丝中国女孩
44852,Ugyhky7CPLGS-6_t2kN4AaABAg,0,4 years ago,strong girl,坚强的女孩
44804,UgyF1A7Gr_zqUqIQkGB4AaABAg,0,4 years ago,"real life harvestmoon girl!

i'd always dream having a life like harvestmoon
so happy to found you","现实生活中的Harvestmoon女孩！

我总是梦想过像Harvestmoon这样的生活
很高兴找到你"
41211,UgyhmaigE77OwI8gbLV4AaABAg,0,4 years ago,"beautiful shooting, beautiful and the girl was able",美丽的射击，美丽，女孩能够
41236,UgyHXpMx9tHwC0Y9Zc14AaABAg,0,4 years ago,i want to marry this girl please help me,我想嫁给这个女孩，请帮我
44748,UgwOVRBmM8GQIrsPKEd4AaABAg,0,4 years ago,girls to arab,女孩去阿拉伯人
44742,UgwUmHhYIItQKUquTkZ4AaABAg,0,4 years ago,amazing girl,惊人的女孩
41240,UgxUrqYu_-gWzhnrQcF4AaABAg,0,4 years ago,awesome ur multitalented girl,真棒你的多元女孩
41250,Ugz8wxEuDacQUSy9xUp4AaABAg,0,4 years ago,"what is your name, girl, i don't know if chinese can tell you",你叫什么名字，女孩，我不知道中文能告诉你
44729,Ugwaz0ySYeQV9gcE5Od4AaABAg,0,4 years ago,this girl and i are in the same city.,这个女孩和我在同一个城市。
44617,Ugzd9F56SkBI_LMc7H54AaABAg,0,4 years ago,what a girl's very good nd so beautiful working so cute i like your work,一个女孩非常好ND，如此美丽的工作是如此可爱，我喜欢你的作品
41299,UgzegFxF0c0ii7GWS4J4AaABAg,0,4 years ago,beautiful girl,美丽的女孩
41305,UgwOfcibau8CaaTUwcd4AaABAg,0,4 years ago,"girl, want to ask you, what do mango do? intersection",姑娘，想请教您，芒果干要怎么做呢？ ？
44582,UgysUZiAGs6FK2KpyLZ4AaABAg,0,4 years ago,"i am indian, i don't understand but whatever you do looks very good, you're so talented girl, i love❤ watching your videos, it makes the senses relax",我是印度人，我不明白，但是你所做的一切看起来都很好，你是如此有才华的女孩，我喜欢看你的视频，这使感官放松了
41329,Ugyjz3ysoVXivYBPokJ4AaABAg,0,4 years ago,like a white girl in n ○ k,就像n○k中的白人女孩
41336,UgzijMLvZxWVecjK9mR4AaABAg,0,4 years ago,"this video makes me feel peaceful, calm and relaxed because of the music and views that are served are extraordinary .. keep up to make more videos like this girl ...",这段视频使我感到和平，镇定和放松，因为音乐和景色是非凡的。。。。。。。。。。。。。。。。。。。。。。
41375,UgxXtXvH9CKNdLrIn-54AaABAg,0,4 years ago,i love the simplicity this girl !,我喜欢这个女孩的简单性！
41378,UgyqTIDclkOePnkBztB4AaABAg,0,4 years ago,was a good girl,是一个好女孩
41381,UgwsdwdoItQHPxoSzv94AaABAg,0,4 years ago,she is my dream girl,她是我梦dream以求的女孩
41393,Ugz8Bwvlo4H6vj77Ea94AaABAg,0,4 years ago,you are a beautiful girl who wants to bring it to her daughter -in -law ^^,你是一个美丽的女孩，想把它带给她的女儿-law ^^
45860,UgwHyMXdzpcSEUsr53B4AaABAg,0,4 years ago,"love this girl so much 
vietnam.","非常爱这个女孩
越南。"
40044,UgzhcNG1ZOeqlqGkyJ14AaABAg,0,4 years ago,those good old country girls sure do love it in the rear,那些好老乡村女孩肯定会喜欢它的后方
47493,UgwiWxyj-WOOKSBVubN4AaABAg,0,4 years ago,"it should be western sichuan, sichuan is originally rich in products. it is not surprising to pick these in the wild. girl’s hands are very good, but it is rare.",应该是川西，四川本就是物产丰腴，野外采摘这些不足为奇，女孩的手很巧，却是难得
44213,Ugzd3QB974iviqbfZ4R4AaABAg,0,4 years ago,"wow, this video make me feel miss my village,this girl very2 cute",哇，这段视频让我感到想念我的村庄，这个女孩非常2可爱...我来自马来西亚
38411,Ugzu2HhqW4yKvFlqC2p4AaABAg,0,4 years ago,"bitch, that's why we have no such girls in our country",bit子，这就是为什么我们在国家没有这样的女孩
38419,Ugwhf20-77ZUzfgS29x4AaABAg,0,4 years ago,anyone who can marry this girl is good,任何可以嫁给这个女孩的人都很好
44186,Ugx6fwmxdfIJLwtFWjh4AaABAg,0,4 years ago,"i once had a girl that looked like her. 


but, she liked pizza.","我曾经有一个看起来像她的女孩。


但是，她喜欢披萨。"
38495,UgzlMzvG7RXhNSbLPWp4AaABAg,0,4 years ago,i love this girl,我爱这个女孩
38501,UgwifHbA-FpuLTdwLZd4AaABAg,0,4 years ago,is this a real documentary life of family from that girl and her granny? or is it some kind of commercial video wanting to show how great is chinese village life even in small family,这是那个女孩和她的奶奶的真正纪录片生活吗？还是某种商业视频，想展示中国乡村生活的伟大，即使在小家庭中
46981,UgyXrqNySxw-DsU0jJl4AaABAg,0,4 years ago,"the video is good, the beautiful girl wishes her a lot of fun!",视频很好，美丽的女孩希望她很多有趣！
38519,Ugy4KvBYU3l-Ov_u--F4AaABAg,0,4 years ago,good kicking girl,好踢女孩
46974,Ugxe9ms2gkkGuUiM5n94AaABAg,0,4 years ago,"please girl feed the puppies, they look so skinny",请女孩喂养小狗，它们看起来很瘦
38532,Ugxk2WHtGFW1YS7rBwt4AaABAg,0,4 years ago,how beautiful this girl i like her house and her orchards that way of cooking for a battalion cooked ๐ค—,这个女孩我喜欢她的房子和她的果园多么美丽
38574,Ugxga564Bfaeys_0pp54AaABAg,0,4 years ago,gorgeous girl ๐’•๐’•๐’•๐’•,华丽的女孩
46913,UgyZnU-K18Oh3sxYn-t4AaABAg,0,4 years ago,you are so pretty and smart girl. . so much love from india. .,你是如此漂亮和聪明的女孩。 。来自印度的爱。 。
