,cid,votes,time,含girl,含girl中文翻译
31540,UgwAujlrORFp_eu4JBh4AaABAg,3,3 years ago,"wowww always your food is delicious and excellent i love all your videos such a beautiful house and beautiful landscapes that always accompanies music always your videos transmits me peace, tranquility and harmony always so cute and kind with your sweet grandmother how cute you look together in that beautiful house that looks like a fairy tale i admire you a lot thanks for some very beautiful videos this girl impresses me more every day, knows how to do everything and works hard i admire her a lot i love you friend greetings from spain
","WOWWW总是您的食物美味，很棒，我喜欢您的所有视频，如此美丽的房屋和美丽的景观，总是伴随音乐的视频，您的视频会传递我的和平，宁静和和谐总是如此可爱和友善，与您甜美的祖母一起友善，您可以在那样的可爱在一起看起来像童话的美丽房子，我非常佩服你，谢谢你的一些非常漂亮的视频，这个女孩每天都给我留下更多的印象
"
4850,Ugxdttt8he_c-BocX3l4AaABAg,3,2 years ago,29000 unlike so stupid people don't know this amazing video and multitalent girl in the world,29000与如此愚蠢的人不同，世界上不知道这个神奇的视频和多元女孩
33094,UgzE3laav_gV9veF8_l4AaABAg,3,3 years ago,liziqi have to be named « a very talented and hardworking girl in the world »,Liziqi必须被命名为“世界上非常有才华和勤奋的女孩”
31614,UgxlIGJXXNNrFdBALC54AaABAg.8yVA6raRS7Q8yV_GZRWY2M,3,3 years ago,"i think ziqi is super busy. she probably doesn't have enough time to take good care of her hair and skin. most of girls in sichuan where ziqi lives with good skin. i guess it's just about genetic background, climate(sichuan is surrounded by mountain and with less sunshine and more humidity ) and eating habit(a lot of vegetables, fruit and spicy food).",我认为Ziqi超级忙。她可能没有足够的时间来照顾自己的头发和皮肤。 Ziqi的大多数女孩在Ziqi的皮肤良好的地方。我想这只是遗传背景，气候（四川被山所包围，阳光更少，湿度更多）和饮食习惯（很多蔬菜，水果和辛辣食物）。
9890,UgzFmsT4K_lMzp8GoM14AaABAg,2,3 years ago,"it is very comfortable to see. knowing that you have a team behind you, you really like girls like you. now your value is also high. i like your simple and energetic. i really want to marry you home. i love it for a lifetime. think about it, wish good luck, good health!",看的很舒服，知道你背后有团队，真的就喜欢子柒你这样的姑娘，现在的你身价也高了，喜欢你那个淳朴劲，真想把你娶回家，疼爱一辈子，目前看只是想想了，祝好运，身体健康！
9474,UgxnVwLkek_PBUQF8Pp4AaABAg,2,2 years ago,"i love ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณ๐จ๐ณchinese girl liziqi and she lives in her grand parents home with her grandmother and see misses her nuclear parents and i wish to live with chef liziqi and her farm is good and live in farm, house",我爱
3335,Ugyow-ovMPINGOX0OAV4AaABAg,2,1 year ago,"1) she should teach all these recipes to millions and millions of chinese girls.

2) they should farm all these products all over china.

3) they should open millions and millions of restaurants all over china.","1）她应该向数百万中国女孩教授所有这些食谱。

2）他们应该在整个中国种植所有这些产品。

3）他们应该在中国各地开设数百万餐厅。"
6983,UgwO0AfSkiQSWaMKjIV4AaABAg,2,2 years ago,"the girl should only make one meal a day ... because the time spent to reap, prepare and cook everything.",女孩每天只做一顿饭……因为花了收获，准备和烹饪一切的时间。
14328,UgyzjUvM-_VWxfJcaFB4AaABAg,2,3 years ago,there is something about this girl that just just special ❤️,这个女孩有些东西只是特别❤️
22923,UgweE_2RMtXK9GuZQWR4AaABAg,2,3 years ago,"she looks well trained, not just girl-next-door, who makes some meal. video quality is excellent. whole conception is well built. congratulation. it’s glad to watch your vids.",她看上去训练有素，而不仅仅是女孩隔壁，她做饭。视频质量非常好。整个概念都很好。恭喜。很高兴观看您的视频。
18581,UgyKTj7Hyokpcbw6A7Z4AaABAg,2,3 years ago,"this girl is worth marrying home, so happy with her",这个姑娘值得娶回家，和她一起太幸福了
29289,UgwdnbdnQOsBbGXRuDN4AaABAg,2,3 years ago,"you can live happily next to nature that seems to love you, not damage the earth in any way, be thankful girl..",您可以幸福地生活在似乎爱您的大自然旁边，而不是以任何方式损害地球，要感谢您。
27919,UgybNr0RnhhNq5pdzAd4AaABAg,2,3 years ago,"someone please tell me where this amazing woman is so i can put a ring on her finger. you can have your model girlfriend, you can have your trophy wife i'll take liziqi cuz when i come home from work i know i'll have a great home cooked meal waiting for me and won't starve or go out to eat everyday.",有人请告诉我这个了不起的女人在哪里，这样我就可以在她的手指上戴上戒指。您可以有模特女友，您可以有奖杯妻子，我下班回家时，我会带Liziqi Cuz，我知道我会有一顿很棒的家庭烹饪餐，等待我，不会饿死或每天出去吃饭。
1238,UgwHSkAhaIT63l80Ys94AaABAg,2,1 year ago,"what a fine fellow girl, hardworking.",真是个好女孩，勤奋。
12327,Ugwr2SNDOYww_n95oSF4AaABAg,2,3 years ago,"i haven't heard her complain about anything. my girl sound like a angry cat
serving me a bowl of cereal.","我没有听到她抱怨任何事情。我的女孩听起来像个愤怒的猫
给我一碗谷物。"
12207,Ugyohmc9P4pR84-KmMp4AaABAg,2,3 years ago,i want to marry a girl just like her,我想嫁给一个像她一样的女孩
31547,UgwAsM3UtQyJ26Yxe9p4AaABAg,2,3 years ago,9:41 old naughty girl “grandmother”,9:41老顽皮女孩“祖母”
28364,Ugw4oagRSrnkZ2PMqUR4AaABAg.8yZ1XUUU0pf8yduaog1-KE,2,3 years ago,"chad hk your tribe and culture is beautiful, one of india’s best part our lovely northeast! happy independence day girl",乍得香港您的部落和文化很美，这是印度最好的东北地区之一！独立日快乐的女孩
223,UgzBrPMRnmAkE54HZ9x4AaABAg,2,2 months ago,beautiful girl❤❤,美丽的女孩❤❤
19990,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq95Xghtdkcdz,2,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
20023,UgyZY0AL_QAsZH2AYed4AaABAg,2,3 years ago,you are the most perfect girl in the world ❤️❤️,你是世界上最完美的女孩❤️❤️
32168,UgwiyRkjGNG5aIcazqx4AaABAg,2,3 years ago,"people from guangxi said, can you marry this girl home?",广西人看了表示， 可以娶这个妹子回家吗？
2866,UgyBN-HoyyaPoaCrda54AaABAg,2,1 year ago,the most beautiful and beautiful girl her creativity has no intelligent and hardworking limits and beautiful a rare combination,最美丽，最美丽的女孩她的创造力没有明智而勤奋的限制和美丽的罕见组合
14469,UgwC1BG8OG690PtX4iB4AaABAg.94C3z5UoImQ95XgKXFGVLj,2,3 years ago,"my wife spend more than 3.00 hrs day watching her videos . she is very strong girl , peace , talented and hope of everyone . let’s inspire her for more videos .",我的妻子花了3.00多小时的日子观看她的视频。她是非常坚强的女孩，和平，才华横溢，所有人的希望。让我们激发她的更多视频。
25573,Ugzbfro8MrYyXea7NjV4AaABAg,2,3 years ago,"i'm vietnam, i like video of you, good girl",我是越南，我喜欢你的视频，好女孩
24852,Ugx0iiFmeWAyAqNxJRJ4AaABAg,2,3 years ago,such a highly talented young & beautiful girl .... the envy of minimum half female population all around the world,如此才华横溢的年轻和美丽的女孩。
5184,UgwsKRxyXLy7miJrziR4AaABAg,2,2 years ago,i want marry this girl.she was very talented.give me my lord,我要结婚这个女孩。她很有才华。
5221,UgzbGIWxirXrSsQY-U54AaABAg,2,2 years ago,"although the video lacks authenticity, i still think she is a good girl",尽管视频缺乏真实性，但我仍然认为她是个好女孩
11926,UgxOPdfkgxROJLP3RcJ4AaABAg.976j6BZrFRh97iP2gxX-Vy,2,3 years ago,"after 00, the elementary school girl, cheer, wow, the passing senior expressed envy of you, come on! ~",00后小学弟小学妹加油哇，路过的学长表示羡慕你们，加油！~
33135,UgyoZ2Zl0o37WzhRdiF4AaABAg,2,3 years ago,you carry so much weight ...good job girl,你有那么多体重...好工作女孩
10868,UgwXeLq3XW31NNJo_fR4AaABAg.98Dg5vqJnKv98l3Yydi6EW,2,3 years ago,she is a clever girl &hard work girl .i like her very much &cameraman too .,她是一个聪明的女孩和勤奋的女孩。我也非常喜欢她和摄影师。
164,UgzIupmPtR98CBFhc2N4AaABAg,2,1 month ago,she is a very pretty girl ❤️,她是一个非常漂亮的女孩❤️
19873,UgwLVppGe_u_W9HKWp94AaABAg,2,3 years ago,"five thousand years of cultural precipitation, ordinary chinese girls are displayed in front of everyone with the most innocent image.
a trick on my hand, clean and uplifiers, skillful skills, the most authentic chai oil and salt.
with modern video interaction, it is widely announced, refueling.
take your heart and calm down china. this is beautiful everywhere.","五千年的的文化沉淀，普通的中国女孩以最纯真质朴的形象展现在大家面前。
手上的一招一式，干净麻利，技巧的娴熟，最原汁原味的柴米油盐。
有了现代视频交互方式得以广而宣之，加油
放下心，平静下来中国处处是这番美好。"
26316,UgzqP5AkqqS1Uah-UvB4AaABAg,2,3 years ago,girl> >,girl
24816,UgwhU-57nfA9ezv1gnh4AaABAg,2,3 years ago,"this girl is everything that you eat, god willing.",这个女孩是你吃的一切，上帝愿意。
17581,UgwgInGzVGYiMcIBF5V4AaABAg,2,3 years ago,"from the perspective of this girl, it looks a bit like qiu shuzhen",这个姑娘有的角度看，有点像邱淑贞啊
8887,UgxOBgD3fQC8I59-Qdl4AaABAg.9Ah38njXB5I9BFMfHxvPrK,2,2 years ago,"fortunately, i have watched the video of the girl in vietnam. i really feel that the style is imitating, but after all, the content is different. it can also be understood as a tribute to the fans of li ziyi. if her video is good enough and can do it as well as li ziyi, then it is also a good thing that everyone can watch for the oil pipe audience. quality is not as good as in all aspects. even if it is really plagiarism, i believe that li ziyi is really gold and is not afraid of refining. this degree of plagiarism is not a threat.",也还好吧，越南的那个姑娘的视频我也看过，确实感觉风格有在模仿但是毕竟内容不一样，也可以理解为李子柒粉丝的一种致敬。如果她视频做的足够好，能跟李子柒做的一样好，那么对于油管观众也是件好事大家又多了能看的内容，不过就目前而言个人觉得她的视频是比不上李子柒的质量的，各方面都不如，就算真的是抄袭相信李子柒也是真金不怕火炼，这种程度的抄袭根本构不成什么威胁
2483,UgwpAPVCgkQhh8En2lZ4AaABAg,2,1 year ago,wonderful girlavy man️,奇妙的女孩娃娃该
8812,UgwB4v5FcsFKihalqeJ4AaABAg.9AtFvvXQeTp9BNqKjpyJGQ,1,2 years ago,"i myself wanted to try, smart girl",我自己想尝试，聪明的女孩
22870,UgymxalCiD4Huii3wIl4AaABAg.8zuNQpbMst58zyO2wAX9d7,1,3 years ago,this girl,这个女孩
9339,Ugym3XE_2NHGA2IJWw94AaABAg,1,2 years ago,"i started wondering... perhaps she was born from a bamboo, maybe the princess kaguya is real. (i know the tale of the princess kaguya is japanese, it's just that this girl is like a princess)",我开始想知道...也许她是从竹子出生的，也许是Kaguya公主是真实的。 （我知道Kaguya公主的故事是日语，只是这个女孩就像公主）
8945,UgyyJx6cY_1KgiMGwpF4AaABAg,1,2 years ago,the old girl adds a wechat to take you to play chicken,老妹加个微信 带你玩吃鸡
16737,UgxfsnkNNt02jUvHtnp4AaABAg,1,3 years ago,someone who will marry this girl are the most lucky guy for havibg this pretty and cute and also indenpendent girl,一个嫁给这个女孩的人是哈维布最幸运的人
12411,UgzTLJis-ML6x-00q4V4AaABAg,1,3 years ago,what a wonderful woman this is what you can say about god's creation. congratulations girl you are worthy example ☺,这真是一个很棒的女人，您对上帝的创造可以说的话。恭喜女孩，你是值得榜样☺
22797,UgwCtrn85QVsgIbXxiZ4AaABAg,1,3 years ago,this girl came out of a fairy tale ........ very beautiful culture,这个女孩来自一个童话故事........非常美丽的文化
34327,UgyKtJS15pmAklJ371l4AaABAg,1,3 years ago,this girl is the man's lover,这个女孩是男人的爱人
