,cid,votes,time,含kind,含kind中文翻译
23686,UgyzSWdVrY2sVVisaKV4AaABAg,0,3 years ago,these kind of videos are so in line with our times. fake videos showing unattainable lifestyles. the truth is she is probably an actress with a huge crew behind this production. she probably doesn't even live like this.,这些视频与我们时代是如此。虚假视频显示无法实现的生活方式。事实是，她可能是一位女演员，这部作品背后有庞大的工作人员。她甚至可能都没有这样的生活。
25990,UgxxoA47yw1V5aasPI14AaABAg,0,3 years ago,"please kindly watch this video https://youtu.be/73pzgy3kwho
my friend made it","请观看此视频https://youtu.be/73pzgy3kwho
我的朋友做了"
26098,UgydrvT6Lo6nHvUdMph4AaABAg,0,3 years ago,what kind of interpretation z?,什么样的解释z？
26152,UgxsZL5IF96CCb8lQ354AaABAg,0,3 years ago,"i wonder what kind of cooking oil are you using.. you use alot, i think its healty.. 

if it homemade, please make a video of it.","我想知道您正在使用哪种食用油。。

如果自制，请制作视频。"
23631,UgzkY7ooXRCzr6geSw54AaABAg,0,3 years ago,this kind of home every man wish for,每个人都希望这样的家
26527,Ugyy2cMgNdjgb9_4hzd4AaABAg,0,3 years ago,this kind of dish similar in my country.,这种菜在我国类似。
28727,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g94UO15XoFYQ,0,3 years ago,franz peters her parents were dead when she was young so she could not afford to go to school and take a good education. before you leave your comment please do more thinking and be thoughtful and kind.,弗朗兹·彼得斯（Franz Peters）年轻的父母死了，所以她负担不起上学并接受良好的教育。在发表评论之前，请进行更多思考，并保持周到和友善。
11541,Ugy7R5e4JNUIcgPGiYp4AaABAg,0,3 years ago,this kind of bamboo shoot is not as tender in zhejiang,这种笋没有我们浙江的嫩
28735,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g95A9P0R6R8E,0,3 years ago,"original: she goes to the garden and finds every single ingredient she wants i went forgot what i came for

translation: she went to the garden and found that every kind of ingredient she wanted to go to the market. i forgot what i bought","原文:She goes to the garden and finds every single ingredient she wants i went to the market forgot what i came for

译文:她去了花园，发现她想要的每一种配料我去了市场，忘记了我来买什么"
32784,UgzxNnV4lNSPlEINfyV4AaABAg,0,3 years ago,i wanna live this kind of life... sigh,我想过这种生活...叹息
33199,UgwMLXlHVuJqRyo8xMF4AaABAg.8yUerEBCNGL8yUwnCkIH8R,0,3 years ago,probably different kinds of mushroom,可能不同种类的蘑菇
33162,UgwRjOKQEIhBIXbchR14AaABAg,0,3 years ago,this kind of bamboo shoot is so big,这种笋好大啊
1463,UgwlZPcOyCZjw5VGsBJ4AaABAg,0,1 year ago,71m view???????? i think people from the world loves this kind of videos........haha 71m views and 16.8m subscribers lol you are kidding me,71m查看??????????我认为世界上的人们喜欢这种视频........ Haha 71M观看次数和1680万订阅者大声笑，您在开玩笑
1652,UgxIdJU8QMiHBDD_xAd4AaABAg,0,1 year ago,"i feel chill, when watching this video, the kind of feeling when encounter some great art or great moment in life.",在观看此视频时，我会感到很寒意，当遇到一些伟大的艺术或人生中的美好时刻时，这种感觉。
32948,UgyWBRK2yaTX8Q9JH0x4AaABAg,0,3 years ago,is it just me or does she kinda look like mina from twice?,是我还是她两次看起来像Mina？
1839,Ugzl4FXhdXBehtwD4xh4AaABAg,0,1 year ago,to eat with this kind of wild and i like. many food you are delicious.,用这种野性和我喜欢吃东西。很多食物你很美味。
32762,UgzYJIBg_VAsDz0SRul4AaABAg,0,3 years ago,you're one of a kind!,你是一种！
33500,UgzWYHwMn3CdOUtxHHl4AaABAg,0,3 years ago (edited),"sichuan bamboo shoots are very different from zhejiang. sichuan is bitter and zhejiang bamboo shoots are sweet. sichuan and guizhou, yunnan, the same kind of bamboo. zhejiang bamboo is from bamboo whip. sichuan bamboo is the root, clusters of clusters. i have seen tropical areas such as indonesia bamboo, which is similar to sichuan, but cannot be eaten.",四川的竹笋和浙江的差很大，四川是苦的，浙江笋是甜的。四川和云南贵州同一种竹子，浙江竹子是竹鞭来的，四川竹子是根生，一簇一簇，人为不干预会太密。我看过热带地区如印尼竹子，也是类似四川，但不能食用。
32551,UgyO0x9KBtW4e0BwWAF4AaABAg,0,3 years ago,"with all respect and affection, have you ever wondered what the impact on the physical, mental and spiritual structure would be like if you removed all kinds of flesh in your diet? abração !!! ❤",有了所有的尊重和感情，您是否曾经想过，如果您消除了饮食中的各种肉，对身体，心理和精神结构的影响会怎样？ Abração！ ❤
32377,UgxLHcAQBs2BuywSjGx4AaABAg,0,3 years ago (edited),will the younger sister get hanfu? i don’t know why i want to see it (the kind i sew,小姐姐会不会弄汉服呀，，不知为何我想看(自己缝的那种
32303,Ugyx4WvGjj5_VLR-fmx4AaABAg,0,3 years ago,"this kind of bamboo shoots are already very old, is it delicious?",这样的竹笋已经很老了，好吃吗
32221,Ugy814IFw7FqRN6lk194AaABAg,0,3 years ago,"this kind of high -profile bamboo shoots can still be eaten. every time you dig bamboo shoots, you can eat it.",这种已经张这么高的竹笋原来还能吃呀 每回挖竹笋都是冒尖的才能吃
32066,UgxSkpBI7xLB0VSGu6N4AaABAg,0,3 years ago,"how i like their measured life ... their food is all natural and without chemistry and preservatives, prepared on a living fire. this is just a gift of fate, to live like that. there would be more titers, at least english, to understand what kind of products they have there ..",我如何喜欢他们的生活……他们的食物都是自然的，没有化学和防腐剂，以生气为生。这样的生活只是命运的礼物。至少会有更多的滴度，至少是英语，以了解他们那里有哪种产品。
31975,Ugw1kUkBpq0ENg9-agJ4AaABAg,0,3 years ago,that kind of life,这种生活
1240,UgwX020afiowx2iyITx4AaABAg,0,1 year ago,"eid al-fitr
ནྱཾ ༩ ྀ ༄ from the admitted winners ༄ ༄ ྀ ྀ ྀ
saya dan keluarga mengucapkan seamat hari raya idul fitri 1443h dan tak lupa kami meminta maaf sebesar-besarnya atas segala kesalahan daam perkataan tingkah laku dan sebagainya baik yang disen gaja maupun tidak..dan semoga segala amal ibrahim diaampuni oleh allah

may allah accept from me and from you the beneficences. and god accepts us and from you and may god be pleased with us and you, and god has returned to us and ramadan for many years and long years in goodness, good deeds, comfort, delights, and asking the lord to make all your days holidays, acceptance, turnout, goodness, every case, and the structure of the clinic in increasing and that god accepts our prayers, fasting, our resurrection, and all the good deeds we have done and whoever does good and makes us and you from the returnees and the winners of the satisfaction of the lord of the worlds, and will return it to us and our years after years and years after years for what he loves our lord and is satisfied with grand and honor in goodness, kindness and wellness

and happy new year

khalil ibrahim bin arifin","开斋节
来自公认的获胜者༄ ༄ ༄ ༄ ༄ ༄ ༄ྀྀྀྀ
Saya Dan Keluarga Mengucapkan Seamat Hari Raya Idul Fitri 1443H Dan Tak Lupa Kami Meminta Maaf Sebesar-besarnya atas segala kesalahan kesalahan daam perkataan daam perkataan tingkah tingkah laku laku laku laku laku lakaik yang yang yang yang yang yang yangaim imam imam imam imam imahim imahim imah imak imak imak imak imak imak imak imak imoga tiidaak啊

愿真主接受我和您的利益。上帝接受我们和你，愿上帝对我们和你感到高兴，上帝已经回到了我们和斋月多年，善良，善行，安慰，喜悦，并要求耶和华使你们所有的日子假期，接受，投票率，善良，每种情况以及诊所的结构在增加，上帝接受我们的祈祷，禁食，我们的复活以及我们所做的所有善行，无论谁做得好返回者和世界之王满意的获胜者，并将其归还给我们以及我们几年后的几年和几年后，他爱我们的主，并对善良，善良和健康感到满意

新年快乐

哈利尔·易卜拉欣·本·阿里芬"
33516,UgzWYHwMn3CdOUtxHHl4AaABAg.8yUae1nANSz8yUdAh04r1O,0,3 years ago,"there are also this kind of bamboo in guangdong. we call it ""big head bamboo""",广东也有这种竹，我们称之为“大头竹”
28851,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g99ZMYzZ1_tK,0,3 years ago,"franz peters you have nothing to do but to criticize a girl who had a tough childhood, working as hard as she can to help her grandma, a girl despite her own difficulty, donated countless stuff to help combat covid19, who inspired so many people. what did you do to help other people? be a man, bro, don't do coward stuff like this anymore. i can speak more than three languages fluently. you don't see me mocking you for not being able to speak a language do you? you don't see me mocking you for being a coward do you? you don't see me mocking you because you are a racist do you? you don't see me mocking you because you sit on your ass all day just to insult people online do you? you don't see me telling you the truth that you are a oxygen waster and a disgrace do you? what kind of vile devil throw insults at nice people just so they could shoot their juice?",弗朗兹·彼得斯（Franz Peters）除了批评一个童年艰难的女孩，尽可能地帮助她的奶奶，一个女孩，尽管她自己的困难，但捐赠了无数的东西来帮助与启发这么多人的Covid19打击Covid19。您做了什么来帮助他人？做个男人，兄弟，不要再做这样的胆小鬼。我可以说流利的三种语言。您没有看到我嘲笑您无法说一种语言吗？你看不到我嘲笑你是胆小鬼吗？你看不到我嘲笑你，因为你是种族主义者吗？您看不到我嘲笑您，因为您整天坐在屁股上只是为了侮辱人们在线吗？您没有看到我告诉您您是浪费氧气，是耻辱吗？什么样的邪恶的魔鬼侮辱了好人，以便他们可以拍摄果汁？
33811,UgxApkQNIDqvkdsVnZF4AaABAg,0,3 years ago,"after so many videos i have seen on her gathering and cooking, i am still impressed each time of her garden that grows so many kinds of vegetable, fruits, herbs and gather nearby so many other fresh produce. simply amazing.",在她的聚会和烹饪上看到了这么多视频之后，每次在她的花园里，我仍然给我留下了深刻的印象，它们种植了许多种类的蔬菜，水果，草药，并在附近收集了许多其他新鲜农产品。简直太神奇了。
904,UgzJy4VLjvtMc45qa654AaABAg,0,11 months ago,what kind of oil does chef liziqi uses to cook?,Liziqi用哪种油做饭？
34430,UgzdVJmo98tmstJaZxZ4AaABAg,0,3 years ago,"what kind of bamboo is, why is it so big?",那是什么竹，怎么那么大
928,Ugy0sULb_N_Aw3y4Jvx4AaABAg,0,11 months ago,make a video on kinds of onion food pleasssss unnie,制作有关洋葱食品请求的视频unnie
34335,UgxskIIOIszbkxeSfcR4AaABAg,0,3 years ago,i like your kindness to your grandmother,我喜欢你对祖母的好意
949,Ugy9T0o-DD2SoJLTk2N4AaABAg,0,1 year ago,i love this girls also her every video what's the name of this girls kindly tell me please,我也爱这个女孩，她的每个视频，这个女孩的名字是什么，请告诉我
34138,UgzCHxRxrBLYKnuYxIJ4AaABAg,0,3 years ago,"bamboo bamboo shoots are large, fresh ingredients are taken from nature. they can enjoy such a life. i hope they will make some good videos in a healthy life. if the mother -in -law will leave in the future, there will be no regrets. modern young people have time to accompany the elderly more. , don’t just take care of work entertainment, go home and take a look at it together. eating together is also a kind of happiness.",竹笋大大的，新鲜食材都取自大自然，她们好享受这样的生活，希望她们健康生活下去再做一些好视频，如果未来婆婆走了也不会留下遗憾，现代年轻人有时间多陪伴老人家，不要只顾工作应酬，常回家看看，一起吃饭谈谈也是一种幸福快乐
33792,UgzqmLvH5n3xaVIqXCV4AaABAg,0,3 years ago,i just wanna know what kind of oils she use for cooking,我只想知道她用哪种油烹饪
33518,UgzWYHwMn3CdOUtxHHl4AaABAg.8yUae1nANSz8yUf-nlbU2t,0,3 years ago,"@alessiii58 after cooking with water, soak it with water for one night to remove the bitterness.
this kind of bamboo shoots are harvested a lot every year, and those who can't eat can be dried.
we often eat it when we were young, but we can't find it in the city now.","@alessiii58 用水煮熟后，再用清水浸一个晚上苦味就会去掉。
这种竹笋每年收获很多，吃不完的可以晒笋干。
我们小时候经常吃，现在在城里找不到。"
