,cid,votes,time,含kind,含kind中文翻译
12791,Ugz9pv5YLnRvxRUPyOJ4AaABAg,6,2 years ago (edited),the way she’s being very kind to her grandma,她对祖母非常友善的方式如此甜蜜
29713,UgwPB8Asmxl0aTBvFop4AaABAg,6,3 years ago,"when i first saw this woman and how she conducted her life in these videos these are the scriptures that came to mind. ) proverbs 31 : 10 - 31 )10 who can find a capable wife?
her value is far more than that of corals
11 her husband trusts her from his heart,
and he lacks nothing of value.
12 she rewards him with good, not bad,
all the days of her life
13 she obtains wool and linen;
she delights to work with her hands.
14 she is like the ships of a merchant,
bringing her food in from afar.
15 she also rises while it is still night,
providing food for her household
and portions for her female servants.
16 she sets her mind on a field and buys it;
she plants a vineyard from her own labors.
17 she prepares herself for hard work,
and she strengthens her arms.
18 she sees that her trading is profitable;
her lamp does not go out at night.
19 her hands seize the distaff,
and her hands take hold of the spindle.
20 she extends her palm to the lowly one,
and she opens her hands to the poor.
21 she does not worry about her household because of the snow,
for her whole household is clothed in warm garments.
22 she makes her own bed covers.
her clothing is of linen and purple wool.
23 her husband is well-known in the city gates, where he sits among the elders of the land.
24 she makes and sells linen garments
and supplies belts to the merchants.
25 she is clothed with strength and splendor,
and she looks to the future with confidence.
26 she opens her mouth in wisdom;
the law of kindness is on her tongue.
27 she watches over the activity of her household,
and the bread of laziness she does not eat.
28 her children rise up and declare her happy;
her husband rises up and praises her.
29 there are many capable women,
but youโ€”you surpass them all.
30 charm may be false, and beauty may be fleeting,
but the woman who fears yahawah will be praised.
31 give her the reward for what she does,
and let her works praise her in the city gates.","当我第一次看到这个女人以及她如何在这些视频中表现生活时，这些都是我想到的经文。 ）谚语31：10-31）10谁能找到有能力的妻子？
她的价值远远超过珊瑚的价值
11她的丈夫发自内心地信任她，
而且他没有任何价值。
12她以好是好，还不错的奖励，
她一生
13她获得了羊毛和亚麻。
她很高兴用手工作。
14她就像商人的船一样，
从远处带来她​​的食物。
15她还在夜晚升起，
为她的家庭提供食物
和她的女仆人的部分。
16她将自己的想法放在田野上并购买。
她从自己的劳动中种了一个葡萄园。
17她为辛勤工作做准备，
她加强了手臂。
18她认为自己的交易是有利可图的。
她的灯在晚上没有外出。
19她的双手抓住了遥远的人，
她的手握住主轴。
20她将手掌延伸到低矮的一个，
她向穷人敞开双手。
21她不必担心自己的家庭，因为下雪了，
对于她的整个家庭来说，穿着温暖的服装。
22她自己制作床罩。
她的衣服是亚麻和紫色的。
23她的丈夫在城市的大门中著名，他坐在这片土地的长老中。
24她制作并出售亚麻服装
并向商人提供皮带。
25她穿着力量和辉煌的衣服，
她充满信心地展望未来。
26她以智慧张开嘴。
善良定律在她的舌头上。
27她看着家庭的活动，
她不吃懒惰的面包。
28她的孩子起床并宣布她快乐；
她的丈夫崛起并赞美她。
29有许多有能力的女性
但是你 - 你超越了他们。
30魅力可能是错误的，美丽可能是短暂的，
但是那个担心Yahawah的女人会受到称赞。
31给她奖励她的所作所为，
并让她的作品在城市大门上赞美她。"
15988,UgwAbK_X4dln96WPCTN4AaABAg.992SR2Rs5X-99FzlkhqkOm,6,3 years ago,and the world needs more kind people like you,世界需要更多像你这样的友善的人
18324,UgzRKs4d9NmwMOL5lQx4AaABAg.97427EejB2G97BuNgp6Rs7,6,3 years ago,"you could easily find these kind of popcorn makers back in 90s, and early 2000s in china",您可以在90年代和2000年代初在中国轻松找到这种爆米花制造商
24032,UgyPax-mjj3J6oqtO5J4AaABAg.91hzHwS-Zoe92HxiYOpGSr,6,3 years ago,"don't need to do it for more than a week. twenty years ago, the new year's goods were prepared. each variety is different. if you don't prepare a dozen types, you are embarrassed to let the guests come. my hometown is a variety of rice flowers, shaqima, rice cakes, glutinous rice cakes, dried sweet potatoes, all kinds of fried snacks, too much, then i bought more slowly, and i made less.",用不着，一个多星期搞定。20年前，中国农村的年货就是这么准备的。品种每个地方不一样，不准备十几种你都不好意思让客人来。我老家那是各种米花糖，沙琪玛，年糕，糯米饼，各种红薯干，各种油炸零食，太多了，后来慢慢买的多了，自己做的就少了。
10630,Ugx2qN72c8P6VjDcelV4AaABAg,6,2 years ago,lots of love from india๐ฎ๐ณ i m kind of mesmerized โค๏ธโค๏ธ๐ผ๐ผ so easily you are doing a lot of stuff ...you are sach a pure soul โญโจ may god bless u ๐’ซ,来自印度的很多爱我有点令人着迷❤️❤️
18373,Ugx3wHiO0pNy3CwUblF4AaABAg,5,3 years ago,it's kind to everyone!,这对每个人都很好！
16310,Ugyl6BAyt6f-kggeWyh4AaABAg.98llsjx6THb99Rgoe7_Jw3,5,3 years ago,"no matter how good it is now, i can’t find the kind of happiness when i was a kid",现在吃得再好，也找不到小时候的那种幸福感觉了
16274,Ugx0Fox3pfbaqhEWuFZ4AaABAg,5,3 years ago,i like this kind of video!,我喜欢这种视频！
27819,Ugx8L8UDX9uEfI3uuKZ4AaABAg.8z2BKhwCUrw8zHATie8zPN,5,3 years ago,but then she kind of run cause the the noise that make her death lol,但是后来她有点奔跑会导致使她死亡的噪音大声笑
30759,Ugw_RHP-eywtzcnEGlp4AaABAg,5,3 years ago,i wish i could do all the work she has done for just one day or and for an hour really i will be honoured really she is blessed to do all this work i love to see these kind of videos and always i am searching its a visual treat,我希望我能完成她仅一天或一个小时做的所有工作对待
25015,Ugz9tMkf3aCSo60kfPN4AaABAg,5,3 years ago,she is so amazing young lady i think no one will be like her to do such things from cooking to farming and to any kind of house chores truly she is blessed ๐,她真是太神奇的小姐，我认为没有人会像她做从烹饪到耕种和任何类型的家务的事情一样，确实有福了。
25778,Ugzgq5ANGr0HvJ1OOvl4AaABAg,5,3 years ago,does anyone know what kind of dogs she has? and loving that lamb!,有人知道她有什么样的狗吗？爱那只羔羊！
25704,Ugxwxl0rWPEg8TGb1Gd4AaABAg.9-5A_4K3TF29-zbDTI8hi3,5,3 years ago,"because there is nothing in the world, no matter how well you do, someone will pick up, evil words, and find faults ... but fortunately, most people are kind.",因为世上无完事，做得再尽善尽美，都会有人挑刺、恶语相向、找茬....但幸运的是，绝大多数人都是心怀善意的
34669,Ugz1ByJ0UmSRK08Wz7t4AaABAg,5,4 years ago,"this girl is awesome, skilled, kind, beautiful and adorable.",这个女孩很棒，熟练，善良，美丽且可爱。
37033,UgyEGa7S8OEs6vHDGF14AaABAg.8uKAG1ThWGP8uZDuYVSSyC,5,4 years ago,"@annahall8480 i thought she was some kind of actress, it's somehow unreal, but who knows...",@annahall8480我以为她是某种女演员，这是不真实的，但是谁知道...
8484,UgwuE5yITGppq25ujcx4AaABAg,5,2 years ago,"this is the kind of lifestyle humanity should be living. she deserves a lot of recognition because not only do we witness their lifestyle, but also the culture that many may never experience living in cities. god bless you sister much love from nz❤",这种生活方式应该是一种生活方式。她应该得到很多认可，因为我们不仅目睹了他们的生活方式，而且还看到许多人可能永远不会在城市生活的文化。上帝保佑你姐姐来自nz❤
22055,Ugxlko-aCv8bm3F_QJp4AaABAg,5,3 years ago,"recently, li ziyi has been the ""ambassador to the promotional ambassador of the rural rural rural rural rich"", which has triggered a new round of comment boom. after seeing some, i couldn't help but feel like i could provide different perspectives.

the point is, i hope that everyone is calm, discuss things, and try to listen to it as much as possible.

don't bully a diligent, brave and intelligent girl.

according to the good cat catching the mouse, li ziyi is not an outstanding good cat. not to mention the renminbi income, she made a lot of money on the international stage, about tens of thousands of dollars a day, envy everyone, realize her dream of serving her grandmother's life, and obtaining the harvest of no dare to expect. impressive.

nearly 8 million foreign fans, everyone shows the truth, kindness showing the video. unconvinced? if you try it, you will know. jiang feng, the most popular self -media chinese, has subscribed for 280,000, is already an example for many people. it's just 3%of this little girl.

the videos of overseas cattle guo wengui are only watched tens of thousands of people every time. li ziyi's video is five or six million. the best 30 million. the video three years ago was searched every day, and the number of clicks continued to skyrocket.

this is not a general miracle.

i spent the strength of nine niu and tiger to make a video. so far, i only have 160 subscriptions, and the best video is watching more than 1,000 people.

i know li ziyi's weight. everyone also weighs.

everyone has the most discussions. the most misunderstanding of li ziyi is that she is just an actor, and her work is made by a huge team.

please understand her development history a little.

li ziyi had a childhood young man who had been unable to look back, had various workers, and had a long period of time for a person's exploration of experiments. he finally rely on his talents, hard work, hard work, and succeed.

the current situation, i am afraid that zhang yimou is likely to be a director. of course, li ziyi does not need zhang yimou. i have an analogy. li ziyi has no self -learning talent, and the artistic talent shown is no worse than zhang yimou.

li ziyi rely on his own efforts to come to this day. you open your eyes and talk nonsense, and you are unwilling to do basic investigations and research. he maliciously pour dirty girls to a hard -working girl.

really blushing for you. be kind. do nโ€t be so rude and hateful.

true: li ziyi's true, not that she is too beautiful, not what kind of shoes are wearing in the farmland. in my eyes, li zizhen's true, manifested in her hard work, hard work, and manifested in her soul. nothing will do.

of course, she will not seriously and deliberately express the hardships of the peasants in sichuan and the sufferings of rural poor today. li ziyi is pursuing the amount of subscriptions and click volume. her performance is basically impeccable.

li ziyi truly shows her own pursuit of life and her own state of life.

of course, try your best to beautify. otherwise, where can i subscribe?

good: see her depending on the grandmother's life, and take care of each other. thinking that grandma finally got a good life, she was really happy.

thinking of my work hard for a whole life. li ziyi's kindness is one of the biggest highlights of the video.

beauty: needless to say. i admire me and admire from the bottom of my heart. some people will say, team teams, foreign announcements and so on.

you just need to see li ziyi's earliest video to feel her artistic talent.

besides: with the current situation of li ziyi's current daily gold, let alone the government, any of the people with funds will not hesitate to make a behind -the -scenes team.

dawai xuan:

where is this? what big publicity? what a crime is to have no words. a girl mixed with meals, accidentally red and purple, do nโ€t tm โ€s blind eyes?

but here to tell the government and the communist youth league, do not speculate. stir good things. what is the blind ginseng?

the government was not stupid, and i saw li ziyi's success and wanted to use it. in fact, maybe good intentions have become bad things. with my concept, the government, the communist youth league, the best leave her alone. it is not as good as the last four, truth, goodness and beauty.

ziyi, please be careful. no need to cooperate too deeply with the government. tell them to let you develop freely in accordance with their greatest interests. otherwise, the end may not be good for anyone.

cut!

during the seven years of labor in rural areas during the revolution, the hardships of the rural areas of china's rural areas know a little.

the reason why li ziyi feels is because most of the farm work that li ziyi has done has done it, and i will even accept the soles of the shoe. i rushed the cow to rake the ground in the paddy field, and i tried it. if you can't try it, you have to give it to the poor farmers around him. very difficult work. i did not dry the back of the mountain from the mountain. there are no bamboo or mountains there. almost all of the others can't be familiar. rice, wheat, corn, sweet potatoes, pigs and sheep beef, planting vegetables. we do not plant fruit trees. moving the bricks by myself and moving the bricks. at the age of seventeen, he was cooking for fifteen students.

li ziyi used bamboo to make a sofa for me too much. too admire!

ziyi, refueling ๅฟ…๏ธ do not worry about it. take your own way and let others have a way. don't ignore some people's words of talking nonsense.

ps

ziyi does not necessarily know the history of 12 million people starved in sichuan during the great famine. mianyang is the hardest hit area. please know. it is important to your future development.","最近李子柒担任“中国农村青年致富带头人推广大使”，引发新一轮评论热潮。看了一些，忍俊不禁，有感而发，希望能够提供不同视角。

关键是，希望大家平心静气，就事论事，尽量做到兼听则明。

不要语言欺凌一个勤劳勇敢聪慧的女孩子。

按照逮着老鼠就是好猫的说法，李子柒不啻是一只杰出的极其优秀的好猫。不说人民币收入，她大把大把的在国际舞台上赚美元，大概每天几万美元吧，羡煞众人，实现自己养家糊口侍奉奶奶的人生梦想，获得原本不敢奢望的收获，可喜可贺令人钦佩。

将近800万外国粉丝，大家是冲着视频展现的真善美来的。不服气？你试试就知道了。海外最红的自媒体华人江峰，28万订阅，已经是很多人崇拜的榜样。仅仅是这小姑娘的3%。

海外牛人郭文贵每次的视频也只是几万人看。李子柒的视频动辄五六百万。最好的3千万。三年前的视频还在被人每天搜索，点击量继续暴涨。

这可不是一般的奇迹。

我费了九牛二虎之力做视频，至今只有160订阅量，最好的一个视频1000多人观看。

我知道李子柒的分量。大家也掂量掂量。

大家议论最多，对李子柒误解最大的是，她不过是个演员，工作都是一个庞大的团队做的。

请稍微了解一下她的发展史。

李子柒有过不堪回首的童年少年，有过各种打工经验，有过很长时间一个人摸索实验失败，最后靠自己的才华，勤奋，努力，获得了成功。

现在状况，恐怕邀请张艺谋来做导演都有可能。当然李子柒不需要张艺谋我是打个比方。李子柒无师自通自学成才，表现出来的艺术天分，不比张艺谋差一丝一毫。

李子柒完全靠自己的努力走到今天。你们睁着眼睛瞎说八道，连基本的调查研究都不愿意做，恶意向一个勤劳致富的女孩子泼脏水。

真替你们脸红。Be kind. Don’t be so rude and hateful.

真：李子柒的真，不是表现在她穿着过于漂亮，不是表演在穿着什么样的鞋子在农田里劳作。在我的目光里，李子柒的真，表现在她的勤劳，吃苦耐劳，表现在她的心灵手巧。啥都会干。

她当然不会去认真刻意的表现四川绵阳农民的辛苦和今日农村贫困人群的苦难。李子柒追求的是订阅量，点击量。她的表现基本无懈可击。

李子柒真实的表现了她自己对生活的追求，她自己的生活状态。

当然要尽力美化。不然哪里来订阅量？

善：看她和奶奶相依为命，互相关照。想到奶奶终于过上好日子真为子柒高兴。

想起自己姥姥勤劳一生。李子柒的善良，是视频最大亮点之一。

美：毋庸赘言。令我感佩，从心底里佩服。有人又会说了，团队团队，大外宣等等。

你只需要去看看李子柒最早的视频就能感觉到她的艺术天分。

再说一遍：以李子柒目前日进斗金的状况，别说政府，任何一个有资金的人都会毫不犹豫甘作幕后团队。

大外宣：

这哪儿跟哪儿啊？什么大外宣？真是欲加之罪 何患无辞。一个女孩子混口饭吃，不小心大红大紫，别TM的瞎着眼胡说八道好不好？

但是此处敬告政府和共青团，别投机不成舍把米。把好事搅合了。瞎参和什么呢？

政府不傻，看到李子柒的成功趁机想利用起来。其实也许好心办成坏事儿。以我的观念，政府啊共青团啊什么的最好leave her alone. 免得最后四不像，真善美不在。

子柒也请慎重。不必和政府合作太深。告诉他们让你自由发展符合他们的最大利益。不然最后也许结局对谁都不好。

切切！

在下文革时期在农村劳动七年多，对中国农村的苦难农民的艰辛略知一二。

之所以感觉李子柒的真实，就是因为李子柒干过的农活儿大部分我都干过，我甚至会纳鞋底。赶着牛在水田里耙地，我试过。怎么试都不行只好交给身边的贫农代表。很不容易的活计。从山上砍竹子背下山没有干过。我们那里没有竹子也没有山。其它几乎都再熟悉不过。水稻，小麦，玉米，红薯，养猪羊牛，种菜。我们没有种水果树。自己盖房子搬砖头用手推车运转头。十七岁当炊事员专职为十五个同学做饭。

李子柒用竹子做沙发让我太佩服了。太佩服！

子柒，加油

PS

子柒不一定知道大饥荒时期四川饿死1200万人的历史。绵阳是重灾区。请一定了解一下。对你今后发展至关重要。"
