,cid,votes,time,含talent,含talent中文翻译
33064,UgyTWmyBvRkc3cSrLPF4AaABAg.8vVYJy8QOaA9H5R-Q756PV,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
30635,UgxyaVJPSwpmfq5pmA54AaABAg,0,3 years ago,she is really a talented girl...,她真的是一个才华横溢的女孩...
30186,UgxA1m8DreQJZpdZpJ94AaABAg,0,3 years ago,so adorable...multi talented lady..,如此可爱...多才华的女士..
30120,UgwuZpYWUJmsZqmhdLh4AaABAg.8xJbLxxntd79H5QZ5ompWc,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
25207,UgwxyYhfBh2RDoqo08V4AaABAg.9-cyi9msPXs9-iZAzWzEMt,0,3 years ago,no who is watching on october comments. people just appreciating her true talent,不，谁在看十月的评论。人们只是欣赏她的真正才能
26088,UgwbcBgUdIfXWeQE-SZ4AaABAg.8zpxgw6y6kQ9H5QqMi_rTz,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
26028,UgxX2zGf9aOvY-Y1IY94AaABAg,0,3 years ago,"who is this super girl? so pretty, so talented, surrounded by the bounty of nature, self-sufficient and strong girl creating exquisite dishes and stuff all by herself without much effort.",这个超级女孩是谁？如此漂亮，如此才华，周围是自然的赏金，自给自足的女孩，她自己创造精美的菜肴和东西，而无需付出太大的努力。
25964,UgwxwBC9ckkGBzF-IPZ4AaABAg,0,3 years ago,"first of all she is naturally beautiful. she has a lot of skills. she is strong too lol she can carry heavy loads of fruits. she has two assistants yes but she directs most of her videos. i just love how she can just cook anything or do anything like make her dye her dress, embroided clothing or pillowcases. and how she handles things with care. people in her town said she is a very hardworking person. intelligent and has talent. she is just amazing. makes me wanna plant and make a beautiful garden. she inspires millions of people around the world. she is a real life amazing princess.",首先，她天生美丽。她有很多技能。她太坚强了，大声笑她可以携带大量的水果。她有两个助手是，但她指导了大多数视频。我只是喜欢她如何做任何东西或做任何事情，例如使她的衣服，绣花衣或枕套染色。以及她如何小心处理事情。她镇上的人说她是一个非常勤奋的人。聪明并且有才华。她真是太神奇了。让我想种植一个美丽的花园。她激发了世界各地数百万的人。她是一个现实生活中令人惊叹的公主。
25541,UgxqokC0b0Wo9-0Csmx4AaABAg,0,3 years ago,"all natural food that is great for the body..man she sure has been blessed with talent,knowledge. and i bet she is a great cook..",所有对身体都非常有用的天然食品。我敢打赌她是一个很棒的厨师。
25449,Ugycak1rt_n4sjjmoah4AaABAg,0,3 years ago,"so pretty, the talent for cooking",太漂亮了，烹饪的才华
25373,Ugz5ZS0ZGdM9orrNwxV4AaABAg,0,3 years ago,very nice super talent all videos super๐‘๐‘๐‘๐‘๐’๐’๐’๐’,非常好的超级人才所有视频超级
25215,UgyzLFlGqqwRmWcrzi94AaABAg,0,3 years ago,it was very talented i loved it,我很有才华
24970,UgwlOCUFhQLnh5g4V8h4AaABAg,0,3 years ago,"she is very beautiful and talented.
love sister!","她非常美丽和有才华。
爱姐姐！"
26970,Ugy8RAAnp_ZBpY9JrQ94AaABAg.8zYY1-WDGEr9H5QtMa4VFV,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
24896,UgwHxEQZJ1TMbrrekPZ4AaABAg.905qohjHkaM90iCux57oHo,0,3 years ago,"@fiolalynn1142 yes agree ! it is a show ! she cannot do all this work by herself ! she has everything at hand ... every fruits, vegetables ... too talented too much !!! still nice videos that make us dream... just dream lol",@fiolalynn1142是同意！这是一个节目！她不能独自完成所有这些工作！她手头上有一切...每个水果，蔬菜...太有才华了！！！仍然是让我们做梦的好视频...只是做梦大声笑
24852,UgyiDDa6tlz69ZPD3u94AaABAg.90BWA-ivq-79H5UkXlSvZ-,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
24687,UgxKPo-dNTVnNId9F014AaABAg,0,3 years ago,she is both beautiful and talented,她既美丽又有才华
24682,Ugws90cvqyQzqjrTcAd4AaABAg,0,3 years ago,"i admire your talent a lot, beautiful dishes.
chef happiness.","我非常佩服您的才华，美丽的菜肴。
厨师幸福。"
24583,UgyDXPJA0ja6tO14s4h4AaABAg,0,3 years ago,"beautiful. absolutely beautiful.
smart and talented.","美丽的。简直美极了。
聪明而有才华。"
23432,UgweB_R36LE1bE9fqiF4AaABAg,0,3 years ago,always amazing at her talents.,她的才华总是很棒。
22732,Ugyl18UMkfWyDdNKcsV4AaABAg,0,3 years ago,"many things in it ไปฌ mention that you have never seen foreigners, even we rarely see ourselves! li ziyi is terrible, and she is a rare and talented woman who is beautiful and can hold her family. it is really ""shi ji as a jinwu, marry a wife as a li ziyi""!",里面的很多东西甭提你们外国人没见过，就连我们自己都很少见到！李子柒不得了啊，又漂亮又能持家是不可多得的旺夫才女。真是“仕宦当作执金吾，娶妻当得李子柒”呀！
26588,Ugz4x9jZf79qtb1MNMB4AaABAg.8zkpfxZ3kEy9H5QLCytklC,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27006,UgwNAf7-LVAYC7HgRJZ4AaABAg,0,3 years ago,she is so talented to admire.,她很有才华。
29992,UgyREHC3pVfQ-cYsBtt4AaABAg,0,3 years ago,you are so talented and very nice girl,你是如此才华横溢，非常好
28517,UgwrC7FHfvUuB2XAb_94AaABAg,0,3 years ago,"liziki you are the brightest star on this earth ...hope you will shine for ever with your skills and talent forever.๐ค—๐ค—๐ค—
love you from india","利兹基（Liziki）你是地球上最聪明的明星...希望您永远以自己的技能和才华永远发光。
来自印度的爱你"
29819,UgygIa79VU2vgKBzdyd4AaABAg.8xTvD0vzAJp9H5Uf4HAmJ9,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
29658,UgxYT3tKv1oBYOBw4Tp4AaABAg,0,3 years ago,"the are around her house and her home must be huge. i doubt she manages everything herself, it's too large an area. so beautifully kept. this part of china has very rich soil. she is so talented and works so hard but still gives off an aura of calm and beauty. she honours the traditions of her country but is also modern as she has internet and other commodities.",在她的房子周围，她的家一定很大。我怀疑她自己管理着一切，这太大了。如此美丽。中国的这一部分拥有非常丰富的土壤。她是如此有才华，努力工作，但仍然散发出一个平静和美丽的光环。她尊重自己国家的传统，但也是现代的，因为她拥有互联网和其他商品。
29490,UgznM1PsC8g19n6rjp14AaABAg,0,3 years ago,i'm really jealous to your talent!,我真的嫉妒你的才华！
29413,Ugxw6PtEfCgCzr-xLTp4AaABAg,0,3 years ago,this woman is so hardworking and talented like-,这个女人是如此勤奋和才华横溢 -
28794,UgyJ_a7KgIDbGgiluaR4AaABAg.8yHVeO_oZ6D9H5Ue5k3eUB,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
28714,UgxVEiIki4DVegm3-yt4AaABAg,0,3 years ago,li zizhen's woman is too beautiful and too talented. your video will be stolen. it is not just you and my message are stolen. you are too talented.,李子柒 女人长太漂亮了而且太有才了你的视频才会被盗用 不只是你我的留言也被盗用了 你太有才了
28617,Ugz91dzCjK4JapBYOC94AaABAg.8yPkkpeWYB28yglS2oHEyd,0,3 years ago,thanks to the tripod. and her putting that tripod where theres a good perspective. amazing talent. she has all. superwoman indeed.,感谢三脚架。她把那个三脚架放在有很好的视野中。惊人的才华。她有全部。超级女性的确。
28500,UgzMIknebDYMxXIQhcF4AaABAg,0,3 years ago,sis your quite talented,sis你很有才华
27129,Ugwu2_gdbnlz11TQh2B4AaABAg,0,3 years ago,hello good night i am brazilian love to see your videos help me improve my food i would like to know where and your country where you live i wanted to cook like you congratulations on your channel and your talents,你好，晚安，我是巴西人喜欢看到你的视频帮助我改善我的食物，我想知道你在哪里和你的住所，我想在您的频道和才华的庆祝
28188,Ugz9_uuEZ06Dp12Tapd4AaABAg,0,3 years ago,good at multi -talented and beautiful,擅长多重且美丽
28094,UgzijUf9gElv6KyDSuF4AaABAg,0,3 years ago,"i am amazed by her skills, but the setting is too good to be true.. everything around her looks like its set up in perfect order a bit too perfect. every door and window, even how hand made stuff has a cinematic feel to it..good job by tourism development and culture promotion department of china.. we may not believe but all this rich and vibrant culture was considered old and was burnt away by communists.. hope people there are happier now in modern times..love the theme..and girl is really talented.. good camera work..",我对她的技能感到惊讶，但是设置太好了，无法实现。.她周围的一切看起来都完美地设置了一些完美的设置。每个门和窗户，即使是手工制作的东西也有电影的感觉。.通过中国旅游业发展和文化促进部的好工作。我们可能不相信，但是所有这些富裕而充满活力共产主义者..希望人们现在在现代更快乐。
27852,UgxTCG7E7cKPoaXj-Zl4AaABAg.8z0uklk5u5c9H5UmvOoHFA,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27821,Ugx8L8UDX9uEfI3uuKZ4AaABAg.8z2BKhwCUrw9H5Uaskd8YX,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
27575,UgzrdQAr7Sycw4y-zVJ4AaABAg,0,3 years ago,"very respectable, a girl is too talented..โค๏ธ๐’๐’",非常受人尊敬，一个女孩太有才华了。
27555,UgzUUJ34N5Rwr926mm94AaABAg,0,3 years ago,"it is a very talented, happy woman and a man who marries you.",是一个非常有才华，快乐的女人和嫁给你的男人。
27514,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB9H5QFskAcfh,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
31783,UgwuVsNO00L76ewLvh54AaABAg.8w45CRBlJI39H5UZYiKZRk,0,2 years ago,support this humble family have talent! https://www.youtube.com/watch?v=e19lg2cwmts&t=484s greetings from peru,支持这个谦虚的家庭有才华！ https://www.youtube.com/watch?v=e19lg2cwmts&t=484s问候
