,cid,votes,time,含great,含great中文翻译
19962,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92CHAnDkdeZ,4,3 years ago,"@07diandian thank you for your reply. i praise your mother for her cooking skills. i like ms. li's video clips because i grew up in the countryside in south china. i understand her life is hard, yet she presents it so beautifully and artistically that she is entitled to this full glory from all over the world. ms. li's patience, skills and proximity to mother nature is a great model for us all.",@07diandian谢谢您的答复。我赞美你妈妈的烹饪技巧。我喜欢李女士的视频片段，因为我在中国南部的乡村长大。我了解她的生活很艰难，但她在艺术上如此精美，艺术上的呈现，以至于她有权获得来自世界各地的全部荣耀。李女士的耐心，技巧和与大自然母亲的距离是我们所有人的绝佳典范。
25225,Ugzj2DDDCdCjIIJltGB4AaABAg,4,3 years ago (edited),"hello. i'm coming from vietnam. i like all of her disher, she is great.
where is vietnam, my friends","你好。我来自越南。我喜欢她所有的洗碗，她很棒。
越南在哪里，我的朋友们"
222,UgwpAtBflsNp7wqgwKh4AaABAg,4,2 months ago,"i first watch the video, very nice video, very good and the food is great. thank you.",我首先观看视频，非常好的视频，非常好，食物很棒。谢谢。
35392,UgxQ-q93hxMsMnCBp-t4AaABAg,4,3 years ago,"it's great, see it as soon as you refresh",太棒啦，一刷新就看到
31804,UgyfC_xImFz2jvp_0pJ4AaABAg,4,3 years ago,"i can see you love spicy food.
well i love the way you look great.","我可以看到你喜欢辛辣的食物。
好吧，我喜欢你看起来很棒的方式。"
5677,UgxAPZxGWB8b5pAxm_t4AaABAg,4,2 years ago,"this is not real life, though it's a great story.",尽管这是一个很棒的故事，但这不是现实生活。
31949,Ugz5SQzSVIB9U4-q1np4AaABAg.8yV2HUWJ-2e9-ljvzmNvBC,4,3 years ago,"wang guanhu is an outstanding person at the great bottom of china. after watching her resume, she went out to work at the age of 14. she decided to go home to spend the rest of her life because she couldn't rest assured her grandmother.",王冠虎 她是伟大的中国底层的杰出人士，看过她的简历，14岁便出门打工，后因放心不下奶奶，决定回家陪老人度过余生
13057,UgztfihRhvG7vD1eCc14AaABAg,4,3 years ago (edited),"i fell in love such a great working spirit.
n i love her natural microwave too.","我爱上了如此伟大的工作精神。
我也喜欢她的自然微波炉。"
27485,UgyXs4OuwnxVRxzMpX54AaABAg,4,3 years ago,"m wondering what are those ""thumbs downs "" for? she did nothing evil. only great beautiful videos on simple life.",我想知道那些“大拇指跌倒”是什么？她没有做任何邪恶的事情。只有关于简单生活的精美视频。
26232,UgysbekEoA2HusIENyV4AaABAg,4,3 years ago,hahahaha& nails.. you have a great sense of humour.,哈哈哈哈哈（Hahahaha）发酵手指技巧和指甲..您有一种幽默感。
16356,Ugz-PxPeXDViQ__23cl4AaABAg.92w9T32MS-2931MUyPtnZp,4,3 years ago,"noobiesnake you know that she didn’t make 6 dishes per meal, and i know you’re trying to be sarcastic but yeah you clearly don’t cook. i made spaghetti, egg rolls, salt pepper shrimp, kao poon(south east asian curry noodles), a turkey, kung pao chicken, mapo tofu for this past christmas eve which was 2 days ago. not once did i have to look at a recipe, why because i’ve done it multiple times; even when i was cooking as a job, never did i have to look at the recipes after my 1st few weeks; sure we didn’t grow everything but when you’ve cooked long enough it’s not hard to remember what goes with what. a great example of that in action is, watch iron chef; never do you see them pull out a recipe book to look up what they have to decide & make on the spot.",Noobiesnake您知道她每餐没有吃6盘，我知道您想讽刺，但是是的，您显然不做饭。我制作了意大利面条，鸡蛋卷，盐胡椒虾，考恩·波恩（东南亚咖喱面条），火鸡，功夫鸡鸡肉，马波豆腐，过去2天前的圣诞节前夕。我没有一次必须看一个食谱，为什么因为我多次做了。即使我做饭作为一份工作，我也从来不必在第一个星期后看这些食谱。当然，我们并没有种植所有东西，但是当您烹饪足够长的时间时，不难记住什么与什么相关。一个很好的例子是，观看铁厨师。您从来没有看到他们拿出一本食谱书来查找他们必须当场决定和做出的内容。
9437,Ugz1kYWQlRw1T-kH_nB4AaABAg,4,2 years ago,"iโ€m really hoping that she has a significant other that loves her and cherish her a lot. when i see someone that is as talented, kind, and overall a great person like her. i just want someone else to take care of her as she takes care of her grandma. maybe she is better off without the significant other. but for me, i just want that.",我真的希望她有一个重要的其他人爱她并珍惜她。当我看到一个有才华，善良且总体上像她这样的好人时。我只希望别人照顾她，因为她照顾奶奶。如果没有重要的另一个，也许她会更好。但是对我来说，我只想要那个。
15976,Ugw_9_i6Z5PQHUxLpc94AaABAg,4,3 years ago,miss sister is great! this rural scenery is infinitely good!,小姐姐好棒！这种田园风光无限好！
3744,UgzxTV12bhXF8vqOm3F4AaABAg,4,2 years ago,"this is what you gotta watch when you’re feeling lazy about which drive through to go to for lunch, then, end up going to the supermarket and buying things to cook, then, feeling like you did something great by cooking, then, realizing you still really didn’t and how you have it so well off in comparison to what others do to make a meal, then, and finally then, you actually realize you’re not that well off since no matter how much easier it is to get things as quickly and easy as you do, this person here has so much more skills and rewards of feeling the feeling she must feel on a daily basis from always learning, doing and providing for her family, in this way. amazing!!! my goodness",这就是当您对哪个开车去吃午餐的懒惰时，您必须看着什么，然后，最终去超市买东西做饭，然后，感觉就像是通过烹饪做得很好，然后才意识到自己做得很好与其他人做饭相比，您仍然真的没有以及如何拥有它，然后，您实际上，您实际上意识到自己的状况并不顺利，因为无论多么容易，像您一样快速，轻松地获得事情，这里的这个人具有更多的技能和回报，感觉她每天都会以这种方式学习，做和为家人供养，她每天都必须感到自己。惊人的！！！我的天哪
18604,Ugw-4ZcCGQMb7Of6XvF4AaABAg.92QSySm3B1D92aCkGs_7PQ,3,3 years ago,"@jessieli2308 same for stalin, some russians hate stalin, other ador him. stalin did many many great things for soviet union benefits of what russian civilization is still benefiting from. same about mao. many respects to two great leaders!",@jessieli2308对于斯大林来说，一些俄罗斯人讨厌斯大林，另一个俄罗斯人。斯大林为苏联所做的俄罗斯文明仍在从中受益而做了许多伟大的事情。关于毛泽东也一样。许多方面都针对两个伟大的领导人！
12212,Ugxd6hLDedb_iFzKEa54AaABAg,3,3 years ago,it's really great for the first time,第一次看真的很棒
16257,UgwJBACUYHubqXllQKZ4AaABAg,3,3 years ago,she’s gorgeous and works hard!! keep up the great work!!!,她很漂亮，努力工作！保持出色的工作！！！
17384,UgzpONnO8ysIUopexzB4AaABAg.92knIKq5sJf92myMfVHydV,3,3 years ago,"china government is suck, but the chinese people and culture is great.",中国政府很糟糕，但中国人民和文化很棒。
15633,UgxsTe0wqfar78hnVmt4AaABAg,3,3 years ago,"i think it's great, just restore the feeling of farmers",我觉得很棒啊，就很还原农家的感觉
21599,Ugxt50sc-69mMxbryxx4AaABAg,3,3 years ago,"hi, 
i just want to say that this week is “asia” week. me & my daughter get to discover & eat great “asia” food. like, “asian” sandwiches. (they are really good & my favorite), “asian” boaba tea. ..there’s this drive thru “asian” small restaurant called “chopsticks”, how pretty. it was a healthy plate from “chopsticks” restaurant. i love videos like this, very healthy & organic.","你好，
我只想说本周是“亚洲”周。我和我的女儿可以发现并吃得很棒的“亚洲”食物。就像“亚洲”三明治。 （他们真的很好，也是我的最爱），“亚洲” Boaba茶。 ..通过“亚洲”的小餐厅，这是一个名为“筷子”的小餐厅，多么漂亮。这是“筷子”餐厅的健康盘子。我喜欢这样的视频，非常健康且有机。"
14910,UgxdzDDvqWYvCwMjbWB4AaABAg.93npIg-2HwZ94TIFDyLHyi,3,3 years ago,it's great that she cares for her grams the way she does,很高兴她像她那样关心自己的克
11240,Ugz3_DaFjfi64PrOkP54AaABAg,2,3 years ago,everytime they eat together her grandma admires her and is thankful to have such a great granddaughter,每当他们一起吃饭时
18378,UgyHI6agVawx3xKwe9p4AaABAg,2,3 years ago,great stuff!,好东西！
269,UgxJIeRwu49m2KTUZml4AaABAg,2,2 months ago,it is great you are good at cooking. i like this rustic countryside,很好，你擅长烹饪。我喜欢这个质朴的乡村
14110,Ugz2oZtI38Qv7E9a8w14AaABAg,2,3 years ago,"wish i knew what sum of her ingredients she uses. she's beautiful, intelligent and independent, jus wow! her camera operator is awesome as well, that out of focus shot at the end is masterful. great vid!!",希望我知道她使用的成分总和。她美丽，聪明，独立，jus哇！她的相机操作员也很棒，最后拍摄的焦点很精通。很棒的vid！
27637,UgzhVH4VcZ2FcnTbNqd4AaABAg,2,3 years ago (edited),"hello, how are you? well now here in brazil it's 18:51, and as always your videos are splendid, i especially liked the nature where everything seems to be in perfect harmony, once again i leave here my gratitude for another great video, that's all for now. congratulations and good luck ...,",你好吗？好吧，现在在巴西是18:51，一如既往，您的视频很棒，我特别喜欢一切似乎都处于完美和谐状态的本性，我再次在这里留下了我对另一个很棒的视频的感激之情。恭喜，祝你好运...，
