,cid,votes,time,含great,含great中文翻译
32817,UgxdTWXq3OBazhmVI9J4AaABAg,1,4 years ago,"all the supplications in the qurโ€an are also salary according to the arrangement of the honorable press. make it ongoing charity*

1- our lord accepts us that you are the hearing of the knowledge, and we have the right to the mercy.

2- our lord came to us in the world, and in the other, we are good, and we were tormented by the fire.

3- our lord, we have been patient, and we have proven to us and supported us on the infidels.

4- our lord, do not take us if we forget or sin, our lord, and do not carry us as an insignificant as you carried it over those before us.

5- our lord, and do not carry what we have no energy, and forgive us, and we forgive us, and may you be our money, and we will be pleased with the infidels.

6- our lord, we do not have our hearts after our gossip, and we are gave to us, with the mercy of you, you are the ghosts.

7- our lord, you are the people of the people for a day that there is no doubt that god does not leave the good.

8- our lord, we believed, so we forgive us, our sins, and we are the torment of the light.

9- rabbi, i have a good atmosphere, you will hear the supplication.

10- our lord, we believed in what i went down and followed the messenger, so we wrote with the two testimonies.

11- our lord forgive us, our sins, and our secrets in our matter, and we have proven our feet and supported us on the infidels.

12- our lord, as long as you created this, we have lost the torment of the fire.

13- our lord, you are the one who entered the fire, as you have been treacherous, and for those who are supporters.

14- our lord, that we have heard a call that calls for the days that they believe in your lord, our lord, our lord, forgive us, our sins, and disbelieve us, our misfortunes, and we will fulfill the righteous.

15- our lord has come to us and our promises to your messenger and do not store the day of the resurrection. you do not leave the customer.

16- our lord was brought out of this free village.

17- our lord, our souls, we have not forgiven us, and we have mercy on us.

18- our lord opens between us and our people in truth and you are the best of the sides

19- our lord, we have been patient, and we have fulfilled muslims.

20- our lord does not make us a fatwa for the people of the people, and we escaped from the infidels.

21- rabbi, i will seek you to ask you for what i do not have knowledge, and only forgive me, and may god bless me.

22- rabbi, you are the first of me in the world, and the other one will give me a muslim and my injecting is good.

23- our lord, you know what we hide, and what we declare, and what is hidden from god in the land, or in the heavens.

24- rabbi make me the place of prayer and from my atom, our lord, and accept a supplication, our lord, forgive me and the parent

25- rabbi enter me with a honesty, and i will be shocked by a shock, and make me from you.

26- our lord came to you from your soul, and we have a gift from us.

27- rabbi explain to me my chest, and i am pleased with my matter, and i will analyze a contract from sani who understand my saying, lord of my knowledge.

28- there is only god, but you are your grace that i was one of the oppressors.

29- rabbi, do not infer me, and you are the best of the two.

30- i am the harmful one and you are the most merciful.

31- the lord of mubbar, you are the best of the home.

32- rabbi, i will see you from the thunderbolts, and i will seek your lord to attend.

33- our lord, our safe, forgive us, and may you be merciful.

34- our lord, we have been tormented by the torment of its torture, that it was overwhelmed, as it was stable and stable.

35- our lord, we gave us from our grooves and our warnings, and we made us to the righteous in front.

2- others and make me from the heirs of the inauguration of the soul, and do not store me a day they send a day that does not benefit the money, and if only the one who will come to god with a sound heart.

37- lord of najji and my family from what they are doing.

38- rabbi, give me to thank you, which i have been blessed with my parents, and that i work as good as you satisfy it, and enter me with your mercy in your good worship.

39- lord, i wronged myself, forgive me, lord, i will support me, the people.

40- our lord expanded everything, and when he was forgiven to those who repented, they followed your way and their torture of hell

41- our lord and entered them with the ages of the one who are their promises and who reconciled their fathers and their grooves and their warning his merciful, and this is the greatest.

42- our lord revealed the torment that i am believers.

43.

44- our lord forgive us and our brothers who preceded us with faith and do not make in our hearts to the one who are in.

45- our lord, you see a mercy, may god bless you, and you, our prophet, and you, the destiny, our lord does not make us a girl to those who disbelieved, and forgive us, our lord, you are the dear, the government.

46- our lord, we are blessed with us, and we forgive us, that you are very rare.

47- rabbi, do not be at the ground from the infidels, you will be attempted to mislead your worship, and they will only be born with disbelief.

48- the lord of my father, and whoever enters our believer and the believers and the believers and does not increase the oppressors except to be confused.

the one who will know the supplications is because of you, ""you will be surprised, god willing, on the day of the mountains of good deeds ... and the world in the waterfall of the values โ€โ€that are fulfilled ... god willing.
.
and call on god, god bless you","《古兰经》中的所有恳求也根据荣誉新闻的安排而薪水。使其持续慈善机构*

1-我们的主接受您是您的知识听证会，我们有权享有怜悯。

2-我们的主来到世界上，另一方面，我们很好，我们被大火折磨。

3-我们的主，我们一直耐心，我们已经证明了我们并支持我们的异教徒。

4-我们的主，如果我们忘记或犯罪，我们的主，不要带我们去，不要像您将其携带到我们面前的那些人一样无关紧要。

5-我们的主，不要携带我们没有精力的东西，原谅我们，我们原谅我们，也许您是我们的钱，我们会对异教徒感到满意。

6-我们的主，我们在八卦之后没有我们的心，而我们被您的怜悯赐给了我们，您就是鬼魂。

7-我们的主，你是人民的人民，毫无疑问，上帝不会留下善。

8-我们的主，我们相信，所以我们原谅了我们，我们的罪，我们是光的折磨。

9-拉比，我的气氛很好，您会听到恳求。

10-我们的主，我们相信我走了下来并跟随Messenger，所以我们写了两个证词。

11-我们的主原谅我们，我们的罪过和我们的秘密，我们证明了我们的脚，并在异教徒身上支持我们。

12-我们的主，只要您创造了这一点，我们就失去了火灾的折磨。

13-我们的主，您是您一直在危险的人，也是那些是支持者的人。

14-我们的主，我们听到了一个呼吁，呼吁他们相信您的主，我们的主，我们的主，原谅我们，我们的罪过，不相信我们，我们的不幸，我们将实现义人。

15-我们的主来找我们和我们的信使的承诺，不存储复活的日子。您不会离开客户。

16-我们的主被带出这个自由的村庄。

17-我们的主，我们的灵魂，我们没有原谅我们，我们对我们有怜悯。

18-我们的主在我们和我们的人民之间以真理开放，而您是最好的一方

19-我们的主，我们已经耐心了，我们已经实现了穆斯林。

20-我们的主不会使我们成为人民的胖子，我们从异教徒逃脱了。

21-拉比，我会寻求您向您询问我没有知识，只原谅我，愿上帝保佑我。

22-拉比，你是我第一个世界上的第一个，另一个人会给我一个穆斯林，我的注射很好。

23-我们的主，你知道我们隐藏了什么，我们宣告了什么，以及在土地上或天堂中隐藏的是什么。

24-拉比使我成为祈祷的地方，并从我的原子，我们的主那里接受恳求，我们的主，原谅我和父母

25-拉比诚实地进入我，我会震惊的是，让我感到震惊。

26-我们的主从你的灵魂来到你身边，我们得到了我们的礼物。

27-拉比向我解释了我的胸部，我对我的事情感到满意，我将分析萨尼的合同，他理解我的意思，我的知识。

28-只有上帝，但是你是你的恩典，我是压迫者之一。

29-拉比，不要推断我，你是两者中最好的。

30-我是有害的人，你是最仁慈的。

31-穆巴尔之王，你是家中最好的。

32-拉比，我会从雷电上见到你，我会寻求你的主参加。

33-我们的主，我们的安全，原谅我们，愿你仁慈。

34-我们的主，我们因其酷刑的折磨而遭受了折磨，因为它是稳定且稳定的，因为它不知所措。

35-我们的主，我们从凹槽和警告中给了我们，我们把我们带到了前面的义人。

2-其他人，让我从灵魂就职典礼的继承人中学到我，不要将我存放一天，他们寄来的一天，这不会使金钱受益，如果只有那些愿意以声音的心来到上帝的人。

37-纳吉勋爵和我的家人从他们的工作中。

38-拉比，请感谢我，我对父母很幸运，我的工作和您满意的一样好，并在您的良好崇拜中怜悯我。

39-主，我委屈自己，原谅我，主，我会支持我，人民。

40-我们的主扩大了一切，当他被宽恕的人宽恕那些悔改的人时，他们跟随你的路和对地狱的折磨

41-我们的主与他们的年龄成为他们的诺言，和解父亲，凹槽和警告他仁慈的人的年龄，这是最伟大的。

42-我们的主透露了我信徒的折磨。

43。

44-我们的主原谅了我们和我们的兄弟，他们以信仰为先于我们的兄弟，并不是在我们的心中向所在的人做。

45-我们的主，你看到怜悯，愿上帝保佑你，你，我们，我们的先知，你，命运，我们的主不让我们成为那些不相信的人，原谅我们，我们的主，你是亲爱的，政府。

46-我们的主，我们很幸运，我们原谅您，您非常罕见。

47-拉比，不要从异教徒那里站在地面上，您将试图误导您的崇拜，而它们只会出生于怀疑。

48-我父亲的主，以及谁进入我们的信徒，信徒和信徒，除了感到困惑之外，没有增加压迫者。

一个会知道恳求的人是因为你，“在善行的山上，你会感到惊讶，上帝愿意……以及所实现的价值观的瀑布中的世界...天意。
。
并呼唤上帝，上帝保佑你"
32777,UgwzXzCXl9D9asIKhEl4AaABAg,1,4 years ago,honearable is really great,授权真的很棒
5194,UgxOa7kPokGeqcMZec14AaABAg,1,1 year ago,wow it's like a movie. the production is great :),哇，就像电影。生产很棒:)
51020,UgyJLg1na6KFo8hmRGB4AaABAg,1,4 years ago,it's great. happy new year,这很棒。新年快乐
5446,UgyH-4K8Fyd1kAQ9DLx4AaABAg,1,2 years ago,great liziqi,伟大的liziqi
50938,UgwrT15OfuPOizfWzH54AaABAg,1,4 years ago,great vid as always. happy chinese new year!,一如既往的很棒的视频。农历新年快乐！
50895,UgwvhuURk4TpD9Mg9jd4AaABAg,1,4 years ago,took you a few days to get your sweeties prepared. great video editing one have to watch closely showing the transition or one would think,花了几天时间准备好糖果。精彩的视频编辑必须密切观看过渡，或者有人会认为您在一天之内做了所有的烹饪。新年快乐！
32435,UgyMTOU2n8DAVv17pIB4AaABAg,1,4 years ago,wt an ideal women she is!! am jst imprsd ๐’ bckgrnd music was amazing hv a great future go aheadโ๐‘๐,她是理想的女人！ Am JST Revsd
24573,UgyKT4tegLK29Mf2hSR4AaABAg,1,3 years ago,i am greatly admired,了不起 佩服
50600,UgwQQrzcufere3JJXaF4AaABAg,1,4 years ago,"this is one way to wake up in the morning and start a new day. great video and the work you had to do to produce this is awesome. 
may this new year be better than the last for you and your family.","这是早晨醒来并开始新的一天的一种方法。精彩的视频和您必须做的工作很棒。
愿新的一年比您和您的家人要好。"
6568,UgxMSHDZpYaaSKqMdqd4AaABAg,1,2 years ago,great !!! what a good fellow you are !!!,太好了！！！真是个好人！！！
50581,UgyIf9B7LC3o_ShFBdJ4AaABAg.8qlh0C1jtGZ8qm0qgJ2hZ6,1,4 years ago,thanks so much for the recipe. your kindness is greatly appreciated! happy lunar new year!,非常感谢您的食谱。非常感谢您的好意！农历新年快乐！
6971,UgyMisg2Y4eWFdi_aHN4AaABAg,1,2 years ago,great .....,伟大的 .....
25695,Ugyw3mSIw8T9WNaWwE14AaABAg,1,3 years ago,"i have never seen in my life anyone like her, who can do so many things with nature and work as much as she does! great skills ! everything she does looks delicious and pretty. awesome! keep it up!",我从未见过像她这样的人，他们可以像她一样做很多事情，并且像她一样工作！伟大的技能！她所做的一切看起来都很美味可爱。惊人的！继续努力吧！
7300,UgzgIr2k3dVfP0IoTnB4AaABAg,1,2 years ago,great to have the english subtitles...please can we have this on more of your wonderful videos,很高兴拥有英文字幕...请在您的更多精彩视频上使用它
32410,UgylFyieDtONGsAMkkB4AaABAg,1,4 years ago,"12 years of school, 4 years of college and working until you die rather than living like this after school or even before.



great.","开学12年，大学4年，直到您死亡，而不是在放学后甚至以前这样生活。



伟大的。"
7511,UgyTNL0ndc_PaPCNX8F4AaABAg,1,2 years ago,niu niu great and greater,牛年大吉大利
32045,UgwNE1MCgF8UfZ5gHXd4AaABAg,1,4 years ago (edited),"i think this is the kind of life that everyone yearns for deep down.

its so simple, but u would feel a great sense of acomplishment after the days done, ur surrounded by ppl who are present and engaged, ud be going on adventures everyday and ur waking with the sun and sleeping with the stars, as it should be.

not to mention how healthy this all is, physically and mentally.

gosh what a peaceful way of living. obviously it would get tyring at times, but man would it be worth it.","我认为这是每个人都渴望深处的生活。

它是如此的简单，但是您会在完成的日子后感觉到一种很大的兴趣感，被PPL包围着，他们每天都在冒险，并与阳光醒来并与星星一起睡觉，因为应该是。

更不用说这一切在身体和精神上有多健康。

天哪，这是一种和平的生活方式。显然，这有时会变得更加倾向，但是人是值得的。"
31898,UgxGzms-yCF5_jfWgax4AaABAg,1,4 years ago,wahhhhhh ms liziqi you are great,wahhhhhh ms liziqi你很棒
3939,UgxuQQS8fS0ddkNpEP94AaABAg,1,1 year ago,i am missing china now. miss the country life there. so great and happy.,我现在想念中国。错过那里的乡村生活。如此伟大而快乐。
41087,Ugz2_p2KYvCYG_FRXYN4AaABAg,1,4 years ago,everything is great here so that work is really fun ❤,这里的一切都很棒，所以工作真的很有趣❤
50234,UgyZMZT3g-6P3AC9YwJ4AaABAg,1,4 years ago,so great. i love it. thanks.,很好。我喜欢它。谢谢。
3756,UgxCE4cn-dQ-dlf7hfV4AaABAg,1,1 year ago,"ziyi, come on! intersection your video is great",子柒，加油！ ！妳的视频很棒
223,UgxwzXWNQu5XqzWSYAx4AaABAg,1,1 month ago,"li ziyi, i really love you. your video is of great significance to me! this is really amazing! i have insomnia, these video blogs make me feel much better <3",李子柒，我真的很爱你。你的视频和你对我来说意义重大！这真太了不起了！我失眠了，这些视频博客让我感觉好多了 <3
327,UgyW-cTnttwxuhl1Bql4AaABAg,1,2 months ago,i no longer see your interesting videos. i am waiting for your return with the great videos. i believe that your victory will bring you to comeback soon,我不再看到您有趣的视频。我正在等待您的出色视频返回。我相信您的胜利将使您很快卷土重来
729,Ugz6Q_QPYOqoaIGwHoB4AaABAg,1,5 months ago,great! i love chestnut 栗!,好极了！我爱吃栗子
742,UgxF2AupmSduF-71fhh4AaABAg,1,5 months ago,great,太好了
1223,UgwSv85UPMcZl2StjAh4AaABAg,1,9 months ago,"the snowflake crips sare to die for! i tried them before, they are great :d",雪花crips饼为死！我以前尝试过，它们很棒：D
1250,UgzIF3srK332DwLX9tV4AaABAg,1,9 months ago,great pass promotion program,大外宣节目而已
52581,UgznowcIaCy52nGRVPp4AaABAg,1,4 years ago,great,太好了
1705,UgycOeVy_ghMJGkjp9B4AaABAg,1,1 year ago,great enjoyable content.,很棒的内容。
33918,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd497cDuFOwI56,1,3 years ago,exactly https://youtu.be/d8jrr-e5xw4 great ideas watch this https://youtu.be/d8jrr-e5xw4 video,恰恰https://youtu.be/d8jrr-e5xw4很棒的主意观看此https://youtu.be/d8jrr-e5xw4视频
33832,UgxQ4obKp7Mzrv-Mbi54AaABAg.8vAAkm2tSd48zYtfbyiT1t,1,3 years ago (edited),"@cantthinkofausername3185 - i sent you a reply saying ""i like the way you think"". months ago. recently somebody liked the video and i saw your comment on the 666 that you made 667. i have no idea where that posted comment is, but....
either way i like the way you think. have a great day.","@CantThinkofausername3185-我给您发送了一个回复，说“我喜欢你的想法”。几个月前。最近有人喜欢该视频，我看到了您对667的评论。我不知道该发表的评论在哪里，但是...。
无论哪种方式，我都喜欢您的想法。祝你有美好的一天。"
2330,UgzrIieYvi9TfmsoGi94AaABAg,1,1 year ago,"amazing skills with great production value. 
she could easily live over 100yrs with all the natural elements.","惊人的技能具有良好的生产价值。
她可以轻松地使用所有自然元素生活100岁以上。"
40680,Ugybb3HB2kYY9Y-Npot4AaABAg,1,4 years ago,"i know a good family you can marry into...
great video keep it up...","我知道一个好家庭，你可以结婚...
很棒的视频继续..."
52049,UgyzigZLIeZJSkeWalV4AaABAg,1,4 years ago (edited),li ty cooks great!,Li Ty厨师很棒！
35467,UgwWpDzWWaxXLku52i14AaABAg,1,4 years ago,great,伟大的
2891,Ugyxx7Nlg7CSp_inf-J4AaABAg,1,1 year ago,"i found a great channel! recommended ability
do you have a japanese person?","我找到了一个很棒的频道！推荐能力
你有日本人吗？"
25609,Ugz77IZP8_St0n2w4r54AaABAg,1,3 years ago,great,伟大的
35594,UgyabUMSIaNsrnyJUZp4AaABAg,1,4 years ago,you are great,你好棒哦
3190,UgzXmeQ8i554i1o0WLV4AaABAg.9UW7fZgS7dQ9XwOh92uCSA,1,1 year ago,and and was a great player in his juju game jjjjjj waswho jjjjjj is,而且是他的Juju游戏中的出色球员
35709,UgzLctY25R3RqGNCHCt4AaABAg,1,4 years ago,"she will make great wife, she smart & beautiful, if she had her own shop so i would sign to learn from her",如果她有自己的商店，她将成为伟大的妻子，她聪明而美丽，所以我会签署向她学习
25610,UgwRCBiEi-674xMUZUN4AaABAg,1,3 years ago,the old -fashioned popcorn machine is great! let me think of grandpa,老式爆米花机太棒啦！让我想起姥爷啦
33232,UgxZz1pTb3rcCQJ7AA54AaABAg.8vOil57dxRE8vRb3JPRmmV,1,4 years ago,"she is chinese, her home is in sichuan, china, and it is also the hometown of giant pandas. the girlโ€s childhood was very unfortunate, and the teenager left the school to work in a foreign land. after her father died, she returned to the beautiful and poor countryside to accompany her grandmother. her grandfather was a country banquet chef who inherited her grandfather's traditional cooking techniques and learned her grandmother's sewing and fabric skills. 
filming helped her financial situation, and now she has a great team. 
we wish this beautiful girl and wish her grandmother health.","她是中国人，她的家在中国四川，也是巨型熊猫的家乡。女孩的童年很不幸，这名少年离开学校在异国工作。父亲去世后，她回到美丽而贫穷的乡村陪伴祖母。她的祖父是一位乡村宴会厨师，她继承了祖父的传统烹饪技巧，并了解了祖母的缝纫和面料技巧。
拍摄有助于她的财务状况，现在她拥有一支出色的团队。
我们希望这个美丽的女孩并祝她祖母健康。"
14895,UgzOz_MNNQfBI43ZsKd4AaABAg,1,2 years ago,great,伟大的
31762,Ugyj_vauV5Ie3Re__2N4AaABAg,1,4 years ago (edited),"chinese people look so smooth like look at their skin and they always look skinny and have a calming voice and make great food <3 i give props to this race! actually nvm this goes to all asians also!
us caucasianโ€s are terrible at a healthy life style...","中国人看起来很光滑，就像看他们的皮肤一样，他们总是看起来很瘦，而且声音平静，吃得很好<3我为这场比赛提供道具！实际上，NVM也涉及所有亚洲人！
美国高加索人的生活方式很糟糕..."
