,cid,votes,含Chinese,含Chinese中文翻译
28577,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9-2x0dB4dS5,8,Franz Peters you cannot understand even one Chinese character.,弗朗兹·彼得斯（Franz Peters），您甚至无法理解一个汉字。
1110,UgxTwznbq3X1y6Ix0IF4AaABAg,8,"I came here to support Li Ziyi. The video was really beautiful. Moreover, Li Ziyi truly reflects the state of the older generation of Chinese people. In fact, at that time, the supplies were relatively scarce, but they lived well. I hope our country is getting stronger and stronger.",我是专门来支持李子柒的，视频真的拍摄的太美了。而且，李子柒真实反映了老一辈中国人自己自足的那种状态，其实那个时候物资相对匮乏，但是，生活过得有滋有味。希望我们的国家越来越富强。
30856,Ugzf-Ba_7Ta567eN_m94AaABAg.8yVRdEXYJ4y8yVag7Eb3wW,8,It's not SHE find a way to preserve it. Chinese ancestors find this way. We learn it from one generation to another^_^,她并不是找到保存它的方法。中国祖先找到了这种方式。我们从一代到另一代^_^学习它
21804,Ugy9dqXp8LnX4nH-tM94AaABAg.9-WHSV2cBSL9-nFLrv2UdE,8,@TheGggttt Did you ever come to China or know about Chinese??? I am assuming that your answer is not. So how dare you insult China by the fake news? You stupid troll who just trust what you want to trust.傻逼玩意儿,@TheGGGTTT您是来中国还是知道中文？？？我假设您的答案不是。那么，假新闻您怎么敢侮辱中国呢？你愚蠢的巨魔，谁只是相信你想信任的东西。
4387,UgwKc5tWeET21uO_gW14AaABAg,8,Chinese black fungus! So jealous! You make beautiful and relaxing videos ❤️,中国黑真菌！如此嫉妒！您制作美丽而轻松的视频❤️
17385,UgzpONnO8ysIUopexzB4AaABAg.92knIKq5sJf92qvv5LN4Ku,8,"@TanLe-dx6uw Truth is, most Chinese people love their government for the achievements they made. Sometimes It is better to just experience instead of adopting everything from the media.",@tanle-dx6uw真相是，大多数中国人都喜欢他们所取得的成就。有时最好只是体验而不是从媒体中收养所有内容。
19075,Ugxx0C0wczLWx2DIaoJ4AaABAg.928Ic4g69m392E5FxqZwBR,7,"Yupppp! Asian food is so great!!! ps: I am a Chinese and there are still sooooo many different food I got to explore and want to eat in the future cuz there are different representative food found in different region, different city... also Chinese food is divided into eight big cuisines, or say, eight styles, such as Cantonese food, Sichuan food, Shandong food, etc. (just too much to say about it",yupppp！亚洲美食真棒！！！ PS：我是中国人，仍然有很多不同的食物要探索并想在将来吃饭，因为在不同地区有不同的代表性食物，不同的城市……也将中国食品分为八种大美食或说八种款式，例如粤菜，四川食物，山东食物等（关于它的话太多了）和您的旅行好运！
31467,UgwUyESYva-00YZisfx4AaABAg.8yVCxkFMJj18yVeohLRjAe,7,Those views are by Chinese bots.,这些观点是中国机器人。
15027,Ugz1ZYEn3MTpuCTEgCt4AaABAg,7,"Chinese friends and me said that snail powder is very stinky and smelly. I have always been afraid of trying, but after the first time I tasted the snail powder in the university cafeteria in Hunan, it was really shocking ...",中国朋友和我说螺蛳粉很臭很臭，我一直都很害怕尝试，但在湖南的大学食堂里第一次尝到螺蛳粉后，真的太震撼了...
31125,Ugw2WElkzBoP_jXGvpJ4AaABAg.8yVLRYLxVO88yWJcZa5Dk7,7,"You can put the english subtitles, it gives you an idea of what she's captioning from Chinese",您可以将英文字幕放置，它使您了解她的字幕
29521,Ugw7pdGvQF_fd0s96zJ4AaABAg.8yWiBLps9B58yaiwQwQTzH,7,"@user-ke5rz1cw5d First of all, don't think he's Chinese. Second of all, what you said is extremely disrespectful.",@user-ke5rz1cw5d首先，不要以为他是中国人。其次，您所说的非常不尊重。
19972,Ugy64b8Tc-CR9fv_DdR4AaABAg.91FI0ImISkq92Oyj7jdNES,7,"You are very smart, just like you said. Most Chinese people do not go to YouTude and Li Ziyi has 20 million fans in China to like her in China. Those who pretend to be Chinese who say that those who do n’t like Li Ziyi are Chinese. This is the most ridiculous",你很聪明就像你说的，大部分中国人都不上youtude而且李子柒在中国拥有两千万粉丝在中国很多人喜欢她，那些假装自己是中国人说那些不喜欢李子柒的是中国人，这是最可笑的
28603,UgxCpRiDGzrwuzVOfl94AaABAg.8yY6-41Td1g9-zEyLn98f5,7,"@franzpeters3824 ok can you speak Chinese?! I'm obviously assuming not, so why would expect her to know the whole English language when she lives in CHINA!!!! Please use ur head when u think and talk. Obviously, English isnt spoken everywhere or it is not needed when u live in ur home country. So if u r criticizing her for not speaking English what about you? Can u speak chinese?! Guess not... absolutely hypocritical. I think u r just hating on her cause she is WAY more talented and successful. She is obviously smarter and skillful. Knowing how to make, grow, and take care of these stuff is very hard... WHICH U CANT DO. Who has millions of subscribers again? Oh that's right, her! Cuz she is such a hardworker, and what do u do come again? Smh",@franzpeters3824好吧，你会说中文吗？我显然没有假设，所以当她住在中国时，为什么要期望她知道整个英语！当您想和交谈时，请使用您的头。显然，当您住在您的祖国时，无处不在，或者不需要英语。因此，如果您批评她不说英语，那您呢？你能说中文吗？猜不要...绝对虚伪。我认为您只是讨厌她，因为她的才华和成功。她显然更聪明和熟练。知道如何制作，成长和照顾这些东西非常困难……你不能做。谁又有数百万订户？哦，是的，她！因为她是一个勤奋的人，你又来了什么？ SMH
31094,UgxWvAxOImrsehQXM4F4AaABAg,7,I like Chinese culture and cooking,我喜欢中国文化和烹饪
15392,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss96k-GYBq4p6,7,I think your suspicious minds have made you take this beautiful video and turn it into something ugly because you suspect the worst in everyone and everything......even if it is the work of the Chinese government.....does that take away from its cinematic impact? What's wrong with the Chinese government making a video that features pride taken in homemade country style soul food cooking ..... what would be wrong if any other country did the same?,我认为您的可疑思想使您摄取了这个美丽的视频并将其变成丑陋的事物，因为您怀疑每个人和一切最糟糕的事……即使这是中国政府的工作.....摆脱其电影影响？中国政府制作的视频有什么问题，该视频以自制乡村风格的灵魂食物烹饪感到自豪.....如果其他任何国家也这样做会有什么问题？
11211,UgyWvyN1dqTYozgewT54AaABAg,7,I really got try more actual Chinese Food. This looks so good and i dont even know what it is.,我真的尝试了更多实际的中国菜。这看起来很好，我什至不知道它是什么。
17634,UgxW81R99cPbf3bu0s54AaABAg.92iL8s-QtKf92pdlxABdnZ,6,I watched the video posted by the Chinese website on the US website on China on China,我在中国用美国的网看中国人在美国网站发的视频
12922,Ugw_rYCW-Phnt9iWmmJ4AaABAg,6,"Wonderful! Chinese food, life is beautiful.",好棒啊！中华美食，人生美好尽在其中。
26877,UgyIms1hOLaWVF7KU-t4AaABAg,6,"The western media often report that China is a terrible country. The government is very dictatorial, and always bully people, such as Hong Kong, Xinjiang, and Tibet. But China is very vast with 56 different nationalities, They also have a lot of social problems, but the government is working hard to solve it and narrow the gap between the rich and the poor, they try to make the Chinese live better. I have lived in China for 35 years, The Chinese are lovely And kind, they are peaceful, work hard and enjoy life, that's why the Chinese love to cooking food so much!",西方媒体经常报告中国是一个可怕的国家。政府是独裁的，总是欺负人，例如香港，新疆和西藏。但是中国非常庞大，有56个不同的国籍，他们也有很多社会问题，但是政府正在努力解决这个问题，并缩小富人与穷人之间的差距，他们试图使中国人的生活变得更好。我在中国生活了35年，中国人既可爱又善良，他们宁静，努力工作并享受生活，这就是为什么中国人喜欢这么多烹饪食物的原因！
27503,Ugx9pwB5zKaXAcvofKl4AaABAg.8ye2BsPtesT8yhSN3NVjBG,6,"She is Chinese, she doesn't upload her videos on YouTube",她是中国人，她没有将视频上传到YouTube上
15407,UgxM6M0zpu3k7SD32RR4AaABAg.93FjALA-hss986AwIEysGc,6,"this comment section is stupid. her videos are higher quality because she has 2(?) assistants. before, she did not. and with editing, it can cut out the ugly parts. there’s many more videos like this and yet some of y’all claim it’s “propaganda” and “controlled by the Chinese government”? get a grip of y’allselves",此评论部分很愚蠢。她的视频质量更高，因为她有2（？）助手。以前，她没有。通过编辑，它可以切断丑陋的部分。还有更多这样的视频，但大家都声称这是“宣传”和“由中国政府控制”吗？抓住自己的掌握
16908,UgwkOVUO2hyyb75qMtt4AaABAg,6,"For the first time, I accidentally resonated and truly reflected the daily life of rural people. It reminds me of the flat and real years I walked in the countryside when I was a teenager ...
Rural China is the root of our Chinese culture! Intersection","第一次无意间睇到，甚有共鸣而真实反应了农村人的日常生活，令我想起少年时，自己在农村走过的平淡又实在的岁月……
中国农村，就是我们中华文化的根！ ！"
17383,UgzpONnO8ysIUopexzB4AaABAg.92knIKq5sJf92lqW2TQKnH,6,hi bor. CN government always welcome everyone from all over the world. absolutely. there are so much delicious Chinese food waiting for u.,嗨，Bor。 CN政府总是欢迎来自世界各地的每个人。绝对地。有很多美味的中国菜等待你。
20446,UgxLOC1t-WuXVFSqfVp4AaABAg,6,"Everything perfect, in Vietnam many young people like to watch your video. Chinese culture and Vietnamese culture are quite similar. From",一切完美，在越南，许多年轻人喜欢观看您的视频。中国文化和越南文化非常相似。来自
32913,Ugz3FH_-93t-gEqVUdx4AaABAg.8yUkS5gmmql8yV3gemdsru,6,"Not education, right?
More precisely to spread Chinese culture","算不上教育吧
更准确说是传播中华文化"
31218,UgwlOT3zwKuP6VrdSeF4AaABAg.8yVJU3PTvl18yViCNEyfii,5,"After a long time, there is a Chinese comment",翻了半天才有个中文评论
