,cid,votes,含Chinese,含Chinese中文翻译
13413,Ugy1r1ukYlGOCEX02C94AaABAg.9BoMps1mmw-9CSt_RgAlle,28,"@theanimarium9612 we can still get on with VPN no problem, it's not completely banned. The thing is YouTube is not some platform that mainland Chinese people use regularly anyway, so most of time people are not interested in getting on here. We use Bilibilli and Weibo etc. to watch videos.",@theanimarium9612我们仍然可以继续使用VPN，这不是完全禁止的。问题是，YouTube并不是中国大陆人们经常使用的平台，因此大多数时候人们对进入这里不感兴趣。我们使用Bilibilli和Weibo等观看视频。
23409,Ugy5QJJmd7Hbh1wJlAN4AaABAg,28,She was preparing for Chinese new year.,她正在为农历新年做准备。
49826,Ugys_wXtzKAaP1ppMLF4AaABAg,27,Happy Chinese New Year,春节快乐
28382,UgwAmh9mwbsNn2MrK6F4AaABAg.8y_gWQmCqaX8yzMsQarWK1,27,The wisdom of the Chinese and the hard-working hands,中国人的智慧和勤奋的手
42797,UgysGxgQ5Ehy45ioJZ14AaABAg,25,The best heir of traditional Chinese culture,中国传统文化最优秀的继承人
21033,Ugz5P4xPsdR6Z9czEyd4AaABAg.941vCdSLPgO94JLPWyaBNl,24,Nolan Beatrolyn This woman is Chinese you dumb fuck.,诺兰·比阿特罗（Nolan Beatrolyn）这个女人是中国人，你愚蠢的他妈的。
17608,UgzNv4azBWM4KY1hR414AaABAg.97m90yxmeTh982DXstbU_V,24,"@heardistance I have no idea about other Chinese area's rural life but in Sichuan, more specifically, the countryside area around Chengdu, the environment, the village, the landscape and the lifestyle, the food are pretty much the same as what they showed in Ziqi's video. I know it because I also come from this area. I agree with it looks too perfect but why it can not even look perfect? She works really hard and shares with us how beautiful and how peaceful life can be...why would she show how sad she is how realistic and shitty the life look like? it doesn't make sense. I guess you have some wrong identifications of this channel or you just misunderstand what things she would like to share us about. It's like doing a project, your boss gives you an appraisal and says ok, it's well done but looks too perfect so it's fake it's impossible....hmmm. I don't think anyone will give any appraisal like that. And this channel is not a documentary about recording how poor Chinese people are in China. I would suggest you can look for those videos from BBC or CNN or anywhere on youtube, online etc. I am sure there are a lot of videos or whatever news will keep rising your doubt about the reality of Ziqi's video.",@heardistance我不知道其他中国地区的乡村生活，但是在四川，更具体地说，是成都周围的乡村地区，环境，村庄，景观和生活方式，食物与他们在Ziqi中所展示的食物几乎相同视频。我知道，因为我也来自这个领域。我同意它看起来太完美了，但是为什么它甚至看上去都不完美呢？她真的很努力，与我们分享了多么美丽和和平的生活……为什么她会向她表现出多么可悲的生活，这是多么现实和卑鄙的生活？这没有道理。我想您对此频道有一些错误的识别，或者您只是误解了她想分享我们的事情。这就像在进行项目一样，您的老板给您评估，说得好，做得很好，但看起来太完美了，所以这是假的，这是不可能的....嗯。我认为没有人会这样评价。这个渠道并不是关于记录中国人在中国的多么可怜的纪录片。我建议您可以从BBC或CNN或YouTube，Online等任何地方查看这些视频。我敢肯定，有很多视频，或者任何新闻都会不断提高您对Ziqi视频现实的疑问。
46908,Ugxt_UgIcBmTXIOOGpt4AaABAg,24,"I love this episode the most! Especially when she go cover her grandma ear lol. Happy Chinese new year to you and your grandma!

Scene that you may miss the small cute details
0.42 when she crack the chestnut and puppy feet try to steal it. Great shot!
3.33 I guess everyone who cook would want to get that wooden ingredient tray! 
5.55 when they open the popcorn pot 
8.47 The pomelo street look like a fairy tale but You all know that you should not eat those fruit on the floor. (except chestnut and ginko of course!) 
9.30 the puppies look like they gonna jump into fire! and her grandma giggle is adorable! 
9.48 you can see all the love in there","我最喜欢这一集！尤其是当她去遮盖奶奶耳大声笑时。在春节快乐，祝您和您的祖母！

您可能会想念小的可爱细节的场景
0.42当她破裂栗子和小狗时，试图偷走它。好球！
3.33我想每个厨师都想得到那个木制成分托盘！
5.55当他们打开爆米花锅时
8.47 Pomelo Street看起来像个童话，但大家都知道您不应该在地板上吃那些水果。 （当然除了栗子和银杏！）
9.30幼犬看起来像是要跳火了！她奶奶咯咯笑！
9.48您可以看到所有的爱"
51350,Ugzr-KAy15lIgbdS19p4AaABAg,24,Happy Chinese new year! Happy New Year of the world,Happy Chinese New Year! 祝全球华人新年快乐
23258,UgzEyufNY8lG5ZuyQOZ4AaABAg,24,"When I was a kid, my grandma make these snacks as important festivals are coming, especiallty in Chinese Spring Festival.",当我还是个孩子的时候，我的祖母将这些小吃随着重要的节日即将到来，特别是在中国春节中。
12631,UgwT1gDAxj3u5Py3Xn14AaABAg.9Cu4gC8q40r9D0feMFPjlO,24,hayley hyj you’re going to act like Chinese or Asians aren’t racist towards us ? Wasn’t it your McDonalds that didn’t allow black peoples in the beginning of covid ? Stop acting like everyone else but y’all are evil. There’s PLENTY black people like me standing up for Chinese and Asians in general but wrong is wrong and China isn’t all innocent.,海莉·海格（Hayley Hyj）您将像中国人或亚洲人一样行事，不是对我们的种族主义者吗？不是您的麦当劳在库维德开始时不允许黑人吗？不要像其他所有人一样行事，但你们都是邪恶的。总体上，有很多像我这样的黑人代表中国人和亚洲人，但错误是错误的，而中国并不是无辜的。
27189,UgwoBK95SLTCe-m60uJ4AaABAg.8zKMCb-XwpB8zYEyAklC6G,24,I have a Chinese friend and her mother is also like that btw i hope li zizqis happy right now,我有一个中国朋友，她的母亲也像这样，我希望李Zizqis现在快乐
50834,UgyhoGmp8z0d7AfeO7t4AaABAg,23,Happy Chinese New Year,农历新年快乐
46796,UgzbIS4Nqo4EJO8bweJ4AaABAg,23,"I only discovered your videos in YouTube. I really have such a life. I just imagined life in the novel. Girl, you are really great, not only representing many Chinese people, but How to coexist with human beings in harmony with nature, even if human beings are livable in the future, you need your spirit. I am glad to see your video, thank you.
Suddenly I thought of the man who met your heart in the future. Someone helped you lift your bamboo to make new sofas. Some people pick fresh fruits and vegetables with you. One more person at the dining table with you. With cute children, one, two. Essence Essence Then I have always made such a love video for us, oh no, enjoy. Essence Essence
Hope this wish will come true.","我竟然在YouTube才发现你的视频，真的感概还有这样子的人生，只在小说中想象到的人生，姑娘，你真的很棒，不仅代表了华人的许许多多的优秀品质，和文化，甚至代表了人类，要如何与自然和谐共存，即使人类未来宜居其他星球，也需要你这种精神。很高兴看到了你的视频，感谢。
忽然想到了你日后遇到了你心怡的男子，有人帮你抬竹子做新的沙发，有人和你一起采摘新鲜的水果蔬菜，多了一个人在饭桌和你，婆婆谈笑风生，然后不就以后你们有了可爱的孩子，一个，两个。。。然后一直一直做这么有爱的视频给我们看，哦，不，享受。。。
希望这个愿望成真。"
9324,Ugy3C0BEFl3Uww9xseR4AaABAg,23,"I love when puppies and sheep are around her, following her to collect a fruit. I have been in China one time and have test a fruit on a stick with sugar, it's seem like a normal snack for Chinese, they sell everywhere in town.",我爱幼犬和绵羊在她身边，跟随她收集水果。我一次去过中国，并用糖粘在糖果上，这似乎是中国人的普通小吃，它们在镇上到处都有销售。
49720,UgwgGQZpgbqF9Yn1xzl4AaABAg,22,Happy Chinese New Year beautiful lady 'm from indonesia .,春节快乐美丽的女士
12164,UgwyJ1IJAjBcASu44jR4AaABAg,22,"This is how Chinese people lived like back in the days, its great to see people still keeping that living habit today and made these amazing videos. It gives me a feeling that brought me back to the past.",这就是中国人像回到时代一样生活的方式，很高兴看到人们今天仍然保留这种生活习惯并制作了这些惊人的视频。它给了我一种让我回到过去的感觉。
48447,UgzTs5i_jogSDa26tyR4AaABAg,22,Happy Chinese New year to all!\^O^/,所有人的农历新年快乐！\^o^/
51533,UgyCC7UKiwf7s9TrZDJ4AaABAg,22,"I can read only one word in Chinese 
It's li ziqi","我只能用中文读一个字
是李Ziqi"
52598,UgxssQDo8FrXzH9inIR4AaABAg,22,This for Chinese new year???,这是为农历新年吗？？？
16529,UgwndTs4wucNgNjt5x94AaABAg.98eO-d8XaSd98uH5OVgzNP,22,"@wuxh2708 her mother was dead when she was young!! She was with a cruel step mother! Her dad and grand parents were good cooks! Her dad cooks allot in the village for almost all the occasions that way she learned alot of recepies from grand parents amd her dad!! She worked various jobs! She wanted to do new things but almost failed in lot of stuff! She got to return to back home, her village upon hearing that her grandma health when was not good and somone needed day and night to take care!! So that struck a thought in her mind to do something and at the same time be with her grandma! Her grand parents own some land in mountains so she started what her legacy was cooking, farming, chinese art, etc!!Being worked as a DJ people say that experience helped her to add music, edit videos while she filmed all her videos on own very early days! Her videos initially were posted only in chinese video sharing platforms! when she got good recognition in those platforms for her all the skills she started youtube!! She hired a crew of 3 people who take care of shooting, editing, posting!! All these efforts and dedication made her a massive hit today! Some section of people unable to digest her success called her actor, fake, and also few said she is not chinese!! At that time she released a few seconds video saying she belongs to china and she is Chinese!! Nothing altered her to date!! She is the same loving, caring person!! I just shared what I came to know about her thru many sources!!",@wuxh2708她的母亲小时候死了！她和一个残酷的继母在一起！她的父亲和大父母是好厨师！她的父亲几乎在所有场合都在村子里烹饪分配，从而从父母那里学到了很多回忆！她从事各种工作！她想做新事物，但几乎失败了！她得知她的祖母健康不好，白天和黑夜都需要照顾时，她必须回到家中，她的祖母健康！！这样一来，她就想到了做某事，同时与她的祖母在一起！她的祖父母在山上拥有一些土地，因此她开始了自己的遗产是烹饪，耕种，中国艺术等！被当作DJ的人说，这种经验有助于她添加音乐，编辑视频，而她独自拍摄了所有视频很早！她的视频最初仅发布在中国视频共享平台上！当她在这些平台上为自己的所有技能获得良好的认可时，她就开始了YouTube！她雇用了3个照顾射击，编辑，发布的船员！所有这些努力和奉献精神使她今天受到了巨大的打击！一部分无法消化她的成功，称她的演员是假的，而且很少有人说她不是中国人！那时，她发布了几秒钟的视频，说她属于中国，她是中国人！到目前为止，没有什么改变她！她是同样的爱心，有爱心的人！我刚刚分享了我对她的了解，这是通过许多来源！！
